s_m,x_m,y_m,z_m,theta_rad,mu_rad,phi_rad,dtheta_radpm,dmu_radpm,dphi_radpm,w_tr_right_m,w_tr_left_m,omega_x_radpm,omega_y_radpm,omega_z_radpm
5979.434690,122.271529,25.606431,-8.545414,8.429382,0.012182,0.001540,0.023316,-0.001140,-0.000288,-9.354019,1.952769,-0.000572,-0.001104,0.023316
5981.434501,121.144513,27.258054,-8.567420,8.476252,0.009788,0.001009,0.023559,-0.001255,-0.000243,-10.294352,1.628361,-0.000474,-0.001231,0.023559
5983.434312,119.940998,28.854851,-8.584424,8.523488,0.007188,0.000606,0.023680,-0.001345,-0.000160,-11.146324,1.357590,-0.000330,-0.001331,0.023681
5985.434123,118.663281,30.392966,-8.596069,8.570844,0.004438,0.000406,0.023681,-0.001404,-0.000040,-11.792200,1.207545,-0.000145,-0.001395,0.023681
5987.433934,117.314223,31.868942,-8.602122,8.618084,0.001608,0.000469,0.023563,-0.001426,0.000102,-12.123286,1.179536,0.000065,-0.001415,0.023564
5989.433744,115.897184,33.279795,-8.602499,8.664974,-0.001225,0.000818,0.023332,-0.001408,0.000247,-12.221945,1.189674,0.000275,-0.001389,0.023333
5991.433555,114.415929,34.623068,-8.597272,8.711298,-0.003983,0.001434,0.022996,-0.001351,0.000369,-11.971715,1.280020,0.000461,-0.001318,0.022997
5993.433366,112.874542,35.896867,-8.586665,8.756850,-0.006595,0.002256,0.022561,-0.001261,0.000453,-11.490496,1.524817,0.000601,-0.001210,0.022563
5995.433177,111.277328,37.099881,-8.571030,8.801446,-0.009003,0.003198,0.022038,-0.001147,0.000489,-10.985391,1.811548,0.000688,-0.001076,0.022041
5997.432988,109.628719,38.231381,-8.550818,8.844917,-0.011168,0.004172,0.021437,-0.001019,0.000484,-10.363794,2.091713,0.000724,-0.000929,0.021439
5999.432799,107.933188,39.291208,-8.526534,8.887116,-0.013075,0.005104,0.020766,-0.000888,0.000448,-9.624658,2.455699,0.000720,-0.000782,0.020769
