right_bound_x,right_bound_y,right_bound_z,left_bound_x,left_bound_y,left_bound_z
170.215872,-100.844791,25.675757,168.168433,-86.428498,25.375100
172.196747,-100.575488,25.685179,170.150591,-86.160672,25.384744
174.171978,-100.267571,25.693747,172.125873,-85.843252,25.393305
176.150432,-99.983030,25.702830,174.108258,-85.575210,25.402947
178.128585,-99.696968,25.711844,176.089491,-85.298442,25.412874
180.109582,-99.432140,25.721251,178.068649,-85.005866,25.424392
182.089379,-99.159537,25.730483,180.050568,-84.732124,25.436323
184.067401,-98.874992,25.739442,182.033742,-84.466679,25.448423
186.045264,-98.590460,25.748418,184.010322,-84.153331,25.459501
188.027676,-98.338931,25.758112,185.991900,-83.874712,25.471328
190.000853,-98.022377,25.766482,187.973379,-83.594762,25.483182
191.982583,-97.767829,25.776860,189.955004,-83.314694,25.493273
193.957351,-97.464344,25.786973,191.940315,-83.060240,25.502854
195.937806,-97.202073,25.797737,193.922333,-82.781682,25.511978
197.916235,-96.926502,25.808294,195.901930,-82.484603,25.520751
199.896289,-96.663096,25.819643,197.884052,-82.205088,25.529926
201.871908,-96.367824,25.833944,199.867930,-81.938182,25.541961
203.849785,-96.084070,25.849173,201.847446,-81.644552,25.554187
205.827336,-95.789513,25.864159,203.832000,-81.395698,25.567289
207.809514,-95.520632,25.878208,205.809740,-81.105440,25.579205
209.791884,-95.235765,25.889759,207.785332,-80.817246,25.590434
211.775222,-94.947065,25.901229,209.764331,-80.564439,25.602313
213.762897,-94.680029,25.910893,211.738461,-80.286124,25.612221
215.752929,-94.412649,25.918503,213.709231,-80.001016,25.620259
217.739779,-94.112379,25.925914,215.679750,-79.724721,25.628497
219.731624,-93.838141,25.934917,217.648147,-79.442502,25.637822
221.726179,-93.566166,25.944202,219.615021,-79.165795,25.647656
223.720772,-93.276877,25.952015,221.575964,-78.865983,25.658935
225.720788,-92.995992,25.959127,223.540522,-78.617446,25.673503
227.752053,-92.706532,25.965567,225.468840,-78.340101,25.685717
229.828521,-92.400801,25.972614,227.345866,-78.033366,25.696202
231.942748,-92.057161,25.987211,229.175682,-77.701401,25.708827
234.144956,-91.598030,26.006776,230.886165,-77.314090,25.718852
236.396459,-91.066234,26.028688,232.520188,-76.887745,25.725710
238.662399,-90.365218,26.043485,234.084937,-76.431216,25.732211
240.964166,-89.527886,26.063109,235.542567,-75.895167,25.740459
243.214383,-88.548004,26.082317,236.944086,-75.246570,25.748364
245.390371,-87.408818,26.097350,238.329557,-74.568247,25.755233
