right_bound_x,right_bound_y,right_bound_z,left_bound_x,left_bound_y,left_bound_z
46.711989,409.220737,33.507426,33.723501,412.909591,33.548948
47.313942,411.164349,33.457244,34.271108,414.796882,33.480794
47.885596,413.118041,33.406808,34.810608,416.685450,33.412443
48.426990,415.080559,33.353691,35.315246,418.583238,33.345559
48.966971,417.043837,33.301534,35.794844,420.487340,33.274904
49.468909,419.017425,33.250286,36.286554,422.387875,33.203030
49.964921,420.992762,33.200491,36.780477,424.287607,33.133489
50.475405,422.964791,33.148911,37.251750,426.192879,33.062011
50.946399,424.946850,33.093651,37.680534,428.108065,32.987957
51.416209,426.929473,33.035345,38.132861,430.017155,32.913554
51.875950,428.914678,32.979889,38.589879,431.925075,32.843263
52.303300,430.907449,32.924387,38.986481,433.846322,32.774769
52.730264,432.900470,32.867264,39.419653,435.759083,32.704426
53.152492,434.894671,32.811361,39.842993,437.673946,32.629012
53.560599,436.892112,32.754497,40.217002,439.598798,32.552289
53.950828,438.893415,32.696706,40.582877,441.524734,32.476683
54.363325,440.890633,32.639904,40.957388,443.448661,32.402359
54.723855,442.898129,32.583507,41.303414,445.377650,32.328457
55.065530,444.909185,32.527903,41.647651,447.306503,32.254530
55.432713,446.915839,32.471395,41.986835,449.236013,32.181990
55.776050,448.927021,32.413619,42.322973,451.165814,32.111816
56.090988,450.943173,32.354131,42.662426,453.094927,32.044798
56.419152,452.957386,32.294629,42.933898,455.034679,31.971713
56.704977,454.978358,32.233200,43.244743,456.968018,31.903873
56.975450,457.001359,32.171262,43.519667,458.906716,31.836668
57.264470,459.021540,32.109232,43.774167,460.848296,31.769970
57.538397,461.043569,32.046773,44.047484,462.787659,31.704842
57.773838,463.070036,31.983234,44.305601,464.729600,31.639810
58.010498,465.095908,31.919490,44.521934,466.676944,31.573554
58.254070,467.120611,31.855179,44.773733,468.620618,31.507985
58.475848,469.147373,31.788248,44.984370,470.569478,31.443943
58.691655,471.174541,31.721609,45.212360,472.516950,31.379428
58.893135,473.202825,31.656014,45.379092,474.470969,31.312240
59.064812,475.233412,31.590860,45.571464,476.422969,31.249932
59.230515,477.264132,31.526887,45.725374,478.378648,31.188027
59.371671,479.296336,31.462601,45.894073,480.333510,31.123382
59.524249,481.327114,31.399328,46.053497,482.289661,31.056519
59.671942,483.358021,31.336512,46.200489,484.247121,30.989922
59.809368,485.389320,31.275557,46.322554,486.206679,30.929294
59.940510,487.420681,31.215464,46.436882,488.167120,30.868514
60.047597,489.453172,31.152460,46.534283,490.128740,30.803563
60.155840,491.485295,31.088612,46.592162,492.092512,30.736770
60.270855,493.516895,31.024704,46.685308,494.054992,30.671748
60.363554,495.549350,30.958808,46.764012,496.018396,30.608241
60.411910,497.582968,30.895636,46.829477,497.982684,30.548390
60.492198,499.615263,30.837891,46.867844,499.948121,30.489603
60.523919,501.648653,30.776783,46.902383,501.913689,30.430117
60.578117,503.681541,30.712302,46.959072,503.879012,30.362473
60.589118,505.716128,30.646923,46.970007,505.844005,30.296269
60.578476,507.751760,30.586742,46.961570,507.807964,30.237074
60.577247,509.789055,30.528673,46.969068,509.769936,30.178524
60.539017,511.828326,30.468539,46.930419,511.729453,30.119648
60.515014,513.868909,30.408980,46.896724,513.687326,30.058752
60.450013,515.910727,30.351638,46.855133,515.642957,30.001959
60.405180,517.954973,30.297108,46.813723,517.596277,29.949784
60.346968,520.000304,30.242661,46.734045,519.547026,29.892204
60.283112,522.047550,30.186914,46.666537,521.496056,29.834859
60.221298,524.097415,30.132489,46.586956,523.442375,29.779488
60.105927,526.145945,30.078429,46.500529,525.387408,29.726920
59.980304,528.195053,30.025791,46.406611,527.331091,29.677027
59.824542,530.240027,29.973478,46.298573,529.276260,29.628281
59.681371,532.283424,29.921288,46.171912,531.222855,29.578748
59.493229,534.318811,29.870201,46.031695,533.173108,29.530136
59.312064,536.349074,29.820755,45.872869,535.127539,29.482991
59.127688,538.375597,29.772329,45.681759,537.082542,29.436104
58.966888,540.399788,29.725423,45.513362,539.044624,29.389741
58.767109,542.414641,29.678046,45.318068,541.009685,29.341944
58.543582,544.423523,29.632921,45.104783,542.976329,29.294300
58.328730,546.428500,29.589904,44.894943,544.948118,29.249081
58.106714,548.427119,29.547733,44.677717,546.924624,29.204158
57.904006,550.424944,29.507162,44.455826,548.903564,29.161246
57.675488,552.416148,29.466177,44.236833,550.886509,29.118727
57.446996,554.405647,29.426519,43.995168,552.868548,29.077636
57.225562,556.395483,29.387179,43.754022,554.851099,29.037453
56.997097,558.384364,29.347741,43.515407,556.834081,28.997336
56.760141,560.372173,29.308215,43.273855,558.816809,28.957199
56.534359,562.361212,29.269075,43.027058,560.798978,28.916901
56.314631,564.350878,29.231365,42.783765,562.781621,28.876532
56.050799,566.335329,29.193074,42.566615,564.767388,28.836295
55.813821,568.322833,29.155567,42.319951,566.749780,28.795430
55.601561,570.313145,29.119032,42.101620,568.735552,28.756909
55.360741,572.300030,29.082633,41.827054,570.714837,28.717382
55.128712,574.287885,29.054168,41.594198,572.699054,28.690360
54.900403,576.276100,29.028354,41.369567,574.684318,28.670447
54.659189,578.262703,28.999222,41.121525,576.666918,28.645056
54.392803,580.246274,28.969249,40.898006,578.652466,28.617305
54.175237,582.235528,28.942457,40.652702,580.635520,28.590194
53.927506,584.221122,28.915474,40.423227,582.620539,28.564297
53.713661,586.210677,28.890720,40.170192,584.602821,28.538115
53.463125,588.195799,28.865918,39.962964,586.590621,28.513097
53.235572,590.183560,28.841665,39.710223,588.573105,28.487169
52.990171,592.169139,28.816667,39.466261,590.556689,28.461869
52.746568,594.154853,28.792663,39.244286,592.542973,28.438434
52.518660,596.142347,28.770968,38.999777,594.526662,28.418091
52.270196,598.127327,28.750257,38.762848,596.511313,28.397451
52.053308,600.116008,28.731800,38.528638,598.496369,28.375920
51.790214,602.099062,28.711377,38.289257,600.480899,28.356629
51.557308,604.085675,28.691937,38.051224,602.465649,28.339087
51.329275,606.072797,28.673978,37.819347,604.451215,28.326092
51.088454,608.058291,28.656741,37.587293,606.436855,28.313168
50.854939,610.044605,28.641239,37.349792,608.421899,28.298549
50.616080,612.030201,28.626499,37.110861,610.406848,28.284825
50.394002,614.017720,28.613513,36.863456,612.390873,28.272613
50.164904,616.004338,28.600701,36.623244,614.375821,28.261541
49.928685,617.990023,28.588559,36.410273,616.364121,28.251836
49.676620,619.973708,28.576131,36.152274,618.347101,28.241555
49.444840,621.959775,28.565917,35.914212,620.332536,28.229884
49.215037,623.946002,28.557496,35.682392,622.318799,28.217405
48.964488,625.929640,28.548545,35.438928,624.303757,28.205338
48.730427,627.915204,28.540455,35.216689,626.291322,28.196609
48.463709,629.896767,28.531660,34.985030,628.277832,28.191405
48.248708,631.884448,28.524345,34.742593,630.263141,28.186583
47.994241,633.867333,28.517932,34.529623,632.252044,28.182771
47.772700,635.854092,28.514597,34.297048,634.238668,28.178634
47.524321,637.837538,28.510636,34.056377,636.224415,28.174215
47.284144,639.821911,28.506587,33.833151,638.212308,28.170706
47.047988,641.806688,28.501883,33.583646,640.197133,28.168182
46.824684,643.792924,28.497455,33.330414,642.181591,28.165586
46.593900,645.778248,28.493391,33.121910,644.171404,28.164056
46.334449,647.760157,28.491415,32.877123,646.156885,28.162076
46.124778,649.748068,28.491767,32.623144,648.141202,28.159954
45.885744,651.732530,28.491090,32.413521,650.130750,28.158817
45.625614,653.714553,28.490063,32.167889,652.115948,28.158591
45.409641,655.701906,28.490517,31.934843,654.102558,28.159414
45.177125,657.687344,28.490504,31.685579,656.087195,28.159874
44.930820,659.671215,28.490885,31.438485,658.072024,28.159644
44.708248,661.657982,28.493152,31.224237,660.060662,28.159251
44.451916,663.640801,28.494561,30.984422,662.046220,28.158271
44.222064,665.626822,28.496565,30.727119,664.029642,28.157173
44.005748,667.614529,28.498516,30.519144,666.018819,28.158065
43.754312,669.598131,28.499544,30.262106,668.002140,28.157841
43.531060,671.585134,28.501348,30.013806,669.986430,28.157699
43.301927,673.571525,28.502842,29.803129,671.975084,28.158112
43.036317,675.553653,28.503299,29.551295,673.958822,28.157489
42.815829,677.541183,28.504891,29.314936,675.944323,28.157337
42.588503,679.527990,28.505089,29.088076,677.930863,28.157906
42.339310,681.512260,28.504492,28.858886,679.917078,28.158483
42.106084,683.498485,28.504393,28.619415,681.902010,28.158727
41.859876,685.483257,28.502365,28.356048,683.884027,28.156213
41.632204,687.470275,28.500174,28.129194,685.870317,28.154356
41.382194,689.454711,28.497401,27.890542,687.855144,28.152214
41.155378,691.441981,28.492716,27.658745,689.840699,28.150222
40.923027,693.428646,28.487250,27.413134,691.824563,28.147904
40.696436,695.416062,28.480873,27.181560,693.810028,28.145920
40.462886,697.402737,28.471524,26.940095,695.794232,28.143934
40.209576,699.387111,28.461083,26.692995,697.777713,28.141882
39.971729,701.373388,28.452975,26.457513,699.762510,28.140835
39.737872,703.360227,28.452654,26.224228,701.747485,28.142362
39.491262,705.345593,28.455911,25.991311,703.732454,28.145115
39.254303,707.332176,28.459558,25.729991,705.713960,28.147362
39.010592,709.318036,28.463277,25.497482,707.698825,28.152676
38.786232,711.306265,28.467223,25.272844,709.684585,28.158324
38.543690,713.292380,28.467527,25.050716,711.670587,28.163461
38.305715,715.279128,28.466041,24.796733,713.652675,28.167678
38.050770,717.263880,28.465028,24.555277,715.636216,28.171634
37.836373,719.253590,28.466104,24.330442,717.621699,28.175384
37.596760,721.240345,28.468074,24.067225,719.602457,28.179635
37.345825,723.225777,28.472272,23.819122,721.584986,28.185670
37.120425,725.214373,28.478174,23.586362,723.569312,28.193100
36.893626,727.202892,28.488112,23.346576,725.552699,28.202333
36.650629,729.189492,28.497597,23.095108,727.534611,28.211709
36.407294,731.176115,28.506369,22.827354,729.514460,28.220586
36.170181,733.163588,28.518706,22.592372,731.498227,28.230446
35.912680,735.148612,28.532929,22.352694,733.481367,28.243039
35.685881,737.137483,28.552624,22.088923,735.461469,28.254566
35.450108,739.125439,28.572050,21.869423,737.446847,28.268205
35.204762,741.112373,28.589848,21.607678,739.426847,28.281411
34.962315,743.099897,28.605179,21.343465,741.406298,28.295264
34.720138,745.087810,28.622199,21.127072,743.391349,28.309387
34.489522,747.077382,28.641029,20.883327,745.372796,28.323694
34.258878,749.067231,28.662903,20.647019,747.354921,28.337320
34.016997,751.056037,28.686259,20.414407,749.337173,28.354634
33.764323,753.043690,28.711608,20.202050,751.321813,28.373209
33.538020,755.034971,28.737034,19.972505,753.304049,28.391724
33.306048,757.025920,28.763219,19.730123,755.284318,28.411940
33.037895,759.012441,28.789307,19.496597,757.265543,28.433465
32.801574,761.003341,28.816931,19.216779,759.240537,28.452999
32.564031,762.994475,28.844880,18.934432,761.214813,28.472958
32.322738,764.985363,28.873827,18.619385,763.184548,28.494302
32.077548,766.976038,28.905173,18.295497,765.152757,28.517204
31.850882,768.969577,28.938209,17.965713,767.119709,28.539732
31.615573,770.962241,28.974369,17.644844,769.087520,28.564603
31.370032,772.953854,29.010140,17.319864,771.054398,28.591100
31.118247,774.945036,29.047693,16.993006,773.020530,28.620006
30.878396,776.938113,29.086971,16.622399,774.980314,28.649648
30.627992,778.930074,29.126474,16.293874,776.945428,28.683864
30.399336,780.925507,29.167373,15.975157,778.911401,28.718520
30.152609,782.918894,29.204132,15.647574,780.875631,28.752401
29.911208,784.913675,29.243645,15.287537,782.834558,28.781179
29.663743,786.910222,29.282776,14.978236,784.797965,28.810704
29.430859,788.911199,29.324075,14.644567,786.755507,28.847192
29.169447,790.911208,29.367668,14.310122,788.709652,28.878053
28.922915,792.918198,29.414940,13.976426,790.659013,28.900745
28.678353,794.928449,29.460842,13.620127,792.601966,28.921485
28.428429,796.941568,29.500104,13.312569,794.548920,28.948556
28.198419,798.963105,29.537099,12.983452,796.487673,28.977488
27.958787,800.986557,29.570100,12.637882,798.420882,29.002150
27.738302,803.017602,29.601431,12.290234,800.350224,29.027301
27.482916,805.048545,29.628900,11.918610,802.270471,29.054882
27.263858,807.094312,29.650663,11.483180,804.171913,29.074364
27.006413,809.145304,29.672032,10.976055,806.048288,29.088326
26.757623,811.261461,29.691130,10.357621,807.839729,29.096052
26.515789,813.440739,29.704761,9.731180,809.566391,29.101330
26.221751,815.701419,29.714602,9.047737,811.186046,29.102674
25.834544,818.086617,29.719097,8.321826,812.643743,29.097428
25.220826,820.494837,29.720858,7.598897,814.002516,29.086504
24.392396,822.931251,29.711575,6.892224,815.254004,29.079847
23.407732,825.340881,29.698165,6.137033,816.435442,29.072402
22.287556,827.667840,29.680043,5.364868,817.622817,29.068505
21.015018,829.867176,29.655252,4.532445,818.821238,29.058373
19.660776,831.919512,29.624412,3.580632,820.033959,29.041854
18.265945,833.909661,29.594759,2.585693,821.251162,29.024239
16.802852,835.807148,29.560402,1.506313,822.445308,29.003014
15.263272,837.641462,29.517711,0.395092,823.612275,28.980314
13.616812,839.399547,29.475004,-0.758273,824.717396,28.953078
11.850772,841.070464,29.427269,-1.931625,825.767472,28.926853
9.974376,842.673299,29.383627,-3.119840,826.740800,28.897920
7.987225,844.172576,29.339854,-4.321289,827.657260,28.867971
5.902419,845.583299,29.298763,-5.525591,828.520691,28.840074
3.697795,846.879294,29.259847,-6.739294,829.291817,28.811124
1.432402,848.109336,29.224374,-7.949316,830.023894,28.786063
-0.931773,849.207447,29.190459,-9.172436,830.681518,28.763392
-3.385060,850.194959,29.160092,-10.408093,831.224705,28.745882
-5.909001,851.020538,29.136516,-11.653530,831.723139,28.733348
-8.494704,851.675558,29.120675,-12.925803,832.128467,28.715524
-11.103313,852.146706,29.108200,-14.243537,832.430594,28.697040
-13.721626,852.463425,29.098961,-15.590523,832.658858,28.681934
-16.341296,852.617804,29.090220,-16.967651,832.807626,28.669362
-18.953004,852.533181,29.086484,-18.362589,832.845321,28.660234
-21.554016,852.334310,29.089712,-19.754666,832.763840,28.649616
-24.138290,851.964443,29.098088,-21.136491,832.591842,28.636610
-26.705637,851.422577,29.111565,-22.493804,832.369443,28.625623
-29.263198,850.783801,29.135092,-23.818094,832.053793,28.614668
-31.764373,849.880490,29.155887,-25.097905,831.652903,28.604361
-34.249448,848.845579,29.174613,-26.303841,831.162744,28.593600
-36.649008,847.601505,29.190589,-27.465934,830.608561,28.585778
-38.963794,846.185582,29.192778,-28.593148,830.002144,28.577902
-41.132784,844.621211,29.183179,-29.719602,829.313884,28.569622
-43.182870,842.961533,29.169554,-30.831514,828.530966,28.561778
-45.060204,841.168057,29.145993,-31.927804,827.647208,28.549294
-46.799302,839.338534,29.126870,-33.057383,826.681313,28.537594
-48.405202,837.440496,29.104588,-34.163028,825.625196,28.522304
-49.873847,835.482381,29.070077,-35.270669,824.502003,28.506794
-51.149381,833.465368,29.030654,-36.369394,823.280304,28.486672
-52.220497,831.360045,28.985011,-37.456858,822.001149,28.463844
-53.121449,829.206950,28.929594,-38.526299,820.658990,28.439488
-53.962258,827.091805,28.872277,-39.608032,819.259753,28.413957
-54.691969,824.957343,28.814829,-40.625490,817.790793,28.383396
-55.370934,822.838435,28.759564,-41.605354,816.268504,28.350796
-56.069652,820.770752,28.712313,-42.542203,814.688536,28.316285
-56.735678,818.712704,28.664843,-43.441585,813.069229,28.280529
-57.416695,816.684165,28.618742,-44.317129,811.416119,28.244189
-58.088944,814.680970,28.568472,-45.090763,809.692458,28.204750
-58.727551,812.681433,28.513169,-45.818022,807.935057,28.160718
-59.392374,810.708693,28.461699,-46.492465,806.141406,28.111314
-60.067747,808.763921,28.409741,-47.134805,804.311810,28.060146
-60.693202,806.815196,28.356038,-47.739843,802.456218,28.008205
-61.329659,804.885194,28.305398,-48.347077,800.586376,27.953742
-61.981797,802.981687,28.254852,-48.970322,798.699866,27.897503
-62.631424,801.083765,28.204811,-49.609287,796.811824,27.843571
-63.247159,799.181075,28.151746,-50.241545,794.915042,27.790052
-63.879864,797.283430,28.099924,-50.858708,793.013840,27.737174
-64.523199,795.388005,28.051165,-51.511994,791.125760,27.686280
-65.167411,793.491256,28.002107,-52.130456,789.227882,27.635418
-65.788584,791.584317,27.953721,-52.774647,787.341070,27.587103
-66.429380,789.682340,27.909700,-53.421025,785.456338,27.540679
-67.051772,787.772766,27.867358,-54.043808,783.565485,27.494931
-67.698065,785.868210,27.824407,-54.651635,781.672438,27.450318
-68.349317,783.963699,27.778618,-55.288681,779.790148,27.407885
-68.984495,782.052321,27.737229,-55.926005,777.909378,27.365493
-69.618247,780.137672,27.697959,-56.551111,776.027206,27.323831
-70.245733,778.219472,27.660188,-57.176462,774.146337,27.282321
-70.884566,776.302997,27.622703,-57.760940,772.254186,27.241366
-71.506623,774.378384,27.583665,-58.352881,770.366911,27.202430
-72.076765,772.436444,27.543410,-58.950106,768.482503,27.164048
-72.659036,770.496592,27.503950,-59.505890,766.587097,27.125763
-73.207978,768.544199,27.464953,-60.029792,764.685007,27.087574
-73.770083,766.594346,27.426168,-60.554115,762.784702,27.049591
-74.264150,764.623597,27.386182,-61.045540,760.876813,27.012257
-74.783600,762.657812,27.346289,-61.554195,758.976813,26.977415
-75.254549,760.677661,27.303527,-62.022416,757.067374,26.939672
-75.740900,758.700789,27.259929,-62.512050,755.165736,26.903168
-76.226739,756.723131,27.216078,-62.950023,753.251906,26.865368
-76.693795,754.742188,27.173042,-63.437241,751.350125,26.828602
-77.158077,752.762472,27.131795,-63.902500,749.441245,26.792117
-77.629933,750.789934,27.093946,-64.354028,747.523870,26.755214
-78.107191,748.821539,27.056804,-64.833318,745.610511,26.720985
-78.606126,746.861301,27.019542,-65.301257,743.691166,26.690719
-79.076916,744.899444,26.985127,-65.752075,741.762299,26.662259
-79.550340,742.940896,26.954531,-66.235373,739.838156,26.636261
-80.023311,740.985183,26.926163,-66.671581,737.899862,26.610048
-80.508226,739.037377,26.902167,-67.149653,735.965819,26.586164
-81.012235,737.096641,26.881706,-67.613906,734.025717,26.563021
-81.470766,735.148491,26.862257,-68.078018,732.082466,26.541043
-81.956701,733.211936,26.845413,-68.573611,730.141086,26.521469
-82.430298,731.275403,26.830282,-69.030445,728.188048,26.503120
-82.887244,729.338161,26.816709,-69.524838,726.240669,26.485835
-83.376282,727.413834,26.804178,-69.986651,724.280520,26.468589
-83.844927,725.487709,26.792059,-70.441513,722.315959,26.453968
-84.325192,723.567561,26.781728,-70.943646,720.359625,26.441484
-84.797316,721.651028,26.772633,-71.417584,718.391348,26.429367
-85.244540,719.731248,26.765217,-71.916355,716.426404,26.420245
-85.731126,717.824297,26.760080,-72.399245,714.454509,26.412223
-86.174466,715.911715,26.755370,-72.873971,712.475026,26.406105
-86.671742,714.015367,26.752782,-73.378269,710.500506,26.402186
-87.138305,712.113341,26.750149,-73.871078,708.520014,26.399322
-87.607325,710.212417,26.749266,-74.400926,706.548271,26.396753
-88.106482,708.318085,26.750644,-74.900163,704.568897,26.393081
-88.641695,706.432213,26.752639,-75.451948,702.605573,26.391298
-89.166590,704.539683,26.755861,-75.997712,700.643807,26.391792
-89.721565,702.654050,26.761629,-76.588935,698.697237,26.396713
-90.298096,700.772941,26.769544,-77.186309,696.754581,26.403513
-90.868602,698.886486,26.779758,-77.783539,694.815451,26.410232
-91.492206,697.014845,26.794184,-78.423852,692.891715,26.416250
-92.115098,695.141277,26.808769,-79.037995,690.961841,26.422122
-92.711066,693.255672,26.820148,-79.680331,689.044600,26.429905
-93.358032,691.384840,26.832874,-80.312531,687.125997,26.439919
-93.964996,689.499106,26.844633,-80.957579,685.213586,26.452607
-94.600466,687.619587,26.857328,-81.608631,683.306418,26.468998
-95.244819,685.741574,26.873183,-82.259937,681.400918,26.495327
-95.888731,683.861869,26.889853,-82.885464,679.488394,26.521647
-96.514957,681.973368,26.906186,-83.516427,677.580480,26.547466
-97.138471,680.082434,26.928450,-84.192364,675.689259,26.573507
-97.799383,678.202622,26.952743,-84.815748,673.781777,26.598160
-98.418524,676.305726,26.975985,-85.458842,671.883818,26.623652
-99.049493,674.411365,27.003343,-86.114268,669.991539,26.650335
-99.689412,672.518492,27.033261,-86.769555,668.100774,26.677069
-100.343656,670.627672,27.063606,-87.393213,666.202031,26.702946
-100.974883,668.727847,27.094718,-88.023524,664.306715,26.733546
-101.630302,666.835100,27.129717,-88.682306,662.422301,26.766414
-102.259136,664.932850,27.163980,-89.308092,660.527092,26.798425
-102.880532,663.028431,27.198000,-89.951226,658.637458,26.831207
-103.536470,661.136136,27.231516,-90.611135,656.753120,26.863366
-104.190288,659.243925,27.263195,-91.227642,654.853247,26.894913
-104.827803,657.346608,27.294425,-91.883948,652.966438,26.926517
-105.483872,655.456006,27.326169,-92.512331,651.069738,26.957969
-106.095039,653.551038,27.356663,-93.161773,649.179339,26.990201
-106.741740,651.658502,27.388703,-93.815108,647.289834,27.023762
-107.399141,649.770019,27.420989,-94.460194,645.397102,27.056361
-108.051805,647.880751,27.451260,-95.089248,643.498135,27.086926
-108.684011,645.984889,27.479966,-95.733907,641.604121,27.117160
-109.318793,644.090226,27.506534,-96.366558,639.705712,27.144100
-109.974034,642.202599,27.530950,-97.019741,637.814147,27.171265
-110.603753,640.306210,27.554688,-97.661515,635.918835,27.198159
-111.240878,638.412200,27.578610,-98.309849,634.025878,27.224864
-111.904105,636.526774,27.603398,-98.959796,632.133742,27.251907
-112.556482,634.637533,27.627996,-99.594362,630.236524,27.278888
-113.178935,632.737985,27.651815,-100.249429,628.346411,27.306018
-113.839253,630.851026,27.676474,-100.898213,626.454438,27.332828
-114.495451,628.962529,27.699928,-101.537535,624.559389,27.359471
-115.129987,627.066528,27.722846,-102.176626,622.664404,27.385854
-115.769631,625.171994,27.745898,-102.817167,620.770178,27.411992
-116.413861,623.278925,27.767433,-103.453008,618.874449,27.435200
-117.051853,621.383641,27.785950,-104.075473,616.974271,27.455067
-117.703524,619.492956,27.804832,-104.732889,615.086017,27.475738
-118.342531,617.597971,27.823398,-105.385267,613.196048,27.496060
-118.982855,615.703438,27.841844,-106.002785,611.294233,27.515191
-119.613810,613.805730,27.857681,-106.660515,609.406070,27.533032
-120.269290,611.916357,27.873827,-107.302610,607.512592,27.550115
-120.912818,610.022928,27.889698,-107.950077,605.620933,27.567332
-121.567846,608.133413,27.905824,-108.591776,603.727307,27.584406
-122.199756,606.236053,27.921249,-109.227336,601.831593,27.600866
-122.817678,604.333949,27.934315,-109.872574,599.939160,27.614421
-123.491244,602.450744,27.947960,-110.523784,598.048746,27.626954
-124.102284,600.546317,27.960178,-111.164296,596.154696,27.639220
-124.781252,598.664952,27.973948,-111.799754,594.258927,27.651349
-125.385691,596.758300,27.986019,-112.449305,592.367932,27.663835
-126.055389,594.873800,27.998271,-113.098043,590.476657,27.674159
-126.689309,592.977162,28.007391,-113.738127,588.582440,27.680389
-127.342870,591.087197,28.016767,-114.385184,586.690582,27.686705
-127.987020,589.194043,28.025892,-115.031263,584.798387,27.692993
-128.625322,587.298910,28.034838,-115.650978,582.897244,27.698530
-129.266291,585.404690,28.043865,-116.284630,581.000820,27.704369
-129.914663,583.512985,28.049068,-116.935760,579.110322,27.709070
-130.539852,581.613421,28.052069,-117.586980,577.219850,27.711994
-131.180321,579.719048,28.055467,-118.238203,575.329370,27.714914
-131.841642,577.831753,28.059412,-118.881655,573.436250,27.717624
-132.452889,575.927478,28.062074,-119.493385,571.532367,27.719488
-133.117945,574.041462,28.066109,-120.148998,569.643358,27.722532
-133.761252,572.148073,28.067738,-120.810311,567.756278,27.724996
-134.410288,570.256631,28.067311,-121.421275,565.852120,27.723584
-135.038557,568.358156,28.066253,-122.083232,563.965245,27.723203
-135.666156,566.459458,28.065175,-122.730300,562.073316,27.722411
-136.320716,564.569906,28.064829,-123.356641,560.174356,27.721053
-136.959334,562.674957,28.064059,-123.988093,558.277121,27.719828
-137.608588,560.783619,28.063557,-124.648347,556.389646,27.719402
-138.242606,558.887119,28.062670,-125.267248,554.488147,27.717986
-138.894686,556.996751,28.062500,-125.925986,552.600146,27.717936
-139.555438,555.109327,28.062618,-126.551745,550.700959,27.717539
-140.169355,553.206030,28.061601,-127.197255,548.808465,27.717596
-140.816609,551.314043,28.061389,-127.840960,546.915350,27.717608
-141.457402,549.419870,28.061030,-128.486705,545.022922,27.717659
-142.095623,547.524829,28.060604,-129.124902,543.127931,27.717549
-142.763425,545.639825,28.060907,-129.780455,541.238815,27.717824
-143.393221,543.741941,28.060274,-130.421758,539.344864,27.717768
-144.026298,541.845173,28.059713,-131.044334,537.444561,27.717145
-144.675622,539.953921,28.059895,-131.703151,535.556535,27.717402
-145.310088,538.057638,28.059730,-132.339344,533.660835,27.716957
-145.951873,536.163840,28.059737,-132.990375,531.770160,27.716928
-146.583016,534.266440,28.059471,-133.620929,529.872538,27.716315
-147.232112,532.375128,28.059682,-134.268972,527.980842,27.716200
-147.882788,530.484353,28.059928,-134.925865,526.092145,27.716343
-148.534394,528.593894,28.060202,-135.551000,524.192682,27.715576
-149.188378,526.704241,28.060529,-136.203812,522.302602,27.715603
-149.811881,524.804254,28.060063,-136.837753,520.406124,27.715081
-150.444871,522.907484,28.059845,-137.483086,518.513509,27.714901
-151.088824,521.014429,28.059644,-138.119056,516.617719,27.714448
-151.719067,519.116728,28.058636,-138.765876,514.725608,27.714137
-152.362025,517.223336,28.057913,-139.406562,512.831418,27.713555
-153.016892,515.333981,28.057539,-140.047878,510.937441,27.712988
-153.647265,513.436323,28.056442,-140.682387,509.041157,27.712234
-154.283161,511.540536,28.055522,-141.317645,507.145127,27.711502
-154.945750,509.653799,28.055369,-141.983429,505.259446,27.711613
-155.594410,507.762339,28.054805,-142.606966,503.359443,27.710556
-156.242804,505.870789,28.054238,-143.257555,501.468611,27.710246
-156.883858,503.976751,28.053461,-143.884998,499.569932,27.709294
-157.528072,502.083784,28.052773,-144.556169,497.686078,27.709558
-158.161826,500.187270,28.051775,-145.193681,495.790812,27.708884
-158.794453,498.290375,28.050752,-145.848185,493.901308,27.708686
-159.419156,496.390793,28.049655,-146.464814,491.998963,27.707453
-160.070726,494.500319,28.049709,-147.098324,490.102342,27.707014
-160.728228,492.611856,28.049972,-147.758725,488.214837,27.707754
-161.358182,490.714054,28.049507,-148.373610,486.311901,27.707295
-161.987916,488.816177,28.049035,-149.035554,484.424920,27.708098
-162.652987,486.930280,28.049489,-149.667884,482.527899,27.708106
-163.285745,485.033427,28.049096,-150.326676,480.639849,27.708829
-163.927373,483.139582,28.048943,-150.967930,478.745854,27.709078
-164.581316,481.249912,28.049101,-151.608442,476.851608,27.709307
-165.216952,479.354035,28.048787,-152.257930,474.960404,27.709776
-165.845893,477.455888,28.048305,-152.874803,473.058143,27.709372
-166.493738,475.564150,28.048308,-153.545756,471.174218,27.710415
-167.121047,473.665449,28.047774,-154.181537,469.278367,27.710521
-167.790268,471.780958,28.048342,-154.833605,467.388040,27.711056
-168.427755,469.885708,28.048076,-155.466913,465.491351,27.711101
-169.056523,467.987502,28.047582,-156.094324,463.592663,27.710963
-169.709383,466.097464,28.047718,-156.738240,461.699572,27.711274
-170.336025,464.198536,28.047082,-157.392970,459.810147,27.711513
-171.006263,462.314390,28.047561,-158.018049,457.910669,27.710444
-171.631955,460.415139,28.046891,-158.669514,456.020138,27.710079
-172.292085,458.527566,28.047105,-159.313765,454.127160,27.709515
-172.924053,456.630444,28.046607,-159.946501,452.230278,27.708631
-173.569541,454.737905,28.046455,-160.616285,450.345959,27.708783
-174.222523,452.847908,28.046491,-161.240874,448.446315,27.707670
-174.840286,450.945968,28.045632,-161.876291,446.550343,27.706867
-175.489720,449.054767,28.045582,-162.526137,444.659263,27.706450
-176.141833,447.164474,28.045594,-163.176210,442.768261,27.706049
-176.778345,445.268892,28.045204,-163.818369,440.874576,27.705425
-177.414354,443.373138,28.044816,-164.460774,438.980973,27.704812
-178.068445,441.483516,28.044877,-165.102720,437.087215,27.704196
