,s_opt,v_opt,n_opt,chi_opt,ax_opt,ay_opt,jx_opt,jy_opt,t_opt
271,812.130650,61.771431,-1.835774,0.090410,4.189459,-23.954272,11.276645,17.190959,15.693179
272,815.127859,61.985538,-1.555437,0.098853,4.730789,-23.129028,6.808393,21.540299,15.741184
273,818.122776,62.220399,-1.247067,0.108647,5.057511,-22.095350,7.812863,4.462856,15.789172
274,821.115448,62.472158,-0.907339,0.118768,5.432526,-21.881134,5.169374,2.478595,15.837172
275,824.106783,62.739034,-0.537673,0.127378,5.680801,-21.762092,0.989863,6.110428,15.885200
276,827.098270,63.013060,-0.144289,0.133397,5.728350,-21.468570,-3.207479,9.509204,15.933236
277,830.091040,63.284322,0.264414,0.136642,5.574393,-21.012134,-4.187872,12.683739,15.981235
278,833.085637,63.546603,0.679835,0.137224,5.373738,-20.404414,-1.698449,15.641677,16.029149
279,836.082105,63.801407,1.093669,0.135275,5.292591,-19.657098,-1.491729,18.391982,16.076926
280,839.080074,64.051587,1.497981,0.130936,5.221601,-18.781840,-6.039325,20.940348,16.124515
281,842.078855,64.292100,1.885532,0.124512,4.935590,-17.790144,-10.580915,23.278823,16.171873
282,845.077662,64.512902,2.250922,0.116757,4.437057,-16.693333,-6.946403,25.397652,16.218990
283,848.076108,64.713349,2.591706,0.108633,4.111290,-15.502254,-9.699987,27.297316,16.265887
284,851.074200,64.894775,2.907812,0.100680,3.658284,-14.227424,-11.169729,28.978848,16.312588
285,854.071989,65.052879,3.200041,0.093024,3.138645,-12.879266,18.012022,22.041486,16.359111
286,857.069509,65.217705,3.469239,0.085566,3.973512,-11.857631,12.556308,23.351521,16.405461
287,860.066784,65.414493,3.715804,0.078205,4.553092,-10.779761,7.154235,24.463875,16.451620
288,863.063831,65.631244,3.940110,0.070970,4.881806,-9.655726,1.803287,25.375673,16.497566
289,866.060667,65.856347,4.142610,0.063882,4.964260,-8.495435,-3.495648,26.083710,16.543291
290,869.057307,66.078606,4.323805,0.056949,4.805206,-7.308608,-8.739336,26.584552,16.588791
291,872.053779,66.287241,4.484212,0.050170,4.409460,-6.104772,-13.920994,26.874629,16.634075
292,875.050117,66.471874,4.624339,0.043539,3.781903,-4.893268,-10.572722,26.951169,16.679155
293,878.046374,66.631009,4.744661,0.037042,3.307236,-3.683282,7.641629,26.817792,16.724050
294,881.042621,66.786565,4.845614,0.030663,3.649001,-2.483880,1.746477,26.484770,16.768774
295,884.038957,66.950862,4.927577,0.024384,3.726807,-1.303976,-4.084495,25.951043,16.813325
296,887.035508,67.112227,4.990872,0.018189,3.545546,-0.152327,-9.849559,25.209470,16.857702
297,890.032429,67.259381,5.035859,0.012128,3.110000,0.962432,16.240858,24.255574,16.901922
298,893.029829,67.412267,5.063191,0.006346,3.825977,2.031737,9.759490,23.100962,16.946007
299,896.027667,67.589860,5.073954,0.000983,4.254943,3.047110,3.336312,21.789582,16.989961
300,899.025817,67.779513,5.069472,-0.003934,4.401139,4.001921,-3.032235,20.477231,17.033780
301,902.024164,67.968886,5.051026,-0.008444,4.268674,4.896480,-9.347475,19.199872,17.077466
302,905.022600,68.145955,5.019757,-0.012595,3.861512,5.732797,11.411450,17.955423,17.121024
303,908.021034,68.324467,4.976673,-0.016428,4.357227,6.512783,5.297749,16.750143,17.164465
304,911.019381,68.518176,4.922650,-0.019987,4.586707,7.238339,0.769586,15.584270,17.207781
305,914.017574,68.716989,4.858442,-0.023313,4.619944,7.911408,-0.092692,14.455567,17.250970
306,917.015555,68.915850,4.784683,-0.026443,4.615953,8.533902,-4.772562,13.362744,17.294033
307,920.013283,69.109659,4.701893,-0.029415,4.411019,9.107697,-4.910573,12.304269,17.336972
308,923.010728,69.294056,4.610493,-0.032259,4.200727,9.634621,-4.350912,11.279644,17.379797
309,926.007873,69.469528,4.510809,-0.035008,4.014869,10.116454,-5.153390,10.288588,17.422514
310,929.004719,69.635951,4.403072,-0.037692,3.795246,10.554924,-11.567916,9.330360,17.465131
311,932.001279,69.786890,4.287434,-0.040334,3.303300,10.951714,4.133593,8.405225,17.507658
312,934.997581,69.930834,4.163984,-0.042943,3.478764,11.308502,-1.341563,7.514054,17.550106
313,937.993673,70.077045,4.032854,-0.045471,3.421914,11.626917,-3.367225,6.654559,17.592482
314,940.989627,70.218824,3.894409,-0.047809,3.279435,11.908495,-2.799686,5.826528,17.634796
315,943.985536,70.354914,3.749308,-0.049884,3.161119,12.154726,-6.861153,5.030139,17.677056
316,946.981486,70.482240,3.598338,-0.051689,2.871492,12.367061,-14.146620,4.264706,17.719269
317,949.977549,70.590759,3.442276,-0.053240,2.274887,12.546917,-21.342865,3.529194,17.761442
318,952.973787,70.667683,3.281848,-0.054551,1.375333,12.695664,-5.155336,2.823229,17.803589
319,955.970246,70.721063,3.117745,-0.055636,1.158085,12.814636,2.265647,2.147310,17.845730
320,958.966963,70.771876,2.950618,-0.056509,1.253558,12.905123,0.348167,1.501230,17.887869
321,961.963961,70.825006,2.781071,-0.057188,1.268229,12.968379,-3.691148,0.884326,17.930006
322,964.961254,70.875164,2.609661,-0.057688,1.112709,13.005639,-1.865988,0.295850,17.972139
323,967.958842,70.920388,2.436898,-0.058025,1.034092,13.018104,-0.721159,-0.264855,18.014271
324,970.956716,70.963315,2.263252,-0.058214,1.003709,13.006945,1.847874,-0.798459,18.056401
325,973.954853,71.007241,2.089143,-0.058269,1.081560,12.973306,7.473348,-1.305694,18.098531
326,976.953224,71.059432,1.914954,-0.058205,1.396375,12.918304,2.684901,-1.787311,18.140656
327,979.951786,71.120619,1.741021,-0.058045,1.509444,12.843035,-2.596271,-2.243912,18.182769
328,982.950487,71.181860,1.567542,-0.057873,1.400152,12.748575,1.076329,-2.676115,18.224865
329,985.949246,71.241725,1.394258,-0.057921,1.445439,12.635977,0.320597,-3.084635,18.266940
330,988.947920,71.302790,1.220075,-0.058483,1.458920,12.506266,-3.332178,-3.469765,18.308991
331,991.946332,71.361162,1.043170,-0.059721,1.318876,12.360439,-0.742413,-3.831629,18.351019
332,994.944344,71.415915,0.861419,-0.061674,1.287686,12.199465,0.819292,-4.170769,18.393031
333,997.941866,71.470725,0.672636,-0.064351,1.322099,12.024279,0.502610,-4.487746,18.435034
334,1000.938859,71.526697,0.474598,-0.067762,1.343208,11.835793,-1.649471,-4.782908,18.477034
335,1003.935341,71.581663,0.265059,-0.071893,1.273922,11.634887,-0.439474,-5.056498,18.519039
336,1006.931386,71.634804,0.041994,-0.076558,1.255456,11.422417,0.268239,-5.309349,18.561059
337,1009.927160,71.687820,-0.195468,-0.081174,1.266733,11.199213,2.353857,-5.543190,18.603098
338,1012.922932,71.743177,-0.446029,-0.084991,1.365728,10.966085,1.834207,-5.759915,18.645155
339,1015.918960,71.802243,-0.706547,-0.087613,1.442876,10.723818,1.525730,-5.960571,18.687216
340,1018.915391,71.864263,-0.973209,-0.088975,1.507032,10.473181,-0.489798,-6.145872,18.729265
341,1021.912263,71.927159,-1.242139,-0.089082,1.486450,10.214921,-1.135628,-6.316331,18.771287
342,1024.909527,71.988559,-1.509471,-0.087940,1.438777,9.949766,0.641539,-6.472395,18.813266
343,1027.907062,72.049441,-1.771397,-0.085591,1.465673,9.678421,0.600293,-6.613939,18.855189
344,1030.904695,72.111318,-2.024493,-0.082245,1.490800,9.401570,-0.217457,-6.739746,18.897048
345,1033.902272,72.173438,-2.266427,-0.078349,1.481711,9.119875,0.322752,-6.849198,18.938844
346,1036.899743,72.235569,-2.496297,-0.074334,1.495184,8.833974,-0.857904,-6.943367,18.980586
347,1039.897118,72.297162,-2.714086,-0.070368,1.459415,8.544483,-4.348264,-7.023120,19.022280
348,1042.894413,72.354170,-2.919995,-0.066471,1.278327,8.251998,-7.770937,-7.088419,19.063926
349,1045.891643,72.400627,-3.114237,-0.062644,0.955031,7.957097,2.516283,-7.139810,19.105529
350,1048.888818,72.442498,-3.297029,-0.058887,1.059623,7.660321,6.844054,-7.179072,19.147095
351,1051.885953,72.492404,-3.468585,-0.055200,1.343843,7.362189,3.276186,-7.206895,19.188623
352,1054.883058,72.550972,-3.629119,-0.051583,1.479754,7.063215,0.211998,-7.223093,19.230108
353,1057.880144,72.612471,-3.778854,-0.048040,1.488539,6.763906,-1.285565,-7.227558,19.271545
354,1060.877221,72.672982,-3.918009,-0.044566,1.435328,6.464750,-4.614092,-7.220246,19.312936
355,1063.874301,72.728383,-4.046797,-0.041161,1.244554,6.166221,-7.792777,-7.200940,19.354282
356,1066.871392,72.773143,-4.165427,-0.037824,0.922667,5.868781,6.517596,-7.170223,19.395588
357,1069.868505,72.816772,-4.274108,-0.034554,1.191652,5.572861,3.431728,-7.129833,19.436859
358,1072.865649,72.868824,-4.373041,-0.031348,1.333150,5.278882,0.427633,-7.079581,19.478091
359,1075.862834,72.924101,-4.462430,-0.028213,1.350765,4.987265,-2.494944,-7.019003,19.519282
360,1078.860069,72.977575,-4.542524,-0.025172,1.248093,4.698419,-0.302068,-6.947802,19.560434
361,1081.857358,73.028638,-4.613680,-0.022269,1.235673,4.412743,2.486219,-6.866603,19.601552
362,1084.854697,73.081505,-4.676369,-0.019534,1.337821,4.130623,-0.185057,-6.776117,19.642638
363,1087.852079,73.136272,-4.731108,-0.016973,1.330224,3.852437,-2.777286,-6.676380,19.683692
364,1090.849497,73.188504,-4.778418,-0.014583,1.216293,3.578555,3.874656,-6.567460,19.724714
365,1093.846944,73.241619,-4.818805,-0.012359,1.375125,3.309337,3.361921,-6.450142,19.765707
366,1096.844413,73.300765,-4.852766,-0.010300,1.512833,3.045134,1.021726,-6.324591,19.806668
367,1099.841897,73.363536,-4.880790,-0.008402,1.554648,2.786291,0.571388,-6.190695,19.847594
368,1102.839389,73.427585,-4.903360,-0.006664,1.578013,2.533146,-0.095665,-6.048516,19.888485
369,1105.836882,73.491976,-4.920946,-0.005080,1.574104,2.286029,-1.545872,-5.898060,19.929341
370,1108.834369,73.554945,-4.934004,-0.003646,1.511001,2.045266,-0.094527,-5.739331,19.970162
371,1111.831843,73.616495,-4.942977,-0.002358,1.507145,1.811176,-0.539965,-5.572517,20.010949
372,1114.829296,73.677468,-4.948301,-0.001213,1.485140,1.584075,-2.386517,-5.397705,20.051703
373,1117.826722,73.735967,-4.950397,-0.000206,1.387958,1.364273,-4.155252,-5.214772,20.092424
374,1120.824112,73.789004,-4.949670,0.000669,1.218875,1.152078,-5.843572,-5.023595,20.133115
375,1123.821461,73.833738,-4.946509,0.001416,0.981246,0.947793,-7.450433,-4.824063,20.173780
376,1126.818762,73.867466,-4.941291,0.002040,0.678430,0.751723,-8.974562,-4.616078,20.214424
377,1129.816013,73.887623,-4.934383,0.002544,0.313791,0.564171,-10.415366,-4.399582,20.255055
378,1132.813220,73.891777,-4.926134,0.002934,-0.109326,0.385441,-11.770898,-4.174487,20.295679
379,1135.810387,73.877620,-4.916881,0.003213,-0.587555,0.215839,-13.040513,-3.940762,20.336307
380,1138.807518,73.842970,-4.906948,0.003388,-1.117552,0.055677,-14.222673,-3.698371,20.376949
381,1141.804619,73.785760,-4.896640,0.003464,-1.695967,-0.094730,-15.315792,-3.447296,20.417618
382,1144.801693,73.704031,-4.886247,0.003445,-2.319436,-0.235061,-16.318487,-3.187510,20.458325
383,1147.798746,73.595932,-4.876041,0.003339,-2.984592,-0.364987,-17.229236,-2.918996,20.499086
384,1150.795782,73.459712,-4.866282,0.003149,-3.688053,-0.484168,-18.046678,-2.641769,20.539916
385,1153.792806,73.293713,-4.857210,0.002882,-4.426420,-0.592254,-18.769358,-2.355834,20.580830
386,1156.789822,73.096368,-4.849052,0.002541,-5.196276,-0.688882,-19.396010,-2.061226,20.621847
387,1159.786836,72.866193,-4.842016,0.002135,-5.994181,-0.773676,-19.925303,-1.757970,20.662984
388,1162.783851,72.601789,-4.836295,0.001667,-6.816664,-0.846242,-20.356134,-1.446115,20.704263
389,1165.780873,72.301829,-4.832062,0.001144,-7.660218,-0.906169,-20.687329,-1.125708,20.745702
390,1168.777905,71.965062,-4.829475,0.000571,-8.521300,-0.953025,-20.918009,-0.796814,20.787326
391,1171.774953,71.590307,-4.828674,-0.000044,-9.396318,-0.986356,-21.047357,-0.459504,20.829157
392,1174.772022,71.176453,-4.829775,-0.000695,-10.281628,-1.005684,-21.074600,-0.113855,20.871220
393,1177.769115,70.722452,-4.832875,-0.001374,-11.173525,-1.010503,-20.999263,0.240044,20.913541
394,1180.766238,70.227323,-4.838045,-0.002072,-12.068237,-1.000275,-20.820880,0.602094,20.956147
395,1183.763395,69.690148,-4.845332,-0.002783,-12.961915,-0.974432,-20.539317,0.972190,20.999070
396,1186.760591,69.110076,-4.854757,-0.003495,-13.850625,-0.932367,-20.154440,1.350207,21.042338
397,1189.757831,68.486320,-4.866314,-0.004200,-14.730334,-0.873432,-19.666495,1.736019,21.085987
398,1192.755119,67.818161,-4.879965,-0.004887,-15.596904,-0.796938,-19.075869,2.129486,21.130050
399,1195.752460,67.104956,-4.895632,-0.005541,-16.446076,-0.702143,-18.383064,2.530448,21.174566
400,1198.749859,66.346135,-4.913202,-0.006150,-17.273457,-0.588253,-17.588944,2.938749,21.219573
401,1201.747321,65.541216,-4.932511,-0.006697,-18.074504,-0.454414,-16.694481,3.354201,21.265116
402,1204.744850,64.689805,-4.953349,-0.007165,-18.844506,-0.299708,-15.701005,3.776624,21.311239
403,1207.742451,63.791617,-4.975448,-0.007532,-19.578568,-0.123141,-14.609982,4.205802,21.357992
404,1210.740129,62.846484,-4.998474,-0.007778,-20.271583,0.076358,-13.423210,4.641545,21.405426
405,1213.737888,61.854373,-5.022020,-0.007874,-20.918215,0.299954,-12.142305,5.083453,21.453599
406,1216.735735,60.815382,-5.045613,-0.007809,-21.512861,0.548906,-10.768697,5.530834,21.502572
407,1219.733671,59.729702,-5.068805,-0.007614,-22.049624,0.824589,-9.304598,5.983002,21.552416
408,1222.731676,58.597662,-5.091297,-0.007346,-22.522262,1.128503,-7.753666,6.439859,21.603213
409,1225.729699,57.419887,-5.112920,-0.007027,-22.924145,1.462289,-6.119827,6.901610,21.655044
410,1228.727677,56.197412,-5.133475,-0.006619,-23.248206,1.827748,-4.406503,7.368219,21.707997
411,1231.725553,54.931695,-5.152600,-0.006058,-23.486887,2.226852,-2.617010,7.839511,21.762162
412,1234.723268,53.624677,-5.169713,-0.005262,-23.632072,2.661768,-0.754668,8.315361,21.817640
413,1237.720771,52.278885,-5.183971,-0.004140,-23.675009,3.134878,1.177660,8.785357,21.874536
414,1240.718014,50.897573,-5.194221,-0.002578,-23.606199,3.648204,3.176621,9.175300,21.932965
415,1243.714955,49.484890,-5.198945,-0.000449,-23.415327,4.199517,5.238239,9.338933,21.993052
416,1246.711556,48.046088,-5.196215,0.002389,-23.091209,4.777366,7.357629,9.236750,22.054927
417,1249.707788,46.587783,-5.183666,0.006080,-22.621773,5.366695,9.529202,8.861699,22.118730
418,1252.703629,45.118266,-5.158486,0.010772,-21.994044,5.950453,11.750977,8.204744,22.184604
419,1255.699065,43.647867,-5.117429,0.016602,-21.193884,6.509139,14.018455,7.258069,22.252697
420,1258.694092,42.189413,-5.056853,0.023689,-20.206191,7.020518,16.332355,6.013611,22.323154
421,1261.688714,40.758942,-4.972731,0.032205,-19.014843,7.459175,7.170894,11.118803,22.396098
422,1264.682948,39.344090,-4.859566,0.043328,-18.473569,8.298446,10.339125,9.066016,22.471580
423,1267.676983,37.934781,-4.706442,0.059400,-17.667221,9.005503,13.571369,6.659056,22.549570
424,1270.671714,36.557419,-4.496006,0.082524,-16.575443,9.541205,16.784452,3.884964,22.630017
425,1273.668707,35.238672,-4.206484,0.113267,-15.181450,9.863862,19.877925,0.718106,22.713070
426,1276.669863,34.003661,-3.816881,0.148926,-13.467648,9.925774,19.901611,-0.126587,22.799286
427,1279.676871,32.868178,-3.316969,0.182567,-11.669691,9.914338,12.308296,7.362266,22.889628
428,1282.688279,31.813393,-2.718057,0.207449,-10.498404,10.614949,6.797952,13.149058,22.984791
429,1285.699104,30.799141,-2.049741,0.222000,-9.819716,11.927715,11.105471,7.987992,23.084628
430,1288.705111,29.840421,-1.347057,0.227523,-8.667915,12.756187,10.613369,7.584904,23.188343
431,1291.705234,28.977703,-0.640359,0.227506,-7.537910,13.563752,9.576868,7.551639,23.294813
432,1294.699711,28.217241,0.057166,0.227021,-6.500337,14.381908,9.325318,6.333215,23.403154
433,1297.687752,27.560290,0.746990,0.228314,-5.477394,15.076632,9.555276,4.120652,23.512849
434,1300.669126,27.013012,1.433173,0.230762,-4.420753,15.532302,8.900871,3.175487,23.623431
435,1303.644922,26.577478,2.116213,0.233167,-3.433626,15.884470,8.091460,2.326020,23.734334
436,1306.617690,26.247180,2.793387,0.234583,-2.538621,16.141754,7.018306,1.859069,23.844945
437,1309.591595,26.010846,3.459834,0.234374,-1.768411,16.345774,5.797802,1.592863,23.954688
438,1312.572466,25.853170,4.110554,0.232529,-1.139705,16.518502,4.648106,0.818143,24.063126
439,1315.564767,25.757924,4.741739,0.229167,-0.643035,16.605924,3.485080,-0.422577,24.169981
440,1318.566877,25.709617,5.348765,0.223578,-0.277114,16.561555,2.931600,-1.505899,24.274977
441,1321.573436,25.696620,5.923524,0.214315,0.024206,16.406773,1.906081,0.050042,24.377761
442,1324.579986,25.708614,6.454769,0.200385,0.215193,16.411788,1.864380,0.769113,24.477959
443,1327.583764,25.738387,6.930849,0.181309,0.396640,16.486640,1.214172,0.301486,24.575282
444,1330.584188,25.781174,7.340364,0.156457,0.511103,16.515062,0.339641,2.154566,24.669554
445,1333.583360,25.829259,7.673223,0.126099,0.542115,16.711795,1.892811,0.945744,24.760864
446,1336.586489,25.884975,7.924140,0.092005,0.710500,16.795929,-0.906397,-0.209094,24.849825
447,1339.598813,25.943734,8.092715,0.056574,0.631105,16.777613,6.564182,-0.035242,24.937420
448,1342.618939,26.023396,8.180469,0.021113,1.201719,16.774550,7.172731,0.116185,25.024348
449,1345.639568,26.153742,8.187416,-0.015271,1.820439,16.784572,3.897254,-0.555158,25.110608
450,1348.652756,26.323275,8.110043,-0.054563,2.153004,16.737198,0.470053,-0.005513,25.195941
451,1351.651357,26.506392,7.940782,-0.098626,2.192619,16.736734,-3.381632,1.015927,25.280218
452,1354.630113,26.677434,7.668505,-0.148728,1.910700,16.821429,-5.209924,1.039253,25.363586
453,1357.586818,26.818494,7.277881,-0.204387,1.476804,16.907981,-0.672451,0.372501,25.446868
454,1360.524119,26.942020,6.748565,-0.260514,1.419444,16.939755,6.182211,-0.447598,25.532168
455,1363.454582,27.094752,6.063361,-0.308568,1.975669,16.899484,2.370678,0.002703,25.622140
456,1366.396087,27.295169,5.225099,-0.342955,2.203070,16.899743,-4.068742,1.067691,25.718062
457,1369.361163,27.497844,4.260527,-0.362796,1.790043,17.008127,0.085647,0.369411,25.819575
458,1372.354378,27.688191,3.209903,-0.369503,1.799127,17.047310,2.691105,-0.013476,25.925642
459,1375.373528,27.900903,2.116474,-0.365390,2.093256,17.045837,-1.216784,0.605953,26.034938
460,1378.410845,28.126121,1.020293,-0.352609,1.957967,17.113210,-3.522924,0.811577,26.146124
461,1381.454078,28.323396,-0.044127,-0.332848,1.563224,17.204147,1.524074,-0.144021,26.258174
462,1384.488181,28.508385,-1.048901,-0.307671,1.734227,17.187988,7.046121,-1.628327,26.370375
463,1387.504469,28.745953,-1.973004,-0.278516,2.520992,17.006170,5.637994,-2.152883,26.482035
464,1390.505525,29.058473,-2.800876,-0.246266,3.143148,16.768598,6.750226,-3.248547,26.592385
465,1393.497235,29.438807,-3.520508,-0.211418,3.874796,16.416492,7.479215,-6.461564,26.700774
466,1396.483953,29.891092,-4.123757,-0.174904,4.666853,15.732205,7.625175,-9.055326,26.806675
467,1399.468701,30.412417,-4.607483,-0.137746,5.452513,14.799189,8.198202,-11.042239,26.909710
468,1402.453456,30.998391,-4.972319,-0.100593,6.271984,13.695437,4.153368,-12.430575,27.009667
469,1405.439451,31.625845,-5.221996,-0.064357,6.674569,12.490543,0.302207,-13.193414,27.106597
470,1408.427401,32.256918,-5.364337,-0.030741,6.703081,11.245780,-3.280732,-13.323060,27.200945
471,1411.417484,32.861995,-5.411454,-0.001396,6.400086,10.015317,-6.527594,-12.912251,27.293301
472,1414.409498,33.416190,-5.377467,0.023213,5.807408,8.842938,-9.401905,-12.249259,27.384096
473,1417.403172,33.898430,-5.275967,0.043470,4.965687,7.746303,-11.880998,-11.526110,27.473623
474,1420.398244,34.291461,-5.119131,0.059870,3.913928,6.725961,-10.965836,-10.782012,27.562147
475,1423.394459,34.592785,-4.917803,0.072837,2.951322,5.779491,-8.415816,-10.028740,27.649930
476,1426.391577,34.818263,-4.681735,0.082719,2.217010,4.904445,-3.773901,-9.279070,27.737184
477,1429.389373,34.996610,-4.419807,0.089793,1.889181,4.098396,-3.143627,-8.545999,27.824051
478,1432.387641,35.148334,-4.140195,0.094285,1.617121,3.358796,-4.610065,-7.836411,27.910594
479,1435.386195,35.270674,-3.850477,0.096392,1.219460,2.682834,2.499796,-7.152194,27.996854
480,1438.384875,35.384802,-3.557668,0.096300,1.434460,2.067696,-3.933579,-6.500717,28.082860
481,1441.383551,35.493319,-3.268266,0.094169,1.097251,1.510417,13.854167,-5.882454,28.168586
482,1444.382121,35.637595,-2.988284,0.090149,2.280703,1.007925,3.662842,-5.306829,28.254008
483,1447.380517,35.844539,-2.723284,0.084378,2.591836,0.557147,-6.282289,-4.767823,28.338951
484,1450.378712,36.040890,-2.478319,0.077077,2.061684,0.154799,-15.978374,-4.256204,28.423340
485,1453.376714,36.157639,-2.257418,0.068745,0.720857,-0.202361,5.011890,-3.770842,28.507255
486,1456.374603,36.235406,-2.062605,0.060148,1.139807,-0.517570,-2.168022,-3.320364,28.590846
487,1459.372507,36.322785,-1.893587,0.051921,0.959313,-0.794000,3.243385,-2.902780,28.674099
488,1462.370527,36.413495,-1.748655,0.044343,1.228291,-1.034731,-3.622667,-2.517977,28.757030
489,1465.368689,36.502607,-1.625607,0.037513,0.929009,-1.242751,9.133131,-2.164652,28.839644
490,1468.366961,36.610030,-1.522006,0.031506,1.680859,-1.420947,3.623585,-1.844623,28.921965
491,1471.365263,36.759950,-1.435214,0.026397,1.977822,-1.572120,-1.597206,-1.554798,29.003918
492,1474.363483,36.915922,-1.362393,0.022255,1.847578,-1.698906,-4.395434,-1.292448,29.085463
493,1477.361491,37.051407,-1.300532,0.019133,1.490809,-1.803811,3.849284,-1.055852,29.166631
494,1480.359151,37.184499,-1.246487,0.017076,1.801980,-1.889165,-0.373710,-0.844716,29.247470
495,1483.356336,37.328335,-1.196980,0.016131,1.771899,-1.957159,-2.003359,-0.657827,29.327963
496,1486.352942,37.463926,-1.148611,0.016337,1.611320,-2.009887,6.114508,-0.493563,29.408118
497,1489.348902,37.612043,-1.097881,0.017726,2.099446,-2.049289,3.629034,-0.350908,29.487949
498,1492.344198,37.790317,-1.041190,0.020333,2.387801,-2.077171,0.853439,-0.228494,29.567406
499,1495.338876,37.981742,-0.974878,0.024151,2.455267,-2.095234,-1.636669,-0.124684,29.646458
500,1498.333063,38.169799,-0.895582,0.028930,2.326534,-2.105041,5.754768,-0.033601,29.725113
501,1501.326973,38.369578,-0.801250,0.034044,2.777072,-2.107671,21.838681,0.053398,29.803402
502,1504.320880,38.651999,-0.691881,0.038853,4.477447,-2.103514,14.874894,0.132184,29.881263
503,1507.315028,39.042157,-0.568873,0.043085,5.626245,-2.093305,8.108694,0.195984,29.958494
504,1510.309599,39.495939,-0.433989,0.046723,6.246103,-2.078323,1.493583,0.246310,30.034937
505,1513.304726,39.972336,-0.288987,0.049778,6.359000,-2.059705,-4.987416,0.284194,30.110525
506,1516.300491,40.433682,-0.135608,0.052253,5.986237,-2.038464,10.531939,0.331023,30.185266
507,1519.296934,40.905028,0.024398,0.054147,6.764866,-2.013992,4.117233,0.386906,30.259196
508,1522.294055,41.410359,0.189293,0.055471,7.065730,-1.985719,-2.182327,0.431431,30.332271
509,1525.291819,41.914838,0.357357,0.056228,6.908160,-1.954568,5.491553,0.476528,30.404474
510,1528.290160,42.421742,0.526867,0.056417,7.300004,-1.920566,-0.647751,0.522858,30.475828
511,1531.288988,42.934784,0.696104,0.056041,7.254337,-1.883704,-6.684242,0.559408,30.546328
512,1534.288188,43.423997,0.863352,0.055100,6.788621,-1.844728,-12.606853,0.586325,30.616002
513,1537.287630,43.861917,1.026890,0.053587,5.919779,-1.804320,-16.447258,0.604625,30.684920
514,1540.287172,44.227723,1.184968,0.051493,4.796955,-1.763043,5.174153,0.627775,30.753188
515,1543.286660,44.564417,1.335849,0.048842,5.147329,-1.720533,-3.374533,0.656644,30.820904
516,1546.285940,44.902576,1.478055,0.045792,4.920644,-1.676423,-8.315707,0.678327,30.888079
517,1549.284890,45.212157,1.610801,0.042613,4.366230,-1.631198,-6.861837,0.694290,30.954750
518,1552.283479,45.486286,1.734072,0.039515,3.911765,-1.585215,6.516477,0.707046,31.020981
519,1555.281731,45.757935,1.848254,0.036566,4.340771,-1.538667,7.226711,0.717518,31.086815
520,1558.279677,46.057367,1.953809,0.033773,4.813534,-1.491728,14.924800,0.726142,31.152234
521,1561.277348,46.401558,2.051207,0.031136,5.783085,-1.444556,5.305328,0.733103,31.217196
522,1564.274774,46.785276,2.140922,0.028656,6.124996,-1.397310,-6.630748,0.737513,31.281643
523,1567.271984,47.163217,2.223427,0.026333,5.701185,-1.350171,-18.545243,0.738791,31.345559
524,1570.269006,47.487558,2.299187,0.024162,4.524771,-1.303306,15.779998,0.740390,31.408993
525,1573.265872,47.804058,2.368647,0.022135,5.519267,-1.256645,17.344154,0.743938,31.472016
526,1576.262608,48.183324,2.432240,0.020254,6.604422,-1.210099,10.471757,0.746217,31.534582
527,1579.259243,48.613219,2.490407,0.018519,7.254095,-1.163804,3.678214,0.746769,31.596623
528,1582.255807,49.066136,2.543586,0.016930,7.480224,-1.117894,6.784593,0.745651,31.658101
529,1585.252327,49.534312,2.592212,0.015484,7.893448,-1.072479,6.452061,0.743115,31.719007
530,1588.248832,50.022207,2.636710,0.014179,8.282655,-1.027652,0.771032,0.739204,31.779330
531,1591.245349,50.518323,2.677493,0.013006,8.328710,-0.983498,-4.845053,0.733816,31.839062
532,1594.241907,51.002527,2.714925,0.011942,8.042104,-0.940090,-8.287222,0.726845,31.898216
533,1597.238523,51.459641,2.749295,0.010962,7.556389,-0.897489,-5.751836,0.718306,31.956826
534,1600.235202,51.889015,2.780822,0.010048,7.222163,-0.855750,-9.920106,0.708367,32.014934
535,1603.231941,52.288844,2.809697,0.009194,6.650335,-0.814917,-12.702877,0.697022,32.072577
536,1606.228737,52.648609,2.836091,0.008395,5.923415,-0.775030,-9.579055,0.684334,32.129802
537,1609.225588,52.969910,2.860160,0.007646,5.378786,-0.736122,-5.721154,0.670577,32.186659
538,1612.222493,53.264817,2.882052,0.006944,5.055385,-0.698216,4.459842,0.656119,32.243186
539,1615.219447,53.556076,2.901905,0.006287,5.306115,-0.661329,8.135721,0.641360,32.299405
540,1618.216450,53.865432,2.919849,0.005673,5.760948,-0.625474,3.072025,0.626456,32.355311
541,1621.213498,54.190346,2.936011,0.005100,5.931678,-0.590658,-3.165219,0.611340,32.410887
542,1624.210589,54.513198,2.950512,0.004566,5.756823,-0.556886,-6.396810,0.595864,32.466129
543,1627.207720,54.819735,2.963466,0.004069,5.405487,-0.524159,-4.399662,0.579953,32.521053
544,1630.204890,55.108454,2.974983,0.003607,5.165149,-0.492478,4.190176,0.563687,32.575680
545,1633.202096,55.395335,2.985162,0.003178,5.392859,-0.461845,3.385338,0.547313,32.630023
546,1636.199335,55.691809,2.994101,0.002781,5.575864,-0.432258,-9.602299,0.530950,32.684081
547,1639.196605,55.977756,3.001890,0.002413,5.059521,-0.403708,-22.570329,0.514398,32.737854
