Sref,Xref,Yref,Aref,Kref,Lmax,Lmin,S,L,X,Y,A,dA,K,V,AN,AT,Vs,ANs,ATs,TIME
0,-33.5731095951882,-123.44030709454,0.141931732787967,0,5.08583596321678,-5.1165554505698,0,-3.11753285329938,-33.1321168529515,-126.526491873955,0.141793429875503,-0.000138302912463564,-2.256211391155e-05,59.577304042098,-0.0935336803207244,7.02555154380932,59.577304042098,-0.0800832115744712,6.60208822983684,0
2.63406207048093,-30.9655340922288,-123.067704036535,0.142007730648351,0,5.08169442594136,-5.11583942938172,2.63429908716854,-3.11801637622974,-30.524238374382,-126.154333948242,0.141778898649377,-0.000228831998974615,-4.61751331139989e-05,64.502292937924,-0.192113755876371,6.98361618913142,59.7105886292369,-0.164630713762308,6.59067856643035,0.0442164869579717
5.26812413561247,-28.3580152576882,-122.694704643122,0.142161337540079,0,5.07734984729677,-5.11491600663795,5.26884028294665,-3.11878296512665,-27.9161368048263,-125.782025587964,0.141808108907932,-0.000353228632146221,-4.82771815493409e-05,64.615667033412,-0.201566136544323,6.94252063475425,59.8423754415551,-0.172885892717448,6.57161540467014,0.088338329603618
7.9021861950888,-25.7505543565195,-122.321300521001,0.142317398117508,0,5.07275258640687,-5.11380781258241,7.90338938889803,-3.1198845164821,-25.3080378587039,-125.409642883069,0.141834235431445,-0.000483162686062317,-5.03796006367118e-05,64.7265679727471,-0.211066777801196,6.90225171881191,59.9723320599048,-0.181199332885806,6.53803950970443,0.132363137885575
10.536248251428,-23.1431520808433,-121.947487285536,0.142473191006534,0,5.06785527421736,-5.11253346659337,10.5379380215662,-3.12133561685086,-22.6999484024463,-125.037197066806,0.141854556080124,-0.000618634926410102,-5.24822281675071e-05,64.8350537728916,-0.22061346498679,6.86279294144035,60.0998406904857,-0.189565327982272,6.5050960825672,0.176292539030701
13.1703103098762,-20.5358076603217,-121.573270734777,0.142623393297093,0,5.06262084201985,-5.10945708310157,13.1724696743939,-3.12315085464206,-20.0918818868943,-124.664710717785,0.141863747487725,-0.000759645809367981,-5.45849906854832e-05,64.9411805731678,-0.230204388972673,6.82412824620997,60.2249554972959,-0.197982231986815,6.47566080974587,0.220128456440125
15.8043723759575,-17.9285177950816,-121.198674240255,0.142760588259819,0,5.05702999071796,-5.1060478013052,15.8069612770867,-3.12534481933896,-17.483855746976,-124.292224935289,0.141854392621324,-0.000906195638494744,-5.66878451715004e-05,65.0450027827805,-0.239837905058404,6.78624197949495,60.3478552200496,-0.206449401573888,6.45813912036734,0.263872641569678
18.438434452379,-15.3212761419026,-120.823742272817,0.142877510889758,0,5.0510847560877,-5.10243726684697,18.4413901828021,-3.12793210119054,-14.8758839828052,-123.919801874032,0.141819226262602,-0.00105828462715686,-5.87907656649073e-05,65.1465734248843,-0.249512479285216,6.74911877690208,60.4690829868163,-0.214969022400685,6.44621618877066,0.307526701786223
21.0724965381801,-12.7140739286753,-120.448536083736,0.142969153054098,0,5.04480414634314,-5.09857779290832,21.0757407374637,-3.13092729098887,-12.2679712794269,-123.547519486046,0.141753240118574,-0.00121591293552416,-6.08937372506194e-05,65.2459444261381,-0.259226665048737,6.71274346802104,60.5888997416512,-0.223541808963456,6.43843103285644,0.351091949091792
23.7065586302461,-10.1069010231088,-120.073126253854,0.143033061574575,0,5.03821661334376,-5.09441230615845,23.710005223512,-3.13434497994972,-9.66011314594081,-123.175463928278,0.141653980882535,-0.00137908069203936,-6.2996750172219e-05,65.343166665117,-0.268979078193673,6.67710106827975,60.7074997339791,-0.232168256091911,6.42977568256028,0.394569624000574
