V,Aw,An,Ae_off,Ae_on
10,9.751,11.367208,21.6754407152996,21.6754407152996
10.2166666666667,9.76586333333333,11.4330024733333,21.6606287068072,21.6606287068072
10.4333333333333,9.78072666666667,11.4987969466667,21.6458166983148,21.6458166983148
10.65,9.79559,11.56459142,21.6310046898225,21.6310046898225
10.8666666666667,9.81045333333333,11.6303858933333,21.6161926813301,21.6161926813301
11.0833333333333,9.82528755401234,11.6961803666667,21.6013806728376,21.6013806728376
11.3,9.83989188,11.76197484,21.5865686643452,21.5865686643452
11.5166666666667,9.85445326746913,11.8277693133333,21.5717566558529,21.5717566558529
11.7333333333333,9.86925081679012,11.8935637866667,21.5569446473605,21.5569446473605
11.95,9.88456362833333,11.95935826,21.542132638868,21.542132638868
12.1666666666667,9.90055497458243,12.0251527333333,21.5273206303757,21.5273206303757
12.3833333333333,9.91707352720407,12.0909472066667,21.5125086218834,21.5125086218834
12.6,9.93407414588235,12.15674168,21.4976966133909,21.4976966133909
12.8166666666667,9.95151930451707,12.2225361533333,21.4828846048985,21.4828846048985
13.0333333333333,9.96937839607843,12.2883306266667,21.4680725964062,21.4680725964062
13.25,9.98792040441177,12.3541251,21.4532605879137,21.4532605879137
13.4666666666667,10.0070713098039,12.4199195733333,21.4384485794213,21.4384485794213
13.6833333333333,10.0265144857843,12.4857140466667,21.4236365709289,21.4236365709289
13.9,10.0459333058824,12.55150852,21.4088245624366,21.4088245624366
14.1166666666667,10.0650341872807,12.6173029933333,21.3940125539442,21.3940125539442
14.3333333333333,10.0838561403509,12.6830974666667,21.3792005454518,21.3792005454518
14.55,10.1026780934211,12.74889194,21.3643885369594,21.3643885369594
14.7666666666667,10.1217833438596,12.8146864133333,21.349576528467,21.349576528467
14.9833333333333,10.1414551890351,12.8804808866667,21.3347645199746,21.3347645199746
15.2,10.1619397894737,12.94627536,21.3199525114822,21.3199525114822
15.4166666666667,10.1831020346004,13.0120698333333,21.3051405029898,21.3051405029898
15.6333333333333,10.2046274814815,13.0778643066667,21.2903284944975,21.2903284944975
15.85,10.2262013552632,13.14365878,21.275516486005,21.275516486005
16.0666666666667,10.2475139753086,13.2094532533333,21.2607044775127,21.2607044775127
16.2833333333333,10.2684981820988,13.2752477266667,21.2458924690203,21.2458924690203
16.5,10.2894166666667,13.3410422,21.2310804605279,21.2310804605279
16.7166666666667,10.3105542253086,13.4068366733333,21.2162684520355,21.2162684520355
