Sref,Xref,Yref,Aref,Kref,Lmax,Lmin
0.0,443.430647704007,66.40373194439864,-0.8817552966670766,0.0,8.142236682039236,-8.12335660085938
0.8047642004249992,443.78583410470605,65.97253667477857,-0.8817225387973728,0.0,8.141596060333272,-8.125137251812346
2.0466795003124187,444.4540221915031,65.16144118475947,-0.8816529372877281,0.0,8.141978220332602,-8.21109109349962
3.610216871165344,445.3652430947932,64.05553858129757,-0.8815398812822771,0.0,8.144777609235643,-8.20288875801575
5.382994123579675,446.44272772308045,62.74821787373159,-0.8813775871154006,0.00010411813405349214,8.143957671038487,-8.133574363881722
7.276284983266662,447.6205305342286,61.319732427302775,-0.881165955982629,0.00012079656328771447,8.144982719064906,-8.13864097801487
9.231300771147142,448.85194815642626,59.82694109447116,-0.8809148951663212,0.00013226040176173029,8.144353715274315,-8.14182155739147
11.214730837572086,450.10905344402954,58.30384107467691,-0.880644812381244,0.0001338320563785856,8.145057655115254,-8.14373810647039
13.210071450068323,451.3774656456696,56.767898642147244,-0.8803817128702816,0.00012392075501513368,8.143183317271067,-8.148854349816414
15.209802660117681,452.65054630524816,55.22709755662373,-0.8801492252289758,0.0001048555507654858,8.141163244640747,-8.154050888201743
17.21046222376773,453.92526768153016,53.68497722961552,-0.8799619235364636,0.0,8.139630617700014,-8.157610286488428
19.21036422155033,455.20010879041865,52.1432224144189,-0.8798229143198755,0.0,8.136900985224893,-8.159898855130384
21.208816576740297,456.47429325443466,50.60262412985258,-0.8797258745825561,0.0,8.134326398206415,-8.157445212403346
23.205755535465432,457.74758556669394,49.06335077128256,-0.8796594695146738,0.0,8.131643216969366,-8.156509627190625
25.201309372975533,459.0200452252997,47.52525386900753,-0.8796117154415148,0.0,8.128715298814285,-8.157924709946851
27.195544584213547,460.29171859958046,45.98823653200935,-0.8795732086399204,0.0,8.128677397493394,-8.149495542483582
29.188665874166002,461.5626154732807,44.452269514174574,-0.8795393065524042,0.0,8.123871300769805,-8.149382913120812
31.181424258659355,462.8329727633424,42.91705480814319,-0.8795114043866539,0.0,8.120692595739204,-8.145232546150968
33.17521613835204,464.1034926041475,41.38171788267377,-0.8794966016998037,0.0,8.118009788291626,-8.142410461941438
35.17160811527881,465.37521313344456,39.84494834209471,-0.8795048090373206,0.0,8.11835268001708,-8.137637220162407
37.171510560115344,466.64902305451994,38.305584200861986,-0.879543960933779,0.0,8.113290890068473,-8.135113295558735
39.17442773281091,467.9250990099921,36.76330573270016,-0.8796159098217955,0.0,8.10914391198238,-8.131432399637081
41.17819672053071,469.20253066295425,35.21911247794222,-0.8797154461480438,0.0,8.10749105696286,-8.127320275131181
43.17955085239658,470.4793852331464,33.67526711331817,-0.8798324941710538,0.0,8.105919072987138,-8.124002964613178
45.17554384574456,471.7533775399677,32.13449683663824,-0.8799554672807867,0.0,8.102283165484101,-8.123213874348904
47.165290626677304,473.02302068699885,30.598601581304372,-0.8800738172301741,0.0,8.09999515487595,-8.118528499682755
49.150979685545494,474.2886900007858,29.06715927208013,-0.8801794582233355,0.0,8.099500406720049,-8.115997219117492
51.137369089695106,475.55283945514566,27.53725201708151,-0.8802678324090866,0.0,8.098244183511222,-8.113927955674992
53.12997141208662,476.8191303771988,26.00450634347556,-0.88033864496299,0.0,8.09738390548322,-8.109025941855641
55.13293864638474,478.09097684319,24.46484015338034,-0.880395415353472,0.0,8.098989771137088,-8.105378186554775
57.14765569896713,479.3702950513989,22.915967891100244,-0.8804434946775909,0.0,8.098241976449279,-8.10396571026548
59.17245443557568,480.6569578058432,21.358060324173515,-0.8804875525811048,0.0,8.09677340953735,-8.10142273336251
61.203296757821455,481.94897866795026,19.79352805968379,-0.8805300280624316,0.0,8.09417297179502,-8.101639237656084
63.23505688303036,483.2432052090903,18.226190831283372,-0.8805712044193782,0.0,8.09354197448656,-8.100902952226397
65.26298258678399,484.53626586012973,16.660136636522676,-0.8806102969024124,0.0,8.093046491003143,-8.100505674675068
67.28392977575879,485.8254873033833,15.098611923362341,-0.8806464704093243,0.0,8.092692460682013,-8.099691073227227
69.29706972373577,487.10954903596934,13.543227292406053,-0.8806792581985448,0.0,8.092208082030035,-8.096976674452279
71.30393570827745,488.38872767315877,11.993659652019627,-0.8807085405992794,0.0,8.092321091895935,-8.094867638639414
73.3077872675016,489.66471041265277,10.447876801953154,-0.8807345582319205,0.0,8.092551257313652,-8.094006965550252
75.31236961519959,490.9399706404905,8.902892173340515,-0.8807580926656766,0.0,8.093764063448688,-8.093190360825364
77.32042184216598,492.2168110309856,7.355922082246725,-0.8807804321664975,0.0,8.095459751331962,-8.092637394028118
79.33257112316602,493.4964196848775,5.805528250849042,-0.8808028151089807,0.0,8.092341100993636,-8.09495511415914
81.34721756672624,494.77840656006947,4.252181232643911,-0.8808256034145885,0.0,8.091756174874655,-8.092556125770693
83.36149435928753,496.06112344516987,2.697877081212785,-0.8808478487439134,0.0,8.092247808110889,-8.094168989747416
85.372723821292,497.34257062517065,1.145043219061674,-0.880867701323399,0.0,8.091821838071453,-8.09448429482274
87.37954568744784,498.6213466821541,-0.40461107704742705,-0.8808835523055805,0.0,8.091780494102045,-8.092503146929522
89.38220508321109,499.8971340801049,-1.9506863499800908,-0.8808954289558831,0.0,8.092175402881214,-8.091842828436862
91.38203578393764,501.1705748719802,-3.4939498829978675,-0.880905793863126,0.0,8.092542042926885,-8.093533401055387
93.38054323733908,502.4427295876004,-5.03568794454892,-0.8809190112435505,0.0,8.093044250751046,-8.09452399932905
95.37852398527825,503.71444526179,-6.5769438182908555,-0.8809394698885793,0.0,8.09424627093386,-8.09140379210315
97.37552408898725,504.98586648407957,-8.117921388386147,-0.8809690888419838,0.0,8.096723720996671,-8.09190210156921
99.36988295820959,506.2562426929395,-9.657739734260739,-0.881005584867828,0.0,8.095482931448423,-8.091460548346891
101.35951290177833,507.5241898414219,-11.194735281125443,-0.8810426758086197,0.0,8.092904300280237,-8.092035736789882
103.34322466142666,508.78843344972665,-12.727351960686605,-0.8810723694975672,0.0,8.094387561126227,-8.092172972583132
105.32190437685172,510.0487576809612,-14.255291865316,-0.8810884200811125,0.0,8.09668135016071,-8.090739720812632
107.29863778016173,511.3065482661889,-15.780185306293887,-0.881089304474004,0.0,8.095833005307597,-8.092499941901158
109.27741943599058,512.5643928771349,-17.305124541188338,-0.8810789557070537,0.0,8.096683725909324,-8.09276896207525
111.26108981081795,513.8248217089634,-18.833152098316944,-0.881064514427466,0.0,8.09953946961279,-8.092695195118614
113.24978592831843,515.08893208865,-20.3655974447432,-0.8810524325514106,0.0,8.098476206865572,-8.092944810041828
115.24096530334535,516.3557940551234,-21.90134830684395,-0.8810455520994653,0.0,8.099376899926613,-8.093438219118768
117.23107167281435,517.6230859620919,-23.437607431681734,-0.8810428898448853,0.0,8.098169418004202,-8.094861308903603
119.2178915481344,518.8885904992889,-24.97169610792889,-0.8810415846031003,0.0,8.102932219869484,-8.094574335114428
