y,x
-80381.454299,18371.201211
-80471.20171,18415.184337
-80560.949122,18459.167463
-80650.696534,18503.150589
-80740.443945,18547.133715
-80830.191357,18591.116841
-80919.938769,18635.099967
-81009.68618,18679.083092
-81099.433592,18723.066218
-81189.181004,18767.049344
-81278.928416,18811.03247
-81368.675827,18855.015596
-81458.423239,18898.998722
-81548.170651,18942.981848
-81637.918062,18986.964974
-81727.665474,19030.9481
-81817.412886,19074.931226
-81907.160297,19118.914351
-81996.907709,19162.897477
-82086.655121,19206.880603
-82176.402532,19250.863729
-82266.149944,19294.846855
-82355.897356,19338.829981
-82445.644767,19382.813107
-82535.392179,19426.796233
-82625.139591,19470.779359
-82714.887002,19514.762485
-82804.634414,19558.74561
-82894.381826,19602.728736
-82984.129237,19646.711862
-83073.876649,19690.694988
-83163.624061,19734.678114
-83253.371472,19778.66124
-83345.129778,19818.352688
-83436.888083,19858.044135
-83528.646389,19897.735583
-83620.404694,19937.427031
-83712.162999,19977.118479
-83803.921305,20016.809926
-83895.67961,20056.501374
-83987.437916,20096.192822
-84079.196221,20135.88427
-84170.954526,20175.575717
-84262.712832,20215.267165
-84354.471137,20254.958613
-84446.229443,20294.650061
-84537.987748,20334.341508
-84629.746053,20374.032956
-84721.504359,20413.724404
-84813.262664,20453.415852
-84905.020969,20493.107299
-84996.779275,20532.798747
-85088.53758,20572.490195
-85180.295886,20612.181643
-85272.054191,20651.87309
-85363.812496,20691.564538
-85455.570802,20731.255986
-85547.329107,20770.947434
-85639.087413,20810.638881
-85730.845718,20850.330329
-85822.604023,20890.021777
-85914.362329,20929.713224
-86006.120634,20969.404672
-86097.878939,21009.09612
-86189.637245,21048.787568
-86281.39555,21088.479015
-86373.153856,21128.170463
-86464.912161,21167.861911
-86556.670466,21207.553359
-86648.428772,21247.244806
-86743.050706,21279.56914
-86837.67264,21311.893474
-86932.294575,21344.217808
-87026.916509,21376.542141
-87121.538443,21408.866475
-87216.160378,21441.190809
-87310.782312,21473.515143
-87405.404246,21505.839477
-87500.02618,21538.16381
-87594.648115,21570.488144
-87689.270049,21602.812478
-87783.891983,21635.136812
-87878.513918,21667.461145
-87973.135852,21699.785479
-88067.757786,21732.109813
-88162.37972,21764.434147
-88257.001655,21796.758481
-88351.623589,21829.082814
-88446.245523,21861.407148
-88540.867458,21893.731482
-88638.521531,21915.246207
-88736.175605,21936.760933
-88833.829679,21958.275658
-88931.483753,21979.790384
-89029.137827,22001.305109
-89126.791901,22022.819835
-89224.445974,22044.33456
-89322.100048,22065.849286
-89419.754122,22087.364011
-89517.408196,22108.878737
-89615.06227,22130.393462
-89712.716343,22151.908188
-89810.370417,22173.422913
-89910.26959,22177.886455
-90010.168762,22182.349998
-90110.067934,22186.81354
-90209.967106,22191.277082
-90309.866279,22195.740624
-90409.765451,22200.204166
-90509.664623,22204.667709
-90609.563796,22209.131251
-90709.462968,22213.594793
-90809.36214,22218.058335
-90909.261313,22222.521877
