y,x
-45650.629227,-3545.701341
-45570.689892,-3605.782121
-45490.750556,-3665.8629
-45410.811221,-3725.943679
-45330.871886,-3786.024459
-45250.932551,-3846.105238
-45170.993216,-3906.186017
-45091.053881,-3966.266797
-45011.114546,-4026.347576
-44931.17521,-4086.428356
-44851.235875,-4146.509135
-44771.29654,-4206.589914
-44691.357205,-4266.670694
-44615.802801,-4332.180319
-44540.248397,-4397.689945
-44464.693992,-4463.19957
-44389.139588,-4528.709196
-44313.585184,-4594.218821
-44238.03078,-4659.728446
-44162.476375,-4725.238072
-44086.921971,-4790.747697
-44011.367567,-4856.257323
-43935.813162,-4921.766948
-43860.258758,-4987.276574
-43784.704354,-5052.786199
-43709.14995,-5118.295825
-43633.595545,-5183.80545
-43558.041141,-5249.315075
-43482.486737,-5314.824701
-43412.983082,-5386.721784
-43343.479427,-5458.618868
-43273.975771,-5530.515951
-43204.472116,-5602.413034
-43134.968461,-5674.310118
-43065.464806,-5746.207201
-42995.961151,-5818.104284
-42926.457495,-5890.001368
-42856.95384,-5961.898451
-42787.450185,-6033.795534
-42717.94653,-6105.692618
-42648.442875,-6177.589701
-42578.939219,-6249.486784
-42509.435564,-6321.383868
-42439.931909,-6393.280951
-42373.29953,-6467.846595
-42306.667151,-6542.412239
-42240.034772,-6616.977883
-42173.402393,-6691.543527
-42106.770014,-6766.109172
-42040.137635,-6840.674816
-41973.505256,-6915.24046
-41906.872877,-6989.806104
-41840.240498,-7064.371748
-41773.608119,-7138.937392
-41706.97574,-7213.503036
-41640.343361,-7288.06868
-41573.710982,-7362.634324
-41507.078603,-7437.199969
-41440.446224,-7511.765613
-41373.813845,-7586.331257
-41307.181466,-7660.896901
-41240.549087,-7735.462545
-41177.07104,-7812.730937
-41113.592993,-7889.999329
-41050.114946,-7967.267721
-40986.636899,-8044.536112
-40923.158851,-8121.804504
-40859.680804,-8199.072896
-40796.202757,-8276.341288
-40732.72471,-8353.60968
-40669.246663,-8430.878072
-40605.768615,-8508.146464
-40542.290568,-8585.414856
-40478.812521,-8662.683247
-40415.334474,-8739.951639
-40351.652547,-8817.051802
-40287.970619,-8894.151964
-40224.288692,-8971.252126
-40160.606765,-9048.352288
-40096.924838,-9125.452451
-40033.24291,-9202.552613
-39969.560983,-9279.652775
-39905.879056,-9356.752938
-39842.197129,-9433.8531
-39778.515201,-9510.953262
-39714.833274,-9588.053424
-39651.151347,-9665.153587
-39587.46942,-9742.253749
-39523.787492,-9819.353911
-39460.105565,-9896.454073
-39396.423638,-9973.554236
-39332.741711,-10050.654398
-39269.059784,-10127.75456
-39205.942951,-10205.317743
-39142.826119,-10282.880926
-39079.709287,-10360.444109
-39016.592454,-10438.007291
-38953.475622,-10515.570474
-38890.358789,-10593.133657
-38827.241957,-10670.69684
-38764.125125,-10748.260023
-38701.008292,-10825.823206
-38637.89146,-10903.386388
-38574.774628,-10980.949571
-38502.79076,-11052.605228
-38441.56904,-11138.981873
-38378.765791,-11221.612127
-38305.588475,-11315.429914
-38235.305316,-11398.248719
-38169.990054,-11474.12235
-38095.984627,-11560.106356
-38022.131459,-11646.141438
-37956.61281,-11723.020802
-37884.094685,-11809.042694
-37815.578207,-11891.462365
-37746.868853,-11974.309172
-37669.947499,-12067.066612
-37597.885529,-12153.951856
-37529.129228,-12236.851197
-37449.320491,-12333.065942
-37375.738386,-12421.774675
-37307.378482,-12504.175111
-37226.114122,-12602.137854
-37164.913968,-12684.326272
-37093.455802,-12779.525196
-37016.378864,-12851.982904
-36931.425692,-12933.883049
-36835.794551,-13027.756759
-36756.069304,-13105.734639
-36699.466876,-13195.817107
-36617.02591,-13280.097503
-36533.4031,-13369.307695
-36450.818857,-13457.316114
-36369.983375,-13543.442268
-36297.811975,-13620.370719
-36211.825937,-13712.865871
-36139.646416,-13791.335636
-36067.353574,-13870.696758
-35997.058687,-13948.194704
-35920.364481,-14034.601867
-35850.916996,-14113.114682
-35775.686451,-14198.034601
-35693.448571,-14298.303854
-35615.628143,-14384.316771
-35535.394444,-14472.691438
-35461.187372,-14553.623373
-35378.475413,-14643.043088
-35309.830694,-14717.005834
-35235.912161,-14799.6223
-35167.19794,-14872.477174
-35094.881512,-14948.962846
-35007.84331,-15044.208482
-34930.164384,-15124.812864
-34856.525398,-15205.001277
-34775.061229,-15288.101735
-34688.378526,-15379.732791
-34604.327966,-15463.854894
-34505.056504,-15558.222846
-34430.74517,-15627.782303
-34355.667519,-15695.654828
-34263.088399,-15778.769895
-34187.91724,-15846.194172
-34104.451944,-15921.03552
-34020.461131,-15996.334648
-33941.291879,-16067.317018
-33858.789113,-16141.280625
-33774.352717,-16216.968318
-33692.00152,-16290.776631
-33601.495204,-16371.906738
-33521.669916,-16443.441965
-33443.756933,-16513.27582
-33366.368399,-16582.627305
-33272.592204,-16666.674901
-33178.036805,-16751.410327
-33105.78969,-16823.197109
-33011.955695,-16905.240686
-32935.520728,-16970.808788
-32854.07328,-17031.454097
-32771.711391,-17090.921633
-32683.536987,-17157.41868
-32584.312942,-17231.619764
-32504.174629,-17291.542213
-32417.295119,-17356.503935
-32329.101978,-17422.922645
-32242.866313,-17488.915654
-32156.239876,-17556.55242
-32061.201499,-17630.792419
-31966.787928,-17707.573743
-31879.527996,-17778.228109
-31784.858693,-17849.822003
-31698.338388,-17917.030926
-31600.568096,-17987.344142
-31499.381999,-18060.114657
-31402.989548,-18129.438257
-31312.992482,-18194.155979
-31231.151841,-18253.011934
-31117.316553,-18334.873444
-31013.075078,-18409.696093
-30915.745309,-18469.824213
-30821.134415,-18530.29741
-30731.015996,-18587.713136
-30643.634319,-18643.118408
-30539.170135,-18709.006678
-30429.072559,-18778.403986
-30326.159717,-18843.260474
-30240.29949,-18897.369195
-30143.537611,-18958.347374
-30053.915063,-19014.820762
-29948.544592,-19081.216069
-29856.0146,-19136.275357
-29765.324942,-19189.127233
-29676.882002,-19239.597628
-29574.833348,-19292.406292
-29484.749531,-19340.487698
-29393.048632,-19388.456386
-29297.276528,-19438.330747
-29197.195592,-19490.428953
-29091.587305,-19545.391406
-29002.061255,-19591.977506
-28908.236315,-19640.804003
-28818.177887,-19687.666418
-28723.002804,-19737.192865
-28626.889972,-19787.19764
-28515.731709,-19845.033944
-28423.286552,-19895.855292
-28314.272963,-19952.076941
-28214.502003,-20003.02226
-28124.456339,-20049.67521
-28008.343346,-20101.570234
-27912.569577,-20142.78966
-27810.785103,-20186.232172
-27717.801174,-20227.147968
-27625.654325,-20266.897751
-27521.31455,-20306.714571
-27414.304734,-20346.401859
-27305.505283,-20385.909309
-27204.525221,-20422.4212
-27095.111123,-20462.706073
-26994.021936,-20500.030785
-26895.049067,-20536.603842
-26791.625824,-20574.968651
-26694.756236,-20611.114512
-26596.36212,-20647.831411
-26485.514832,-20689.193951
-26379.451342,-20728.776896
-26276.509334,-20771.944996
-26178.32087,-20812.271892
-26078.422694,-20847.371559
-25982.397909,-20883.353722
-25877.501732,-20918.618003
-25781.719546,-20950.575653
-25664.979045,-20989.16891
-25542.51168,-21031.205931
-25441.793853,-21065.516943
-25336.504008,-21098.237484
-25237.030405,-21127.872257
-25140.063535,-21156.46214
-25020.535108,-21190.973752
-24898.252485,-21227.83859
-24775.637076,-21263.14428
-24672.367154,-21290.178744
-24574.645622,-21314.100596
-24457.654943,-21342.035729
-24335.244148,-21370.173747
-24235.893974,-21392.762217
-24129.802577,-21416.785954
-24025.331839,-21440.214997
-23925.203458,-21463.847352
-23807.245701,-21488.274386
-23688.525477,-21512.831465
-23576.389124,-21536.014732
-23457.081546,-21560.660801
-23337.78678,-21585.306867
-23229.653395,-21607.636457
-23130.192735,-21628.153535
-23030.414333,-21648.656585
-22924.384895,-21665.408176
-22824.252928,-21676.390198
-22722.713235,-21686.701136
-22617.396045,-21697.349184
-22512.749694,-21707.924029
-22410.364928,-21718.264327
-22295.01491,-21727.854073
-22172.672238,-21740.983362
-22067.8785,-21750.27559
-21961.729071,-21758.919007
-21853.650923,-21774.497245
-21747.444332,-21792.602764
-21644.761532,-21804.953489
-21537.204789,-21816.932445
-21425.674717,-21828.881162
-21325.061641,-21839.605152
-21215.87476,-21851.201355
-21110.690011,-21862.367717
-20979.685125,-21876.268753
-20835.833574,-21891.507044
-20730.007976,-21902.705808
-20603.882928,-21915.954609
-20499.5889,-21930.57343
-20395.820276,-21940.251757
-20291.921777,-21943.763231
-20180.562131,-21948.037907
-20069.003217,-21954.435182
-19953.979648,-21953.629642
-19824.055674,-21952.509198
-19720.026237,-21953.911989
-19616.043449,-21954.066261
-19491.472388,-21954.350159
-19373.363078,-21954.62754
-19241.391518,-21954.894999
-19121.424544,-21955.14549
-19005.295183,-21955.372867
-18892.522315,-21955.822387
-18780.966268,-21956.426628
-18673.495122,-21957.293272
-18567.161882,-21958.092917
-18455.972619,-21958.72245
-18355.503662,-21959.18091
-18247.133618,-21959.1595
-18146.129344,-21959.02106
-18018.308194,-21958.538936
-17914.847169,-21958.030053
-17808.689155,-21956.972049
-17687.696645,-21953.489775
-17564.053009,-21948.223927
-17446.632425,-21940.410423
-17309.578828,-21932.381526
-17189.816052,-21923.394235
-17074.513116,-21914.4848
-16951.618402,-21905.493008
-16839.486686,-21894.716606
-16739.342954,-21886.918042
-16630.028166,-21875.156051
-16514.537528,-21860.983533
-16390.929782,-21843.160867
-16284.580548,-21827.854536
-16165.024899,-21810.600143
-16064.431172,-21798.047821
-15955.161926,-21785.175341
-15836.968858,-21771.705906
-15731.587919,-21760.537074
-15606.679861,-21747.668413
-15472.741146,-21735.918673
-15366.59736,-21724.731776
-15237.781995,-21710.574418
-15091.119038,-21693.917356
-14955.877189,-21678.217544
-14854.3865,-21664.508647
-14744.407738,-21649.632311
-14646.793438,-21627.933328
-14549.179138,-21606.234346
-14451.564839,-21584.535363
-14353.950539,-21562.836381
-14256.336239,-21541.137399
-14158.72194,-21519.438416
-14061.10764,-21497.739434
-13963.493341,-21476.040451
-13865.879041,-21454.341469
-13768.264741,-21432.642487
-13670.650442,-21410.943504
-13573.036142,-21389.244522
-13475.421842,-21367.545539
-13377.807543,-21345.846557
-13280.193243,-21324.147575
-13182.578943,-21302.448592
-13084.964644,-21280.74961
-12987.350344,-21259.050627
-12889.736044,-21237.351645
-12792.121745,-21215.652663
-12695.649572,-21189.326469
-12599.1774,-21163.000275
-12502.705228,-21136.674081
-12406.233055,-21110.347888
-12309.760883,-21084.021694
-12213.288711,-21057.6955
-12116.816538,-21031.369306
-12020.344366,-21005.043113
-11923.872194,-20978.716919
-11827.400021,-20952.390725
-11730.927849,-20926.064531
-11634.455677,-20899.738338
-11537.983504,-20873.412144
-11441.511332,-20847.08595
-11345.03916,-20820.759756
-11248.566987,-20794.433563
-11152.094815,-20768.107369
-11055.622643,-20741.781175
-10959.15047,-20715.454981
-10862.678298,-20689.128788
-10766.206125,-20662.802594
-10669.733953,-20636.4764
-10573.261781,-20610.150206
-10476.789608,-20583.824013
-10380.317436,-20557.497819
-10283.845264,-20531.171625
-10187.373091,-20504.845431
-10090.900919,-20478.519238
-9994.428747,-20452.193044
-9897.956574,-20425.86685
-9801.484402,-20399.540656
-9705.01223,-20373.214463
-9608.024078,-20348.888851
-9511.035926,-20324.563239
-9414.047774,-20300.237627
-9317.059622,-20275.912014
-9220.07147,-20251.586402
-9123.083318,-20227.26079
-9026.095166,-20202.935178
-8929.107014,-20178.609566
-8832.118862,-20154.283954
-8735.13071,-20129.958342
-8638.142558,-20105.63273
-8541.154406,-20081.307118
-8444.166254,-20056.981506
-8346.135189,-20037.369662
-8248.104124,-20017.757818
-8150.07306,-19998.145975
-8052.041995,-19978.534131
-7954.01093,-19958.922287
-7855.979866,-19939.310443
-7757.948801,-19919.698599
-7659.917736,-19900.086755
-7561.886672,-19880.474911
-7463.855607,-19860.863067
-7365.824542,-19841.251223
-7267.793478,-19821.639379
-7169.762413,-19802.027535
-7071.731348,-19782.415691
-6973.700284,-19762.803847
-6875.669219,-19743.192003
-6777.638154,-19723.580159
-6679.60709,-19703.968315
-6580.41114,-19691.728854
-6481.21519,-19679.489393
-6382.019241,-19667.249932
-6282.823291,-19655.010471
-6183.627341,-19642.77101
-6084.431392,-19630.531549
-5985.235442,-19618.292088
-5886.039492,-19606.052626
-5786.843543,-19593.813165
-5687.647593,-19581.573704
-5587.836399,-19576.783958
-5488.025205,-19571.994211
-5388.21401,-19567.204465
-5288.402816,-19562.414719
-5188.591622,-19557.624972
-5088.780428,-19552.835226
-4988.969234,-19548.045479
-4889.158039,-19543.255733
-4789.346845,-19538.465987
-4689.535651,-19533.67624
-4589.724457,-19528.886494
-4489.913263,-19524.096747
-4390.102068,-19519.307001
-4290.290874,-19514.517255
-4190.47968,-19509.727508
-4090.668486,-19504.937762
-3990.857292,-19500.148016
-3891.046097,-19495.358269
-3791.12595,-19495.743853
-3691.205803,-19496.129436
-3591.285655,-19496.51502
-3491.365508,-19496.900604
-3391.445361,-19497.286188
-3291.525213,-19497.671771
-3191.605066,-19498.057355
-3091.684918,-19498.442939
-2991.764771,-19498.828522
-2891.892496,-19495.418268
-2792.020221,-19492.008013
-2692.147946,-19488.597759
-2592.275671,-19485.187505
-2492.403396,-19481.77725
-2392.531121,-19478.366996
-2292.658846,-19474.956741
-2192.786571,-19471.546487
-2092.914296,-19468.136232
-1993.04202,-19464.725978
-1893.169745,-19461.315724
-1793.29747,-19457.905469
-1693.425195,-19454.495215
-1593.55292,-19451.08496
-1494.961073,-19434.678295
-1396.369227,-19418.271629
-1297.77738,-19401.864963
-1199.185533,-19385.458297
-1100.593686,-19369.051631
-1002.001839,-19352.644965
-903.409993,-19336.238299
-804.818146,-19319.831633
-706.226299,-19303.424968
-607.634452,-19287.018302
-509.042606,-19270.611636
-410.450759,-19254.20497
-311.858912,-19237.798304
-217.183498,-19205.725467
-122.508083,-19173.652631
-27.832669,-19141.579794
66.842746,-19109.506957
157.012561,-19066.353371
247.182376,-19023.199784
337.352192,-18980.046197
427.522007,-18936.89261
517.691822,-18893.739024
607.861637,-18850.585437
698.031453,-18807.43185
788.201268,-18764.278264
878.371083,-18721.124677
959.589999,-18662.827898
1040.808914,-18604.531119
1122.02783,-18546.23434
1203.246745,-18487.937561
1284.465661,-18429.640782
1365.684577,-18371.344003
1446.903492,-18313.047223
1517.854496,-18242.612242
1588.805499,-18172.17726
1659.756503,-18101.742278
1730.707506,-18031.307297
1801.65851,-17960.872315
1872.609513,-17890.437333
1943.560517,-17820.002352
2002.596862,-17739.328358
2061.633207,-17658.654364
2120.669551,-17577.98037
2179.705896,-17497.306376
2238.742241,-17416.632382
2297.778586,-17335.958388
2356.814931,-17255.284394
2403.457838,-17166.86507
2450.100745,-17078.445746
2496.743652,-16990.026421
2543.386559,-16901.607097
2590.029466,-16813.187773
2636.672373,-16724.768448
2683.31528,-16636.349124
2729.958187,-16547.9298
2762.066137,-16453.241447
2794.174087,-16358.553095
2826.282036,-16263.864742
2858.389986,-16169.17639
2890.497936,-16074.488037
2922.605885,-15979.799685
2954.713835,-15885.111332
2969.308219,-15786.18258
2983.902603,-15687.253828
2998.496987,-15588.325076
3013.091371,-15489.396324
3027.685755,-15390.467572
3042.280139,-15291.53882
3056.874522,-15192.610068
3071.468906,-15093.681316
3086.06329,-14994.752564
3100.657674,-14895.823812
3115.252058,-14796.89506
3129.846442,-14697.966308
3135.918161,-14598.175789
3141.989879,-14498.385269
3148.061598,-14398.594749
3154.133317,-14298.80423
3160.205035,-14199.01371
3166.276754,-14099.22319
3172.348473,-13999.432671
3178.420191,-13899.642151
3184.49191,-13799.851632
3190.563629,-13700.061112
3196.635347,-13600.270592
3202.707066,-13500.480073
3208.778785,-13400.689553
3214.850503,-13300.899034
3220.922222,-13201.108514
3226.993941,-13101.317994
3233.065659,-13001.527475
3239.137378,-12901.736955
3245.209097,-12801.946435
3251.280815,-12702.155916
3257.352534,-12602.365396
3263.424253,-12502.574877
3269.495971,-12402.784357
3275.56769,-12302.993837
3281.639409,-12203.203318
3304.281952,-12105.80673
3326.924496,-12008.410142
3349.56704,-11911.013554
3372.209583,-11813.616966
3394.852127,-11716.220378
3417.494671,-11618.82379
3440.137215,-11521.427202
3462.779758,-11424.030615
3485.422302,-11326.634027
3508.064846,-11229.237439
3530.707389,-11131.840851
3553.349933,-11034.444263
3575.992477,-10937.047675
3611.617919,-10843.611662
3647.243362,-10750.175649
3682.868805,-10656.739637
3718.494247,-10563.303624
3754.11969,-10469.867611
3789.745132,-10376.431598
3825.370575,-10282.995586
3860.996017,-10189.559573
3896.62146,-10096.12356
3932.246903,-10002.687547
3967.872345,-9909.251535
4003.497788,-9815.815522
4039.12323,-9722.379509
4076.975809,-9629.841099
4114.828388,-9537.302689
4152.680967,-9444.764278
4190.533546,-9352.225868
4228.386124,-9259.687458
4266.238703,-9167.149048
4304.091282,-9074.610637
4341.943861,-8982.072227
4379.79644,-8889.533817
4417.649018,-8796.995407
4455.501597,-8704.456996
4493.354176,-8611.918586
4531.206755,-8519.380176
4569.059333,-8426.841766
4606.911912,-8334.303355
4644.764491,-8241.764945
4682.61707,-8149.226535
4720.469649,-8056.688125
4744.136947,-7959.535208
4767.804245,-7862.382292
4791.471544,-7765.229375
4815.138842,-7668.076459
4838.80614,-7570.923543
4862.473439,-7473.770626
4886.140737,-7376.61771
4909.808035,-7279.464793
4933.475334,-7182.311877
4957.142632,-7085.158961
4980.80993,-6988.006044
5004.477229,-6890.853128
5028.144527,-6793.700212
5051.811825,-6696.547295
5075.479124,-6599.394379
5079.483458,-6499.481925
5083.487792,-6399.569471
5087.492126,-6299.657017
5091.49646,-6199.744563
5095.500794,-6099.83211
5099.505128,-5999.919656
5103.509462,-5900.007202
5107.513796,-5800.094748
5111.51813,-5700.182294
5115.522464,-5600.26984
5119.526798,-5500.357386
5123.531132,-5400.444933
5127.535466,-5300.532479
5131.5398,-5200.620025
5135.544134,-5100.707571
5139.548468,-5000.795117
5143.552802,-4900.882663
5147.557136,-4800.97021
5151.56147,-4701.057756
5155.565804,-4601.145302
5159.570138,-4501.232848
5163.574472,-4401.320394
5167.578806,-4301.40794
5171.58314,-4201.495486
5175.587474,-4101.583033
5167.575211,-4001.909628
5159.562948,-3902.236223
5151.550686,-3802.562818
5143.538423,-3702.889414
5135.52616,-3603.216009
5115.840618,-3505.175492
5096.155076,-3407.134974
5076.469534,-3309.094457
5056.783992,-3211.053939
5037.09845,-3113.013422
5017.412908,-3014.972905
4997.727366,-2916.932387
4978.041824,-2818.89187
4958.356282,-2720.851352
4938.67074,-2622.810835
4918.985198,-2524.770317
4899.299656,-2426.7298
4879.614114,-2328.689283
4859.928572,-2230.648765
4840.24303,-2132.608248
4820.557488,-2034.56773
4800.871946,-1936.527213
4781.186404,-1838.486696
4761.500862,-1740.446178
4741.81532,-1642.405661
4722.129778,-1544.365143
4702.444236,-1446.324626
4682.758694,-1348.284108
4663.073152,-1250.243591
4631.172347,-1155.469312
4599.271542,-1060.695033
4567.370736,-965.920753
4535.469931,-871.146474
4503.569126,-776.372195
4471.66832,-681.597916
4439.767515,-586.823636
4407.866709,-492.049357
4375.965904,-397.275078
4344.065099,-302.500799
4312.164293,-207.726519
4280.263488,-112.95224
4248.362683,-18.177961
4216.461877,76.596319
4184.561072,171.370598
4152.660267,266.144877
4120.759461,360.919156
4088.858656,455.693436
4056.957851,550.467715
4015.98472,641.688176
3975.01159,732.908637
3934.038459,824.129099
3893.065328,915.34956
3852.092198,1006.570021
3811.119067,1097.790482
3770.145937,1189.010944
3729.172806,1280.231405
3688.199676,1371.451866
3647.226545,1462.672328
3606.253415,1553.892789
3565.280284,1645.11325
3524.307154,1736.333711
3483.334023,1827.554173
3442.360893,1918.774634
3401.387762,2009.995095
3360.414632,2101.215556
3319.441501,2192.436018
3278.46837,2283.656479
3237.49524,2374.87694
3196.522109,2466.097402
3155.548979,2557.317863
3114.575848,2648.538324
3070.961531,2738.526032
3027.347214,2828.513739
2983.732896,2918.501447
2940.118579,3008.489154
2896.504262,3098.476862
2852.889945,3188.46457
2809.275627,3278.452277
2765.66131,3368.439985
2722.046993,3458.427692
2678.432675,3548.4154
2634.818358,3638.403107
2591.204041,3728.390815
2547.589724,3818.378523
2503.975406,3908.36623
2460.361089,3998.353938
2416.746772,4088.341645
2373.132454,4178.329353
2329.518137,4268.31706
2284.308939,4357.514192
2239.099741,4446.711324
2193.890543,4535.908456
2148.681345,4625.105587
2103.472147,4714.302719
2058.262948,4803.499851
2013.05375,4892.696983
1967.844552,4981.894114
1922.635354,5071.091246
1877.426156,5160.288378
1832.216958,5249.48551
1787.00776,5338.682641
1741.798562,5427.879773
1696.589364,5517.076905
1651.380165,5606.274037
1606.170967,5695.471168
1560.961769,5784.6683
1515.752571,5873.865432
1470.543373,5963.062564
1425.334175,6052.259695
1380.124977,6141.456827
1334.915779,6230.653959
1289.706581,6319.851091
1244.638372,6409.119538
1199.570163,6498.387985
1154.501954,6587.656432
1109.433745,6676.924879
1064.365536,6766.193326
1019.297327,6855.461773
974.229118,6944.73022
929.160909,7033.998667
884.0927,7123.267114
839.024491,7212.535561
793.956282,7301.804008
748.888073,7391.072455
703.819864,7480.340902
658.751655,7569.609349
613.683446,7658.877796
568.615237,7748.146243
523.547028,7837.41469
478.013327,7926.446582
432.479627,8015.478474
386.945926,8104.510365
341.412225,8193.542257
295.878524,8282.574149
250.344824,8371.606041
204.811123,8460.637932
159.277422,8549.669824
113.743721,8638.701716
68.210021,8727.733607
22.67632,8816.765499
-22.857381,8905.797391
-68.391081,8994.829283
-113.924782,9083.861174
-159.458483,9172.893066
-204.992184,9261.924958
-250.525884,9350.956849
-296.059585,9439.988741
-341.593286,9529.020633
-387.126987,9618.052525
-432.485253,9707.173639
-477.843519,9796.294754
-523.201786,9885.415869
-568.560052,9974.536983
-613.918318,10063.658098
-659.276585,10152.779213
-704.634851,10241.900328
-749.993118,10331.021442
-795.351384,10420.142557
-840.70965,10509.263672
-886.067917,10598.384786
-931.426183,10687.505901
-976.784449,10776.627016
-1022.142716,10865.748131
-1067.500982,10954.869245
-1112.859248,11043.99036
-1158.217515,11133.111475
-1203.575781,11222.232589
-1248.934047,11311.353704
-1294.292314,11400.474819
-1339.65058,11489.595934
-1385.008846,11578.717048
-1430.852035,11667.589966
-1476.695223,11756.462883
-1522.538411,11845.3358
-1568.3816,11934.208718
-1614.224788,12023.081635
-1660.067976,12111.954552
-1705.911165,12200.82747
-1751.754353,12289.700387
-1797.597541,12378.573304
-1843.440729,12467.446221
-1889.283918,12556.319139
-1935.127106,12645.192056
-1980.970294,12734.064973
-2026.813483,12822.937891
-2072.656671,12911.810808
-2118.499859,13000.683725
-2164.343048,13089.556643
-2210.186236,13178.42956
-2256.029424,13267.302477
-2301.872612,13356.175395
-2347.715801,13445.048312
-2393.558989,13533.921229
-2438.684118,13623.160286
-2483.809246,13712.399342
-2528.934375,13801.638399
-2574.059504,13890.877455
-2619.184632,13980.116512
-2664.309761,14069.355569
-2709.434889,14158.594625
-2754.560018,14247.833682
-2799.685147,14337.072738
-2844.810275,14426.311795
-2889.935404,14515.550851
-2935.060532,14604.789908
-2980.185661,14694.028964
-3025.31079,14783.268021
-3070.435918,14872.507078
-3115.561047,14961.746134
-3160.686175,15050.985191
-3204.487699,15140.880042
-3248.289223,15230.774893
-3292.090747,15320.669744
-3335.89227,15410.564594
-3379.693794,15500.459445
-3423.495318,15590.354296
-3467.296841,15680.249147
-3511.098365,15770.143998
-3554.899889,15860.038849
-3598.701413,15949.9337
-3642.502936,16039.828551
-3686.30446,16129.723402
-3730.105984,16219.618253
-3773.907508,16309.513104
-3817.709031,16399.407955
-3861.510555,16489.302806
-3905.312079,16579.197657
-3949.113602,16669.092508
-3992.915126,16758.987359
-4036.71665,16848.882209
-4080.518174,16938.77706
-4119.27784,17030.956996
-4158.037506,17123.136933
-4196.797172,17215.316869
-4235.556839,17307.496805
-4274.316505,17399.676741
-4313.076171,17491.856677
-4351.835838,17584.036613
-4390.595504,17676.216549
-4429.35517,17768.396485
-4468.114836,17860.576421
-4506.874503,17952.756357
-4545.634169,18044.936293
-4584.393835,18137.116229
-4623.153502,18229.296165
-4661.913168,18321.476102
-4700.672834,18413.656038
-4739.4325,18505.835974
-4772.043551,18600.366011
-4804.654602,18694.896049
-4837.265652,18789.426086
-4869.876703,18883.956123
-4902.487754,18978.486161
-4935.098804,19073.016198
-4967.709855,19167.546236
-5000.320906,19262.076273
-5032.931956,19356.606311
-5065.543007,19451.136348
-5098.154058,19545.666386
-5130.765108,19640.196423
-5163.376159,19734.72646
-5195.98721,19829.256498
-5218.858928,19926.602022
-5241.730646,20023.947545
-5264.602364,20121.293069
-5287.474083,20218.638593
-5310.345801,20315.984117
-5333.217519,20413.32964
-5356.089237,20510.675164
-5378.960955,20608.020688
-5401.832674,20705.366212
-5424.704392,20802.711735
-5447.57611,20900.057259
-5470.447828,20997.402783
-5493.319547,21094.748307
-5516.191265,21192.09383
-5539.062983,21289.439354
-5545.122772,21389.248001
-5551.18256,21489.056647
-5557.242348,21588.865294
-5563.302137,21688.67394
-5569.361925,21788.482586
-5575.421714,21888.291233
-5581.481502,21988.099879
-5587.541291,22087.908526
-5582.189922,22187.756607
-5576.838554,22287.604688
-5571.487185,22387.452769
-5566.135817,22487.30085
-5560.784448,22587.148931
-5555.43308,22686.997012
-5539.460015,22785.706084
-5523.486951,22884.415155
-5507.513886,22983.124227
-5491.540822,23081.833299
-5475.567757,23180.54237
-5459.594693,23279.251442
-5443.621629,23377.960513
-5427.648564,23476.669585
-5404.615183,23573.978239
-5381.581802,23671.286892
-5358.548422,23768.595545
-5335.515041,23865.904199
-5312.48166,23963.212852
-5289.448279,24060.521506
-5257.158554,24155.164366
-5224.868828,24249.807225
-5192.579103,24344.450085
-5160.289378,24439.092945
-5127.999652,24533.735804
-5095.709927,24628.378664
-5063.420201,24723.021524
-5028.657745,24816.78446
-4993.895289,24910.547397
-4959.132832,25004.310333
-4924.370376,25098.07327
-4889.60792,25191.836207
-4854.845463,25285.599143
-4820.083007,25379.36208
-4785.32055,25473.125016
-4750.558094,25566.887953
-4710.50699,25658.515376
-4670.455885,25750.142799
-4630.404781,25841.770222
-4590.353677,25933.397645
-4550.302572,26025.025068
-4510.251468,26116.652491
-4470.200364,26208.279914
-4430.149259,26299.907337
-4385.194599,26389.231272
-4340.239938,26478.555206
-4295.285278,26567.879141
-4250.330618,26657.203075
-4205.375957,26746.52701
-4160.421297,26835.850945
-4115.466636,26925.174879
-4070.511976,27014.498814
-4025.557315,27103.822749
-3980.602655,27193.146683
-3927.017349,27277.577605
-3873.432043,27362.008527
-3819.846736,27446.439449
-3766.26143,27530.870371
-3712.676124,27615.301293
-3659.090818,27699.732215
-3594.319769,27775.919189
-3529.54872,27852.106162
-3464.777672,27928.293136
-3400.006623,28004.480109
-3335.235574,28080.667082
-3270.464525,28156.854056
-3205.693476,28233.041029
-3122.61571,28288.672331
-3039.537944,28344.303632
-2956.460177,28399.934934
-2873.382411,28455.566236
-2790.304645,28511.197537
-2707.226879,28566.828839
-2624.149112,28622.460141
-2541.071346,28678.091442
-2457.99358,28733.722744
-2365.045774,28770.502855
-2272.097968,28807.282967
-2179.150162,28844.063078
-2086.202356,28880.84319
-1993.25455,28917.623301
-1894.152435,28930.496847
-1795.050321,28943.370393
-1695.948207,28956.24394
-1596.846093,28969.117486
-1497.743979,28981.991032
-1398.641864,28994.864578
-1298.732487,28993.52293
-1198.823109,28992.181282
-1098.913731,28990.839634
-999.004353,28989.497986
-899.094975,28988.156338
-799.185597,28986.81469
-699.27622,28985.473042
-600.032252,28973.959578
-500.788284,28962.446115
-401.544316,28950.932651
-302.300348,28939.419188
-204.401397,28919.498886
-106.502445,28899.578584
-8.603494,28879.658282
89.295457,28859.73798
