X,Y,Z
44276.8493652344,7999.77722167969,-1862.38651275635
44389.990234375,7862.65411376953,-1867.50526428223
44496.1303710938,7734.01489257813,-1872.09281921387
44616.1651611328,7588.54675292969,-1877.37770080566
44733.056640625,7446.86279296875,-1882.76462554932
44833.0108642578,7325.71258544922,-1887.08362579346
44932.4462890625,7205.17730712891,-1891.2971496582
45034.1796875,7081.884765625,-1895.8122253418
45142.3553466797,6950.76904296875,-1900.73547363281
45245.8190917969,6825.390625,-1905.48725128174
45334.5764160156,6717.81311035156,-1909.67540740967
45446.7010498047,6581.88323974609,-1914.90573883057
45577.6092529297,6423.18572998047,-1920.77407836914
45691.1499023438,6285.58197021484,-1925.78163146973
45800.3479003906,6153.17687988281,-1930.61256408691
45921.0266113281,6006.87561035156,-1935.98251342773
46051.7944335938,5848.37799072266,-1941.80793762207
46187.5640869141,5683.74176025391,-1948.0001449585
46315.5975341797,5528.52630615234,-1953.9005279541
46430.6365966797,5389.08233642578,-1959.28630828857
46551.6906738281,5242.35534667969,-1964.98279571533
46678.8513183594,5088.20037841797,-1970.98197937012
46776.4495849609,4969.88830566406,-1975.5313873291
46858.0627441406,4870.98388671875,-1979.32205200195
46960.8215332031,4746.41876220703,-1984.09233093262
47080.2642822266,4601.71508789063,-1989.55574035645
47192.1295166016,4466.14379882813,-1994.23809051514
47283.2733154297,4355.68695068359,-1997.92213439941
47371.1090087891,4249.22027587891,-2001.5796661377
47477.2918701172,4120.48797607422,-2006.05640411377
47615.3228759766,3953.21807861328,-2011.78512573242
47769.8089599609,3766.03088378906,-2018.36013793945
47910.1348876953,3595.8984375,-2024.51267242432
48042.4621582031,3435.67199707031,-2030.24559020996
48181.4880371094,3267.2119140625,-2036.38114929199
48322.0275878906,3096.91619873047,-2042.93003082275
48447.6501464844,2944.71130371094,-2048.50616455078
48557.4462890625,2811.64093017578,-2053.33156585693
48656.9610595703,2691.0400390625,-2057.70282745361
48757.7545166016,2568.94683837891,-2062.11433410645
48876.8615722656,2424.65362548828,-2067.30060577393
49003.1860351563,2271.56982421875,-2072.76287078857
49127.7374267578,2120.64819335937,-2077.93617248535
49253.1951904297,1968.62487792969,-2083.28952789307
49373.5595703125,1822.76153564453,-2088.2116317749
49482.4157714844,1690.85540771484,-2092.74139404297
49585.2691650391,1566.27807617188,-2097.84603118896
49687.4359130859,1442.50946044922,-2102.35958099365
49783.6364746094,1325.93994140625,-2106.37874603271
49869.5098876953,1221.87652587891,-2110.02445220947
49944.4213867188,1131.103515625,-2113.2511138916
50007.1960449219,1055.06134033203,-2115.96813201904
50071.1395263672,977.560424804688,-2118.9172744751
50161.1785888672,868.452453613281,-2123.08292388916
50276.6632080078,728.556823730469,-2128.04508209229
50393.8110351563,586.566162109375,-2132.93972015381
50501.0925292969,456.565856933594,-2137.47806549072
50600.7995605469,335.769653320312,-2141.67003631592
50697.4334716797,218.695068359375,-2145.6693649292
50803.5766601563,90.1138305664062,-2150.32901763916
50922.6287841797,-54.1397094726563,-2155.56697845459
51027.5115966797,-181.216430664063,-2160.27126312256
51108.9508056641,-279.89501953125,-2163.93566131592
51181.0302734375,-367.24853515625,-2167.1968460083
51248.5046386719,-449.021911621094,-2170.28636932373
51326.6967773438,-543.769836425781,-2173.96183013916
51422.1618652344,-659.823608398438,-2178.30181121826
51507.2326660156,-762.849426269531,-2182.05013275146
51577.4475097656,-847.564697265625,-2185.14881134033
51658.7341308594,-946.061706542969,-2188.82293701172
51750.3051757813,-1057.02209472656,-2192.88787841797
51851.953125,-1180.20324707031,-2197.52235412598
51956.8298339844,-1307.23419189453,-2202.51998901367
52051.8005371094,-1422.31903076172,-2206.76765441895
52142.6696777344,-1532.43713378906,-2210.86692810059
52242.96875,-1653.98559570313,-2215.3881072998
52386.2915039063,-1827.65655517578,-2221.7472076416
52561.4929199219,-2039.91241455078,-2229.30717468262
52704.8217773438,-2213.62152099609,-2235.38703918457
52820.0256347656,-2353.21655273437,-2240.28358459473
52944.4885253906,-2504.00238037109,-2245.7633972168
53065.0817871094,-2650.12054443359,-2251.45454406738
53169.5678710938,-2776.87683105469,-2256.37130737305
