X,Y,Z
-2975.99584960937,-12907.7314453125,2546.82202148437
-2870.11376953125,-12892.419921875,2546.77197265625
-2768.9716796875,-12876.45703125,2546.71752929687
-2668.47607421875,-12863.634765625,2546.72412109375
-2568.01196289062,-12850.109375,2546.71875
-2468.39575195313,-12836.5283203125,2546.67919921875
-2368.01928710937,-12818.27734375,2546.47607421875
-2266.5926513671902,-12804.2060546875,2546.3583984375
-2157.18237304688,-12788.0751953125,2546.21313476563
-2049.5523681640598,-12774.5830078125,2546.11767578125
-1946.00866699219,-12762.2578125,2546.04809570312
-1833.24633789063,-12742.5908203125,2545.85205078125
-1728.11572265625,-12732.255859375,2545.82666015625
-1615.01513671875,-12712.44921875,2545.62817382812
-1503.564453125,-12696.693359375,2545.50708007813
-1400.47937011719,-12682.3330078125,2545.39868164062
-1293.34704589844,-12667.1494140625,2545.28247070313
-1185.460876464844,-12653.9296875,2545.20336914062
-1073.496704101563,-12637.947265625,2545.07861328125
-959.417846679688,-12621.681640625,2544.95141601562
-854.18994140625,-12607.11328125,2544.84301757812
-739.969848632813,-12590.888671875,2544.79467773437
-628.448669433594,-12575.17578125,2544.87377929687
-516.095642089844,-12559.310546875,2544.95385742187
-410.685546875,-12544.7421875,2545.0341796875
-300.5838012695313,-12529.2998046875,2545.11474609375
-191.1612243652344,-12513.9833984375,2545.1953125
-88.232345581055,-12501.908203125,2545.31591796875
12.290832519531023,-12483.3046875,2545.30200195313
117.91842651367199,-12471.7802734375,2545.44287109375
218.00408935546898,-12456.40234375,2545.48876953125
321.918212890625,-12441.1220703125,2545.55004882812
429.291748046875,-12429.283203125,2545.69165039062
529.027221679687,-12413.7412109375,2545.73364257813
630.314636230469,-12398.0126953125,2545.77807617187
729.750366210937,-12382.5908203125,2545.82250976562
829.92944335938,-12372.119140625,2545.96313476562
934.2275390625,-12355.9501953125,2546.009765625
1040.94641113281,-12339.1669921875,2545.98193359375
1148.50366210938,-12326.724609375,2545.92138671875
1252.73120117188,-12309.6201171875,2545.76293945312
1360.33801269531,-12297.0,2545.69799804687
1460.73803710938,-12280.494140625,2545.5439453125
1568.001953125,-12267.92578125,2545.47998046875
1677.68310546875,-12249.1953125,2545.29907226562
1783.08166503906,-12237.984375,2545.2578125
1893.9453125,-12218.50390625,2545.06469726562
2003.79321289062,-12203.5908203125,2544.95751953125
2123.26318359375,-12188.6533203125,2544.86743164062
2229.93481445312,-12175.2158203125,2544.78515625
2355.3583984375,-12155.7841796875,2544.61767578125
2458.9267578125,-12141.7939453125,2544.51879882812
2583.46899414062,-12121.6767578125,2544.33569335937
2698.14990234375,-12105.7216796875,2544.21508789062
2802.51708984375,-12090.400390625,2544.24096679687
2913.87231445312,-12075.0380859375,2544.3388671875
3021.14990234375,-12063.18359375,2544.48315429687
3130.39868164062,-12047.9384765625,2544.57543945312
3231.31616210937,-12030.73046875,2544.60620117187
3346.1865234375,-12017.0009765625,2544.74340820312
3477.61450195312,-11995.2421875,2544.79541015625
3588.04443359375,-11981.935546875,2544.92431640625
3707.64819335937,-11961.9853515625,2544.96850585938
3839.685546875,-11944.998046875,2545.10473632812
3976.73486328125,-11927.154296875,2545.24243164062
4126.87060546875,-11907.1103515625,2545.38598632812
4237.68505859375,-11888.568359375,2545.42553710937
4348.201171875,-11875.7236328125,2545.56982421875
4457.576171875,-11856.587890625,2545.59033203125
4557.98779296875,-11842.5693359375,2545.6875
4659.1982421875,-11828.1494140625,2545.78540039062
4764.28564453125,-11813.1318359375,2545.88598632813
4904.06982421875,-11795.837890625,2546.072265625
5022.3056640625,-11778.525390625,2546.17724609375
5122.4970703125,-11764.04296875,2546.26879882812
5226.8037109375,-11750.4482421875,2546.39501953125
5341.2529296875,-11734.0263671875,2546.5029296875
5457.17236328125,-11715.7841796875,2546.58129882813
5557.9326171875,-11702.48828125,2546.69897460937
5681.373046875,-11687.66796875,2546.87182617187
5814.05908203125,-11667.1962890625,2546.96899414062
5952.8486328125,-11645.099609375,2547.05908203125
6081.404296875,-11628.2099609375,2547.20190429687
6184.1083984375,-11612.9482421875,2547.21630859375
6285.6025390625,-11601.095703125,2547.2958984375
6395.0927734375,-11586.7744140625,2547.35009765625
6499.7041015625,-11568.62890625,2547.30932617187
6616.65380859375,-11551.3505859375,2547.32666015625
6729.10498046875,-11538.525390625,2547.42236328125
6855.08447265625,-11519.3203125,2547.4287109375
6957.20458984375,-11505.650390625,2547.47290039063
7075.2734375,-11489.1083984375,2547.50830078125
7203.451171875,-11470.9873046875,2547.54467773437
7340.5205078125,-11449.345703125,2547.53564453125
7479.6806640625,-11429.5380859375,2547.57104492188
7600.80419921875,-11413.62109375,2547.5693359375
7703.7890625,-11400.4970703125,2547.55444335937
7804.16748046875,-11385.92578125,2547.50610351562
7906.1923828125,-11372.74609375,2547.48754882812
8022.876953125,-11357.0869140625,2547.45629882812
8156.5263671875,-11337.423828125,2547.38525390625
8268.6689453125,-11322.486328125,2547.357421875
8380.6611328125,-11303.787109375,2547.25390625
8496.3369140625,-11286.4423828125,2547.18530273438
8629.50390625,-11268.85546875,2547.15551757812
8749.1845703125,-11253.138671875,2547.12866210938
