s_m,x_m,y_m,z_m,theta_rad,mu_rad,phi_rad,dtheta_radpm,dmu_radpm,dphi_radpm,w_tr_right_m,w_tr_left_m,omega_x_radpm,omega_y_radpm,omega_z_radpm
0.0,-30.7830015,-121.8751446,0.0,0.1404648,0.0,0.0,-6.071424437235165e-06,0.0,0.0,-7.274489,7.2518077,0.0,0.0,-6.1e-06
2.9976491,-27.8148732,-121.4554631,0.0,0.1404466,0.0,0.0,-1.1942715530655048e-05,0.0,0.0,-7.2690926,7.2566974,0.0,0.0,-9e-06
5.9952923,-24.8467356,-121.035891,0.0,0.1404108,0.0,0.0,-1.1408983052960466e-05,0.0,0.0,-7.2429713,7.2417555,0.0,0.0,-1.17e-05
8.9929302,-21.8785889,-120.6164234,0.0,0.1403766,0.0,0.0,-1.0875246511145444e-05,0.0,0.0,-7.2516954,7.2496457,0.0,0.0,-1.11e-05
11.9905634,-18.9104331,-120.1970556,0.0,0.140344,0.0,0.0,-1.0341506915683674e-05,0.0,0.0,-7.2642223,7.212594,0.0,0.0,-1.06e-05
14.9881923,-15.9422684,-119.777783,0.0,0.140313,0.0,0.0,-9.8411232384474e-06,0.0,0.0,-7.2488748,7.2178659,0.0,0.0,-1.01e-05
17.9858176,-12.974095,-119.3586006,0.0,0.1402835,0.0,0.0,-9.307377337522752e-06,0.0,0.0,-7.264998,7.2336055,0.0,0.0,-9.6e-06
20.9834397,-10.0059129,-118.9395039,0.0,0.1402556,0.0,0.0,-8.773628833602722e-06,0.0,0.0,-7.2644989,7.2078982,0.0,0.0,-9e-06
23.9810591,-7.0377223,-118.520488,0.0,0.1402293,0.0,0.0,-8.239877443995563e-06,0.0,0.0,-7.2652842,7.2068686,0.0,0.0,-8.5e-06
26.9786765,-4.0695234,-118.1015482,0.0,0.1402046,0.0,0.0,-7.739484159377923e-06,0.0,0.0,-7.2689983,7.2389391,0.0,0.0,-8e-06
29.9762923,-1.1013163,-117.6826798,0.0,0.1401814,0.0,0.0,-7.205729034968242e-06,0.0,0.0,-7.2664619,7.2456962,0.0,0.0,-7.5e-06
32.9739071,1.866899,-117.2638779,0.0,0.1401598,0.0,0.0,-6.671972441548678e-06,0.0,0.0,-7.2864365,7.2271695,0.0,0.0,-6.9e-06
35.9715214,4.8351222,-116.845138,0.0,0.1401398,0.0,0.0,-6.138214646227747e-06,0.0,0.0,-7.2741692,7.2162095,0.0,0.0,-6.4e-06
38.9691357,7.8033532,-116.4264551,0.0,0.1401214,0.0,0.0,-5.637815584655038e-06,0.0,0.0,-7.2686578,7.2376963,0.0,0.0,-5.9e-06
41.9667506,10.7715919,-116.0078247,0.0,0.1401045,0.0,0.0,-5.104056023185047e-06,0.0,0.0,-7.2765048,7.2484544,0.0,0.0,-5.4e-06
44.9643666,13.7398382,-115.5892418,0.0,0.1400892,0.0,0.0,-4.5702960911376255e-06,0.0,0.0,-7.2836461,7.2423611,0.0,0.0,-4.8e-06
47.9619842,16.7080919,-115.1707018,0.0,0.1400755,0.0,0.0,-4.069895721929117e-06,0.0,0.0,-7.2774084,7.2686969,0.0,0.0,-4.3e-06
50.959604,19.6763529,-114.7522,0.0,0.1400633,0.0,0.0,-3.5361357208919747e-06,0.0,0.0,-7.2747195,7.2476463,0.0,0.0,-3.8e-06
53.9572265,22.644621,-114.3337316,0.0,0.1400527,0.0,0.0,-3.002376180591526e-06,0.0,0.0,-7.2840121,7.2661981,0.0,0.0,-3.3e-06
56.9548522,25.6128962,-113.9152918,0.0,0.1400437,0.0,0.0,-2.4686173681078606e-06,0.0,0.0,-7.2614599,7.2580002,0.0,0.0,-2.7e-06
