s_m,x_m,y_m,z_m,theta_rad,mu_rad,phi_rad,dtheta_radpm,dmu_radpm,dphi_radpm,w_tr_right_m,w_tr_left_m,omega_x_radpm,omega_y_radpm,omega_z_radpm
1065.979524,47.200972,583.423865,28.739886,1.688648,0.012732,-0.025724,0.000098,-0.000139,-0.000019,-6.775892,6.827444,-0.000020,-0.000142,0.000094
1067.979281,46.965455,585.409542,28.714418,1.688843,0.012453,-0.025761,0.000097,0.000045,-0.000062,-6.797881,6.845252,-0.000063,0.000042,0.000098
1069.979031,46.729555,587.395173,28.689507,1.689036,0.012543,-0.025886,0.000071,0.000015,-0.000030,-6.783295,6.816537,-0.000031,0.000013,0.000072
1071.978783,46.493237,589.380755,28.664417,1.689179,0.012573,-0.025945,0.000084,-0.000357,0.000003,-6.792274,6.833227,0.000002,-0.000359,0.000074
1073.978537,46.256680,591.366308,28.639268,1.689347,0.011858,-0.025938,0.000088,-0.000675,-0.000007,-6.783503,6.840814,-0.000008,-0.000677,0.000070
1075.978272,46.019807,593.351823,28.615548,1.689522,0.010508,-0.025953,0.000059,-0.000086,0.000064,-6.776838,6.825928,0.000063,-0.000087,0.000056
1077.977978,45.782598,595.337298,28.594529,1.689640,0.010337,-0.025825,0.000064,-0.000170,0.000002,-6.786293,6.833368,0.000001,-0.000172,0.000060
1079.977679,45.545198,597.322751,28.573854,1.689768,0.009996,-0.025822,0.000060,-0.000034,-0.000119,-6.775253,6.832995,-0.000120,-0.000036,0.000059
1081.977374,45.307553,599.308174,28.553860,1.689889,0.009927,-0.026059,0.000047,-0.000341,0.000045,-6.796284,6.829668,0.000044,-0.000343,0.000038
1083.977068,45.069651,601.293566,28.534003,1.689984,0.009245,-0.025970,0.000055,-0.000753,0.000070,-6.770986,6.831224,0.000069,-0.000755,0.000036
1085.976748,44.831608,603.278942,28.515512,1.690094,0.007738,-0.025831,0.000044,-0.000099,0.000170,-6.776207,6.831265,0.000170,-0.000100,0.000041
1087.976403,44.593388,605.264296,28.500035,1.690182,0.007540,-0.025491,0.000029,-0.000005,0.000146,-6.786465,6.824880,0.000146,-0.000006,0.000028
1089.976055,44.354992,607.249629,28.484955,1.690239,0.007530,-0.025198,0.000031,-0.000207,0.000031,-6.784022,6.818494,0.000030,-0.000208,0.000026
1091.975707,44.116506,609.234951,28.469894,1.690301,0.007116,-0.025137,0.000029,-0.000408,0.000038,-6.789063,6.817538,0.000038,-0.000409,0.000018
1093.975352,43.877909,611.220260,28.455662,1.690359,0.006299,-0.025061,0.000016,-0.000164,0.000045,-6.788824,6.817900,0.000044,-0.000165,0.000011
1095.974987,43.639219,613.205558,28.443063,1.690390,0.005971,-0.024972,0.000015,-0.000255,0.000067,-6.805568,6.826692,0.000066,-0.000255,0.000009
1097.974618,43.400488,615.190851,28.431121,1.690419,0.005462,-0.024839,0.000004,0.000108,0.000042,-6.815266,6.828182,0.000042,0.000108,0.000006
1099.974243,43.161714,617.176138,28.420198,1.690427,0.005677,-0.024755,0.000000,-0.000103,0.000114,-6.817819,6.802181,0.000114,-0.000103,-0.000002
1101.973870,42.922928,619.161424,28.408843,1.690427,0.005472,-0.024527,-0.000004,-0.000123,-0.000055,-6.804421,6.821500,-0.000055,-0.000123,-0.000007
1103.973495,42.684151,621.146712,28.397900,1.690419,0.005225,-0.024636,-0.000015,0.000015,-0.000162,-6.811477,6.820791,-0.000161,0.000015,-0.000014
1105.973117,42.445398,623.132002,28.387450,1.690390,0.005255,-0.024959,-0.000010,-0.000525,-0.000105,-6.820522,6.813843,-0.000105,-0.000525,-0.000023
1107.972740,42.206715,625.117300,28.376941,1.690371,0.004205,-0.025170,-0.000018,-0.000353,-0.000054,-6.808585,6.818669,-0.000054,-0.000352,-0.000027
1109.972352,41.968091,627.102606,28.368532,1.690336,0.003500,-0.025278,-0.000030,-0.000233,0.000119,-6.813153,6.802145,0.000119,-0.000232,-0.000035
1111.971959,41.729558,629.087923,28.361532,1.690277,0.003034,-0.025040,-0.000027,-0.000239,0.000099,-6.784685,6.795135,0.000099,-0.000238,-0.000033
1113.971564,41.491178,631.073258,28.355464,1.690222,0.002557,-0.024841,-0.000034,-0.000344,0.000049,-6.808139,6.799133,0.000049,-0.000343,-0.000043
1115.971165,41.252906,633.058606,28.350351,1.690153,0.001868,-0.024743,-0.000053,0.000114,-0.000040,-6.791739,6.773564,-0.000040,0.000115,-0.000050
1117.970764,41.014792,635.043973,28.346616,1.690047,0.002096,-0.024823,-0.000044,-0.000103,-0.000012,-6.808365,6.767925,-0.000012,-0.000102,-0.000046
1119.970363,40.776913,637.029368,28.342426,1.689959,0.001890,-0.024847,-0.000055,-0.000041,-0.000007,-6.797717,6.770661,-0.000007,-0.000040,-0.000056
1121.969961,40.539193,639.014782,28.338646,1.689850,0.001807,-0.024861,-0.000070,-0.000025,0.000103,-6.795148,6.755972,0.000103,-0.000024,-0.000070
1123.969560,40.301695,641.000222,28.335033,1.689710,0.001757,-0.024655,-0.000056,-0.000179,0.000097,-6.796373,6.767937,0.000097,-0.000177,-0.000060
1125.969158,40.064517,642.985701,28.331520,1.689598,0.001399,-0.024462,-0.000066,-0.000205,0.000042,-6.810213,6.783971,0.000042,-0.000203,-0.000071
1127.968755,39.827540,644.971204,28.328723,1.689467,0.000989,-0.024379,-0.000070,-0.000273,0.000014,-6.816309,6.755166,0.000015,-0.000271,-0.000077
1129.968351,39.590839,646.956740,28.326746,1.689326,0.000443,-0.024350,-0.000053,0.000005,-0.000060,-6.793296,6.763200,-0.000060,0.000006,-0.000053
1131.967946,39.354457,648.942314,28.325860,1.689220,0.000454,-0.024469,-0.000057,-0.000070,-0.000066,-6.820118,6.780846,-0.000066,-0.000069,-0.000058
1133.967541,39.118251,650.927909,28.324954,1.689107,0.000314,-0.024601,-0.000054,-0.000316,0.000047,-6.817182,6.753997,0.000047,-0.000315,-0.000061
1135.967136,38.882271,652.913531,28.324327,1.689000,-0.000319,-0.024506,-0.000042,0.000104,0.000009,-6.792774,6.763618,0.000009,0.000105,-0.000039
1137.966731,38.646536,654.899181,28.324965,1.688917,-0.000112,-0.024489,-0.000043,0.000037,0.000042,-6.812588,6.760831,0.000042,0.000038,-0.000042
1139.966326,38.410935,656.884848,28.325189,1.688831,-0.000037,-0.024405,-0.000038,-0.000215,-0.000001,-6.815619,6.774510,-0.000001,-0.000214,-0.000044
1141.965921,38.175500,658.870534,28.325265,1.688754,-0.000468,-0.024408,-0.000030,0.000181,-0.000137,-6.804621,6.786193,-0.000137,0.000181,-0.000025
1143.965516,37.940238,660.856241,28.326201,1.688694,-0.000107,-0.024681,-0.000027,-0.000060,-0.000080,-6.817376,6.765020,-0.000080,-0.000059,-0.000029
1145.965111,37.705066,662.841959,28.326416,1.688640,-0.000226,-0.024840,-0.000022,-0.000242,-0.000073,-6.796059,6.769677,-0.000073,-0.000241,-0.000028
1147.964706,37.470001,664.827689,28.326869,1.688597,-0.000710,-0.024987,-0.000018,0.000255,-0.000089,-6.801306,6.792064,-0.000089,0.000255,-0.000011
1149.964302,37.235038,666.813431,28.328290,1.688562,-0.000201,-0.025166,-0.000012,-0.000107,-0.000005,-6.820063,6.764881,-0.000005,-0.000107,-0.000015
1151.963897,37.000119,668.799179,28.328693,1.688538,-0.000415,-0.025175,-0.000008,-0.000031,-0.000047,-6.803428,6.787141,-0.000047,-0.000031,-0.000008
1153.963492,36.765251,670.784932,28.329523,1.688523,-0.000477,-0.025268,-0.000005,0.000259,-0.000085,-6.815132,6.800671,-0.000085,0.000259,0.000002
1155.963087,36.530409,672.770689,28.330477,1.688513,0.000041,-0.025439,0.000004,-0.000201,-0.000008,-6.820887,6.776356,-0.000008,-0.000201,-0.000001
1157.962682,36.295570,674.756446,28.330394,1.688520,-0.000360,-0.025454,0.000008,0.000084,-0.000061,-6.789927,6.793478,-0.000061,0.000084,0.000010
1159.962277,36.060723,676.742202,28.331114,1.688536,-0.000192,-0.025577,0.000010,0.000098,-0.000002,-6.804413,6.795031,-0.000002,0.000098,0.000012
1161.961872,35.825829,678.727952,28.331497,1.688555,0.000005,-0.025580,0.000016,-0.000021,0.000032,-6.812045,6.786958,0.000032,-0.000021,0.000016
1163.961467,35.590893,680.713698,28.331488,1.688588,-0.000036,-0.025515,0.000018,0.000586,0.000021,-6.797703,6.781184,0.000021,0.000585,0.000033
1165.961062,35.355892,682.699436,28.331560,1.688623,0.001135,-0.025473,0.000025,-0.000062,0.000035,-6.799517,6.785712,0.000035,-0.000062,0.000023
1167.960658,35.120771,684.685159,28.329289,1.688673,0.001012,-0.025402,0.000029,0.000108,-0.000003,-6.788405,6.814195,-0.000003,0.000107,0.000032
1169.960254,34.885564,686.670873,28.327265,1.688731,0.001228,-0.025409,0.000039,0.000220,0.000029,-6.796035,6.805830,0.000029,0.000219,0.000045
1171.959851,34.650235,688.656572,28.324808,1.688809,0.001669,-0.025350,0.000035,0.000139,0.000092,-6.781304,6.809223,0.000092,0.000138,0.000039
1173.959449,34.414712,690.642247,28.321469,1.688880,0.001946,-0.025166,0.000044,0.000072,0.000134,-6.790102,6.805504,0.000134,0.000071,0.000046
1175.959047,34.179058,692.627908,28.317577,1.688968,0.002090,-0.024898,0.000054,0.000372,0.000153,-6.793459,6.815562,0.000153,0.000370,0.000063
1177.958647,33.943226,694.613547,28.313397,1.689077,0.002833,-0.024591,0.000048,0.000145,0.000280,-6.802788,6.811301,0.000280,0.000144,0.000052
1179.958250,33.707125,696.599154,28.307729,1.689174,0.003123,-0.024031,0.000065,-0.000417,0.000327,-6.805357,6.816702,0.000326,-0.000419,0.000055
1181.957854,33.470850,698.584741,28.301482,1.689303,0.002288,-0.023378,0.000091,-0.001296,0.000257,-6.788203,6.827597,0.000257,-0.001297,0.000060
