s_m,x_m,y_m,z_m,theta_rad,mu_rad,phi_rad,dtheta_radpm,dmu_radpm,dphi_radpm,w_tr_right_m,w_tr_left_m,omega_x_radpm,omega_y_radpm,omega_z_radpm
0.000000,-104.492522,46.294998,-3.292619,3.131344,-0.001011,0.010582,-0.000420,-0.000007,-0.000014,-5.382250,5.382250,-0.000014,-0.000012,-0.000420
1.054112,-105.546577,46.305820,-3.291553,3.130901,-0.001019,0.010567,0.000122,-0.000017,-0.000102,-5.381914,5.381914,-0.000102,-0.000015,0.000122
2.101996,-106.594405,46.316653,-3.290482,3.131029,-0.001036,0.010460,0.000126,-0.000012,-0.000151,-5.381804,5.381804,-0.000151,-0.000011,0.000126
3.149880,-107.642232,46.327573,-3.289394,3.131161,-0.001049,0.010302,0.000164,-0.000021,-0.000199,-5.381710,5.381710,-0.000199,-0.000019,0.000164
4.197764,-108.690057,46.338574,-3.288296,3.131333,-0.001071,0.010093,-0.000460,-0.000008,-0.000290,-5.381611,5.381611,-0.000290,-0.000012,-0.000460
5.251874,-109.744108,46.349636,-3.287170,3.130848,-0.001079,0.009787,0.000134,-0.000009,-0.000317,-5.381502,5.381502,-0.000317,-0.000007,0.000134
6.299757,-110.791932,46.360793,-3.286038,3.130988,-0.001088,0.009455,0.000225,0.000011,-0.000336,-5.381445,5.381445,-0.000335,0.000013,0.000225
7.347640,-111.839754,46.372013,-3.284899,3.131224,-0.001076,0.009103,-0.000446,-0.000000,-0.000345,-5.381461,5.381461,-0.000345,-0.000004,-0.000446
8.401750,-112.893804,46.383161,-3.283767,3.130754,-0.001077,0.008740,0.000116,0.000009,-0.000297,-5.381611,5.381611,-0.000297,0.000010,0.000116
9.449633,-113.941626,46.394371,-3.282637,3.130876,-0.001067,0.008429,0.000111,0.000011,-0.000278,-5.381887,5.381887,-0.000278,0.000012,0.000111
10.497516,-114.989448,46.405684,-3.281519,3.130992,-0.001056,0.008137,-0.000349,-0.000013,-0.000270,-5.382205,5.382205,-0.000270,-0.000016,-0.000349
11.551626,-116.043495,46.417178,-3.280409,3.130624,-0.001070,0.007853,0.000163,-0.000014,-0.000289,-5.382528,5.382528,-0.000289,-0.000013,0.000163
12.599510,-117.091317,46.428519,-3.279286,3.130795,-0.001085,0.007550,0.000160,-0.000017,-0.000304,-5.383086,5.383086,-0.000304,-0.000015,0.000160
13.647393,-118.139138,46.439858,-3.278150,3.130962,-0.001103,0.007231,0.000126,-0.000010,-0.000320,-5.383666,5.383666,-0.000319,-0.000010,0.000126
14.695276,-119.186959,46.451204,-3.276995,3.131094,-0.001114,0.006896,-0.000338,-0.000019,-0.000343,-5.384240,5.384240,-0.000343,-0.000021,-0.000338
15.749385,-120.241005,46.462697,-3.275824,3.130738,-0.001134,0.006535,0.000206,-0.000016,-0.000361,-5.384734,5.384734,-0.000361,-0.000014,0.000206
16.797267,-121.288825,46.474014,-3.274636,3.130953,-0.001150,0.006156,0.000223,-0.000013,-0.000373,-5.385342,5.385342,-0.000373,-0.000012,0.000223
17.845150,-122.336647,46.485237,-3.273431,3.131186,-0.001164,0.005765,0.000223,-0.000000,-0.000378,-5.386049,5.386049,-0.000378,0.000001,0.000223
18.893032,-123.384469,46.496327,-3.272212,3.131420,-0.001165,0.005369,0.000206,0.000009,-0.000389,-5.386888,5.386888,-0.000389,0.000010,0.000206
19.940914,-124.432293,46.507283,-3.270993,3.131636,-0.001156,0.004962,0.000213,0.000017,-0.000398,-5.387860,5.387860,-0.000397,0.000018,0.000213
20.988796,-125.480118,46.518141,-3.269784,3.131860,-0.001138,0.004545,0.000303,-0.000006,-0.000408,-5.388932,5.388932,-0.000408,-0.000004,0.000303
22.036677,-126.527943,46.528887,-3.268593,3.132178,-0.001145,0.004117,0.000231,-0.000011,-0.000393,-5.390118,5.390118,-0.000393,-0.000010,0.000231
23.084559,-127.575773,46.539322,-3.267397,3.132420,-0.001156,0.003705,0.000232,-0.000013,-0.000381,-5.391460,5.391460,-0.000381,-0.000012,0.000232
24.132440,-128.623603,46.549605,-3.266188,3.132663,-0.001170,0.003305,0.000383,-0.000034,-0.000367,-5.392859,5.392859,-0.000366,-0.000032,0.000383
25.180322,-129.671435,46.559735,-3.264965,3.133065,-0.001205,0.002921,0.000124,-0.000015,-0.000307,-5.394311,5.394311,-0.000307,-0.000014,0.000124
26.228204,-130.719272,46.569378,-3.263704,3.133195,-0.001220,0.002599,-0.000383,-0.000027,-0.000275,-5.395927,5.395927,-0.000276,-0.000028,-0.000383
27.282313,-131.773335,46.579162,-3.262420,3.132791,-0.001248,0.002309,0.000321,-0.000027,-0.000245,-5.397448,5.397448,-0.000244,-0.000026,0.000321
28.330196,-132.821171,46.588881,-3.261113,3.133127,-0.001277,0.002053,0.000276,-0.000046,-0.000195,-5.398926,5.398926,-0.000194,-0.000045,0.000276
29.378078,-133.869011,46.598252,-3.259776,3.133416,-0.001325,0.001849,0.000267,0.000003,-0.000168,-5.400470,5.400470,-0.000167,0.000004,0.000267
30.425961,-134.916854,46.607370,-3.258389,3.133696,-0.001321,0.001673,0.000889,0.000068,-0.000162,-5.402017,5.402017,-0.000161,0.000069,0.000889
31.467618,-135.958472,46.616204,-3.257013,3.134622,-0.001251,0.001504,-0.000459,0.000251,-0.000168,-5.403667,5.403667,-0.000169,0.000250,-0.000459
32.521727,-137.012545,46.624764,-3.255696,3.134139,-0.000986,0.001326,0.000237,-0.000001,-0.000247,-5.405553,5.405553,-0.000247,-0.000001,0.000237
33.569609,-138.060392,46.633433,-3.254664,3.134386,-0.000988,0.001067,0.000273,-0.000053,-0.000254,-5.407438,5.407438,-0.000254,-0.000052,0.000273
34.617491,-139.108238,46.641937,-3.253630,3.134672,-0.001043,0.000801,0.000389,-0.000227,-0.000248,-5.409357,5.409357,-0.000248,-0.000227,0.000390
35.665373,-140.156087,46.650197,-3.252538,3.135080,-0.001281,0.000541,0.000164,-0.000303,-0.000192,-5.411326,5.411326,-0.000192,-0.000303,0.000164
36.713255,-141.203939,46.657955,-3.251196,3.135252,-0.001598,0.000339,0.000165,-0.000301,-0.000123,-5.413464,5.413464,-0.000123,-0.000301,0.000165
37.761137,-142.251791,46.665707,-3.249523,3.135425,-0.001914,0.000210,-0.000400,-0.000410,-0.000054,-5.415508,5.415508,-0.000055,-0.000410,-0.000399
38.815247,-143.305870,46.673496,-3.247505,3.135004,-0.002346,0.000153,0.000273,-0.000383,0.000035,-5.417453,5.417453,0.000035,-0.000383,0.000273
39.863129,-144.353722,46.681269,-3.245048,3.135290,-0.002747,0.000189,0.000216,-0.000252,0.000120,-5.419236,5.419236,0.000120,-0.000252,0.000216
40.911013,-145.401574,46.688797,-3.242169,3.135517,-0.003012,0.000314,0.000193,-0.000238,0.000171,-5.421017,5.421017,0.000171,-0.000238,0.000193
41.958895,-146.449426,46.696202,-3.239013,3.135719,-0.003261,0.000493,-0.000096,0.000088,0.000212,-5.422827,5.422827,0.000212,0.000088,-0.000096
43.013004,-147.503502,46.703581,-3.235576,3.135618,-0.003168,0.000717,0.000757,0.000336,0.000220,-5.424694,5.424694,0.000222,0.000337,0.000757
44.054659,-148.545131,46.710240,-3.232277,3.136406,-0.002818,0.000946,-0.000409,0.000466,0.000189,-5.426631,5.426631,0.000187,0.000465,-0.000410
45.108768,-149.599215,46.716881,-3.229308,3.135975,-0.002327,0.001145,0.000384,-0.000091,0.000134,-5.428627,5.428627,0.000135,-0.000090,0.000384
46.156650,-150.647073,46.723539,-3.226870,3.136377,-0.002422,0.001285,0.000793,-0.000279,0.000122,-5.430669,5.430669,0.000124,-0.000278,0.000794
47.198306,-151.688708,46.729670,-3.224348,3.137203,-0.002712,0.001413,-0.000335,-0.000349,0.000143,-5.433051,5.433051,0.000142,-0.000349,-0.000334
48.252414,-152.742795,46.735695,-3.221491,3.136850,-0.003080,0.001563,0.000192,-0.000909,0.000164,-5.435386,5.435386,0.000164,-0.000909,0.000194
49.300295,-153.790655,46.741575,-3.218266,3.137052,-0.004033,0.001735,0.000169,-0.000649,0.000215,-5.437649,5.437649,0.000215,-0.000648,0.000170
50.348178,-154.838513,46.747383,-3.214041,3.137229,-0.004712,0.001960,-0.000366,-0.000547,0.000249,-5.439695,5.439695,0.000247,-0.000548,-0.000365
51.402286,-155.892594,46.753203,-3.209077,3.136843,-0.005289,0.002223,0.000214,-0.000755,0.000276,-5.441622,5.441622,0.000277,-0.000754,0.000215
52.450168,-156.940445,46.758951,-3.203536,3.137067,-0.006080,0.002512,0.000226,-0.000455,0.000317,-5.443504,5.443504,0.000318,-0.000454,0.000228
53.498049,-157.988292,46.764579,-3.197166,3.137304,-0.006556,0.002844,0.000236,-0.000075,0.000335,-5.445385,5.445385,0.000337,-0.000074,0.000236
54.545931,-159.036136,46.770061,-3.190299,3.137551,-0.006635,0.003196,0.000256,-0.000007,0.000344,-5.447116,5.447116,0.000346,-0.000006,0.000256
55.593812,-160.083981,46.775375,-3.183350,3.137820,-0.006642,0.003556,-0.000232,0.001082,0.000353,-5.448896,5.448896,0.000352,0.001082,-0.000236
56.647920,-161.138053,46.780509,-3.176353,3.137575,-0.005501,0.003929,0.000203,-0.000004,0.000327,-5.450782,5.450782,0.000328,-0.000003,0.000203
57.695801,-162.185907,46.785285,-3.170591,3.137788,-0.005505,0.004272,0.000214,-0.000079,0.000320,-5.452662,5.452662,0.000321,-0.000079,0.000214
58.743682,-163.233762,46.789965,-3.164826,3.138012,-0.005588,0.004607,0.000294,-0.000479,0.000315,-5.454543,5.454543,0.000317,-0.000478,0.000296
