Sref,Xref,Yref,Aref,Kref,Lmax,Lmin
0,-30.0524239,-122.4318861,0.1421602,-0.0000096,7.1501219,-7.149672
2.9990126,-27.083662,-122.00698,0.1421315,-0.0000143,7.1411544,-7.147413
5.9980202,-24.1148808,-121.5822452,0.1420747,-0.0000187,7.1364696,-7.1440305
8.997023,-21.1460807,-121.1576778,0.1420192,-0.0000183,7.1359189,-7.140687
11.9960212,-18.177262,-120.7332738,0.1419651,-0.0000178,7.1370826,-7.1379217
14.9950151,-15.2084249,-120.3090291,0.1419123,-0.0000174,7.138916,-7.1371397
17.994005,-12.2395699,-119.8849397,0.1418608,-0.0000169,7.1409595,-7.1380221
20.9929911,-9.2706972,-119.4610016,0.1418107,-0.0000165,7.1431276,-7.1386303
23.9919737,-6.3018071,-119.0372108,0.141762,-0.000016,7.1452493,-7.1406721
26.9909531,-3.3329,-118.6135633,0.1417146,-0.0000156,7.1473534,-7.1441363
29.9899295,-0.3639762,-118.190055,0.1416685,-0.0000151,7.1494325,-7.14874
32.9889031,2.604964,-117.7666819,0.1416237,-0.0000147,7.1516165,-7.1540491
35.9878743,5.5739203,-117.3434401,0.1415803,-0.0000142,7.1540989,-7.1598502
38.9868433,8.5428924,-116.9203254,0.1415383,-0.0000138,7.1568287,-7.1660376
41.9858103,11.5118799,-116.4973339,0.1414976,-0.0000134,7.1599013,-7.1725091
44.9847756,14.4808825,-116.0744616,0.1414582,-0.0000129,7.1633742,-7.1790016
47.9837394,17.4499,-115.6517043,0.1414202,-0.0000125,7.1672035,-7.185414
50.9827021,20.4189319,-115.2290582,0.1413835,-0.000012,7.1712675,-7.19166
53.9816638,23.387978,-114.8065192,0.1413481,-0.0000116,7.1754912,-7.1976635
56.9806249,26.3570379,-114.3840833,0.1413141,-0.0000111,7.1786913,-7.2034594
59.9795855,29.3261114,-113.9617464,0.1412814,-0.0000107,7.180576,-7.2091567
62.978546,32.2951981,-113.5395046,0.1412501,-0.0000102,7.1825642,-7.2148989
65.9775065,35.2642977,-113.1173537,0.1412201,-0.0000098,7.1846722,-7.220635
68.9764674,38.2334098,-112.6952899,0.1411915,-0.0000093,7.1868356,-7.226199
71.9754288,41.2025343,-112.2733091,0.1411642,-0.0000089,7.1890255,-7.2277142
74.9743911,44.1716706,-111.8514072,0.1411382,-0.0000084,7.1912333,-7.2285992
77.9733545,47.1408186,-111.4295803,0.1411136,-0.000008,7.193489,-7.2290768
80.9723193,50.1099779,-111.0078243,0.1410903,-0.0000075,7.1957842,-7.2290726
83.9712856,53.0791482,-110.5861352,0.1410684,-0.0000071,7.1980947,-7.2283871
86.9702538,56.0483292,-110.164509,0.1410478,-0.0000066,7.2004535,-7.2269771
89.969224,59.0175205,-109.7429417,0.1410286,-0.0000062,7.2028677,-7.224612
