X,Y
241.917539918731,-72.4790027468349
243.707215200167,-70.887172481292
245.713772225644,-68.7171301482341
247.537277718891,-66.3884907026164
248.680170857748,-64.6563911848137
249.659280512872,-62.7904618346689
250.704270961359,-60.5615080753201
251.549167376926,-58.3160452984551
252.304850892022,-55.6363879524995
252.682248254513,-53.4564285390427
252.970528005126,-50.664217981301
252.99144644508,-48.2917698320814
252.775453960146,-45.6239584055319
252.122840819273,-42.1008490244946
250.266055889125,-34.4362992978331
246.594616460744,-18.567554549203
243.547504726908,-5.21684996151663
239.253000727276,12.9482611808651
235.701547993792,27.9645144258972
229.261232702497,55.2646118335996
227.299245601247,63.636319303034
225.632091333454,70.391924351384
223.075187555796,81.7431336988531
218.754620754346,99.9733916202537
216.125070442157,111.287663859344
212.629972396312,126.301002363591
210.4094000483,135.892122769371
209.842980308312,138.094530226517
209.2370130454,139.901202252638
208.607977573931,141.718476798548
207.908971404049,143.393836066864
207.074875389551,145.183831768891
206.116333890224,146.97075094418
204.449063903158,150.078052513839
202.36649091113,153.400367729275
200.728565369535,155.568100838609
198.410094594381,158.480290322785
196.498260398504,160.675058766325
194.160379087071,162.948853673275
189.962211066818,166.459002801268
184.988716124057,169.810543353162
181.135788067348,171.952742129626
176.873608278845,173.803994977921
172.826220930556,175.245478351961
168.863026149352,176.535609598303
163.653815286975,178.22800447592
154.69170948155,181.096095523896
144.441075452089,184.46894774918
137.357364247019,186.661913962375
126.637056609358,190.077365684175
116.858755271507,193.222974334571
109.156756280141,195.632213036862
103.883677213066,197.245587054588
87.8961561128799,201.916356521421
82.9559727734556,205.068810429036
73.5026325678206,211.13928338185
68.9657159458475,214.168810153484
62.6601794861618,218.726407438338
59.7797931557418,220.983360311862
57.3777841781693,223.022206930509
52.5028704666771,227.644393980877
48.4373721754302,231.598857442594
45.3151499455991,234.903877109239
43.022808291198,237.49749247582
40.4004066930142,240.68822611633
36.8967150209971,245.258591693946
34.3898356268944,248.788217027647
33.2966921645819,250.38474069847
31.9384074040386,252.559935618081
29.5989483854888,256.416254707811
27.057744586238,260.98393184005
24.9234017878986,264.913004705665
23.0368309906453,269.120957024975
21.3109207103466,272.956045366634
19.5768355309502,277.511819195661
18.5038730904676,280.395543372491
17.5629272128246,283.600377275829
16.3207070389309,287.65588285643
15.509746645976,290.472352546046
14.8237660901136,293.551718596118
13.8787865439523,297.673880620905
13.160909152981,302.211015450036
12.693634588039,305.284857045513
12.3048042454162,308.458822078887
11.9514274894893,312.317117162411
11.7078073006426,316.148215153247
11.5820782102872,320.080858753822
11.5975864731029,324.437932267088
11.7008001558411,328.78839589093
12.0331139952893,334.357134538618
12.4365256078785,338.003656156825
12.9007845833329,341.563678177808
13.9514353307917,348.047544406094
14.971095962351,353.132977924236
16.5250486277423,358.893798881453
18.6218531989176,365.307496495659
22.6329877383302,378.390595363023
26.5254093018013,391.010858290861
29.3270369877497,400.185997833739
33.2831328680463,413.471569973446
35.565221609279,422.22320430218
37.6876591604205,431.393171992987
39.2237797200698,438.525838363984
40.9297776301543,447.106966863754
42.2953632229182,455.238523799956
43.426046840265,464.006831962174
44.621310827923,474.606952360452
45.5170937590719,486.436143543791
45.9367907814845,496.122514984578
46.0407496007495,505.985101801177
45.9664257097957,513.434281081485
45.8637196149559,517.851242422524
45.7568043001016,521.62382142948
45.5747490592416,525.874862931626
45.1408599829014,531.881679146623
44.6925767007903,537.870285251329
43.6498283700343,547.434249533711
42.794414307549,554.865797172323
41.8725252901173,561.860667974451
41.122363448324,567.865167717407
40.0183644650957,576.474016511017
38.9161920539931,585.706192261439
37.3466960241827,599.051687964318
36.08603440095,609.415953010218
32.1599444641682,642.600849594896
30.6203801495983,655.486543475318
29.8025391518607,662.834582619367
27.9607424603423,678.555643946341
25.0624280826561,701.672760888794
22.8200702039434,721.475008534907
20.5801620918567,740.051154248309
18.8360126541554,754.143663988102
17.1866532929068,765.127770358725
15.7155127031051,773.596690119395
14.611154937443,780.033632475171
13.3881361235947,787.442829503971
12.4368635615648,792.528145711723
11.993477011395,795.276218158563
11.6449566298204,797.440237848763
11.3373254416342,799.279768076667
10.9747975140337,801.076350713362
10.5912716368866,802.980009357431
10.0828127486062,804.950976956273
9.66898669345846,806.289906674861
9.08605146063039,807.918764461333
8.44636185279268,809.535895819038
7.72430240228613,810.952696353563
