V,Aw,An,Ae_off,Ae_on
16.2833333333333,20.058377673461006,14.933738266666657,13.275631710037931,13.275631710037931
16.5,20.107752108083602,14.994527999999999,13.221222437479748,13.221222437479748
16.7166666666667,20.157126542706195,15.055317733333343,13.158188506081189,13.158188506081189
16.9333333333333,20.206500977328766,15.116107466666659,13.089110979239491,13.089110979239491
17.15,20.25799275660562,15.176544999999999,13.015571825304146,13.015571825304146
17.3666666666667,20.310425577951037,15.23682600000001,12.93976949679645,12.93976949679645
17.5833333333333,20.362858399296424,15.29710699999999,12.863388367387719,12.863388367387719
17.8,20.41529122064184,15.357388,12.788071050696086,12.788071050696086
18.0166666666667,20.467958152214358,15.417629866666676,12.715537416680554,12.715537416680554
18.2333333333333,20.523434406512067,15.477402133333323,12.64693202059276,12.64693202059276
18.45,20.578910660809804,15.5371744,12.583838843809284,12.583838843809284
18.6666666666667,20.63438691510754,15.596946666666677,12.526851816944168,12.526851816944168
18.8833333333333,20.689863169405253,15.656718933333325,12.477463748499266,12.477463748499266
19.1,20.746737183325372,15.7162564,12.435698624074492,12.435698624074492
19.3166666666667,20.80524191680493,15.775519933333342,12.402660844890201,12.402660844890201
19.5333333333333,20.863746650284465,15.834783466666657,12.377992525480824,12.377992525480824
19.75,20.922251383764024,15.894047,12.362611931230516,12.362611931230516
19.9666666666667,20.980756117243583,15.953310533333342,12.355680295967636,12.355680295967636
20.1833333333333,21.041810756840373,16.01214359999999,12.357617112721053,12.357617112721053
20.4,21.103329015731237,16.070898399999997,12.367355939519957,12.367355939519957
20.6166666666667,21.164847274622105,16.129653200000007,12.384968425095405,12.384968425095405
20.8333333333333,21.22636553351294,16.188407999999992,12.40913782429986,12.40913782429986
21.05,21.288575770474765,16.2470454,12.439450470418741,12.439450470418741
21.2666666666667,21.353092601006455,16.305291466666674,12.474473916425339,12.474473916425339
21.4833333333333,21.417609431538118,16.363537533333325,12.513474426313275,12.513474426313275
21.7,21.48212626206981,16.421783599999998,12.554952368968316,12.554952368968316
21.9166666666667,21.5466430926015,16.480029666666674,12.597741762465176,12.597741762465176
22.1333333333333,21.612995995668747,16.537962666666658,12.640475355427242,12.640475355427242
22.35,21.68049644407077,16.5957,12.681742642347446,12.681742642347446
22.5666666666667,21.747996892472788,16.65343733333334,12.720340782896344,12.720340782896344
22.7833333333333,21.815497340874778,16.711174666666658,12.754690363446185,12.754690363446185
23.0,21.8829977892768,16.768912,12.783935437090683,12.783935437090683
23.2166666666667,21.953466901778608,16.82614060000001,12.806443071108024,12.806443071108024
23.4333333333333,22.023936014280384,16.883369199999994,12.821708445441319,12.821708445441319
23.65,22.09440512678219,16.9405978,12.828270216000504,12.828270216000504
23.8666666666667,22.164874239283996,16.997826400000008,12.826213365922921,12.826213365922921
24.0833333333333,22.236479394220122,17.054859333333326,12.814406170732708,12.814406170732708
24.3,22.30990221705124,17.1115792,12.79343446468342,12.79343446468342
24.5166666666667,22.383325039882358,17.168299066666677,12.762758368604404,12.762758368604404
24.7333333333333,22.456747862713442,17.225018933333324,12.723801128193333,12.723801128193333
24.95,22.530170685544558,17.2817388,12.677009793287931,12.677009793287931
25.1666666666667,22.60585409034398,17.338067333333342,11.755972717799192,11.755972717799192
25.3833333333333,22.68221566973385,17.39427846666666,9.261716968384519,9.261716968384519
25.6,22.75857724912376,17.4504896,9.236895617443771,9.236895617443771
25.8166666666667,22.834938828513668,17.506700733333343,9.21553643912132,9.21553643912132
26.0333333333333,22.911750223717124,17.56283359999999,9.197511517342953,9.197511517342953
26.25,22.991035605895327,17.618536,9.183215751626948,9.183215751626948
26.4666666666667,23.070320988073526,17.674238400000007,9.172377088906241,9.172377088906241
26.6833333333333,23.14960637025169,17.72994079999999,9.165282918639374,9.165282918639374
26.9,23.228891752429888,17.7856432,9.161628488583862,9.161628488583862
27.1166666666667,23.309743437925363,17.841071666666675,9.161650536499389,9.161650536499389
27.3333333333333,23.39193766912132,17.896265333333325,9.164916298204163,9.164916298204163
27.55,23.474131900317314,17.951459,9.171546097639599,9.171546097639599
27.7666666666667,23.55632613151331,18.006652666666675,9.181124532373733,9.181124532373733
27.9833333333333,23.638520362709265,18.061846333333325,9.193649894936565,9.193649894936565
28.2,23.72338588182584,18.1165704,9.208625766364966,9.208625766364966
28.4166666666667,23.80847400826913,18.17125533333334,9.225954522085813,9.225954522085813
28.6333333333333,23.89356213471238,18.225940266666658,9.245173103774132,9.245173103774132
28.85,23.978650261155668,18.280625200000003,9.266082348231294,9.266082348231294
29.0666666666667,24.06462421574566,18.33515360000001,9.288201208008944,9.288201208008944
29.2833333333333,24.152591283665682,18.38932979999999,9.311234536518723,9.311234536518723
29.5,24.240558351585747,18.443506,9.33474259620322,9.33474259620322
29.7166666666667,24.328525419505816,18.49768220000001,9.358344570656715,9.358344570656715
29.9333333333333,24.416492487425838,18.551858399999993,9.381635583331335,9.381635583331335
30.15,24.506442316065634,18.6056824,9.40417160614137,9.40417160614137
30.3666666666667,24.597273371691976,18.659349866666673,9.425623544113343,9.425623544113343
30.5833333333333,24.688104427318276,18.713017333333326,9.445447675179132,9.445447675179132
30.8,24.77893548294462,18.7666848,9.46340532244689,9.46340532244689
31.0166666666667,24.86998569502756,18.82031313333334,9.478983019888933,9.478983019888933
31.2333333333333,24.963665784589637,18.87347186666666,9.492030151576655,9.492030151576655
31.45,25.05734587415176,18.9266306,9.501966724508897,9.501966724508897
31.6666666666667,25.15102596371388,18.979789333333343,9.508792987351296,9.508792987351296
31.8833333333333,25.24470605327596,19.03294806666666,9.512015485318257,9.512015485318257
32.1,25.33969417983743,19.085872000000002,9.511721524574629,9.511721524574629
32.3166666666667,25.43620834956481,19.13852200000001,9.507458851953253,9.507458851953253
32.5333333333333,25.532722519292147,19.191171999999995,9.499472956132887,9.499472956132887
32.75,25.62923668901953,19.243822,9.487474712956562,9.487474712956562
32.9666666666667,25.725750858746906,19.29647200000001,9.471839483488827,9.471839483488827
33.1833333333333,25.82465044311598,19.348691533333326,9.452421730792976,9.452421730792976
33.4,25.92398373923814,19.4008328,9.4297488930293,9.4297488930293
33.6166666666667,26.023317035360304,19.452974066666677,9.403937494200322,9.403937494200322
33.8333333333333,26.12265033148242,19.505115333333325,9.375686372003333,9.375686372003333
34.05,26.22263074436402,19.5571392,8.023231022345747,8.023231022345747
34.2666666666667,26.32476821311045,19.60877173333334,7.081129943722958,7.081129943722958
34.4833333333333,26.426905681856827,19.66040426666666,7.076523985559529,7.076523985559529
34.7,26.52904315060325,19.7120368,7.073501904710784,7.073501904710784
34.9166666666667,26.631180619349674,19.763669333333343,7.072180757605483,7.072180757605483
35.1333333333333,26.735034530467583,19.81498879999999,7.07240403972539,7.07240403972539
35.35,26.839961218067753,19.8661126,7.07424624889844,7.07424624889844
35.5666666666667,26.944887905667915,19.917236400000007,7.077528925257229,7.077528925257229
35.7833333333333,27.049814593268035,19.968360199999992,7.082311108992788,7.082311108992788
36.0,27.1547412808682,20.019484,7.088412434104111,7.088412434104111
36.2166666666667,27.26244223355163,20.07009906666667,7.095852136185841,7.095852136185841
36.4333333333333,27.370143186235016,20.120714133333326,7.104435525672589,7.104435525672589
36.65,27.477844138918446,20.1713292,7.114162865296975,7.114162865296975
36.8666666666667,27.58554509160188,20.221944266666675,7.124846814107613,7.124846814107613
37.0833333333333,27.694307317867093,20.272363666666656,7.136437323433647,7.136437323433647
37.3,27.80476758186329,20.32247,7.148746421150216,7.148746421150216
37.5166666666667,27.91522784585949,20.372576333333342,7.161703434704603,7.161703434704603
37.7333333333333,28.025688109855636,20.42268266666666,7.17513412491734,7.17513412491734
37.95,28.136148373851835,20.472789000000002,7.1889351713906,7.1889351713906
38.1666666666667,28.248719682111282,20.52250400000001,7.202941695235882,7.202941695235882
38.3833333333333,28.361924303649655,20.572101599999993,7.217023810790113,7.217023810790113
38.6,28.47512892518808,20.6216992,7.231037418950909,7.231037418950909
38.8166666666667,28.588333546726503,20.671296800000007,7.244822108963841,7.244822108963841
39.0333333333333,28.701958076537455,20.720816133333326,7.25825758834828,7.25825758834828
39.25,28.817892101847626,20.769904999999998,7.271167503260185,7.271167503260185
39.4666666666667,28.933826127157797,20.818993866666673,7.283451274216879,7.283451274216879
39.6833333333333,29.04976015246792,20.868082733333324,7.294899125366215,7.294899125366215
39.9,29.16569417777809,20.9171716,7.305453217247145,7.305453217247145
40.1166666666667,29.283089830012003,20.96598653333334,7.314911684348692,7.314911684348692
40.3333333333333,29.40173830532335,21.01456666666666,7.323229072360798,7.323229072360798
40.55,29.520386780634748,21.0631468,7.330190004309188,7.330190004309188
40.7666666666667,29.63903525594615,21.11172693333334,7.335800726153509,7.335800726153509
40.9833333333333,29.757683731257497,21.16030706666666,7.339855445670167,7.339855445670167
41.2,29.87882404924344,21.2084176,7.3423842134544275,7.3423842134544275
41.4166666666667,30.000172020785595,21.25648900000001,7.343181490470976,7.343181490470976
41.6333333333333,30.12151999232769,21.304560399999993,7.34232592455983,7.34232592455983
41.85,30.242867963869845,21.3526318,7.3396523649898775,7.3396523649898775
42.0666666666667,30.36504194847668,21.400546666666674,7.335272340334848,7.335272340334848
42.2833333333333,30.48907446247899,21.448109333333328,7.329020980708879,7.329020980708879
42.5,30.61310697648135,21.495672,7.321067904630095,7.321067904630095
42.7166666666667,30.737139490483713,21.543234666666674,7.311316707204759,7.311316707204759
42.9333333333333,30.861172004486022,21.590797333333327,7.299962228733079,7.299962228733079
43.15,30.987052695273587,21.6380078,7.286947420539663,7.286947420539663
43.3666666666667,31.113754797965687,21.68506173333334,7.272534548166409,7.272534548166409
43.5833333333333,31.240456900657723,21.732115666666658,7.256761723221861,7.256761723221861
43.8,31.36715900334982,21.7791696,7.23989615299961,7.23989615299961
44.0166666666667,31.494065308728015,21.826184400000006,6.85381807508436,6.85381807508436
44.2333333333333,31.623422046339286,21.872729599999992,5.699884824631783,5.699884824631783
44.45,31.75277878395062,21.9192748,5.703113233756433,5.703113233756433
44.6666666666667,31.882135521561953,21.965820000000004,5.7070258285805595,5.7070258285805595
44.8833333333333,32.011492259173224,22.01236519999999,5.711645803209327,5.711645803209327
45.1,32.14206731116088,22.058675599999997,5.716883114605095,5.716883114605095
45.3166666666667,32.274063729920904,22.10471206666667,5.722742677672199,5.722742677672199
