Sref,Xref,Yref,Aref,Kref,Lmax,Lmin,S,L,X,Y,A,dA,K,V,AN,AT,Vs,ANs,ATs,TIME,s_dot,n_dot,s_ddot,n_ddot
668.2512139,82.8124405,213.0389554,2.6204021,-0.0092045,6.5525609,-6.8208438,661.7573326,-3.904691,84.7577892,216.4245469,2.6151763,-0.0052258,-0.0075034,48.7104343,-17.8033652745026,-0.7224711,48.7104343,-17.8033652745026,-0.7224711,14.5150354937964,50.52569962822362,-0.2545498289783113,-3.137292480307559,4.853803756092155
671.2525768,80.2314308,214.5685263,2.5938457,-0.0085045,6.4675696,-6.7742183,664.6538474,-3.9112288,82.2693749,217.9068633,2.5933981,-0.0004476,-0.00753,48.6674552,-17.8349646031994,-0.7514467,48.6674552,-17.8349646031994,-0.7514467,14.5745245172112,50.341977814878966,-0.02178355222014626,-3.20195569726765,3.001532090341412
674.256127,77.6879136,216.1649657,2.5693348,-0.0078258,6.4798632,-6.7164475,667.5611421,-3.9071519,79.8048247,219.4489455,2.5714661,0.0021313,-0.0075464,48.6225455,-17.8408361313405,-0.8061645,48.6225455,-17.8408361313405,-0.8061645,14.6342888645014,50.15603557005026,0.10362915276924567,-3.192571218070239,1.242331838896619
677.2603207,75.1813792,217.8215608,2.546818,-0.007174,6.5402695,-6.6648516,670.4777696,-3.8986923,77.367002,221.0500054,2.5494375,0.0026195,-0.0075152,48.5741646,-17.7317346313013,-0.6072545,48.5741646,-17.7317346313013,-0.6072545,14.6943025950803,49.97166640702925,0.12723987865423578,-2.6699820206614557,-0.3196448364995675
680.2632456,72.7113178,219.5315983,2.5262137,-0.0066599,6.5428476,-6.6111317,673.4022429,-3.8917349,74.9586234,222.7088956,2.527545,0.0013313,-0.0074545,48.537591,-17.5620397034508,-0.4463322,48.537591,-17.5620397034508,-0.4463322,14.7545304257343,49.829045350764176,0.06461807581055058,-1.6524773893800884,-1.4551195323255535
683.2633476,70.277274,221.2885454,2.5068071,-0.0064813,6.5605974,-6.5721661,676.3297162,-3.8908321,72.584451,224.4215166,2.5057683,-0.0010388,-0.0074854,48.5106642,-17.6152761041383,-0.4981577,48.5106642,-17.6152761041383,-0.4981577,14.8148595091787,49.765609759355,-0.0503928689077557,-0.5583083978238813,-1.9678443056951587
686.2602696,67.8799601,223.0897485,2.4873199,-0.0066233,6.6135004,-6.5481315,679.2528599,-3.8978264,70.2516937,226.1829556,2.483715,-0.0036049,-0.0075985,48.4806376,-17.8593033296461,-0.7557879,48.4806376,-17.8593033296461,-0.7557879,14.8751347011376,49.7650815025999,-0.1747674719575946,-0.05407485313938255,-1.8769089856884584
689.254423,65.5212144,224.9362931,2.4671076,-0.0068759,6.6738744,-6.5142243,682.1695191,-3.911931,67.9638449,227.9919044,2.4613893,-0.0057184,-0.0076722,48.435148,-17.9987016387031,-0.9891021,48.435148,-17.9987016387031,-0.9891021,14.9353230113806,49.77315676334977,-0.27697004082616905,-0.059059408007026255,-1.416807414184857
692.2463787,63.2029209,226.8294172,2.4461453,-0.0071314,6.6853461,-6.4881891,685.0805218,-3.9311951,65.7213855,229.847965,2.4390089,-0.0071365,-0.0076998,48.3756667,-18.0191114497293,-0.9775512,48.3756667,-18.0191114497293,-0.9775512,14.9954597288636,49.769725331580005,-0.34523001498085387,-0.010587985282750775,-0.8422437035081238
695.2368459,60.9269636,228.7703583,2.4244356,-0.0073841,6.65012,-6.4707101,687.9862725,-3.9534908,63.525014,231.7503287,2.416606,-0.0078296,-0.0077211,48.3169142,-18.025094783712,-0.9868063,48.3169142,-18.025094783712,-0.9868063,15.0555613447559,49.76831832475061,-0.37829824627938474,-0.005171938087332502,-0.26117269045755365
698.2266766,58.6952265,230.7603543,2.4019841,-0.0076324,6.6076112,-6.476712,690.8875095,-3.976712,61.3751705,233.6984043,2.3941787,-0.0078054,-0.0077454,48.2576253,-18.0374751242247,-0.9848551,48.2576253,-18.0374751242247,-0.9848551,15.1156429481887,49.76666599020573,-0.3766662438034977,-0.018833153083822902,0.3003361054292625
701.2168706,56.5095936,232.8006428,2.3787999,-0.0078676,6.591823,-6.5220759,693.7851672,-3.998805,59.2721758,235.6917638,2.3716987,-0.0071012,-0.0077866,48.1984541,-18.0889802064123,-1.078442,48.1984541,-18.0889802064123,-1.078442,15.1757241186496,49.76282706603276,-0.3422639856779651,-0.2561369377623718,0.7890286969493184
704.2085023,54.3719489,234.8924616,2.3549374,-0.0080365,6.5536966,-6.5311645,696.6802685,-4.0179014,57.2164106,237.7301665,2.3490866,-0.0058508,-0.0078242,48.1336339,-18.1274720473105,-1.084915,48.1336339,-18.1274720473105,-1.084915,15.2358295306213,49.73887147579109,-0.28161865849392465,-0.6052825321225499,1.1191426430839568
707.2021949,52.2841095,237.0367642,2.3307158,-0.008089,6.5425425,-6.5327126,699.5754128,-4.0327124,55.2074074,239.8147309,2.3264129,-0.0043029,-0.0078214,48.0683355,-18.07185213476,-1.0539509,48.0683355,-18.07185213476,-1.0539509,15.2960171235184,49.68876847717704,-0.20683260257241032,-0.9439748376975148,1.2528951088081677
710.1979033,50.2474604,239.2326662,2.3065002,-0.0080669,6.5613426,-6.5562779,702.47268,-4.0428244,53.2446753,241.9458068,2.3037896,-0.0027106,-0.0078046,48.004769,-17.9853717106932,-0.922333,48.004769,-17.9853717106932,-0.922333,15.3563296506053,49.622948862315766,-0.13012156750976242,-0.9925293238604231,1.2335944626883553
713.1953654,48.2632148,241.4785524,2.282377,-0.0080347,6.5705696,-6.5767158,705.372046,-4.0484203,51.3292265,244.1222769,2.2811714,-0.0012056,-0.0078029,47.9490313,-17.9397223181929,-0.8605574,47.9490313,-17.9397223181929,-0.8605574,15.4167609086699,49.56111252009421,-0.0578073381317259,-0.9645531191769157,1.155034349358031
716.1943036,46.3325851,243.7728058,2.2583256,-0.0080103,6.5556219,-6.5829887,708.2732202,-4.0498136,49.4623604,246.3429221,2.2585264,0.0002008,-0.0078062,47.8969357,-17.9083318276961,-0.8196892,47.8969357,-17.9083318276961,-0.8196892,15.477297886074,49.50281710495625,0.009617704623927999,-0.9239720114724119,1.0841911820650867
719.1944295,44.4567842,246.1138094,2.2343253,-0.0079936,6.5473773,-6.5930305,711.1759521,-4.0472505,47.6453094,248.6065075,2.2358626,0.0015372,-0.0078068,47.8472348,-17.8725590820198,-0.7689301,47.8472348,-17.8725590820198,-0.7689301,15.5379317606386,49.44688904698353,0.07355074036801687,-0.8715929449636496,1.0382912336237964
722.195448,42.6370246,248.499946,2.2103552,-0.0079846,6.546617,-6.609058,714.0799592,-4.0408829,45.8792629,250.9117142,2.2131919,0.0028367,-0.007804,47.8005441,-17.8312972948622,-0.7114183,47.8005441,-17.8312972948622,-0.7114183,15.5986534064534,49.39404233474813,0.13559562159497965,-0.811275780043476,1.0188169551492534
725.1970615,40.8745191,250.9295986,2.1863943,-0.0079834,6.5376479,-6.6019306,716.9849559,-4.0307677,44.1653445,253.257163,2.1905268,0.0041324,-0.0077977,47.7572902,-17.7846726393621,-0.6470174,47.7572902,-17.7846726393621,-0.6470174,15.6594529180652,49.34475881692317,0.197351664334521,-0.7438225006146204,1.0261014881270032
728.1989733,39.1704801,253.4011501,2.1624219,-0.00799,6.5569163,-6.5709787,719.8906551,-4.0168664,42.5046076,255.6414201,2.1678795,0.0054577,-0.0077879,47.7179083,-17.7330387405646,-0.5763582,47.7179083,-17.7330387405646,-0.5763582,15.7203197712805,49.29945182681848,0.26042873524812826,-0.671342202721195,1.0600089557702321
731.2008923,37.5261205,255.9129835,2.1384169,-0.0080042,6.5179177,-6.5558993,722.7967773,-3.9990445,40.8980269,258.0630077,2.1452627,0.0068458,-0.0077745,47.6827947,-17.6764834539231,-0.4995805,47.6827947,-17.6764834539231,-0.4995805,15.7812430240648,49.25839689050926,0.32642432629852736,-0.5947328163311547,1.1201592929899478
734.2025366,35.9426528,258.4634818,2.1143589,-0.0080261,6.501096,-6.5494764,725.7030578,-3.9770717,39.3464926,260.5204149,2.122689,0.0083301,-0.0077574,47.652336,-17.6150782424252,-0.4169941,47.652336,-17.6150782424252,-0.4169941,15.842211503803,49.221863032921604,0.3969441333800872,-0.5152847922013363,1.2069187547287938
737.2036374,34.4212897,261.0510278,2.090227,-0.0080555,6.4804697,-6.5367998,728.6092536,-3.9506213,37.8508045,263.0121084,2.1001712,0.0099442,-0.0077364,47.6268983,-17.5486420014019,-0.3281194,47.6268983,-17.5486420014019,-0.3281194,15.9032139836543,49.18997659934822,0.4736035964360309,-0.43368794287520185,1.3201813456799039
740.2039434,32.9632439,263.6740045,2.0660011,-0.0080924,6.4707764,-6.5350835,731.5151536,-3.9192703,36.4116667,265.5365457,2.0777225,0.0117214,-0.0077115,47.6068747,-17.4774555609666,-0.2343912,47.6068747,-17.4774555609666,-0.2343912,15.9642393757959,49.162868796086414,0.5580064433729522,-0.3525022953443957,1.4598822296979383
743.2032246,31.569728,266.3307948,2.0416609,-0.0081366,6.5435201,-6.534311,734.4205789,-3.8824991,35.0296867,268.0921822,2.0553559,0.013695,-0.0076831,47.5925681,-17.402625157421,-0.1315085,47.5925681,-17.402625157421,-0.1315085,16.0252768159759,49.14046934608138,0.6517598464285718,-0.26959445373903906,1.6246597316719735
746.2012763,30.2419546,269.0197818,2.0171866,-0.0081874,6.5683057,-6.5459911,737.3254187,-3.8396929,33.7053612,270.6775079,2.0330807,0.0158942,-0.0076562,47.5845409,-17.3358458637804,-0.0497168,47.5845409,-17.3358458637804,-0.0497168,16.0863162835009,49.12280923738994,0.7562863661522151,-0.24079812396029973,1.8010718781259079
749.197929,28.9811364,271.7393482,1.9925622,-0.0082302,6.5579217,-6.5486414,740.2295382,-3.7901652,32.4391393,273.2909821,2.0108818,0.0183197,-0.0076305,47.5815066,-17.2754502474713,0.0382186,47.5815066,-17.2754502474713,0.0382186,16.1473477167869,49.10530428146345,0.8716301697128747,-0.2818561864723728,1.9548200900385164
752.1931742,27.7884621,274.4878786,1.9678555,-0.0082362,6.5300636,-6.5297254,743.133242,-3.7332849,31.2313332,275.9315044,1.9887696,0.0209141,-0.0075901,47.5838388,-17.1856692385994,0.1566236,47.5838388,-17.1856692385994,0.1566236,16.2083708732371,49.082629268823226,0.9951006165799613,-0.34197034303448,2.0531316603274394
755.1872554,26.6645659,277.2637919,1.94322,-0.0082025,6.5932707,-6.5576549,746.0376032,-3.6686717,30.0817843,278.5986216,1.9668055,0.0235855,-0.0075333,47.5933975,-17.0639150204178,0.3046026,47.5933975,-17.0639150204178,0.3046026,16.2694002384643,49.056378855377105,1.1224100083929016,-0.3302720694305276,2.093554841978107
758.180515,25.6095252,280.0655415,1.9187358,-0.0081546,6.6144619,-6.5732834,748.9434566,-3.5962209,28.9902826,281.2916265,1.9450041,0.0262683,-0.0074757,47.6119912,-16.9466770837601,0.4593903,47.6119912,-16.9466770837601,0.4593903,16.330442921125,49.03350954296931,1.2505422395872285,-0.2441634122926569,2.102258316884341
761.173266,24.6233935,282.8915825,1.8944001,-0.0081075,6.5910009,-6.5497618,751.8512403,-3.5159331,27.956862,284.0095152,1.9233479,0.0289478,-0.0074191,47.6400385,-16.8381910347071,0.5920996,47.6400385,-16.8381910347071,0.5920996,16.3914962582433,49.01733953386055,1.3788817095660246,-0.1553387460166216,2.1106053533732356
764.1657887,23.7062237,285.7403699,1.8702057,-0.0080622,6.5512587,-6.5379808,754.7614301,-3.4277824,26.9815298,286.7513407,1.9018434,0.0316378,-0.007358,47.6761937,-16.7248770816072,0.7344898,47.6761937,-16.7248770816072,0.7344898,16.4525589743346,49.006656797619584,1.5081182597320553,-0.055476565250672946,2.134233879562769
767.1583334,22.8580691,288.6103586,1.846145,-0.0080188,6.5545148,-6.5497272,757.6744505,-3.3316836,26.0642683,289.516119,1.8805038,0.0343588,-0.0072913,47.7210492,-16.6044668209967,0.8845595,47.7210492,-16.6044668209967,0.8845595,16.5136291973417,49.00202725260208,1.639315398105165,0.05154816639477419,2.1760401546133323
770.1511222,22.0789829,291.5000037,1.8222097,-0.0079777,6.6114512,-6.534727,760.5907049,-3.2274855,25.2050169,292.3028574,1.8593433,0.0371336,-0.0072186,47.7750734,-16.4761487083766,1.0441983,47.7750734,-16.4761487083766,1.0441983,16.5747039335138,49.00388626469952,1.7736527837959748,0.16669596285688415,2.2382060850614307
773.1443516,21.3690183,294.4077603,1.7983911,-0.007939,6.59567,-6.5098367,763.5105749,-3.1149652,24.4036661,295.1105552,1.8383778,0.0399867,-0.0071395,47.838848,-16.3391411209961,1.213964,47.838848,-16.3391411209961,1.213964,16.6357790727677,49.012676681448525,1.9124079318654936,0.28939046876236485,2.322222011161281
776.1381949,20.7282285,297.3320832,1.7746801,-0.007903,6.6079747,-6.4843402,766.4344275,-2.9938222,23.6600503,297.9382122,1.8176243,0.0429443,-0.0070537,47.9129852,-16.1928556833246,1.39479,47.9129852,-16.1928556833246,1.39479,16.6968494516031,49.02884219362787,2.0569572297548318,0.4195934398488087,2.42991813824242
779.1328046,20.1566666,300.2714276,1.751067,-0.0078699,6.5971534,-6.4706867,769.3626214,-2.8636733,22.973941,300.7848373,1.7971011,0.0460341,-0.006961,47.9981504,-16.0369080175161,1.5872382,47.9981504,-16.0369080175161,1.5872382,16.7579089482182,49.052796180412706,2.2087713470660515,0.5564297380838057,2.562727745351175
782.1283146,19.6543859,303.2242484,1.7275422,-0.0078398,6.5736099,-6.4832748,772.295513,-2.7240472,22.3450421,303.649457,1.7768272,0.049285,-0.0068613,48.095038,-15.8710972588034,1.791735,48.095038,-15.8710972588034,1.791735,16.8189505610332,49.08489440945794,2.369404457595272,0.6989756340048198,2.7216994695446766
785.1248428,19.2214396,306.1890007,1.7040954,-0.0078128,6.5903579,-6.535921,775.2334635,-2.5743819,21.7729866,306.5311265,1.7568215,0.0527261,-0.0067549,48.2043625,-15.6960947439757,2.006952,48.2043625,-15.6960947439757,2.006952,16.8799665532277,49.12543934711482,2.5404505626729352,0.84461170734067,2.906959723872907
788.1224935,18.8578809,309.1641394,1.6807162,-0.007789,6.5912226,-6.5864147,778.1768441,-2.4140236,21.2573374,309.4289387,1.7371015,0.0563853,-0.0066424,48.3267506,-15.5131579679791,2.2330173,48.3267506,-15.5131579679791,2.2330173,16.9409486136137,49.17456934142714,2.7234746703750248,0.9922962960577721,3.118068610422003
791.1213595,18.5637629,312.1481197,1.6573942,-0.0077686,6.5781294,-6.6052579,781.1260479,-2.2422311,20.7975925,312.3420411,1.7176826,0.0602884,-0.0065235,48.4628297,-15.3213912842223,2.461804,48.4628297,-15.3213912842223,2.461804,17.0018881829649,49.23236098869755,2.919976842703753,1.1358382506234106,3.35650763811466
794.1215248,18.3391388,315.1393964,1.6341186,-0.0077555,6.5660416,-6.6037737,784.0814773,-2.0581819,20.3931964,315.2696276,1.6985848,0.0644662,-0.0063929,48.6127248,-15.1076821810868,2.7407886,48.6127248,-15.1076821810868,2.7407886,17.0627765239758,49.298661751651466,3.1317074148955677,1.3460180385756075,3.6480412659809405
797.1230181,18.1840619,318.1364246,1.6108548,-0.0077815,6.5559845,-6.5955275,787.0436202,-1.8609296,20.0434961,318.2110125,1.6798533,0.0689985,-0.0062622,48.7794423,-14.9004915390603,2.9738942,48.7794423,-14.9004915390603,2.9738942,17.1236048210091,49.37841405292005,3.3630384117071874,1.5315594014787342,4.038318685787124
800.1254947,18.0987324,321.1375671,1.5873994,-0.0078858,6.5239305,-6.5974684,790.0125086,-1.6491915,19.7476942,321.1650864,1.6614412,0.0740418,-0.0061593,48.9601069,-14.7644091723347,3.1623076,48.9601069,-14.7644091723347,3.1623076,17.1843549847355,49.469322088177584,3.6217831092351087,1.6257681622314486,4.55723350398643
803.1282071,18.0843659,324.1405502,1.5634905,-0.0080533,6.4910924,-6.6124423,792.9876408,-1.4211397,19.5054686,324.1303006,1.64324,0.0797495,-0.0060851,49.1518908,-14.701044017511,3.2412831,49.1518908,-14.701044017511,3.2412831,17.2450018253204,49.56291183633231,3.9156850186777006,1.5044373375155364,5.160274209682308
806.130381,18.1426066,327.1428316,1.5390249,-0.0082457,6.4954262,-6.6078054,795.9690022,-1.1745675,19.3165848,327.1056324,1.6251957,0.0861707,-0.0060327,49.3481001,-14.6910420848375,3.2597356,49.3481001,-14.6910420848375,3.2597356,17.305536272586,49.64582534240636,4.247099710790196,1.2394246407007297,5.77042300096712
809.1313671,18.2751002,330.1418678,1.5139701,-0.0084505,6.5085192,-6.5716581,798.956919,-0.9072805,19.1809213,330.0904278,1.6072316,0.0932615,-0.0060055,49.5450741,-14.7417871344686,3.2101829,49.5450741,-14.7417871344686,3.2101829,17.365962624353,49.71089810336636,4.613952666579216,0.8571287212547816,6.343772949056646
812.1306504,18.4834925,333.1351155,1.4882949,-0.0086672,6.529544,-6.5432287,801.9519742,-0.617255,19.0986533,333.0843129,1.5892694,0.1009745,-0.005997,49.7387521,-14.8362389324101,3.0974757,49.7387521,-14.8362389324101,3.0974757,17.4262950130053,49.75156759484794,5.013815460217364,0.36834492855104406,6.890007337983286
815.1278595,18.7694292,336.1200315,1.46197,-0.0088946,6.5156174,-6.5381785,804.9550454,-0.3024864,19.0701295,336.0872083,1.571267,0.1092969,-0.0060131,49.9254152,-14.9879348641402,2.9704914,49.9254152,-14.9879348641402,2.9704914,17.4865580132138,49.76139492513456,5.44583549442703,-0.179276122346994,7.391036228849539
818.1227757,19.1345559,339.0940723,1.4349681,-0.0091033,6.514908,-6.5354176,807.9673482,0.0390928,19.0958224,339.0993609,1.5531072,0.1181391,-0.0061009,50.10432,-15.315960982835,2.4192281,50.10432,-15.315960982835,2.4192281,17.5467853479949,49.737377100866226,5.905519797227553,-1.1424005570814895,7.60375565591447
821.1154479,19.5805183,342.0546946,1.4074361,-0.0090597,6.5307041,-6.5448206,810.9903987,0.4090953,19.1768782,342.1212806,1.5344543,0.1270181,-0.0061935,50.2500703,-15.6390183517871,2.1641289,50.2500703,-15.6390183517871,2.1641289,17.6070319711854,49.661199441670966,6.36551972620819,-1.4926810405515203,7.187271432877011
824.1067833,20.1079797,344.9997301,1.3807446,-0.0084916,6.5808274,-6.5641779,814.0248527,0.8066753,19.315903,345.1525027,1.5155895,0.1348449,-0.0061586,50.3805843,-15.6317786857778,2.0252371,50.3805843,-15.6317786857778,2.0252371,17.667339808255,49.58359331373416,6.772995496774702,-1.0902211471184118,5.802271943611294
827.0982701,20.7107026,347.9296441,1.3566413,-0.0075349,6.6785541,-6.568049,817.0696818,1.2265538,19.5123058,348.1909475,1.4970039,0.1403626,-0.006077,50.5028326,-15.4996078834898,2.2713988,50.5028326,-15.4996078834898,2.2713988,17.7277022730077,49.5482312652212,7.065455254899569,0.13198289608894753,3.639945141548919
830.0910401,21.3794922,350.8460307,1.3356677,-0.006484,6.7613014,-6.5342034,820.1228613,1.6599099,19.7654558,351.2335708,1.4785162,0.1428485,-0.0060552,50.6399633,-15.5279905028951,2.2309336,50.6399633,-15.5279905028951,2.2309336,17.7880750619124,49.59043479505587,7.20926595587068,1.173676101449822,1.0649177392271594
833.0856371,22.1051426,353.7504882,1.3178303,-0.0054333,6.7618525,-6.4979245,823.1813783,2.0966817,20.0754618,354.2762925,1.4599758,0.1421454,-0.0060594,50.7745249,-15.6214505842263,2.0856479,50.7745249,-15.6214505842263,2.0856479,17.8483913614207,49.69629513773344,7.193084838525464,2.1435932406294684,-1.5968259414616948
836.0821046,22.8784477,356.6446148,1.3031234,-0.0043869,6.7302549,-6.5722129,826.2413228,2.5266895,20.4420813,357.3141508,1.4414174,0.1382939,-0.0060549,50.9000602,-15.6871325756289,1.9879983,50.9000602,-15.6871325756289,1.9879983,17.9085814432873,49.86141784708934,7.016751696321423,3.169861079815862,-4.235877798986688
839.0800744,23.6902015,359.5300089,1.2915358,-0.0033464,6.6652712,-6.6189988,829.2984051,2.9398917,20.864625,360.3418466,1.4229112,0.1313755,-0.0060194,51.019319,-15.6683231030203,2.0271395,51.019319,-15.6683231030203,2.0271395,17.9685707923107,50.086909663633435,6.683424308646757,4.226912157773164,-6.790052285361863
842.0788545,24.5311981,362.4082688,1.2830545,-0.002361,6.5614089,-6.6390023,832.3480785,3.3265956,21.3418401,363.3539082,1.404634,0.1215796,-0.0059498,51.1403457,-15.5607199349856,2.2465748,51.1403457,-15.5607199349856,2.2465748,18.0282740230324,50.36725394979222,6.202316356543765,5.01431936389921,-9.136820710165756
845.0776621,25.392235,365.2809923,1.2773733,-0.0016066,6.5055746,-6.6430532,835.3865656,3.6781973,21.8715442,366.3458262,1.3866829,0.1093097,-0.0059266,51.2736497,-15.5809552642787,2.1558316,51.2736497,-15.5809552642787,2.1558316,18.0876105798984,50.66821184153233,5.593552522187126,4.7404621074805195,-11.103832247496038
848.0761078,26.2658923,368.1495425,1.2734183,-0.001181,6.485308,-6.6394152,838.4156653,3.9884746,22.4526047,369.318631,1.3686887,0.0952704,-0.0059835,51.4008506,-15.8086908716215,1.9684694,51.4008506,-15.8086908716215,1.9684694,18.1466137247653,50.927868336205925,4.889575093775165,4.019778743229721,-12.472222027695238
851.0742,27.1494102,371.0146683,1.2702909,-0.0009259,6.4846698,-6.6315481,841.4385633,4.2538678,23.0863222,372.274314,1.3504791,0.0801882,-0.0060327,51.5164851,-16.0104735297029,1.5712011,51.5164851,-16.0104735297029,1.5712011,18.2053571079381,51.14948430258363,4.126588461918856,3.3468144910994746,-13.401224273186871
854.0719887,28.0407812,373.8770198,1.2678666,-0.0006914,6.4954083,-6.6195184,844.4549995,4.4722087,23.772363,375.211657,1.3322552,0.0643886,-0.0060091,51.6084001,-16.0047989506341,1.5757319,51.6084001,-16.0047989506341,1.5757319,18.2638569455013,51.34269963806211,3.3206969786181078,3.274214448250598,-14.04202793700885
857.0695087,28.9379979,376.7372467,1.2661457,-0.0004567,6.512367,-6.6030396,847.4652962,4.641628,24.510272,378.1300692,1.3142664,0.0481206,-0.0057956,51.700229,-15.4911385159981,2.1980341,51.700229,-15.4911385159981,2.1980341,18.3221338917708,51.531144883117236,2.4868860113182216,3.7776769575480342,-14.152157595230154
860.0667838,29.8390526,379.5959991,1.2651286,-0.0002219,6.5317884,-6.5832242,850.4698928,4.7615197,25.2984153,381.0294158,1.2974006,0.032272,-0.0051758,51.8278104,-13.9028298897366,3.0231046,51.8278104,-13.9028298897366,3.0231046,18.3801772968216,51.74614986665547,1.6722967841256,4.424230374899001,-13.203244606782324
863.0638312,30.7419379,382.4539268,1.2648154,1.29e-05,6.5523489,-6.5603469,853.4694842,4.8353521,26.1313496,383.9110148,1.2831978,0.0183824,-0.0040716,52.00248,-11.010656572114,3.7847521,52.00248,-11.010656572114,3.7847521,18.4379555298936,51.99693746318406,0.9558765524363672,5.012611202207898,-10.974102711628685
866.0606665,31.6446461,385.3116799,1.2652062,0.0002479,6.5717109,-6.534607,856.4647566,4.8717107,26.9988159,386.7779087,1.2730001,0.0077939,-0.0026704,52.2200206,-7.2819953446306,3.9108877,52.2200206,-7.2819953446306,3.9108877,18.4954337002759,52.28157486409249,0.40699349806346097,5.029565788274912,-7.928075783467645
869.0573075,32.5451699,388.1699081,1.2663012,0.0004829,6.5900291,-6.5053868,859.4561712,4.8820125,27.8879095,389.6341387,1.2672176,0.0009165,-0.0012779,52.4435763,-3.51464503951164,3.8878095,52.4435763,-3.51464503951164,3.8878095,18.5525960884602,52.56748336948238,0.0480645309501373,4.965848616465513,-4.8423515011720255
872.0537789,33.4415017,391.0292614,1.2681004,0.000718,6.6055558,-6.4803767,862.4439459,4.8771939,28.7862135,392.4836729,1.2653643,-0.0027361,-0.000113,52.6646038,-0.31341233575544,3.8638421,52.6646038,-0.31341233575544,3.8638421,18.6094475017642,52.84947629908518,-0.14409544266810143,4.941882254995073,-2.322382579895058
875.050117,34.3316338,393.8903897,1.2706041,0.0009531,6.6198285,-6.4686035,865.4281689,4.8656771,29.6837203,395.3297346,1.2665461,-0.004058,0.0007565,52.8830939,2.11564425586,3.8390199,52.8830939,2.11564425586,3.8390199,18.6659948799514,53.129043185536496,-0.2145990060650773,4.931346914374061,-0.5777864330407179
878.0463737,35.2135589,396.753943,1.2738122,0.0011882,6.6300743,-6.4784065,868.4088947,4.8529948,30.5731785,398.1746567,1.2698793,-0.0039329,0.0013625,53.0990371,3.84157929704053,3.8133883,53.0990371,3.84157929704053,3.8133883,18.7222444443045,53.40658635727705,-0.20883266464936676,4.9225114751044385,0.4570349298246047
881.0426214,36.0852694,399.6205712,1.2777245,0.0014232,6.6313386,-6.5125851,871.3861907,4.842253,31.44965,401.0200163,1.2746657,-0.0030587,0.0017705,53.3124272,5.03214146974786,3.787042,53.3124272,5.03214146974786,3.787042,18.778202568907,53.68212790165517,-0.16306646681101458,4.91316369043839,0.9474625769739788
884.0389573,36.9447577,402.4909242,1.2823408,0.0016581,6.6225546,-6.5591458,874.3601355,4.8348012,32.3098696,403.8668295,1.2804166,-0.0019242,0.0020443,53.5232638,5.85638750732252,3.7599625,53.5232638,5.85638750732252,3.7599625,18.8338757367426,53.95570514944749,-0.1029894006501065,4.901829038225445,1.0607477663707283
887.0355076,37.7900164,405.3656519,1.2876606,0.0018919,6.6049964,-6.6048118,877.3308708,4.8308255,33.1516969,406.7157881,1.2868191,-0.0008415,0.002239,53.7315497,6.46417085085323,3.7326505,53.7315497,6.46417085085323,3.7326505,18.8892714839,54.22713626697749,-0.04521509373624724,4.838508850824868,0.9485851961111428
890.0324292,38.6190378,408.2454042,1.2936786,0.0021035,6.5800689,-6.6413739,880.2984217,4.8298174,33.9736215,409.5672374,1.2937123,3.37e-05,0.0023847,53.9373067,6.93764806399271,3.7048951,53.9373067,6.93764806399271,3.7048951,18.944395037188,54.49090819003768,0.001817687235445945,4.6215341669865095,0.7553911560767869
893.0298292,39.4298387,411.1308179,1.3002684,0.0022516,6.5528395,-6.6621792,883.2635089,4.8310378,34.7745685,412.4220907,1.3009639,0.0006955,0.0024773,54.1405918,7.26147087758926,3.6759565,54.1405918,7.26147087758926,3.6759565,18.9992643624605,54.73597279158172,0.03765477856117002,4.2909995964246495,0.5915504526481522
896.0276665,40.2210893,414.0221731,1.3071768,0.0023346,6.5339561,-6.6767251,886.227692,4.8339477,35.5541721,415.2819087,1.3083984,0.0012216,0.0025247,54.3414763,7.4554291185063,3.6468307,54.3414763,7.4554291185063,3.6468307,19.0539125875413,54.96169687589711,0.066383530937314,4.050501363031276,0.48713449350540605
899.0258171,40.9921722,416.9193607,1.314266,0.0023937,6.5383045,-6.6936909,889.1914822,4.8382831,36.3122536,418.1471005,1.3159297,0.0016637,0.0025545,54.5400117,7.59864859234521,3.4462235,54.5400117,7.59864859234521,3.4462235,19.1083531243448,55.178986032056656,0.0907381756062787,3.7940270612287996,0.40063103416637996
902.0241637,41.7425064,419.8222523,1.3215307,0.0024523,6.567284,-6.6976203,892.1546173,4.8438126,37.0484324,421.0173214,1.323539,0.0020083,0.0025758,54.7269228,7.71461393269301,3.0387716,54.7269228,7.71461393269301,3.0387716,19.1625896225546,55.384698560774105,0.10990800517778224,3.388256575519743,0.28771114724115954
905.0226005,42.4715106,422.7307192,1.3289719,0.0025113,6.6020806,-6.6776327,895.1170032,4.8501875,37.7624851,423.8923547,1.331193,0.0022211,0.0025891,54.8911656,7.80106202174512,2.637229,54.8911656,7.80106202174512,2.637229,19.2166387082907,55.56786209289609,0.1219186676708423,2.9896671724979482,0.14699033035017414
908.0210335,43.1786038,425.644633,1.3365909,0.0025707,6.6306084,-6.6566374,898.0785179,4.8569745,38.4542629,426.7719327,1.3388769,0.0022861,0.0026014,55.0332664,7.87875719227367,2.4152502,55.0332664,7.87875719227367,2.4152502,19.270521313452,55.72894440202583,0.12581144072989886,2.7717630866265583,8.102536126409956e-05
