Sref,Xref,Yref,Aref,Kref,Lmax,Lmin,S,L,X,Y,A,dA,K,V,AN,AT,Vs,ANs,ATs,TIME,s_dot,n_dot,s_ddot,n_ddot
683.2633476,70.277274,221.2885454,2.5068071,-0.0064813,6.5605974,-6.5721661,676.3297162,-3.8908321,72.584451,224.4215166,2.5057683,-0.0010388,-0.0074854,48.1593774,-17.3610800824465,-0.7775261,48.1593774,-17.3610800824465,-0.7775261,14.9293743768649,49.405235353217456,-0.05002795224554629,-0.8442218781278982,-1.9391497893558787
686.2602696,67.8799601,223.0897485,2.4873199,-0.0066233,6.6135004,-6.5481315,679.2528599,-3.8978264,70.2516937,226.1829556,2.483715,-0.0036049,-0.0075985,48.1121615,-17.5888564698095,-0.9641889,48.1121615,-17.5888564698095,-0.9641889,14.9901002092462,49.38684301284331,-0.17343915534168863,-0.2789266200078547,-1.8476940712182055
689.254423,65.5212144,224.9362931,2.4671076,-0.0068759,6.6738744,-6.5142243,682.1695191,-3.911931,67.9638449,227.9919044,2.4613893,-0.0057184,-0.0076722,48.053676,-17.7163049531662,-1.1339318,48.053676,-17.7163049531662,-1.1339318,15.0507578972858,49.381146695437344,-0.2747886432300672,-0.22291091407237626,-1.3936610053825806
692.2463787,63.2029209,226.8294172,2.4461453,-0.0071314,6.6853461,-6.4881891,685.0805218,-3.9311951,65.7213855,229.847965,2.4390089,-0.0071365,-0.0076998,47.9849368,-17.729206518858,-1.1162071,47.9849368,-17.729206518858,-1.1162071,15.1113781461959,49.36773563038514,-0.3424415947185143,-0.16925003507409236,-0.8275913090767609
695.2368459,60.9269636,228.7703583,2.4244356,-0.0073841,6.65012,-6.4707101,687.9862725,-3.9534908,63.525014,231.7503287,2.416606,-0.0078296,-0.0077211,47.917298,-17.728166369825,-1.1146277,47.917298,-17.728166369825,-1.1146277,15.1719750693959,49.35669795166546,-0.37516944324740575,-0.15349182618358445,-0.25574232317434287
698.2266766,58.6952265,230.7603543,2.4019841,-0.0076324,6.6076112,-6.476712,690.8875095,-3.976712,61.3751705,233.6984043,2.3941787,-0.0078054,-0.0077454,47.8497648,-17.7338677735082,-1.1050328,47.8497648,-17.7338677735082,-1.1050328,15.2325632613514,49.3460514832151,-0.37348276178224676,-0.15954735809558773,0.29634825379337876
701.2168706,56.5095936,232.8006428,2.3787999,-0.0078676,6.591823,-6.5220759,693.7851672,-3.998805,59.2721758,235.6917638,2.3716987,-0.0071012,-0.0077866,47.7828014,-17.7783348272593,-1.1676783,47.7828014,-17.7783348272593,-1.1676783,15.2931618040727,49.333683563074864,-0.33931237753168214,-0.3629922794916027,0.7762437568430499
704.2085023,54.3719489,234.8924616,2.3549374,-0.0080365,6.5536966,-6.5311645,696.6802685,-4.0179014,57.2164106,237.7301665,2.3490866,-0.0058508,-0.0078242,47.7120022,-17.8112839314011,-1.1662259,47.7120022,-17.8112839314011,-1.1662259,15.353794211461,49.303178526033996,-0.27915178981787164,-0.6983021942391142,1.1002084657273656
707.2021949,52.2841095,237.0367642,2.3307158,-0.008089,6.5425425,-6.5327126,699.5754128,-4.0327124,55.2074074,239.8147309,2.3264129,-0.0043029,-0.0078214,47.6411851,-17.7520948441927,-1.1366496,47.6411851,-17.7520948441927,-1.1366496,15.4145175615041,49.24721839832038,-0.20499462278794603,-1.0320359271979194,1.2311628874220064
710.1979033,50.2474604,239.2326662,2.3065002,-0.0080669,6.5613426,-6.5562779,702.47268,-4.0428244,53.2446753,241.9458068,2.3037896,-0.0027106,-0.0078046,47.5720117,-17.6625613610096,-1.0314434,47.5720117,-17.6625613610096,-1.0314434,15.4753747946632,49.17560386274511,-0.12894853700882836,-1.1046158094954521,1.2117939257850165
713.1953654,48.2632148,241.4785524,2.282377,-0.0080347,6.5705696,-6.5767158,705.372046,-4.0484203,51.3292265,244.1222769,2.2811714,-0.0012056,-0.0078029,47.5091082,-17.6120454578323,-0.9773528,47.5091082,-17.6120454578323,-0.9773528,15.536360707264,49.10639888630097,-0.0572769669708458,-1.0839042039635554,1.13409690136279
716.1943036,46.3325851,243.7728058,2.2583256,-0.0080103,6.5556219,-6.5829887,708.2732202,-4.0498136,49.4623604,246.3429221,2.2585264,0.0002008,-0.0078062,47.4493893,-17.5752264067337,-0.9387642,47.4493893,-17.5752264067337,-0.9387642,15.5974634552151,49.0402654351804,0.009527837307411916,-1.0456108084175413,1.0639976216894351
719.1944295,44.4567842,246.1138094,2.2343253,-0.0079936,6.5473773,-6.5930305,711.1759521,-4.0472505,47.6453094,248.6065075,2.2358626,0.0015372,-0.0078068,47.3919265,-17.5340314035171,-0.8924908,47.3919265,-17.5340314035171,-0.8924908,15.6586745421282,48.9763586373083,0.07285084072489886,-0.9978269615492809,1.018412427984744
722.195448,42.6370246,248.499946,2.2103552,-0.0079846,6.546617,-6.609058,714.0799592,-4.0408829,45.8792629,250.9117142,2.2131919,0.0028367,-0.007804,47.3372075,-17.4872907132604,-0.8407936,47.3372075,-17.4872907132604,-0.8407936,15.7199850419512,48.91525975880589,0.13428127642448806,-0.9434950461216467,0.9987557099111071
725.1970615,40.8745191,250.9295986,2.1863943,-0.0079834,6.5376479,-6.6019306,716.9849559,-4.0307677,44.1653445,253.257163,2.1905268,0.0041324,-0.0077977,47.2855825,-17.4350826059231,-0.7834763,47.2855825,-17.4350826059231,-0.7834763,15.7813853626997,48.85737139206911,0.19540238498293816,-0.8833372216622366,1.005315142108745
728.1989733,39.1704801,253.4011501,2.1624219,-0.00799,6.5569163,-6.5709787,719.8906551,-4.0168664,42.5046076,255.6414201,2.1678795,0.0054577,-0.0077879,47.2374143,-17.3777121990008,-0.7209329,47.2374143,-17.3777121990008,-0.7209329,15.8428653738032,48.80303252324907,0.2578063561629513,-0.8191881523798968,1.037916908814538
731.2008923,37.5261205,255.9129835,2.1384169,-0.0080042,6.5179177,-6.5558993,722.7967773,-3.9990445,40.8980269,258.0630077,2.1452627,0.0068458,-0.0077745,47.1930415,-17.3152355242281,-0.653193,47.1930415,-17.3152355242281,-0.653193,15.9044145964076,48.752460574154945,0.3230716000296841,-0.7518139685522804,1.0961455151429293
734.2025366,35.9426528,258.4634818,2.1143589,-0.0080261,6.501096,-6.5494764,725.7030578,-3.9770717,39.3464926,260.5204149,2.122689,0.0083301,-0.0077574,47.1527997,-17.2476985867441,-0.5804255,47.1527997,-17.2476985867441,-0.5804255,15.9660223780596,48.70587348440142,0.39278299417181434,-0.6823356383756431,1.1803134569972988
737.2036374,34.4212897,261.0510278,2.090227,-0.0080555,6.4804697,-6.5367998,728.6092536,-3.9506213,37.8508045,263.0121084,2.1001712,0.0099442,-0.0077364,47.1170132,-17.1749080540023,-0.5021897,47.1170132,-17.1749080540023,-0.5021897,16.0276780596806,48.66335746115933,0.46853328059039157,-0.6114521401022315,1.2902649545792242
740.2039434,32.9632439,263.6740045,2.0660011,-0.0080924,6.4707764,-6.5350835,731.5151536,-3.9192703,36.4116667,265.5365457,2.0777225,0.0117214,-0.0077115,47.0860315,-17.0971231757941,-0.4195511,47.0860315,-17.0971231757941,-0.4195511,16.089371164834,48.62500223655497,0.5519015716833391,-0.5413104629296381,1.4258832061322284
743.2032246,31.569728,266.3307948,2.0416609,-0.0081366,6.5435201,-6.534311,734.4205789,-3.8824991,35.0296867,268.0921822,2.0553559,0.013695,-0.0076831,47.0601367,-17.0154270956355,-0.3290598,47.0601367,-17.0154270956355,-0.3290598,16.1510914706752,48.59072114094951,0.644468426331875,-0.47059374898862555,1.5857665680898723
746.2012763,30.2419546,269.0197818,2.0171866,-0.0081874,6.5683057,-6.5459911,737.3254187,-3.8396929,33.7053612,270.6775079,2.0330807,0.0158942,-0.0076562,47.0398211,-16.9412165013366,-0.2546528,47.0398211,-16.9412165013366,-0.2546528,16.2128296498385,48.56048024740425,0.7476288452363589,-0.44804595533962976,1.7567975320858462
749.197929,28.9811364,271.7393482,1.9925622,-0.0082302,6.5579217,-6.5486414,740.2295382,-3.7901652,32.4391393,273.2909821,2.0108818,0.0183197,-0.0076305,47.0240972,-16.8730630571934,-0.1749627,47.0240972,-16.8730630571934,-0.1749627,16.2745761769242,48.53004384621805,0.8614191679048413,-0.4943807894313862,1.905398691138179
752.1931742,27.7884621,274.4878786,1.9678555,-0.0082362,6.5300636,-6.5297254,743.133242,-3.7332849,31.2313332,275.9315044,1.9887696,0.0209141,-0.0075901,47.0132924,-16.7760159617314,-0.0703671,47.0132924,-16.7760159617314,-0.0703671,16.336331291413,48.494111861693355,0.983169021972519,-0.564108236249789,1.9995224579829316
755.1872554,26.6645659,277.2637919,1.94322,-0.0082025,6.5932707,-6.5576549,746.0376032,-3.6686717,30.0817843,278.5986216,1.9668055,0.0235855,-0.0075333,47.0089452,-16.6473946690541,0.0584779,47.0089452,-16.6473946690541,0.0584779,16.3981103605326,48.45396097899632,1.1086266866422692,-0.5682369608964133,2.036823282502941
758.180515,25.6095252,280.0655415,1.9187358,-0.0081546,6.6144619,-6.5732834,748.9434566,-3.5962209,28.9902826,281.2916265,1.9450041,0.0262683,-0.0074757,47.0125598,-16.5226484491859,0.1938366,47.0125598,-16.5226484491859,0.1938366,16.4599216698708,48.416181333594714,1.2347980065370698,-0.4996985211582442,2.0429840544959657
761.173266,24.6233935,282.8915825,1.8944001,-0.0081075,6.5910009,-6.5497618,751.8512403,-3.5159331,27.956862,284.0095152,1.9233479,0.0289478,-0.0074191,47.024547,-16.4059153353011,0.3126256,47.024547,-16.4059153353011,0.3126256,16.5217637923943,48.38405381903676,1.3610670730026355,-0.42326455483083636,2.0487721176689258
764.1657887,23.7062237,285.7403699,1.8702057,-0.0080622,6.5512587,-6.5379808,754.7614301,-3.4277824,26.9815298,286.7513407,1.9018434,0.0316378,-0.007358,47.04389,-16.2841927802316,0.4399975,47.04389,-16.2841927802316,0.4399975,16.5836364907333,48.356707881547344,1.4881168988502165,-0.336832116677218,2.0692955382783813
767.1583334,22.8580691,288.6103586,1.846145,-0.0080188,6.5545148,-6.5497272,757.6744505,-3.3316836,26.0642683,289.516119,1.8805038,0.0343588,-0.0072913,47.0711269,-16.1552676981497,0.5744252,47.0711269,-16.1552676981497,0.5744252,16.6455387364116,48.334659062032756,1.6169892411613667,-0.24373335023750645,2.1073402344651284
770.1511222,22.0789829,291.5000037,1.8222097,-0.0079777,6.6114512,-6.534727,760.5907049,-3.2274855,25.2050169,292.3028574,1.8593433,0.0371336,-0.0072186,47.1067008,-16.018371241318,0.717501,47.1067008,-16.018371241318,0.717501,16.7074683926343,48.3183225901319,1.7488394064793646,-0.14327728675023096,2.164967626627135
773.1443516,21.3690183,294.4077603,1.7983911,-0.007939,6.59567,-6.5098367,763.5105749,-3.1149652,24.4036661,295.1105552,1.8383778,0.0399867,-0.0071395,47.1511527,-15.872759159102,0.8697611,47.1511527,-15.872759159102,0.8697611,16.7694222070622,48.30810730314218,1.8849165937290355,-0.03601705923078007,2.2435622063952505
776.1381949,20.7282285,297.3320832,1.7746801,-0.007903,6.6079747,-6.4843402,766.4344275,-2.9938222,23.6600503,297.9382122,1.8176243,0.0429443,-0.0070537,47.205055,-15.7178811574538,1.0320541,47.205055,-15.7178811574538,1.0320541,16.8313958797038,48.304424837559985,2.0265650064989997,0.07796732461733015,2.344826692278466
779.1328046,20.1566666,300.2714276,1.751067,-0.0078699,6.5971534,-6.4706867,769.3626214,-2.8636733,22.973941,300.7848373,1.7971011,0.0460341,-0.006961,47.2690303,-15.5533884907216,1.2048935,47.2690303,-15.5533884907216,1.2048935,16.8933841555461,48.30765539148051,2.1752188128115244,0.19781474717937328,2.470067972079604
782.1283146,19.6543859,303.2242484,1.7275422,-0.0078398,6.5736099,-6.4832748,772.295513,-2.7240472,22.3450421,303.649457,1.7768272,0.049285,-0.0068613,47.3437298,-15.3791150918121,1.3887109,47.3437298,-15.3791150918121,1.3887109,16.9553809009562,48.31812334118349,2.3323912214666747,0.32267393711768577,2.620211776013646
785.1248428,19.2214396,306.1890007,1.7040954,-0.0078128,6.5903579,-6.535921,775.2334635,-2.5743819,21.7729866,306.5311265,1.7568215,0.0527261,-0.0067549,47.4298275,-15.1957456064181,1.5824637,47.4298275,-15.1957456064181,1.5824637,17.0173792434965,48.33610472693978,2.4996312721666065,0.4502871044030899,2.795294103383914
788.1224935,18.8578809,309.1641394,1.6807162,-0.007789,6.5912226,-6.5864147,778.1768441,-2.4140236,21.2573374,309.4289387,1.7371015,0.0563853,-0.0066424,47.5279284,-15.0045437834375,1.7863498,47.5279284,-15.0045437834375,1.7863498,17.079371717017,48.36173303073648,2.6784567041177767,0.5797553480409114,2.994793393148287
791.1213595,18.5637629,312.1481197,1.6573942,-0.0077686,6.5781294,-6.6052579,781.1260479,-2.2422311,20.7975925,312.3420411,1.7176826,0.0602884,-0.0065235,47.6386443,-14.8046946499449,1.9935226,47.6386443,-14.8046946499449,1.9935226,17.1413505733929,48.39508851852618,2.870318118749908,0.7061560878704436,3.220100573648925
794.1215248,18.3391388,315.1393964,1.6341186,-0.0077555,6.5660416,-6.6037737,784.0814773,-2.0581819,20.3931964,315.2696276,1.6985848,0.0644662,-0.0063929,47.7621574,-14.5836348606907,2.2444572,47.7621574,-14.5836348606907,2.2444572,17.2033078039495,48.436092646091225,3.0769125387719307,0.892405827067432,3.495650114750044
797.1230181,18.1840619,318.1364246,1.6108548,-0.0077815,6.5559845,-6.5955275,787.0436202,-1.8609296,20.0434961,318.2110125,1.6798533,0.0689985,-0.0062622,47.9011513,-14.3687449967689,2.4572732,47.9011513,-14.3687449967689,2.4572732,17.2652354097326,48.48933835602646,3.3024857233125373,1.061369776596606,3.8659042456046926
800.1254947,18.0987324,321.1375671,1.5873994,-0.0078858,6.5239305,-6.5974684,790.0125086,-1.6491915,19.7476942,321.1650864,1.6614412,0.0740418,-0.0061593,48.0532083,-14.2225063224273,2.6324798,48.0532083,-14.2225063224273,2.6324798,17.3271158041326,48.55299118562563,3.554696041023071,1.148033098008076,4.35936030335232
803.1282071,18.0843659,324.1405502,1.5634905,-0.0080533,6.4910924,-6.6124423,792.9876408,-1.4211397,19.5054686,324.1303006,1.64324,0.0797495,-0.0060851,48.2159161,-14.1464857076858,2.7144711,48.2159161,-14.1464857076858,2.7144711,17.3889236030615,48.61911026975783,3.8411206010937624,1.0397603906121584,4.933388482649754
806.130381,18.1426066,327.1428316,1.5390249,-0.0082457,6.4954262,-6.6078054,795.9690022,-1.1745675,19.3165848,327.1056324,1.6251957,0.0861707,-0.0060327,48.3834681,-14.1223093038244,2.7442989,48.3834681,-14.1223093038244,2.7442989,17.4506490742348,48.6753735581502,4.164079528049281,0.7998516615865805,5.513533378165454
809.1313671,18.2751002,330.1418678,1.5139701,-0.0084505,6.5085192,-6.5716581,798.956919,-0.9072805,19.1809213,330.0904278,1.6072316,0.0932615,-0.0060055,48.552644,-14.1571209121611,2.7156252,48.552644,-14.1571209121611,2.7156252,17.5122953854197,48.71514640711825,4.521531258609448,0.4546651299643841,6.057976168005709
812.1306504,18.4834925,333.1351155,1.4882949,-0.0086672,6.529544,-6.5432287,801.9519742,-0.617255,19.0986533,333.0843129,1.5892694,0.1009745,-0.005997,48.7198719,-14.2346346299606,2.6327182,48.7198719,-14.2346346299606,2.6327182,17.5738752708967,48.732424874109036,4.9111092787554975,0.014165341708228814,6.576432012190817
815.1278595,18.7694292,336.1200315,1.46197,-0.0088946,6.5156174,-6.5381785,804.9550454,-0.3024864,19.0701295,336.0872083,1.571267,0.1092969,-0.0060131,48.8818799,-14.3679307355397,2.5372175,48.8818799,-14.3679307355397,2.5372175,17.6354116841681,48.72128795809989,5.332007265785126,-0.4812342227293931,7.051434516202623
818.1227757,19.1345559,339.0940723,1.4349681,-0.0091033,6.514908,-6.5354176,807.9673482,0.0390928,19.0958224,339.0993609,1.5531072,0.1181391,-0.0061009,49.0379824,-14.6709789303086,2.0914319,49.0379824,-14.6709789303086,2.0914319,17.6969367334119,48.67884890752815,5.779836466781632,-1.318555780702594,7.256920394977431
821.1154479,19.5805183,342.0546946,1.4074361,-0.0090597,6.5307041,-6.5448206,810.9903987,0.4090953,19.1768782,342.1212806,1.5344543,0.1270181,-0.0061935,49.1667422,-14.9719720435792,1.886653,49.1667422,-14.9719720435792,1.886653,17.7585021332697,48.59056665422059,6.22828715420708,-1.6120141638231809,6.857258178796898
824.1067833,20.1079797,344.9997301,1.3807446,-0.0084916,6.5808274,-6.5641779,814.0248527,0.8066753,19.315903,345.1525027,1.5155895,0.1348449,-0.0061586,49.2830426,-14.9581203079436,1.7774537,49.2830426,-14.9581203079436,1.7774537,17.8201459157742,48.503414072985166,6.6254456996672,-1.2012034110212222,5.530642743620616
827.0982701,20.7107026,347.9296441,1.3566413,-0.0075349,6.6785541,-6.568049,817.0696818,1.2265538,19.5123058,348.1909475,1.4970039,0.1403626,-0.006077,49.3927345,-14.8257057793718,1.985023,49.3927345,-14.8257057793718,1.985023,17.881858849543,48.45911616901405,6.910150135358631,-0.057827626132431635,3.4554369985273796
830.0910401,21.3794922,350.8460307,1.3356677,-0.006484,6.7613014,-6.5342034,820.1228613,1.6599099,19.7654558,351.2335708,1.4785162,0.1428485,-0.0060552,49.5152836,-14.8459171946419,1.9588507,49.5152836,-14.8459171946419,1.9588507,17.9435957317837,48.48906442087606,7.049152982951743,0.9516416988582687,0.9933570401795204
833.0856371,22.1051426,353.7504882,1.3178303,-0.0054333,6.7618525,-6.4979245,823.1813783,2.0966817,20.0754618,354.2762925,1.4599758,0.1421454,-0.0060594,49.636131,-14.9288194866335,1.8456369,49.636131,-14.9288194866335,1.8456369,18.0052887158872,48.58207576593592,7.0318117607667405,1.9041460676821367,-1.546926228944269
836.0821046,22.8784477,356.6446148,1.3031234,-0.0043869,6.7302549,-6.5722129,826.2413228,2.5266895,20.4420813,357.3141508,1.4414174,0.1382939,-0.0060549,49.7497782,-14.9861223053543,1.7711229,49.7497782,-14.9861223053543,1.7711229,18.0668648653653,48.734607952982664,6.8581812910402915,2.902784502981423,-4.064239755381487
839.0800744,23.6902015,359.5300089,1.2915358,-0.0033464,6.6652712,-6.6189988,829.2984051,2.9398917,20.864625,360.3418466,1.4229112,0.1313755,-0.0060194,49.8584919,-14.9634411500163,1.808155,49.8584919,-14.9634411500163,1.808155,18.1282460860706,48.94729739062764,6.531358381261956,3.9113003331917735,-6.501323371714095
842.0788545,24.5311981,362.4082688,1.2830545,-0.002361,6.5614089,-6.6390023,832.3480785,3.3265956,21.3418401,363.3539082,1.404634,0.1215796,-0.0059498,49.9689666,-14.8560414777533,1.9941268,49.9689666,-14.8560414777533,1.9941268,18.1893441258653,49.21358265966681,6.060251150448698,4.638810345322154,-8.741331357911347
845.0776621,25.392235,365.2809923,1.2773733,-0.0016066,6.5055746,-6.6430532,835.3865656,3.6781973,21.8715442,366.3458262,1.3866829,0.1093097,-0.0059266,50.0900761,-14.8699325881029,1.9261208,50.0900761,-14.8699325881029,1.9261208,18.2500772060342,49.49861384634914,5.464433937217854,4.394354810194237,-10.611446218416555
848.0761078,26.2658923,368.1495425,1.2734183,-0.001181,6.485308,-6.6394152,838.4156653,3.9884746,22.4526047,369.318631,1.3686887,0.0952704,-0.0059835,50.2064178,-15.0825150374419,1.7780939,50.2064178,-15.0825150374419,1.7780939,18.3104793016586,49.74442651248549,4.7759530660870055,3.736095633946373,-11.908815856073785
851.0742,27.1494102,371.0146683,1.2702909,-0.0009259,6.4846698,-6.6315481,841.4385633,4.2538678,23.0863222,372.274314,1.3504791,0.0801882,-0.0060327,50.3133604,-15.2713833079177,1.4565664,50.3133604,-15.2713833079177,1.4565664,18.3706238084851,49.95493060123454,4.030215417530593,3.15051223367222,-12.785957202453702
854.0719887,28.0407812,373.8770198,1.2678666,-0.0006914,6.4954083,-6.6195184,844.4549995,4.4722087,23.772363,375.211657,1.3322552,0.0643886,-0.0060091,50.4006091,-15.2644444006246,1.4618143,50.4006091,-15.2644444006246,1.4618143,18.4305240295057,50.141126823977636,3.242982732163447,3.081939181538873,-13.395107650360206
857.0695087,28.9379979,376.7372467,1.2661457,-0.0004567,6.512367,-6.6030396,847.4652962,4.641628,24.510272,378.1300692,1.3142664,0.0481206,-0.0057956,50.4878427,-14.7731134129535,1.9789702,50.4878427,-14.7731134129535,1.9789702,18.4901989607771,50.32272365775658,2.4285677680898625,3.4857787516891334,-13.501831957689376
860.0667838,29.8390526,379.5959991,1.2651286,-0.0002219,6.5317884,-6.5832242,850.4698928,4.7615197,25.2984153,381.0294158,1.2974006,0.032272,-0.0051758,50.6054753,-13.2547793558081,2.8663097,50.6054753,-13.2547793558081,2.8663097,18.5496402774129,50.52574069282178,1.6328564326795771,4.202150028085132,-12.5883161074932
863.0638312,30.7419379,382.4539268,1.2648154,1.29e-05,6.5523489,-6.5603469,853.4694842,4.8353521,26.1313496,383.9110148,1.2831978,0.0183824,-0.0040716,50.7750874,-10.4970306421448,3.7036156,50.7750874,-10.4970306421448,3.7036156,18.6088146453479,50.769675681342605,0.933315401372535,4.874187269594494,-10.460428092820269
866.0606665,31.6446461,385.3116799,1.2652062,0.0002479,6.5717109,-6.534607,856.4647566,4.8717107,26.9988159,386.7779087,1.2730001,0.0077939,-0.0026704,50.9930983,-6.94383063663304,4.0157755,50.9930983,-6.94383063663304,4.0157755,18.6676790007057,51.053206331432925,0.3974310851614434,5.082841607092784,-7.557675133164313
869.0573075,32.5451699,388.1699081,1.2663012,0.0004829,6.5900291,-6.5053868,859.4561712,4.8820125,27.8879095,389.6341387,1.2672176,0.0009165,-0.0012779,51.2281343,-3.35362075647721,3.9983714,51.2281343,-3.35362075647721,3.9983714,18.7262071655751,51.3491696763796,0.04695057851308551,5.027701965979127,-4.620233458873573
872.0537789,33.4415017,391.0292614,1.2681004,0.000718,6.6055558,-6.4803767,862.4439459,4.8771939,28.7862135,392.4836729,1.2653643,-0.0027361,-0.000113,51.4608026,-0.299248205078687,3.979936,51.4608026,-0.299248205078687,3.979936,18.7843979382999,51.6414493056644,-0.14080172631437862,5.010276500723171,-2.218221919846131
875.050117,34.3316338,393.8903897,1.2706041,0.0009531,6.6198285,-6.4686035,865.4281689,4.8656771,29.6837203,395.3297346,1.2665461,-0.004058,0.0007565,51.6910847,2.02134397164044,3.9604505,51.6910847,2.02134397164044,3.9604505,18.8422586884504,51.931490175795574,-0.20976184600738204,5.005449970489061,-0.5532199987269034
878.0463737,35.2135589,396.753943,1.2738122,0.0011882,6.6300743,-6.4784065,868.4088947,4.8529948,30.5731785,398.1746567,1.2698793,-0.0039329,0.0013625,51.9189586,3.67272538212285,3.9399129,51.9189586,3.67272538212285,3.9399129,18.899796051703,52.219672850730326,-0.20419154588131236,5.001988999741202,0.4357894632096232
881.0426214,36.0852694,399.6205712,1.2777245,0.0014232,6.6313386,-6.5125851,871.3861907,4.842253,31.44965,401.0200163,1.2746657,-0.0030587,0.0017705,52.1444034,4.81405820592019,3.9183714,52.1444034,4.81405820592019,3.9183714,18.9570168243552,52.50600431627511,-0.1594938379846689,4.997738004287742,0.9054976851186595
884.0389573,36.9447577,402.4909242,1.2823408,0.0016581,6.6225546,-6.5591458,874.3601355,4.8348012,32.3098696,403.8668295,1.2804166,-0.0019242,0.0020443,52.3674022,5.60617550157685,3.8957663,52.3674022,5.60617550157685,3.8957663,19.0139279199175,52.79050476263609,-0.10076529313186369,4.991242152512854,1.014857284952695
887.0355076,37.7900164,405.3656519,1.2876606,0.0018919,6.6049964,-6.6048118,877.3308708,4.8308255,33.1516969,406.7157881,1.2868191,-0.0008415,0.002239,52.5879393,6.19193515463807,3.8725754,52.5879393,6.19193515463807,3.8725754,19.0705373353616,53.07297791227937,-0.044252745698223926,4.934601501821177,0.9083859204767353
890.0324292,38.6190378,408.2454042,1.2936786,0.0021035,6.5800689,-6.6413739,880.2984217,4.8298174,33.9736215,409.5672374,1.2937123,3.37e-05,0.0023847,52.8060171,6.64967738645511,3.8485392,52.8060171,6.64967738645511,3.8485392,19.1268507156156,53.3480072648429,0.0017795627759331612,4.730182789063825,0.7240461004272217
893.0298292,39.4298387,411.1308179,1.3002684,0.0022516,6.5528395,-6.6621792,883.2635089,4.8310378,34.7745685,412.4220907,1.3009639,0.0006955,0.0024773,53.0216739,6.96442829549317,3.822863,53.0216739,6.96442829549317,3.822863,19.1828867238808,53.604750215429284,0.03687657122445913,4.416015877497968,0.5675588509515784
896.0276665,40.2210893,414.0221731,1.3071768,0.0023346,6.5339561,-6.6767251,886.227692,4.8339477,35.5541721,415.2819087,1.3083984,0.0012216,0.0025247,53.234962,7.15490178897841,3.7965373,53.234962,7.15490178897841,3.7965373,19.2386794978996,53.84255349433525,0.06503181340463023,4.187322519563143,0.4678606292629973
899.0258171,40.9921722,416.9193607,1.314266,0.0023937,6.5383045,-6.6936909,889.1914822,4.8382831,36.3122536,418.1471005,1.3159297,0.0016637,0.0025545,53.445911,7.29684087099259,3.7699178,53.445911,7.29684087099259,3.7699178,19.2942430350922,54.07206717815103,0.08891792111140201,4.109303029122882,0.38548478416356025
902.0241637,41.7425064,419.8222523,1.3215307,0.0024523,6.567284,-6.6976203,892.1546173,4.8438126,37.0484324,421.0173214,1.323539,0.0020083,0.0025758,53.6545143,7.41523082530374,3.7425866,53.6545143,7.41523082530374,3.7425866,19.3495766706105,54.29940053070632,0.10775428863498591,4.0883857212288595,0.2781961652157223
905.0226005,42.4715106,422.7307192,1.3289719,0.0025113,6.6020806,-6.6776327,895.1170032,4.8501875,37.7624851,423.8923547,1.331193,0.0022211,0.0025891,53.860754,7.51092944481235,3.7147407,53.860754,7.51092944481235,3.7147407,19.4046828667055,54.52474761241727,0.11963002234784008,4.068563880532017,0.14413466085422416
908.0210335,43.1786038,425.644633,1.3365909,0.0025707,6.6306084,-6.6566374,898.0785179,4.8569745,38.4542629,426.7719327,1.3388769,0.0022861,0.0026014,54.0646214,7.60384872312785,3.6864432,54.0646214,7.60384872312785,3.6864432,19.4595635168315,54.748054716904385,0.12359702332425106,4.047651025795071,0.0031769281260467363
911.019381,43.8632046,428.563865,1.3443886,0.0026306,6.6475504,-6.6400478,901.0390656,4.8637304,39.1236338,429.6558089,1.3465991,0.0022105,0.0026197,54.2661129,7.71452140099915,3.6577941,54.2661129,7.71452140099915,3.6577941,19.5142209582056,54.96928645969741,0.11995514487571864,4.025319171478369,-0.12439230805899673
914.0175737,44.5247321,431.4882867,1.3523663,0.0026909,6.6522027,-6.6218687,903.9985636,4.8700654,39.7704167,432.5437591,1.3543858,0.0020195,0.0026488,54.4652314,7.85756303963945,3.5880139,54.4652314,7.85756303963945,3.5880139,19.5686577095656,55.18835595750508,0.10999246004708498,3.9599860431199274,-0.22362305665998367
917.0155554,45.162605,434.4177694,1.3605248,0.0027516,6.6532781,-6.6008744,906.9569459,4.8756867,40.3943394,435.4355927,1.3622743,0.0017495,0.0026911,54.6597732,8.04017472876783,3.178546,54.6597732,8.04017472876783,3.178546,19.6228776337969,55.40297247826685,0.09562722443154073,3.549391108215349,-0.2869725156487036
920.0132831,45.7762421,437.3521847,1.3688653,0.0028127,6.6541837,-6.5884736,909.9141627,4.8804197,40.9950166,438.3311533,1.3703052,0.0014399,0.0027464,54.8314696,8.25702429665266,2.7746935,54.8314696,8.25702429665266,2.7746935,19.6768949011512,55.59456809488054,0.07895180579507888,3.143126775673296,-0.31302314684705923
923.0107275,46.3650623,440.2914039,1.3773887,0.0028741,6.6499548,-6.5846533,912.8701793,4.8842063,41.5719506,441.2303139,1.3785143,0.0011256,0.0028116,54.980852,8.49916901401362,2.418308,54.980852,8.49916901401362,2.418308,19.7307323621823,55.7636098471977,0.06188643394310024,2.7842233309255735,-0.3099003958160511
