step,s,n,V,chi,ax,ay,mode,gap,opp_V,speed_cap,speed_scale,planner_ok,collision,ot_ready,t_plan_ms
0,56.245055378087216,-0.13832530590565523,49.955629916034134,-0.04891186939741393,-0.40411005214513684,-22.2819482205865,OVERTAKE,50.0,42.0,80.0,1.0,True,False,False,59.30781364440918
1,62.46543960720395,-0.6302779604250172,49.89183098573099,-0.1061267506153149,-0.8657055285807289,-22.684485622290595,OVERTAKE,51.00279678410931,58.15523099727062,80.0,1.0,True,False,False,27.039289474487305
2,68.63588023681638,-1.4483629889104848,49.697350175475336,-0.14824359751516264,-1.8282645921158842,-7.337802564510536,OVERTAKE,52.04084486747982,58.18083149889854,80.0,1.0,True,False,False,25.822877883911133
3,74.76737539544615,-2.358478478618334,49.511966140563274,-0.13782662914826543,-0.9354174643115541,13.01025407562074,OVERTAKE,53.12548640128897,58.08070097993218,80.0,1.0,True,False,False,25.42901039123535
4,80.9118388817809,-3.0750717649450787,49.52009165389884,-0.09386991707687115,1.0465979144820001,19.123282433203677,OVERTAKE,54.22824056750281,57.82707052241101,80.0,1.0,True,False,False,29.940366744995117
5,87.100655148186,-3.510800291712126,49.78681091421175,-0.051439438506018474,3.0374812024927555,13.674063810171859,OVERTAKE,55.276635274490175,57.40330951836432,80.0,1.0,True,False,False,28.422117233276367
6,93.34890237326586,-3.7446440419534355,50.26557405549825,-0.028385498148839,4.44055100285625,5.313648106892215,OVERTAKE,56.219236686839636,56.79970524896184,80.0,1.0,True,False,False,30.23815155029297
7,99.66918267316416,-3.8995766613715652,50.87596213450877,-0.023368883609401543,5.196394162194175,-0.2925840174155878,OVERTAKE,57.01535217139288,56.00517868940105,80.0,1.0,True,False,False,29.111146926879883
8,106.07039885784387,-4.059251019804686,51.547542958848915,-0.027058065410768772,5.454412694233795,-2.1077819073976145,OVERTAKE,57.63156506365584,55.02782735530798,80.0,1.0,True,False,False,30.620574951171875
9,112.55562373483585,-4.2516977485503755,52.22493140663774,-0.03173903782547909,5.3152291834366,-1.549669490141009,OVERTAKE,58.03592790552544,53.8673703881595,80.0,1.0,True,False,False,28.383255004882812
10,119.12232978821332,-4.46994183268831,52.85763568829156,-0.034048222805527155,4.772617552598993,-0.34776014150662604,OVERTAKE,58.199745935233665,52.536553973830316,80.0,1.0,True,False,False,34.99245643615723
11,125.76245139139475,-4.6958137862663785,53.40175464314543,-0.03351117911628673,3.9195042960715547,0.7831391582328959,OVERTAKE,58.10627851547359,51.05835170198803,80.0,1.0,True,False,False,36.89408302307129
12,132.46249568359562,-4.911572761861679,53.809617124176576,-0.03068377598867106,2.6314427099690896,1.6273562551737775,OVERTAKE,57.74932876231178,49.45017516207197,80.0,1.0,True,False,False,34.433841705322266
13,139.20315753049235,-5.1036477593235,54.04978163245761,-0.026322021225492334,1.3427978628726842,2.1523717219585006,OVERTAKE,57.12748837033769,47.73770380640311,80.0,1.0,True,False,False,28.93996238708496
14,145.96475985729955,-5.263164956179869,54.143270108047886,-0.02100943963068452,0.1643495212411672,2.4940153046803646,OVERTAKE,56.24788592435905,45.949956019046766,80.0,1.0,True,False,False,26.9930362701416
15,152.7281581486808,-5.384307889373977,54.06921737830847,-0.015031182067132224,-1.317081240151234,2.7528963465472924,OVERTAKE,55.121994632804984,44.118694718304546,80.0,1.0,True,False,False,29.027462005615234
