step,s,n,V,chi,ax,ay,mode,gap,opp_V,speed_cap,speed_scale,planner_ok,collision,ot_ready,t_plan_ms
30,231.15317562991032,1.3409911057728514,31.857240967643722,0.03905865771539872,-5.208661054585807,-1.9982356467599054,SHADOW,36.41380603382248,28.00965628733776,30.810621916071536,1.0,True,False,False,24.159908294677734
31,235.09279163768997,1.4811609936908032,31.27272371804932,0.03277051939064636,-4.164417456039667,-1.2999325755265463,SHADOW,35.764659771632296,27.894373330036288,30.683810663039917,1.0,True,False,False,28.323888778686523
32,238.96910926037296,1.6012547668445372,30.821187975093537,0.03006030200487121,-3.1156374190619003,-0.10498170698024523,SHADOW,35.35282887996203,27.84563919328304,30.630203112611348,1.0,True,False,False,22.86243438720703
33,242.79720684372526,1.7194631934262161,30.482741023873437,0.032665379286270876,-2.379634475465623,1.450149300423359,SHADOW,35.199768380201505,27.84624979307348,30.630874772380828,1.0,True,False,False,23.41175079345703
34,246.58773601902183,1.8592378337189073,30.212402864755603,0.04197252067464875,-2.0082097175856584,3.2706539609230063,SHADOW,35.24923083981585,27.878279451498734,30.66610739664861,1.0,True,False,False,24.574995040893555
35,250.3452113563032,2.047701894070029,29.970513228575296,0.058935375697420044,-1.9007183046860663,5.2338103710221375,SHADOW,35.442619527208564,27.9277742339368,30.720551657330482,1.0,True,False,False,26.282787322998047
36,254.06886437969374,2.313735163046546,29.727647305045274,0.08396459620706256,-1.9998245076379464,7.225543706365265,SHADOW,35.741934275858114,27.989527781818317,30.788480560000153,1.0,True,False,False,23.407459259033203
37,257.7589445484613,2.6833327612896354,29.46412288718351,0.11493543579388235,-2.211011053550034,9.159804643726236,SHADOW,36.115919804580955,28.062519606181986,30.868771566800188,1.0,True,False,False,26.288509368896484
38,261.44244846072013,3.1581423432194176,29.17101987826297,0.14117097735248402,-2.458269447978249,10.966949864855817,SHADOW,36.543605612942315,28.145128321242314,30.959641153366547,1.0,True,False,False,23.647069931030273
39,265.1894030153885,3.6866204954420723,28.850137574512896,0.1460597915981469,-2.649862421700351,12.585879663886647,SHADOW,36.97507334709201,28.23529544487832,31.058824989366155,1.0,True,False,False,23.712873458862305
40,269.07633409560094,4.169897033772969,28.51456710552911,0.11970430329253498,-2.6918512521441897,14.010958986667731,SHADOW,37.318124630845375,28.35126632783533,31.186392960618864,1.0,True,False,False,23.973703384399414
41,273.1020140055758,4.504202772583748,28.18453260409434,0.07004423713911323,-2.549656948669734,15.204665421215243,SHADOW,37.468561478374795,28.528183872580957,31.381002259839054,1.0,True,False,False,25.523662567138672
42,277.1467031145696,4.656596925651729,27.889561758729013,0.021066360558356048,-2.1247649226405136,15.832490130609802,SHADOW,37.399087359030375,28.777787232551322,31.655565955806455,1.0,True,False,False,25.597572326660156
43,281.1417894355913,4.653427361489627,27.666540934191467,-0.019811488623147425,-1.439338289197798,15.860670929616616,SHADOW,37.203126212423115,29.0990075173538,32.00890826908918,1.0,True,False,False,25.426864624023438
44,285.08337604175114,4.519685166174717,27.520030934196637,-0.05530756778036325,-0.9540195444533566,16.218250376227086,SHADOW,36.90772504124976,29.498651388845165,32.44851652772969,1.0,True,False,False,26.511192321777344
45,288.96984149321935,4.276256127361969,27.421840073117252,-0.08432350962301269,-0.6156521807863455,17.07996937903155,SHADOW,36.54596548140336,29.957833924007264,32.95361731640799,1.0,True,False,False,23.95796775817871
46,292.7990203060113,3.9454664300037523,27.369522926171562,-0.10745997140032845,-0.2344158108008273,17.635113473000487,SHADOW,36.21775586484432,30.484827610485507,33.53331037153406,1.0,True,False,False,23.090839385986328
47,296.5726231311234,3.5421964746971017,27.362093379069805,-0.12780699181897812,0.10417600783804715,17.551242083037046,SHADOW,36.025912007961836,31.104049327236105,34.214454259959716,1.0,True,False,False,22.49908447265625
48,300.29215313461,3.069524291966068,27.40418332500113,-0.14829520872338484,0.5438686021309147,17.332306785125784,SHADOW,36.030203792980274,31.801560156332606,34.98171617196587,1.0,True,False,False,22.287368774414062
49,303.95780285976434,2.5255472723556123,27.501758401617753,-0.1687199255447303,0.9997823859935284,17.468699007831933,SHADOW,36.23965710111497,32.51872408320291,35.77059649152321,1.0,True,False,False,23.269176483154297
50,307.5681331479289,1.9105921054330068,27.655844110272426,-0.18850556313730216,1.4448505332697674,17.487860055660185,SHADOW,36.61868267119496,33.163288078878615,36.47961688676648,1.0,True,False,False,31.212806701660156
51,311.12256564583583,1.2242241888200067,27.872806152996578,-0.2081979768196729,1.996828990518405,17.453114853381084,SHADOW,37.14660787320207,33.69975856728684,37.06973442401553,1.0,True,False,False,25.413036346435547
52,314.6219906442902,0.4623685378472453,28.16396624028905,-0.22866504951042216,2.6237915539720755,17.421484507913984,SHADOW,37.8085763433063,34.1639385197535,37.58033237172885,1.0,True,False,False,23.074865341186523
53,318.0681778302412,-0.3768810441401258,28.540496658037966,-0.2463564895012097,3.3323915672873534,17.333411341496056,SHADOW,38.585962493869204,34.66072080831783,38.12679288914962,1.0,True,False,False,22.501707077026367
54,321.4901184630701,-1.2669244682416503,29.00515784974348,-0.24931675530058758,4.038864808472087,17.08896711652318,SHADOW,39.48658826105782,35.25978598737441,38.78576458611185,1.0,True,False,False,25.40111541748047
55,324.9624072038968,-2.137196146008214,29.557753312555235,-0.22760035936715672,4.699803142699141,16.62802439520396,SHADOW,40.49091769482669,35.90551458567165,39.49606604423882,1.0,True,False,False,24.901151657104492
56,328.5642970353634,-2.897722770035949,30.1675187566311,-0.18242530909851892,4.965633082593749,15.522682083512837,SHADOW,41.52523636077467,36.5185901881142,40.170449206925625,1.0,True,False,False,25.34341812133789
57,332.3190193939897,-3.477446396590208,30.77283121291451,-0.12567556507057054,4.665088124952376,13.978460522330941,SHADOW,42.50500054942751,37.07956174777829,40.78751792255613,1.0,True,False,False,24.492502212524414
58,336.1861438905267,-3.8547263835724257,31.320235746305695,-0.07246822189930884,4.135551866370267,12.05934039764044,SHADOW,43.40332292700384,37.63486346274478,41.398349809019265,1.0,True,False,False,24.976015090942383
59,340.1329340322825,-4.046446537379219,31.8618062942961,-0.02844946126650791,4.898355107100228,9.960178815118212,SHADOW,44.25723940808507,38.13239401520368,41.94563341672405,1.0,True,False,False,25.137901306152344
60,344.15940135203334,-4.084310445907701,32.55144774905992,0.006066401231232733,5.94094177352303,7.9138473783341325,SHADOW,45.09187750901606,38.57295460187685,42.43025006206454,1.0,True,False,False,25.05016326904297
61,348.2749710614209,-4.000158283526564,33.30539586907566,0.03167548973424708,5.996276204864749,6.005282219204096,SHADOW,45.89804745719448,38.92813867287349,42.82095254016084,1.0,True,False,False,24.71327781677246
62,352.47861721654294,-3.8242542007737774,34.02385988011213,0.049367966023830034,5.4964908848193685,4.260594858838432,SHADOW,46.65693062243571,39.20188144028819,43.12206958431701,1.0,True,False,False,25.3903865814209
63,356.76660764717224,-3.58430003876053,34.73100019713627,0.060463765907103034,5.993330880492127,2.6887023381011375,SHADOW,47.35984650345267,39.427002540501235,43.36970279455136,1.0,True,False,False,25.195837020874023
64,361.1470610270999,-3.3032199464311,35.506103889356346,0.0663115058686023,6.246890864940994,1.3018728144762481,SHADOW,48.00542069046247,39.610542649892594,43.57159691488186,1.0,True,False,False,24.5969295501709
65,365.62410074276045,-3.0003619717044545,36.25048399040334,0.06791452288560323,5.576018266517466,0.09152427644201366,SHADOW,48.57984558231237,39.753570379212334,43.72892741713357,1.0,True,False,False,22.62401580810547
66,370.1883538570413,-2.693089167259835,36.88985320488968,0.0661226354504355,4.966336529009283,-0.9297234927945748,SHADOW,49.074163545933175,39.884198847544425,43.87261873229887,1.0,True,False,False,22.649526596069336
67,374.83429961352783,-2.395830667706404,37.54683690460943,0.06160767807491275,5.4134506461754865,-1.8143629731066107,SHADOW,49.497303544798285,40.02688858695463,44.02957744565009,1.0,True,False,False,23.001432418823242
68,379.56575506066116,-2.120515887012347,38.20860611103057,0.05483819480462961,5.107674065381637,-2.523401748491713,SHADOW,49.85701739984461,40.20703079924908,44.227733879174,1.0,True,False,False,22.318601608276367
69,384.37869985110757,-1.8782994097669394,38.83222436277899,0.04612037381923485,5.090393198511215,-3.108471951000624,SHADOW,50.15409301153136,40.426329895166226,44.46896288468285,1.0,True,False,False,23.348569869995117
70,389.27513383973474,-1.678650048496344,39.53053042883055,0.035994393336603245,5.955340969692373,-3.4866488868902343,SHADOW,50.397502163467664,40.69798043898152,44.76777848287967,1.0,True,False,False,23.207664489746094
71,394.2666210669899,-1.5253525998269173,40.31659760079591,0.026475624279160483,6.50291651307605,-2.9282092011751963,SHADOW,50.59305859891492,41.04678924895917,45.15146817385509,1.0,True,False,False,23.61750602722168
72,399.3607086163147,-1.4090602589142456,41.150227740364336,0.020454180418475732,6.744813918709714,-1.4188974961050882,SHADOW,50.738810810670884,41.46024491763006,45.606269409393065,1.0,True,False,False,25.95806121826172
73,404.5599196368711,-1.310223476458092,41.98936661703848,0.018276711637427823,6.639246041746334,-0.3641520864816179,SHADOW,50.83350545199187,41.90105403270142,46.09115943597156,1.0,True,False,False,22.925138473510742
74,409.86254473426567,-1.2138056957930277,42.807799618377075,0.018356902797784482,6.4131810756411864,0.18431982812454506,SHADOW,50.87666511393053,42.34165675307912,46.575822428387035,1.0,True,False,False,23.102998733520508
75,415.2647939686983,-1.112169986445658,43.58934436013051,0.019257143991301916,6.060905522784098,0.3041159908735363,SHADOW,50.86853817846969,42.75928013336048,47.035208146696526,1.0,True,False,False,25.41947364807129
76,420.7607260951139,-1.0038257633748184,44.311631805886094,0.02005115014532578,5.481108269388621,0.20004529562293388,SHADOW,50.80780014325694,43.13212099943531,47.44533309937884,1.0,True,False,False,24.17135238647461
77,426.3412048735911,-0.8909571368191287,44.94732949713977,0.0202507612051433,4.696916887667534,-0.0332109623637947,SHADOW,50.695645725268434,43.45038783879091,47.79542662267001,1.0,True,False,False,23.873567581176758
78,431.99408205098223,-0.7779162834451313,45.474971652624674,0.01960279018511223,3.7715523575663044,-0.33173808613311295,SHADOW,50.538628136555076,43.70736634108897,48.07810297519787,1.0,True,False,False,25.821208953857422
79,437.70524396756224,-0.6700796695248905,45.88479041923064,0.018070121099967078,2.822115130083156,-0.6040227640531284,SHADOW,50.34129421289839,43.90076168401226,48.29083785241349,1.0,True,False,False,23.825645446777344
80,443.46054386674064,-0.5723592588286408,46.191224508365025,0.01588423347548081,2.1914512555314616,-0.744768014434843,SHADOW,50.102435688860055,44.0339117194486,48.43730289139346,1.0,True,False,False,23.953676223754883
81,449.25022777980047,-0.48763283533282514,46.43889380152403,0.013474090808723398,1.775654431276346,-0.7007581949152117,SHADOW,49.80635443366043,44.11294375848196,48.52423813433016,1.0,True,False,False,23.61440658569336
82,455.067119564939,-0.41557905590533895,46.62260373921596,0.011522801019514655,1.1967915671812817,-0.34305392529129514,SHADOW,49.42040107504715,44.15024377624076,48.565268153864835,1.0,True,False,False,25.263547897338867
83,460.9038281759939,-0.35147586159528693,46.764707631090346,0.010738280288967695,1.008412677243672,0.2561269480280656,SHADOW,48.957067345255496,44.15658922813701,48.57224815095071,1.0,True,False,False,23.620128631591797
84,466.75626735142583,-0.2863974575667785,46.87802081934841,0.011894301187549456,0.910074296142058,1.1916732959532306,SHADOW,48.48557980778338,44.14170500768847,48.555875508457326,1.0,True,False,False,26.08942985534668
85,472.6225083206859,-0.20463134348991158,46.98500831069846,0.01669154405103626,0.7688683576395409,2.673285659048072,SHADOW,48.10233250382879,44.114505409908126,48.52595595089894,1.0,True,False,False,25.798559188842773
86,478.49984093943976,-0.07601580606041225,47.062285430368924,0.028007832728367342,0.4489890135149405,4.76460541780528,SHADOW,47.87035914071993,44.08410856732986,48.49251942406285,1.0,True,False,False,26.201963424682617
87,484.3806254222016,0.14483656544455673,47.08923392968029,0.04794723719509873,-0.019758239065416905,7.444712476540275,SHADOW,47.76538983769683,44.0579611972614,48.46375731698754,1.0,True,False,False,23.666858673095703
88,490.2515558098094,0.5124089096298605,47.053529779631354,0.07765892862173071,-0.5346125680010219,10.522088612248432,SHADOW,47.75290338332735,44.0417320204837,48.445905222532076,1.0,True,False,False,23.612260818481445
89,496.09861909359904,1.0755663852469848,46.954747377662144,0.11264734374078611,-1.014932803056327,13.691589682150703,SHADOW,47.80919250707876,44.03973720775391,48.443710928529306,1.0,True,False,False,23.273229598999023
90,501.937203761397,1.8161746431165946,46.80283104040859,0.13681911696361207,-1.3769917281918502,16.716924565882017,SHADOW,47.913847187443594,44.05535036902206,48.460885405924266,1.0,True,False,False,25.592565536499023
91,507.8185434709443,2.6370960148969425,46.61620342535485,0.1413012835497654,-1.5674963021588613,19.33784091091979,SHADOW,48.01913669615283,44.09981686797429,48.50979855477172,1.0,True,False,False,26.349306106567383
92,513.8104114998592,3.409990229089665,46.41228841439993,0.1215499751410437,-1.6476544279301424,21.207934721856233,SHADOW,48.04313643478304,44.17972802307472,48.5977008253822,1.0,True,False,False,26.154756546020508
93,519.943317037099,3.993868396290298,46.21723310545498,0.08034806071243056,-1.4429796634848007,22.065270408419128,SHADOW,47.88043454869444,44.29285294915217,48.72213824406739,1.0,True,False,False,23.318767547607422
94,526.1344000394693,4.321544058981269,46.0635784360391,0.03602720502186058,-1.0179991797545367,21.658417001511147,SHADOW,47.44950115665927,44.45217804178925,48.897395845968184,1.0,True,False,False,23.84638786315918
95,532.3217918736426,4.402626031670632,45.96438410876352,-0.00497158829799315,-0.5882360311813877,21.722741831119336,SHADOW,46.84935404536361,44.69170439355962,49.16087483291558,1.0,True,False,False,23.9107608795166
96,538.4797222894949,4.261030241381252,45.91704499538798,-0.04187607052256465,-0.1769502724174914,21.82498849593875,SHADOW,46.221800157546795,45.011837268082324,49.51302099489056,1.0,True,False,False,23.028135299682617
97,544.5915951198011,3.9161296939786414,45.924488773207536,-0.0766060216004314,0.2757613447673218,21.242620447856382,SHADOW,45.662327268095055,45.39541887168348,49.93496075885184,1.0,True,False,False,24.273395538330078
98,550.64499879838,3.373757993655964,45.995362763120944,-0.11063677267299075,0.8614676813661495,21.39135546229484,SHADOW,45.22243613205046,45.8195441070577,50.40149851776348,1.0,True,False,False,28.36322784423828
99,556.6297393933442,2.638677379422366,46.1407877207153,-0.14413466683914944,1.4241887272189038,20.950985721733236,SHADOW,44.90800058538059,46.25947667164676,50.88542433881144,1.0,True,False,False,26.224613189697266
100,562.5311875425276,1.7055313661367815,46.359149355113445,-0.17862709503363966,2.0058446769405895,20.26899455337942,SHADOW,44.71398032625575,46.69258520523482,51.361843725758305,1.0,True,False,False,26.151180267333984
101,568.3277082719131,0.58544954099666,46.652446125691256,-0.2047557941123777,2.75394494296628,19.851455634518082,SHADOW,44.64926249375742,47.099423129672,51.8093654426392,1.0,True,False,False,28.63025665283203
102,574.0589845613691,-0.6221397823054755,47.050477071650484,-0.20582906282887825,3.5633365181354466,19.696015773947792,SHADOW,44.73710429767482,47.46434547584709,52.2107800234318,1.0,True,False,False,26.04961395263672
103,579.8288800723976,-1.7687434369514206,47.54987640140261,-0.18089653851719123,4.375247400268176,19.41044875200588,SHADOW,44.93792137957632,47.776329294846384,52.55396222433102,1.0,True,False,False,24.83224868774414
104,585.7375423201103,-2.704930168732182,48.129701176435425,-0.13162407771806722,4.81039128369536,18.196806298936767,SHADOW,45.13975951534326,48.02944285488287,52.83238714037117,1.0,True,False,False,30.944108963012695
105,591.8160334649073,-3.3041610883464254,48.725942408731584,-0.06979045426440972,4.654269151916815,16.07212605902874,SHADOW,45.23076327425531,48.22301186311383,53.04531304942522,1.0,True,False,False,25.812149047851562
106,597.9864099797329,-3.55711148448,49.28193006196662,-0.018434227283637708,4.1927546835084994,13.20463271459047,SHADOW,45.17428355172899,48.36109383877206,53.197203222649264,1.0,True,False,False,25.9401798248291
107,604.1974743458695,-3.55134150325873,49.808272310565805,0.01524234585753012,4.330071039905652,9.832155973715683,SHADOW,45.05898233548726,48.451370097114435,53.296507106825885,1.0,True,False,False,24.629592895507812
108,610.4423241656858,-3.3960060840878215,50.35798453267192,0.0303945483462786,4.404663577576306,5.982298438515097,SHADOW,44.9575708574788,48.50375132822074,53.35412646104282,1.0,True,False,False,25.199174880981445
109,616.7399307965917,-3.195761543534402,50.89562814051472,0.030893076857104934,4.166073436508611,1.900972408069693,SHADOW,44.90627714043728,48.52902114910626,53.3819232640169,1.0,True,False,False,24.042844772338867
110,623.1054757992825,-3.0244907369398164,51.382132394235576,0.021565977896579998,3.620075463062449,-2.2435846693139974,SHADOW,44.87476858208504,48.5373809071942,53.39111899791362,1.0,True,False,False,26.603221893310547
111,629.5325837402539,-2.943059792668816,51.79049072560929,0.0031418820884669824,2.938234808870492,-6.3800932424016095,SHADOW,44.793519870909904,48.536869748227005,53.39055672304971,1.0,True,False,False,26.01170539855957
112,636.01458754475,-3.007131626341565,52.10774315080558,-0.02180501900828067,2.1826001145264864,-10.369864677918223,SHADOW,44.64165533671405,48.53248581161801,53.38573439277982,1.0,True,False,False,26.29375457763672
113,642.5743978539138,-3.221694161221924,52.33038857837959,-0.04046649507257258,1.4373000228463617,-14.031099018026886,SHADOW,44.41174231301761,48.53003910662048,53.38304301728253,1.0,True,False,False,25.67315101623535
114,649.2382560257264,-3.5062742987359625,52.47031271709825,-0.04309708554800095,0.8566890144023481,-17.24036146997168,SHADOW,44.09269190677162,48.53457367271224,53.38803103998347,1.0,True,False,False,26.644468307495117
115,656.0198101087118,-3.742699038097024,52.548549797142876,-0.026439659237333546,0.43909822820549915,-19.487896418935588,SHADOW,43.68143167776225,48.5487203752949,53.403592412824395,1.0,True,False,False,27.752161026000977
116,662.8714352899963,-3.8251352462792334,52.58371057822692,-0.0008741293515721581,0.16914776394581071,-20.93719516224478,SHADOW,43.17481744964266,48.575922250158285,53.43351447517412,1.0,True,False,False,27.56357192993164
117,669.6954790564643,-3.7712647147491163,52.599821185333234,0.01413710834021952,0.1046784786425753,-21.49439466265739,SHADOW,42.62634428171441,48.6157765388899,53.47735419277889,1.0,True,False,False,31.401634216308594
118,676.4731068299625,-3.6582483739713565,52.61126043522932,0.018177299830404673,0.09816484237479882,-21.383762286989757,SHADOW,42.12734735178503,48.665606179322296,53.53216679725453,1.0,True,False,False,26.152610778808594
119,683.2145298597651,-3.553449113050955,52.62497403424045,0.013040963446385521,0.11766478511118503,-21.295688661291187,SHADOW,41.68943668272652,48.72813465630137,53.600948121931516,1.0,True,False,False,23.69999885559082
120,689.9518177253607,-3.48679480613192,52.64237667519208,0.00820076188184992,0.17454976469095496,-21.029249261994345,SHADOW,41.300090433680225,48.81788575193805,53.69967432713186,1.0,True,False,False,23.807048797607422
121,696.7028300297686,-3.44078293144283,52.67114535116383,0.0064099021191962174,0.2704244049554312,-21.458470609321225,SHADOW,40.931459917200186,48.9892653119175,53.888191843109254,1.0,True,False,False,23.70452880859375
122,703.4687813638039,-3.3937720115519645,52.707721880627346,0.008461318292112463,0.3173901022374751,-21.240614007991077,SHADOW,40.57558559961376,49.237991779890976,54.16179095788008,1.0,True,False,False,24.225473403930664
123,710.243199051218,-3.322571518346536,52.75234934177021,0.01311479055027074,0.3829934685119554,-20.882022054758483,SHADOW,40.23886691407756,49.528359714824326,54.48119568630676,1.0,True,False,False,23.879051208496094
124,717.0180114169133,-3.2200211364513898,52.81100719593053,0.017199495439626126,0.5795899280764322,-21.94997948399994,SHADOW,39.9276449164264,49.80705842069443,54.78776426276388,1.0,True,False,False,23.504018783569336
125,723.7953622905467,-3.1033815381933665,52.90871856264758,0.01742207383073145,0.9443574195860557,-23.5272340321806,SHADOW,39.63833146089394,50.02376752313488,55.026144275448374,1.0,True,False,False,25.33102035522461
126,730.5817301547401,-2.995457179189715,53.042736968857774,0.01508242827311051,1.1523446137329179,-24.223591535087497,SHADOW,39.357381172665555,50.24692490601108,55.27161739661219,1.0,True,False,False,26.118993759155273
127,737.3820202100343,-2.9042740036937325,53.19111562515163,0.01271662801694897,1.1835415893730319,-24.045843453741494,SHADOW,39.07589281784169,50.44580683834078,55.49038752217486,1.0,True,False,False,23.579120635986328
128,744.197484148477,-2.821763950516639,53.322001513838885,0.012688666437793622,0.8829211564221853,-22.97069054094274,SHADOW,38.78555159361645,50.64918486987154,55.7141033568587,1.0,True,False,False,23.586034774780273
129,751.0231836217981,-2.7249243082600603,53.39912005206329,0.01698132134726711,0.3408992213755524,-21.185317372658048,SHADOW,38.49352562123954,50.96750612174336,56.0642567339177,1.0,True,False,False,22.978782653808594
130,757.8460808015957,-2.583374328323505,53.40392090664651,0.025413387497006282,-0.0592739960052297,-19.863008815076057,SHADOW,38.22067573364939,51.37125417774481,56.508379595519294,1.0,True,False,False,23.665428161621094
131,764.6555386256993,-2.3832745111593723,53.40710209288115,0.03370553037969743,0.1335466593940764,-20.4149456039294,SHADOW,37.98616406900521,51.75470249494347,56.930172744437826,1.0,True,False,False,27.199745178222656
132,771.452219383637,-2.1384898701071897,53.453835701356404,0.03867701945928362,0.5658383956847046,-21.71248383566941,SHADOW,37.793855605950625,52.07153020738665,57.278683228125324,1.0,True,False,False,22.83000946044922
133,778.2416083559991,-1.871676944032885,53.54297472704638,0.040604798683938,0.8190897146294479,-22.532178711772257,SHADOW,37.62828825537872,52.403505492550345,57.643856041805385,1.0,True,False,False,22.616147994995117
134,785.0281089957341,-1.5985823538369863,53.655182414950154,0.04070503138514086,0.9526177149563538,-22.936477696038,SHADOW,37.4723143157571,52.80480642650918,58.0852870691601,1.0,True,False,False,23.238182067871094
