step,s,n,V,chi,ax,ay,mode,gap,opp_V,speed_cap,speed_scale,planner_ok,collision,ot_ready,t_plan_ms
0,56.25875633545146,-0.0011898249898543347,50.191279300394434,-0.0005281062230939811,2.7658503521616002,-0.39579231232581735,FOLLOW,70.0,44.0,80.0,1.0,True,False,False,67.4901008605957
1,62.561771543171915,-0.008692964735077116,50.67463738356909,-0.0019020635349734196,4.721251430480663,-0.6832796710826118,FOLLOW,71.15235695308363,59.26550008009856,80.0,1.0,True,False,False,29.693126678466797
2,68.93887462191299,-0.02714277039193426,51.34799962041516,-0.0038558799716768696,5.853968073701806,-0.8798740293801592,FOLLOW,72.22330632282271,58.86552769936762,80.0,1.0,True,False,False,29.752254486083984
3,75.40692278646539,-0.05973660839906793,52.10650020086814,-0.00612263858163562,6.138833107445511,-0.9656546125413284,FOLLOW,73.15818530618088,58.270641682026636,80.0,1.0,True,False,False,27.91285514831543
4,81.9701860339295,-0.10792451586252677,52.862242839201286,-0.0084066494603667,5.985319170984181,-0.9266128854971056,FOLLOW,73.91881956130491,57.47877060078577,80.0,1.0,True,False,False,26.975393295288086
5,88.62771638874713,-0.17137022003958646,53.621772509561396,-0.010477488356038865,6.031848885360958,-0.808584568612484,FOLLOW,74.47206414294739,56.48114222965606,80.0,1.0,True,False,False,25.139570236206055
6,95.37813951919621,-0.24845956311666512,54.33585997221226,-0.01218720478401401,5.291515196032645,-0.6347447104304814,FOLLOW,74.79801203045508,55.293606119682444,80.0,1.0,True,False,False,30.640602111816406
7,102.2092078518398,-0.3366805251883134,54.905145875204155,-0.013493437781476568,3.771110487824331,-0.4597161616073778,FOLLOW,74.87183186947105,53.91830104618412,80.0,1.0,True,False,False,34.880638122558594
8,109.09641244407868,-0.4330227247149785,55.23855263499393,-0.0143462452613922,1.8811541484610979,-0.24221451931866841,FOLLOW,74.68174554257104,52.37990800628369,80.0,1.0,True,False,False,31.079530715942383
9,116.01648607250843,-0.5336360122298199,55.494445272050676,-0.014591605534929771,2.3640093137986002,0.07228249112107613,FOLLOW,74.23440560924249,50.704084694417915,80.0,1.0,True,False,False,27.708768844604492
10,122.97298694466522,-0.6337258447938328,55.80813260735716,-0.014062716681918618,2.513695539945138,0.44699616784887064,FOLLOW,73.54091774258885,48.91362802548079,80.0,1.0,True,False,False,25.110483169555664
11,129.96768157037818,-0.7275586151754629,56.08903973096069,-0.012686854639913123,1.8927956679852214,0.8387936954768257,FOLLOW,72.5844671165502,47.0413081163325,80.0,1.0,True,False,False,25.074481964111328
12,136.99065953507008,-0.8089870691915273,56.253129450673406,-0.010473118775335539,0.7835225742557832,1.2122233809451868,FOLLOW,71.35415405954822,45.121646265976125,80.0,1.0,True,False,False,52.0021915435791
13,144.0275112802185,-0.8721382369713764,56.337340161161904,-0.007509033764591118,0.6766925029543147,1.528993043792585,FOLLOW,69.8560890818633,43.19109762047301,80.0,1.0,True,False,False,27.792930603027344
14,151.0742453488625,-0.9120796122884914,56.40142566650706,-0.003911203811487143,0.2734674492798563,1.7987587918511927,FOLLOW,68.10687604819884,41.28587324115907,80.0,1.0,True,False,False,27.660608291625977
15,158.1241600862534,-0.9246744429089159,56.37966888674308,0.0002042264824553726,-0.6507791588761358,2.008337913647726,FOLLOW,66.11282156997842,39.444288915114214,80.0,1.0,True,False,False,25.23970603942871
16,165.16243242693005,-0.9066889079619874,56.21354227497767,0.0047406231770115125,-2.002246881474526,2.1813666523151514,FOLLOW,63.88981724464753,37.70914254556806,80.0,1.0,True,False,False,24.62601661682129
17,172.16754102888115,-0.8557587850762801,55.85418969626754,0.009592879894815724,-3.7060961336480247,2.2838374174281455,FOLLOW,61.46435184339478,36.11620261855458,80.0,1.0,True,False,False,27.13322639465332
18,179.11265478374125,-0.7707117353944924,55.267002474278165,0.014667857091891098,-5.6183496059960385,2.348746882811282,FOLLOW,58.886298462042674,34.70554584641717,80.0,1.0,True,False,False,25.569915771484375
19,185.96768043061195,-0.6511868598720895,54.433048170790755,0.019967085379470204,-7.630479705414418,2.417797244492923,FOLLOW,56.192152684052644,33.497716165620304,80.0,1.0,True,False,False,29.178857803344727
20,192.70106776871623,-0.49718609148974835,53.346907948165736,0.025526223542778323,-9.636720767029535,2.454604160609788,FOLLOW,53.443991337990354,32.42849903431357,80.0,1.0,True,False,False,24.193525314331055
21,199.28146825983674,-0.309181205802588,52.015651817697766,0.03133667901573256,-11.543500547929595,2.4324978657585965,FOLLOW,50.674084395868334,31.473857846726485,80.0,1.0,True,False,False,25.223970413208008
