step,s,n,V,chi,ax,ay,mode,gap,opp_V,speed_cap,speed_scale,planner_ok,collision,ot_ready,t_plan_ms
60,327.18604843263427,-3.690518476144421,28.889273628969118,-0.09963117481224315,5.492543505173738,13.629669412674323,FOLLOW,61.48216943735861,38.57295460187685,40.501602331970695,1.0,True,False,False,24.40619468688965
61,330.7992273452835,-3.969243291074832,29.603471959342713,-0.05503111616476557,5.805462844319967,11.577385117359395,FOLLOW,62.871400376593556,38.92813867287349,40.87454560651717,1.0,True,False,False,25.22587776184082
62,334.544360267365,-4.08693265661877,30.30738777618499,-0.011382992028348665,5.381629439771952,9.46215761592698,FOLLOW,64.13267433857311,39.20188144028819,41.161975512302604,1.0,True,False,False,25.742530822753906
63,338.3777828072272,-4.057128850182134,30.94214154444835,0.023786213914260133,4.874380117458968,7.464113956975146,FOLLOW,65.29410345263062,39.427002540501235,41.3983526675263,1.0,True,False,False,25.232791900634766
64,342.2859536822408,-3.907553638492386,31.612702568562362,0.05010780453699652,5.927967953498275,5.639029220575024,FOLLOW,66.39424553040749,39.610542649892594,41.59106978238722,1.0,True,False,False,24.933815002441406
65,346.28012520379065,-3.665811599877956,32.401281655294945,0.0684575134277379,6.515943273211942,3.987740573955904,FOLLOW,67.44095292717145,39.753570379212334,41.741248898172955,1.0,True,False,False,25.658607482910156
66,350.3689925643991,-3.3581577250784207,33.199140277521046,0.07979261757719029,6.1695590303430325,2.507912237064679,FOLLOW,68.41813908490298,39.884198847544425,41.87840878992165,1.0,True,False,False,25.772809982299805
67,354.54911313153735,-3.0094083130013565,33.917387214285654,0.0852374373433495,5.473857542320559,1.1909804190135453,FOLLOW,69.3166648374405,40.02688858695463,42.02823301630236,1.0,True,False,False,25.105953216552734
68,358.8163519825123,-2.6410183398426166,34.627063417224406,0.08609761035171093,5.908561595445628,0.031658948644467166,FOLLOW,70.14220388183509,40.20703079924908,42.21738233921154,1.0,True,False,False,26.32904052734375
69,363.17665856320514,-2.2696075405829705,35.36728247464749,0.08343010250328128,5.806866635058075,-0.9659233542306861,FOLLOW,70.90349608968023,40.426329895166226,42.44764638992454,1.0,True,False,False,25.987625122070312
70,367.6287348079674,-1.9095111878889808,36.043970986560296,0.07793722209759632,4.989875046189921,-1.8439140413493327,FOLLOW,71.5995434513701,40.69798043898152,42.7328794609306,1.0,True,False,False,25.62570571899414
71,372.16294501901535,-1.5736658024859305,36.66021096756491,0.07020301265684867,5.1312562713881595,-2.582023966716563,FOLLOW,72.23945763068224,41.04678924895917,43.09912871140713,1.0,True,False,False,25.594234466552734
72,376.78035259715386,-1.2721270484232348,37.32051212514513,0.060720076353962725,5.311207823427359,-3.192392002357821,FOLLOW,72.84248685864543,41.46024491763006,43.533257163511564,1.0,True,False,False,26.016712188720703
73,381.4822090302947,-1.0136695250180265,37.954606486297095,0.049754973906114,4.865532471421428,-3.6768016145787743,FOLLOW,73.4138614711527,41.90105403270142,43.99610673433649,1.0,True,False,False,26.305675506591797
74,386.2637874481496,-0.8066044405302787,38.58246133905565,0.03760266741147532,5.422089674301396,-4.022886496077263,FOLLOW,73.9543757205069,42.34165675307912,44.45873959073308,1.0,True,False,False,23.241281509399414
75,391.13310188761636,-0.6570781274774223,39.32273930005154,0.024720601135432244,6.279092396062743,-4.243517767703722,FOLLOW,74.46729546458573,42.75928013336048,44.897244140028505,1.0,True,False,False,23.750782012939453
76,396.1021050358449,-0.5693555385812681,40.14111431791125,0.011587031092511718,6.7090744088144385,-4.32356376868568,FOLLOW,74.93949222433889,43.13212099943531,45.28872704940708,1.0,True,False,False,24.584054946899414
77,401.17654686571274,-0.5461089618219396,40.99266739093438,-0.0014177259003275103,6.8403516450684245,-4.303609405065871,FOLLOW,75.35426678453746,43.45038783879091,45.622907230730455,1.0,True,False,False,24.074077606201172
78,406.3573602516954,-0.588449908729484,41.84327050347343,-0.013935166967652648,6.726187071958846,-4.145894535733105,FOLLOW,75.70328614443343,43.70736634108897,45.89273465814342,1.0,True,False,False,24.26743507385254
79,411.6417617510974,-0.6954092996060445,42.66537543106617,-0.02559618837536627,6.396154933103664,-3.8514608779813684,FOLLOW,75.97801601218521,43.90076168401226,46.09579976821288,1.0,True,False,False,23.374080657958984
80,417.02352247168903,-0.8636096653033708,43.42705652509281,-0.03600091376690295,5.791288790237167,-3.3862046695686567,FOLLOW,76.16591790532487,44.0339117194486,46.23560730542103,1.0,True,False,False,23.71811866760254
81,422.4932347414896,-1.0868599956372118,44.110701178881044,-0.04477491517294195,5.14889208707351,-2.7775817568879844,FOLLOW,76.24337582871203,44.11294375848196,46.31859094640606,1.0,True,False,False,24.05858039855957
82,428.04047912084314,-1.3563150097077659,44.70496063549668,-0.051557218028143115,4.377146322567242,-2.005267264819406,FOLLOW,76.17739411335805,44.15024377624076,46.357755965052796,1.0,True,False,False,24.002552032470703
83,433.6537880611345,-1.6601264841599284,45.203561938960924,-0.0558930100781422,3.6185013217322735,-1.022800500035605,FOLLOW,75.98370778935134,44.15658922813701,46.36441868954386,1.0,True,False,False,33.41507911682129
84,439.32159365337276,-1.9831672831859262,45.59944206296945,-0.057357424337531715,2.7541670121195847,0.11254077666597206,FOLLOW,75.7356199226428,44.14170500768847,46.348790258072896,1.0,True,False,False,23.192405700683594
85,445.03174760139734,-2.3074975327308334,45.89280489701523,-0.05555736688281495,1.9801055907031362,1.421626271518689,FOLLOW,75.53700620188187,44.114505409908126,46.32023068040353,1.0,True,False,False,26.93963050842285
86,450.77294049221996,-2.6125424149466117,46.087728128040425,-0.05012146510693988,1.191352398871329,2.8591647536421716,FOLLOW,75.46111986000847,44.08410856732986,46.28831399569635,1.0,True,False,False,24.261951446533203
87,456.5340076340908,-2.875636459308768,46.18971666119926,-0.04074743042460402,0.5098917618836492,4.407306874484387,FOLLOW,75.49229028491663,44.0579611972614,46.26085925712447,1.0,True,False,False,23.530960083007812
88,462.30492317129773,-3.072521235671562,46.216894524691845,-0.027155353052412016,0.018732813348480593,6.050838269030226,FOLLOW,75.59952117143814,44.0417320204837,46.243818621507884,1.0,True,False,False,24.142980575561523
89,468.0786098832525,-3.1776877139280355,46.210365173273985,-0.009070298069355956,-0.08368530353642577,7.764551523619584,FOLLOW,75.75582514559045,44.03973720775391,46.24172406814161,1.0,True,False,False,24.459362030029297
90,473.85385363039995,-3.1630658014019684,46.195836994778865,0.014387252242975334,-0.1248300490375916,9.51780722214404,FOLLOW,75.93385639779012,44.05535036902206,46.25811788747316,1.0,True,False,False,26.31998062133789
91,479.63073869540335,-2.9934994541841453,46.18839509110773,0.04452825803777065,-0.006412983416272555,11.3011617620071,FOLLOW,76.10248682714985,44.09981686797429,46.30480771137301,1.0,True,False,False,25.516986846923828
92,485.4041829227895,-2.629207377934879,46.198295698023216,0.0816444152333853,0.14140590798869007,13.07474139364631,FOLLOW,76.23094121032398,44.17972802307472,46.38871442422846,1.0,True,False,False,26.738882064819336
93,491.1627442255016,-2.030831430305994,46.22775427977319,0.12530941657379008,0.3039170078823141,14.797984239342295,FOLLOW,76.28666312576416,44.29285294915217,46.50749559660978,1.0,True,False,False,23.516416549682617
94,496.8826072379647,-1.1753485573527214,46.27947818751046,0.1684635389354218,0.49198495502304573,16.404130629169607,FOLLOW,76.23007396825659,44.45217804178925,46.674786943878715,1.0,True,False,False,25.928735733032227
95,502.5636556328681,-0.11351372413838612,46.34690174546856,0.19553468099206786,0.5654531486460843,17.784927474776246,FOLLOW,76.10114684686818,44.69170439355962,46.9262896132376,1.0,True,False,False,24.979829788208008
96,508.271229819156,1.0390807586990805,46.430398816017636,0.20025281654544194,0.7458796284769234,19.196603189633144,FOLLOW,75.97993639832129,45.011837268082324,47.26242913148644,1.0,True,False,False,25.63953399658203
97,514.0984014282989,2.147525613604766,46.540673868185,0.17961334806872947,0.988056149262876,20.471999200872652,FOLLOW,75.87081973843397,45.39541887168348,47.66518981526766,1.0,True,False,False,29.08921241760254
98,520.1136258978115,3.067201818601422,46.6808984775457,0.13711933665606876,1.2214381244661716,21.220712052560753,FOLLOW,75.71562982355272,45.8195441070577,48.11052131241059,1.0,True,False,False,25.284767150878906
99,526.2763713684586,3.7247928214135895,46.851943335737815,0.09107359206200297,1.472259046846359,21.443342247759386,FOLLOW,75.43937348594909,46.25947667164676,48.5724505052291,1.0,True,False,False,25.793075561523438
100,532.5303405707838,4.1230684959187895,47.05491959004744,0.04756049328694019,1.7523622094640614,21.615596783781886,FOLLOW,75.06734835114128,46.69258520523482,49.02721446549656,1.0,True,False,False,25.664329528808594
101,538.8408586608525,4.27503853099584,47.29138739464501,0.006537566957827798,1.9895625847335092,21.65285399764859,FOLLOW,74.65010946550126,47.099423129672,49.4543942861556,1.0,True,False,False,23.40865135192871
102,545.1797300052802,4.187735729533988,47.55269058137147,-0.03386564172380393,2.1585414824760893,21.16947171047707,FOLLOW,74.22395390873544,47.46434547584709,49.837562749639446,1.0,True,False,False,25.623321533203125
103,551.520857056551,3.8583533985620533,47.842461648352156,-0.07440012409250683,2.455219308090811,21.28319436483356,FOLLOW,73.8171759356652,47.776329294846384,50.165145759588704,1.0,True,False,False,25.429725646972656
104,557.8386052828823,3.282885853801834,48.16212984944108,-0.11578318432504482,2.6223206425782997,20.916244675870015,FOLLOW,73.44778253118989,48.02944285488287,50.43091499762702,1.0,True,False,False,25.222063064575195
105,564.0958406759997,2.4506905740393385,48.50142066558761,-0.1576069411351791,2.7676648807881152,20.15605652793339,FOLLOW,73.12970031148325,48.22301186311383,50.63416245626953,1.0,True,False,False,27.483224868774414
106,570.2401950065533,1.3984206523196379,48.85906616527167,-0.1839529000078288,2.946579733092095,19.364163459228934,FOLLOW,72.89447634063652,48.36109383877206,50.779148530710664,1.0,True,False,False,25.82097053527832
107,576.3074677172447,0.2667188694109983,49.2343169491719,-0.18249977954238567,3.016975366284972,18.175467974491642,FOLLOW,72.80519730866683,48.451370097114435,50.87393860197016,1.0,True,False,False,26.43728256225586
108,582.3949502208144,-0.7800474402163289,49.606840610199,-0.15485084195371834,2.9128929364354437,16.508478627089374,FOLLOW,72.84757748610366,48.50375132822074,50.92893889463178,1.0,True,False,False,28.311729431152344
109,588.5807292718865,-1.5877111889187252,49.9559642102843,-0.10526133495665096,2.6555739676967436,14.351122455114929,FOLLOW,72.9536510853087,48.52902114910626,50.95547220656158,1.0,True,False,False,26.128768920898438
110,594.8597785364718,-2.0730028875897784,50.26006753876325,-0.05461694748521566,2.213212863067058,11.849565701144416,FOLLOW,73.0339701067902,48.5373809071942,50.96424995255391,1.0,True,False,False,26.102066040039062
111,601.1760366597694,-2.290066943045902,50.50703417513695,-0.019250198000434635,1.7506159074161076,9.038440134877623,FOLLOW,73.03921713372063,48.536869748227005,50.96371323563836,1.0,True,False,False,25.923728942871094
112,607.5014355845431,-2.341475112489924,50.69342489101441,-0.0010353482614504535,1.2554581174782926,6.046416838296088,FOLLOW,72.99820241719863,48.53248581161801,50.95911010219891,1.0,True,False,False,26.340007781982422
113,613.8287185403938,-2.3311113019554974,50.8187867608982,0.0020240770167525945,0.7844140868835816,2.9438643579806003,FOLLOW,72.9248942732246,48.53003910662048,50.956541061951505,1.0,True,False,False,23.54907989501953
114,620.1648772224084,-2.3338726049237892,50.88343318658286,-0.0037819543440465527,0.30696552699455465,-0.1455003049660406,FOLLOW,72.8383712202916,48.53457367271224,50.96130235634786,1.0,True,False,False,26.65877342224121
115,626.5076335900543,-2.396211109952045,50.90593864674248,-0.01634196907120934,0.08851745918968024,-3.314580679834981,FOLLOW,72.7548104810802,48.5487203752949,50.97615639405964,1.0,True,False,False,26.467084884643555
116,632.8525101862662,-2.5603629681929654,50.91109440378197,-0.035134644027052755,0.0071534006385054055,-6.342404159105309,FOLLOW,72.68699396830016,48.575922250158285,51.0047183626662,1.0,True,False,False,25.37703514099121
117,639.2137566115246,-2.849356449184757,50.91481229493265,-0.05333482136217044,0.04421981022640852,-9.32081828895013,FOLLOW,72.64526938544452,48.6157765388899,51.0465653658344,1.0,True,False,False,25.389432907104492
118,645.6332680517038,-3.215029623220102,50.916373094101885,-0.05845159596177156,-0.017855034144357122,-12.011127507348807,FOLLOW,72.60906979672473,48.665606179322296,51.098886488288414,1.0,True,False,False,25.01988410949707
119,652.142424933951,-3.5561681479043226,50.91108853146452,-0.046227650190730635,-0.06527170745099191,-14.555319895732719,FOLLOW,72.52927546098522,48.72813465630137,51.164541389116444,1.0,True,False,False,22.839069366455078
120,658.7492689254257,-3.7612431469984586,50.903062683209555,-0.018048592261207745,-0.06291232787067944,-16.89910073839428,FOLLOW,72.3721953594943,48.81788575193805,51.258780039534955,1.0,True,False,False,23.402690887451172
121,665.3764328351617,-3.7815156824873437,50.90035484560563,0.007902942354735269,0.010118645662549691,-18.729930091971962,FOLLOW,72.1340087171352,48.9892653119175,51.43872857751337,1.0,True,False,False,25.48694610595703
122,671.9617537509635,-3.6836797211716212,50.906943589959724,0.019702086559666293,0.08705501364216198,-20.10476744993262,FOLLOW,71.90198279422066,49.237991779890976,51.699891368885524,1.0,True,False,False,22.70793914794922
123,678.5047395009195,-3.554360634756039,50.93107394807604,0.01903300206676575,0.27428421469468617,-20.748472791621115,FOLLOW,71.74589452691805,49.528359714824326,52.00477770056555,1.0,True,False,False,25.841236114501953
124,685.0241874648466,-3.457958020897072,50.97395515730999,0.011307176244519948,0.3818530872801464,-20.67797752736316,FOLLOW,71.66610446672485,49.80705842069443,52.29741134172916,1.0,True,False,False,25.60257911682129
125,691.5516926433905,-3.40836018221568,51.029915790792536,0.005182217796264734,0.5240791930870846,-20.805220844187335,FOLLOW,71.63215541296063,50.02376752313488,52.524955899291626,1.0,True,False,False,25.817155838012695
126,698.0988856583036,-3.3879192958846325,51.105136454648104,0.0019546430561776145,0.6454783071758183,-21.108463604940578,FOLLOW,71.6010508198217,50.24692490601108,52.75927115131164,1.0,True,False,False,23.112058639526367
127,704.6673700395468,-3.376500534848211,51.19080934288389,0.002181191697859868,0.705135453408474,-20.99163782783626,FOLLOW,71.55873731427812,50.44580683834078,52.96809718025782,1.0,True,False,False,25.20465850830078
128,711.2509409452101,-3.355241356225298,51.28016726859457,0.004501179499911434,0.7110721457371231,-20.680783797792277,FOLLOW,71.50020176410396,50.64918486987154,53.18164411336512,1.0,True,False,False,23.47278594970703
129,717.841896975685,-3.3199014118543944,51.35507237751907,0.0058047573300579,0.8422331944932354,-21.919227841420366,FOLLOW,71.4400688245064,50.96750612174336,53.515881427830536,1.0,True,False,False,25.400161743164062
130,724.4442214774085,-3.2890455939830963,51.5013667990672,0.0033610949064630416,1.4305382087948748,-23.315229062491845,FOLLOW,71.4019623797625,51.37125417774481,53.93981688663205,1.0,True,False,False,23.17667007446289
131,731.0689577285857,-3.2823123986340272,51.71184291170665,-0.0011854531020149537,1.8732038609251784,-23.968001589406224,FOLLOW,71.38802339319238,51.75470249494347,54.34243761969065,1.0,True,False,False,23.20718765258789
132,737.725231246673,-3.305195016424709,51.96450664852329,-0.00534692665007553,2.1140494621775057,-23.696305677375825,FOLLOW,71.38043650306417,52.07153020738665,54.67510671775599,1.0,True,False,False,23.044824600219727
133,744.4186353153622,-3.3466790853386224,52.22667554830224,-0.006599392258736332,2.036518106574064,-22.53443903402558,FOLLOW,71.35527639234272,52.403505492550345,55.023680767177865,1.0,True,False,False,24.532794952392578
