,s_opt,v_opt,n_opt,chi_opt,ax_opt,ay_opt,jx_opt,jy_opt,t_opt
552,1103.305967,65.537667,-3.094472,-0.037378,0.822969,0.925384,-1.065032,-0.945402,22.958724
553,1105.304709,65.562202,-3.166446,-0.034857,0.790580,0.896633,-2.491110,-0.757140,22.989136
554,1107.303452,65.585142,-3.234753,-0.034078,0.714648,0.873555,-3.879038,-0.570126,23.019617
555,1109.302195,65.605162,-3.303829,-0.034821,0.596159,0.856140,-5.013259,-0.386478,23.050163
556,1111.300937,65.621012,-3.373623,-0.034741,0.443271,0.844353,-5.871711,-0.204105,23.080660
557,1113.299680,65.631782,-3.441940,-0.033520,0.264590,0.838142,2.410191,-0.027215,23.111090
558,1115.298423,65.640938,-3.507073,-0.031779,0.337851,0.837315,1.680849,0.143997,23.141487
559,1117.297165,65.651985,-3.568854,-0.030213,0.388946,0.841692,0.954585,0.313168,23.171885
560,1119.295908,65.664271,-3.628464,-0.029723,0.418013,0.851228,-0.271079,0.480396,23.202335
561,1121.294651,65.676909,-3.688964,-0.030878,0.409736,0.865898,-1.469806,0.646907,23.232872
562,1123.293394,65.688729,-3.752064,-0.031743,0.364881,0.885640,-2.619809,0.813225,23.263389
563,1125.292136,65.698609,-3.814557,-0.030518,0.285257,0.910356,-3.674506,0.972432,23.293782
564,1127.290879,65.705586,-3.874367,-0.029878,0.173469,0.939940,-3.803720,1.125328,23.324205
565,1129.289622,65.709108,-3.935126,-0.030696,0.057426,0.974271,-4.504461,1.283338,23.354712
566,1131.288364,65.708776,-3.995505,-0.029086,-0.079339,1.013236,-5.440713,1.434359,23.385075
567,1133.287107,65.703865,-4.050850,-0.027073,-0.244395,1.056751,-6.359555,1.574508,23.415412
568,1135.285850,65.693462,-4.105153,-0.027296,-0.438227,1.104740,-7.245169,1.717605,23.445891
569,1137.284593,65.676741,-4.160043,-0.027370,-0.659045,1.157089,-8.074337,1.853399,23.476369
570,1139.283335,65.652851,-4.215308,-0.028178,-0.905609,1.213686,-8.893576,1.992414,23.506905
571,1141.282078,65.621119,-4.272141,-0.027845,-1.176676,1.274412,-9.688083,2.133665,23.537384
572,1143.280821,65.580968,-4.324777,-0.025038,-1.470555,1.339135,-10.354534,2.247776,23.567718
573,1145.279563,65.531274,-4.373640,-0.024648,-1.786519,1.407725,-11.029771,2.367093,23.598233
574,1147.278306,65.471508,-4.423691,-0.024653,-2.123688,1.480085,-11.715403,2.493298,23.628802
575,1149.277049,65.401330,-4.471004,-0.022905,-2.480801,1.556086,-12.250300,2.591854,23.659284
576,1151.275791,65.319496,-4.516692,-0.023282,-2.856461,1.635567,-12.832120,2.704960,23.689950
577,1153.274534,65.226031,-4.563279,-0.022297,-3.249318,1.718379,-13.365407,2.811776,23.720565
578,1155.273277,65.120419,-4.604893,-0.020120,-3.658026,1.804362,-13.693045,2.878444,23.751144
579,1157.272019,65.000807,-4.646415,-0.021814,-4.081284,1.893336,-14.173329,2.981557,23.782055
580,1159.270762,64.868400,-4.690705,-0.021011,-4.517763,1.985155,-14.629866,3.083571,23.812850
581,1161.269505,64.723101,-4.728136,-0.017154,-4.966042,2.079640,-14.809527,3.129833,23.843492
582,1163.268248,64.562201,-4.761382,-0.016763,-5.424692,2.176571,-15.018203,3.184829,23.874462
583,1165.266990,64.386002,-4.796098,-0.017496,-5.892339,2.275742,-15.244610,3.246803,23.905600
584,1167.265733,64.194904,-4.831049,-0.017451,-6.367583,2.376960,-15.426252,3.302333,23.936775
585,1169.264476,63.988683,-4.865365,-0.016492,-6.848981,2.480014,-15.580491,3.353647,23.967981
586,1171.263218,63.767431,-4.895888,-0.014002,-7.335049,2.584639,-15.617117,3.381376,23.999179
587,1173.261961,63.529967,-4.921327,-0.011723,-7.824318,2.690574,-15.593440,3.397469,24.030508
588,1175.260704,63.275866,-4.942949,-0.009874,-8.315323,2.797553,-15.540669,3.407526,24.061996
589,1177.259446,63.005262,-4.960629,-0.007848,-8.806549,2.905262,-15.353594,3.389261,24.093605
590,1179.258189,62.716417,-4.975665,-0.007796,-9.296502,3.013417,-15.155297,3.367757,24.125516
591,1181.256932,62.409774,-4.992561,-0.008662,-9.783633,3.121666,-15.063701,3.365304,24.157659
592,1183.255675,62.088616,-5.008093,-0.006119,-10.266213,3.229477,-14.797527,3.318103,24.189695
593,1185.254417,61.750506,-5.016766,-0.003279,-10.742509,3.336278,-14.369605,3.231139,24.221882
594,1187.253160,61.392747,-5.022964,-0.003093,-11.210853,3.441590,-14.034430,3.163889,24.254475
595,1189.251903,61.018746,-5.028336,-0.001667,-11.669662,3.545022,-13.694951,3.095090,24.287166
596,1191.250645,60.629847,-5.027995,0.002226,-12.117463,3.646226,-13.239902,2.996289,24.319865
597,1193.249388,60.224391,-5.019096,0.006719,-12.552662,3.744715,-12.649639,2.865717,24.352735
598,1195.248131,59.799554,-5.002629,0.009063,-12.973718,3.840104,-11.984028,2.717089,24.386021
599,1197.246873,59.353854,-4.985016,0.007976,-13.379086,3.932011,-11.425831,2.578409,24.419847
600,1199.245616,58.893520,-4.969172,0.008961,-13.766602,4.019460,-10.854653,2.424033,24.453762
601,1201.244359,58.420897,-4.946810,0.013648,-14.134343,4.101583,-10.050540,2.207484,24.487641
602,1203.243101,57.928269,-4.916726,0.015260,-14.480400,4.177590,-9.238518,1.977021,24.522073
603,1205.241844,57.417535,-4.886667,0.015189,-14.802664,4.246554,-8.508027,1.751150,24.556955
604,1207.240587,56.896475,-4.853193,0.019236,-15.099180,4.307584,-7.654079,1.485725,24.591807
605,1209.239329,56.361357,-4.809632,0.023984,-15.368049,4.359773,-6.681958,1.185682,24.626934
606,1211.238072,55.806929,-4.759772,0.025028,-15.607250,4.402219,-5.729346,0.883324,24.662732
607,1213.236815,55.237026,-4.709823,0.024821,-15.815075,4.434260,-4.780725,0.560071,24.699006
608,1215.235557,54.657818,-4.658295,0.027349,-15.989204,4.454660,-3.763826,0.199210,24.735429
609,1217.234300,54.069385,-4.599244,0.031977,-16.127125,4.461959,-2.676105,-0.194277,24.772073
610,1219.233043,53.469512,-4.531010,0.036365,-16.226362,4.454755,-1.558573,-0.604609,24.809156
611,1221.231786,52.858628,-4.454592,0.040017,-16.284933,4.432034,-0.509565,-0.959031,24.846735
612,1223.230528,52.236511,-4.371976,0.041910,-16.304387,4.395419,-3.988985,1.889600,24.884915
613,1225.229271,51.603720,-4.286342,0.044047,-16.458476,4.468412,-3.013036,1.587700,24.923543
614,1227.228014,50.962427,-4.193643,0.049762,-16.575461,4.530056,-1.699314,1.051134,24.962369
615,1229.226756,50.309750,-4.087907,0.056113,-16.642239,4.571362,-0.319781,0.462016,25.001666
616,1231.225499,49.643370,-3.971312,0.060219,-16.655039,4.589855,1.079870,-0.152021,25.041692
617,1233.224242,48.967659,-3.847255,0.063894,-16.611169,4.583679,2.522518,-0.804514,25.082317
618,1235.222984,48.286771,-3.714990,0.068732,-16.507448,4.550599,3.910712,-1.451847,25.123435
619,1237.221727,47.600798,-3.572734,0.073101,-16.344129,4.489967,2.642929,-0.825099,25.165197
620,1239.220470,46.906861,-3.423637,0.074565,-16.231528,4.454814,4.021336,-1.489598,25.207802
621,1241.219212,46.206740,-3.273499,0.074312,-16.057137,4.390216,5.462553,-2.194538,25.251168
622,1243.217955,45.505697,-3.123699,0.074482,-15.816848,4.293682,0.512808,1.290943,25.295156
623,1245.216698,44.799627,-2.973352,0.074576,-15.793940,4.351352,-0.889909,2.651571,25.339829
624,1247.215440,44.081594,-2.823227,0.074436,-15.834346,4.471745,1.031710,1.692385,25.385234
625,1249.214183,43.353876,-2.672266,0.076369,-15.786859,4.549640,2.801286,0.816687,25.431261
626,1251.212926,42.619709,-2.515179,0.080373,-15.656043,4.587778,4.212862,0.164571,25.477959
627,1253.211669,41.879947,-2.350006,0.084049,-15.455700,4.595605,4.015083,0.641498,25.525514
628,1255.210412,41.136657,-2.177506,0.088278,-15.261387,4.626650,3.618496,1.224849,25.573910
629,1257.209154,40.388534,-1.995717,0.092484,-15.082963,4.687046,4.401936,0.952325,25.623219
630,1259.207897,39.634889,-1.806981,0.095039,-14.861385,4.734983,5.681882,0.297329,25.673556
631,1261.206639,38.882024,-1.611593,0.101238,-14.570703,4.750194,7.374959,-0.688422,25.724715
632,1263.205382,38.133834,-1.398547,0.111931,-14.186953,4.714373,7.156167,-0.638112,25.776749
633,1265.204124,37.388198,-1.165475,0.118998,-13.805718,4.680378,3.258680,1.842706,25.830023
634,1267.202867,36.641007,-0.922154,0.123382,-13.628211,4.780754,3.366400,1.922811,25.884495
635,1269.201609,35.889177,-0.666860,0.131636,-13.441214,4.887563,4.999795,1.097536,25.940043
636,1271.200352,35.133819,-0.392644,0.140447,-13.157240,4.949900,5.944599,1.038233,25.996840
637,1273.199094,34.379139,-0.103274,0.146963,-12.811730,5.010244,8.129051,-0.370275,26.054962
638,1275.197837,33.631832,0.199593,0.154104,-12.328448,4.988231,2.041379,4.543246,26.114413
639,1277.196580,32.885358,0.518845,0.162986,-12.204219,5.264712,2.594555,4.376404,26.175269
640,1279.195323,32.128618,0.859591,0.175342,-12.042265,5.537890,4.996696,2.640266,26.237689
641,1281.194065,31.366965,1.228769,0.189119,-11.721973,5.707133,5.987919,2.068479,26.301790
642,1283.192808,30.609590,1.623437,0.200643,-11.328480,5.843062,3.986202,4.129866,26.367505
643,1285.191550,29.855570,2.039648,0.211028,-11.059977,6.121241,6.856549,1.872039,26.434863
644,1287.190293,29.109723,2.473994,0.219228,-10.587503,6.250241,9.523971,-0.253140,26.503771
645,1289.189037,28.389939,2.917562,0.223361,-9.918912,6.232470,3.514025,5.074011,26.573972
646,1291.187778,27.693748,3.359020,0.222181,-9.669124,6.593148,5.192848,3.947009,26.645055
647,1293.186508,27.011450,3.788575,0.218033,-9.295473,6.877154,5.656785,4.067608,26.717010
648,1295.185242,26.341749,4.212344,0.217630,-8.878576,7.176931,5.351041,4.884733,26.790709
649,1297.184006,25.689319,4.636295,0.218747,-8.476246,7.544200,6.892639,3.987549,26.865896
650,1299.182773,25.077779,5.040277,0.209566,-7.963447,7.840866,2.389602,9.369583,26.940294
651,1301.181489,24.511763,5.391688,0.185027,-7.791751,8.514083,2.376195,9.940677,27.012145
652,1303.180191,23.967006,5.681111,0.154873,-7.623811,9.216653,6.261783,5.561169,27.082821
653,1305.178911,23.436766,5.920319,0.128646,-7.175095,9.615163,9.783389,1.254523,27.154481
654,1307.177656,22.938673,6.118605,0.106507,-6.460335,9.706816,10.291764,0.435738,27.227539
655,1309.176415,22.489089,6.279655,0.085412,-5.699289,9.739038,5.905308,6.276435,27.301486
656,1311.175154,22.077330,6.406428,0.067274,-5.255356,10.210870,4.804609,7.249133,27.376662
657,1313.173893,21.680059,6.513596,0.060465,-4.878658,10.779228,7.062913,3.502714,27.455065
658,1315.172638,21.306251,6.621386,0.063410,-4.303598,11.064417,8.499817,1.040623,27.536485
659,1317.171378,20.981650,6.734474,0.066505,-3.605946,11.149830,4.817706,6.342094,27.618563
660,1319.170116,20.703730,6.847717,0.066399,-3.213250,11.666781,5.270552,5.178029,27.700074
661,1321.168858,20.461622,6.955808,0.063452,-2.787992,12.084573,6.288275,2.646629,27.780760
662,1323.167602,20.256520,7.058031,0.061423,-2.278906,12.298839,3.961717,5.696262,27.861718
663,1325.166345,20.082619,7.161243,0.064017,-1.953336,12.766952,5.134578,2.220509,27.943897
664,1327.165088,19.938811,7.270840,0.068586,-1.529293,12.950335,3.476343,4.496329,28.026483
665,1329.163832,19.823735,7.389025,0.075592,-1.240422,13.323963,2.968019,4.284570,28.109579
666,1331.162576,19.730034,7.523395,0.086852,-0.991178,13.683766,2.427621,4.695690,28.193555
667,1333.161318,19.656568,7.671783,0.094674,-0.791037,14.070894,3.547472,-0.651177,28.275999
668,1335.160059,19.604732,7.820877,0.095088,-0.507904,14.018922,4.569723,-7.426062,28.355811
669,1337.158803,19.579042,7.961894,0.088748,-0.152242,13.440951,2.283881,1.240104,28.433641
670,1339.157545,19.574052,8.082875,0.074370,0.019546,13.534229,1.569618,5.832445,28.508859
671,1341.156287,19.579815,8.178731,0.058741,0.135915,13.966635,1.877839,2.501962,28.582997
672,1343.155030,19.595306,8.256628,0.048059,0.276866,14.154433,1.992275,-0.040637,28.658058
673,1345.153774,19.621305,8.318463,0.035636,0.424555,14.151420,1.598476,-5.084662,28.732188
674,1347.152516,19.655971,8.355906,0.016408,0.539511,13.785749,1.892836,-5.452946,28.804105
675,1349.151259,19.699958,8.365040,-0.002409,0.676456,13.391234,4.010613,-0.233313,28.876454
676,1351.150003,19.761551,8.351465,-0.014945,0.975522,13.373836,5.542866,2.352789,28.951023
677,1353.148745,19.852001,8.323048,-0.021850,1.397980,13.553157,6.046697,1.774795,29.027239
678,1355.147487,19.974205,8.284776,-0.030891,1.852622,13.686601,5.128387,-2.423903,29.102428
679,1357.146230,20.119956,8.227801,-0.050752,2.219718,13.513095,5.662870,-2.831639,29.174009
680,1359.144975,20.289373,8.138002,-0.075842,2.616470,13.314705,6.259613,-2.637068,29.244071
681,1361.143717,20.490238,8.011512,-0.099435,3.059509,13.128060,4.382767,-6.589795,29.314848
682,1363.142459,20.720177,7.848542,-0.122105,3.372852,12.656927,4.574897,-6.712243,29.386342
683,1365.141203,20.974802,7.648727,-0.145243,3.702148,12.173788,4.911407,-6.321956,29.458321
684,1367.139948,21.254984,7.409640,-0.169806,4.056856,11.717209,5.763385,-4.684321,29.530542
685,1369.138690,21.568890,7.125465,-0.192054,4.480669,11.372744,7.470583,-1.511158,29.604078
686,1371.137434,21.930131,6.797072,-0.207533,5.047154,11.258155,5.523823,-3.555930,29.679907
687,1373.136177,22.334183,6.436672,-0.219876,5.471524,10.984969,1.547354,-8.152866,29.756732
688,1375.134907,22.751567,6.051519,-0.238836,5.588315,10.369611,2.880371,-5.365201,29.832210
689,1377.133577,23.170286,5.629101,-0.268614,5.800120,9.975086,6.199214,0.633319,29.905744
690,1379.132175,23.617112,5.142334,-0.299052,6.259499,10.022017,2.452613,-1.987564,29.979847
691,1381.130906,24.111288,4.579012,-0.313830,6.450223,9.867457,-0.577500,-3.641137,30.057610
692,1383.129745,24.626345,3.974387,-0.314927,6.403943,9.575661,2.384602,1.729971,30.137749
693,1385.128494,25.143452,3.360928,-0.315816,6.593684,9.713314,2.375456,3.857694,30.217318
694,1387.127204,25.673915,2.736580,-0.311895,6.782098,10.019295,-0.211415,2.527454,30.296635
695,1389.125958,26.210191,2.119426,-0.297265,6.765360,10.219393,-1.704005,-0.596212,30.375805
696,1391.124701,26.731378,1.533058,-0.280810,6.632789,10.173008,-0.086640,-3.632399,30.453605
697,1393.123433,27.236477,0.976352,-0.268247,6.626188,9.896256,-0.938083,-3.975689,30.529795
698,1395.122171,27.729706,0.439632,-0.260901,6.555989,9.598745,0.212085,0.876400,30.604627
699,1397.120911,28.213951,-0.087687,-0.255434,6.571635,9.663401,-0.262709,3.804295,30.678402
700,1399.119653,28.690853,-0.600453,-0.244343,6.552543,9.939880,1.026245,2.559819,30.751078
701,1401.118396,29.161284,-1.085201,-0.229786,6.625811,10.122637,0.965104,1.475648,30.822472
702,1403.117138,29.629048,-1.541997,-0.216627,6.693598,10.226283,0.084472,0.992083,30.892710
703,1405.115881,30.089525,-1.967285,-0.198877,6.699406,10.294503,-0.852693,0.929247,30.961474
704,1407.114624,30.535411,-2.342610,-0.172625,6.642412,10.356614,0.589501,0.191921,31.028314
705,1409.113367,30.972202,-2.662370,-0.147300,6.681064,10.369198,0.352624,-0.706637,31.093881
706,1411.112109,31.407172,-2.940534,-0.128967,6.703982,10.323271,5.468756,-1.817106,31.158875
707,1413.110853,31.846386,-3.182589,-0.110245,7.053175,10.207244,2.096749,-1.873693,31.222727
708,1415.109595,32.290232,-3.380406,-0.087735,7.183909,10.090418,-1.530027,-2.313110,31.285078
709,1417.108338,32.729317,-3.534475,-0.067435,7.089776,9.948107,4.457306,-3.276247,31.346602
710,1419.107081,33.168764,-3.651876,-0.049725,7.360871,9.748845,-0.393515,-4.106078,31.407422
711,1421.105823,33.608794,-3.733563,-0.032121,7.337309,9.502991,-5.565197,-4.932424,31.467297
712,1423.104566,34.034116,-3.782348,-0.017407,7.007289,9.210495,-10.411040,-5.771824,31.526598
713,1425.103309,34.426490,-3.803783,-0.003310,6.397817,8.872607,6.646867,-6.588229,31.585139
714,1427.102052,34.804959,-3.793676,0.013865,6.779627,8.494167,2.143301,-7.250268,31.642581
715,1429.100795,35.194944,-3.750232,0.028404,6.901815,8.080834,-2.871893,-7.804856,31.699590
716,1431.099538,35.582294,-3.682897,0.038319,6.738708,7.637564,-7.821038,-8.327662,31.756384
717,1433.098280,35.949206,-3.597261,0.046484,6.298486,7.168826,-12.299407,-8.769163,31.812671
718,1435.097023,36.281857,-3.496970,0.052568,5.611425,6.678969,-5.698438,-9.147115,31.868533
719,1437.095766,36.584133,-3.386102,0.057206,5.295573,6.171965,-1.608449,-9.435482,31.923960
720,1439.094509,36.873816,-3.267652,0.058868,5.206843,5.651456,0.720794,-9.637050,31.979125
721,1441.093252,37.161406,-3.150090,0.056053,5.246504,5.121191,-4.668150,-9.836652,32.034149
722,1443.091995,37.440533,-3.039911,0.052762,4.991973,4.584848,-10.107070,-9.983430,32.088674
723,1445.090737,37.695297,-2.935502,0.049986,4.446341,4.045890,-8.497236,-10.033290,32.142659
724,1447.089480,37.921586,-2.838091,0.045929,3.990525,3.507676,-13.656261,-10.043304,32.196302
725,1449.088223,38.114543,-2.748983,0.042644,3.264070,2.973415,-15.708354,-9.978963,32.249498
726,1451.086965,38.265055,-2.665381,0.040048,2.434245,2.446256,-3.046910,-9.842739,32.302325
727,1453.085708,38.388788,-2.587415,0.037643,2.274102,1.928932,22.078710,-9.627924,32.354884
728,1455.084451,38.537617,-2.512912,0.036853,3.426867,1.426243,14.780768,-9.313523,32.407095
729,1457.083194,38.735113,-2.438727,0.037440,4.193054,0.943460,6.031791,-8.932700,32.458932
730,1459.081936,38.959179,-2.363199,0.037772,4.503858,0.483178,-4.115564,-8.495631,32.510460
731,1461.080679,39.184629,-2.288252,0.036991,4.292905,0.047713,-14.263513,-8.059762,32.561717
732,1463.079422,39.384367,-2.213828,0.038414,3.568066,-0.361866,30.358863,-7.546674,32.612535
733,1465.078165,39.603345,-2.134688,0.040265,5.101661,-0.743090,20.253238,-6.995741,32.663051
734,1467.076907,39.886173,-2.055723,0.037895,6.122362,-1.095654,8.116297,-6.499332,32.713448
735,1469.075650,40.202786,-1.983744,0.034227,6.528611,-1.420968,-3.435519,-6.042617,32.763501
736,1471.074393,40.522210,-1.917877,0.031728,6.358300,-1.720522,4.606715,-5.595545,32.813074
737,1473.073136,40.839631,-1.855249,0.031807,6.584262,-1.994987,-6.534060,-5.133990,32.862125
738,1475.071878,41.152179,-1.790705,0.032332,6.266426,-2.244719,-8.293154,-4.663130,32.910768
739,1477.070621,41.446100,-1.728919,0.028612,5.864556,-2.470685,3.063786,-4.225923,32.959226
740,1479.069364,41.731896,-1.676520,0.024398,6.012009,-2.674069,-0.039554,-3.812990,33.007354
741,1481.068107,42.018851,-1.630517,0.021386,6.010121,-2.856093,-5.259597,-3.405570,33.055092
742,1483.066849,42.298028,-1.591508,0.017622,5.760628,-3.017639,0.458433,-3.013186,33.102527
743,1485.065592,42.569942,-1.559919,0.014048,5.782226,-3.159602,6.076641,-2.634756,33.149641
744,1487.064335,42.847188,-1.535185,0.010717,6.066596,-3.282901,3.309196,-2.268354,33.196438
745,1489.063077,43.132553,-1.516419,0.008407,6.220309,-3.388266,1.952163,-1.906760,33.242889
746,1491.061820,43.421779,-1.502055,0.005422,6.310426,-3.476287,0.092606,-1.550842,33.289051
747,1493.060563,43.711523,-1.495646,0.001092,6.314677,-3.547471,-2.165883,-1.202106,33.334951
748,1495.059305,43.997068,-1.497254,-0.002592,6.215966,-3.602257,-2.985705,-0.858536,33.380526
749,1497.058048,44.275370,-1.505598,-0.005670,6.080821,-3.641118,-4.119974,-0.521348,33.425791
750,1499.056791,44.544381,-1.518660,-0.006901,5.895739,-3.664539,-4.247352,-0.189359,33.470714
751,1501.055533,44.803350,-1.532826,-0.007676,5.706126,-3.672992,-5.373668,0.137239,33.515356
752,1503.054276,45.051394,-1.549416,-0.008654,5.467546,-3.666899,-9.192207,0.458769,33.559754
753,1505.053019,45.283258,-1.564899,-0.006008,5.062744,-3.646696,-1.303267,0.771417,33.603792
754,1507.051762,45.503289,-1.571138,-0.000094,5.005782,-3.612980,11.817380,1.068577,33.647498
755,1509.050505,45.732153,-1.565116,0.006059,5.519693,-3.566510,5.591092,1.353448,33.690986
756,1511.049247,45.976179,-1.546956,0.012431,5.761576,-3.507957,-5.355525,1.628958,33.734248
757,1513.047990,46.219364,-1.516303,0.017995,5.530913,-3.437797,-12.922465,1.895493,33.777318
758,1515.046733,46.444735,-1.476113,0.022567,4.976575,-3.356486,-20.578761,2.155717,33.820215
759,1517.045475,46.638388,-1.425782,0.028419,4.098291,-3.264482,-26.337093,2.395693,33.862895
760,1519.044218,46.789135,-1.364824,0.031632,2.975829,-3.162380,-6.488047,2.578019,33.905514
761,1521.042960,46.910089,-1.302341,0.030790,2.699268,-3.052488,21.861553,2.666058,33.948140
762,1523.041703,47.044565,-1.241495,0.030526,3.628464,-2.939171,20.867409,2.669584,33.990644
763,1525.040446,47.216995,-1.180216,0.030644,4.512438,-2.826084,22.358693,2.620944,34.033005
764,1527.039188,47.427320,-1.119192,0.030694,5.455940,-2.715484,5.379527,2.519746,34.075204
765,1529.037931,47.661322,-1.058040,0.030123,5.681982,-2.609607,-11.650860,2.362795,34.117222
766,1531.036674,47.889094,-1.000921,0.026305,5.193980,-2.510640,-28.105627,2.157856,34.159108
767,1533.035417,48.081193,-0.952462,0.022976,4.022351,-2.420686,6.548474,2.026015,34.200795
768,1535.034159,48.253603,-0.906702,0.023209,4.293874,-2.336681,-9.108550,1.993943,34.242258
769,1537.032902,48.423351,-0.860728,0.021945,3.917276,-2.254240,5.676490,1.970399,34.283604
770,1539.031645,48.589735,-0.820417,0.018482,4.151386,-2.172976,12.047711,1.969856,34.324846
771,1541.030388,48.770333,-0.785317,0.017273,4.646030,-2.092100,-2.124380,1.979585,34.365903
772,1543.029130,48.958501,-0.750592,0.017264,4.559179,-2.011169,-1.192259,1.984822,34.406786
773,1545.027873,49.143365,-0.717906,0.014862,4.510577,-1.930258,10.102584,1.976804,34.447551
774,1547.026616,49.334872,-0.691202,0.012397,4.920847,-1.849979,-3.125264,1.957332,34.488161
775,1549.025358,49.531245,-0.667180,0.011681,4.794507,-1.770853,-16.333517,1.934450,34.528587
776,1551.024101,49.711203,-0.645984,0.008742,4.136257,-1.692893,-20.866827,1.909825,34.568887
777,1553.022844,49.860474,-0.631671,0.006623,3.298332,-1.616203,10.322366,1.876297,34.609043
778,1555.021587,50.000645,-0.616920,0.008406,3.711171,-1.541161,1.798466,1.829883,34.649038
779,1557.020329,50.150168,-0.599405,0.008212,3.782937,-1.468141,1.991144,1.783394,34.688942
780,1559.019072,50.302334,-0.585368,0.006105,3.862199,-1.397149,12.041615,1.741320,34.728749
781,1561.017815,50.465068,-0.574779,0.004322,4.340015,-1.328053,9.775036,1.702205,34.768429
782,1563.016557,50.644353,-0.568215,0.002347,4.726602,-1.260733,2.433367,1.664668,34.807978
783,1565.015300,50.832346,-0.563571,0.003112,4.822414,-1.195188,-4.570550,1.625392,34.847352
784,1567.014043,51.017964,-0.555140,0.004843,4.643159,-1.131441,8.412298,1.583451,34.886572
785,1569.012786,51.206042,-0.546786,0.002715,4.972249,-1.069496,4.974088,1.541791,34.925692
786,1571.011528,51.403697,-0.545424,-0.001126,5.166194,-1.009380,3.230024,1.501089,34.964683
787,1573.010271,51.606621,-0.549313,-0.002005,5.291546,-0.951125,3.944155,1.459444,35.003492
788,1575.009014,51.813983,-0.551937,-0.000632,5.443913,-0.894745,8.500391,1.417896,35.042123
789,1577.007756,52.029846,-0.553136,-0.001207,5.771138,-0.840163,3.884511,1.378462,35.080618
790,1579.006499,52.253941,-0.556942,-0.002053,5.920054,-0.787318,0.478420,1.339853,35.118954
791,1581.005242,52.480121,-0.559825,-0.000621,5.938304,-0.736207,-0.491408,1.299813,35.157101
792,1583.003985,52.705421,-0.560461,-0.000744,5.919631,-0.686814,-0.979470,1.260013,35.195100
793,1585.002727,52.928794,-0.563665,-0.002168,5.882555,-0.639119,-1.022397,1.221327,35.232953
794,1587.001470,53.149701,-0.567975,-0.001865,5.844035,-0.593104,-0.580261,1.181855,35.270630
795,1589.000213,53.368619,-0.571670,-0.002389,5.822258,-0.548749,-0.863329,1.142262,35.308160
796,1590.998955,53.585752,-0.578752,-0.004750,5.789972,-0.506032,-4.783182,1.103366,35.345557
797,1592.997698,53.798058,-0.590203,-0.006416,5.611842,-0.464941,-9.307992,1.063138,35.382798
798,1594.996441,53.999824,-0.604192,-0.007758,5.266564,-0.425504,0.195883,1.023604,35.419892
799,1596.995183,54.194560,-0.620624,-0.008206,5.273802,-0.387682,8.127098,0.988305,35.456843
800,1598.993926,54.394059,-0.635188,-0.005958,5.572763,-0.351326,2.862121,0.954155,35.493629
801,1600.992669,54.600326,-0.645581,-0.005439,5.677712,-0.316339,-2.497224,0.919509,35.530297
802,1602.991411,54.806268,-0.658951,-0.007938,5.586399,-0.282717,-4.615824,0.885648,35.566863
803,1604.990154,55.006564,-0.675678,-0.007968,5.418374,-0.250477,5.106295,0.852805,35.603264
804,1606.988897,55.206320,-0.689553,-0.006137,5.603464,-0.219566,3.086281,0.821241,35.639512
805,1608.987640,55.410789,-0.701050,-0.005583,5.714972,-0.189894,-0.891374,0.790198,35.675642
806,1610.986382,55.616010,-0.712590,-0.006110,5.682873,-0.161439,-5.235983,0.758482,35.711652
807,1612.985125,55.816644,-0.726465,-0.008108,5.494908,-0.134210,-7.397546,0.726506,35.747551
808,1614.983868,56.008420,-0.744404,-0.009185,5.230359,-0.108229,5.398869,0.695695,35.783313
809,1616.982610,56.198060,-0.761283,-0.007418,5.422577,-0.083460,5.091806,0.665969,35.818916
810,1618.981352,56.393733,-0.774667,-0.006590,5.603303,-0.059822,0.198009,0.636936,35.854409
811,1620.980095,56.592175,-0.788759,-0.007460,5.610311,-0.037279,-4.200626,0.608654,35.889802
812,1622.978837,56.787367,-0.803870,-0.007394,5.462209,-0.015820,-9.128278,0.579781,35.925059
813,1624.977579,56.973613,-0.817831,-0.006606,5.141548,0.004547,-1.802805,0.549879,35.960188
814,1626.976322,57.152586,-0.830637,-0.006364,5.078406,0.023806,7.983686,0.520465,35.995212
815,1628.975065,57.334767,-0.843323,-0.006202,5.357160,0.041978,3.554048,0.492300,36.030127
816,1630.973807,57.523459,-0.856223,-0.007223,5.480913,0.059120,-0.671120,0.465133,36.064948
817,1632.972550,57.713443,-0.873565,-0.010252,5.457601,0.075277,-4.657957,0.439503,36.099684
818,1634.971293,57.899398,-0.895393,-0.010521,5.296515,0.090477,-6.700164,0.413716,36.134267
819,1636.970036,58.077774,-0.913628,-0.007824,5.065843,0.104720,3.208809,0.386898,36.168695
820,1638.968778,58.253689,-0.927887,-0.006996,5.176072,0.118011,4.839738,0.361764,36.203047
821,1640.967521,58.433833,-0.941910,-0.006652,5.341856,0.130403,0.965065,0.338071,36.237302
822,1642.966264,58.616877,-0.954979,-0.007057,5.374823,0.141951,-0.728254,0.314807,36.271462
823,1644.965006,58.799691,-0.971657,-0.009730,5.349996,0.152684,-1.936447,0.292890,36.305554
824,1646.963749,58.980035,-0.991077,-0.008188,5.284317,0.162618,-3.737508,0.270761,36.339471
825,1648.962491,59.156406,-1.003004,-0.004619,5.158065,0.171764,-0.599375,0.247641,36.373251
