,s_opt,v_opt,n_opt,chi_opt,ax_opt,ay_opt,jx_opt,jy_opt,t_opt
275,549.654240,43.548860,5.093728,-0.055119,-0.377768,15.904135,0.160953,-2.155097,12.446238
276,551.652983,43.533022,4.977478,-0.071544,-0.370961,15.812960,0.629138,2.916811,12.488545
277,553.651726,43.517875,4.829665,-0.088965,-0.344317,15.936497,0.158229,-2.222380,12.530898
278,555.650469,43.503329,4.649328,-0.105236,-0.337568,15.841675,-0.543461,-8.467569,12.573565
279,557.649211,43.488306,4.438633,-0.120478,-0.360947,15.477447,-1.257017,-14.005263,12.616579
280,559.647954,43.471499,4.198038,-0.135812,-0.415377,14.871034,2.966853,5.883641,12.659878
281,561.646697,43.456278,3.926924,-0.153849,-0.286750,15.126119,2.805745,2.860390,12.703233
282,563.645440,43.446472,3.618161,-0.175116,-0.164926,15.250318,1.921042,-2.154472,12.746653
283,565.644182,43.441064,3.266142,-0.192625,-0.080134,15.155221,0.870752,-7.366491,12.790793
284,567.642925,43.438336,2.880618,-0.202458,-0.040871,14.823055,-0.192052,-12.273526,12.835884
285,569.641668,43.436264,2.476033,-0.206887,-0.049658,14.261528,1.140967,-9.934633,12.881635
286,571.640410,43.435188,2.062677,-0.207653,0.003036,13.802699,4.006784,-2.621635,12.927820
287,573.639153,43.439662,1.648609,-0.204404,0.189387,13.680769,4.674900,-1.813357,12.974329
288,575.637896,43.453609,1.243705,-0.196597,0.407767,13.596062,5.187383,-1.653677,13.021042
289,577.636638,43.478340,0.857380,-0.185668,0.650269,13.518755,5.290710,-2.553031,13.067791
290,579.635381,43.514459,0.495328,-0.172435,0.897242,13.399578,4.349154,-5.695664,13.114471
291,581.634124,43.560933,0.162191,-0.157841,1.099676,13.134470,4.057361,-7.280660,13.161017
292,583.632867,43.616305,-0.141790,-0.144400,1.287873,12.796763,8.869172,1.962841,13.207401
293,585.631609,43.685324,-0.419294,-0.131185,1.697914,12.887510,7.887630,-0.757735,13.253633
294,587.630352,43.771905,-0.668954,-0.117510,2.061249,12.852606,6.748264,-3.652650,13.299697
295,589.629095,43.873605,-0.891400,-0.104088,2.370938,12.684980,5.614820,-6.403687,13.345589
296,591.627837,43.987771,-1.085750,-0.089644,2.627431,12.392451,4.497878,-8.969274,13.391270
297,593.626580,44.112048,-1.251640,-0.076783,2.832201,11.984116,3.392649,-11.376460,13.436796
298,595.625323,44.244135,-1.394934,-0.066182,2.986238,11.467591,2.320931,-13.645514,13.482199
299,597.624065,44.381463,-1.516320,-0.054938,3.091128,10.850908,1.283195,-15.741124,13.527392
300,599.622808,44.521931,-1.615234,-0.044354,3.148900,10.142213,0.285263,-17.674470,13.572414
301,601.621551,44.663450,-1.694159,-0.034396,3.161694,9.349491,-0.659339,-19.457230,13.617265
302,603.620293,44.803889,-1.752135,-0.023607,3.132270,8.481179,-1.539560,-21.001976,13.661892
303,605.619036,44.941882,-1.790200,-0.015456,3.063694,7.545690,-2.346251,-22.320125,13.706435
304,607.617779,45.076056,-1.817167,-0.012058,2.959157,6.551218,-3.070491,-23.525420,13.750990
305,609.616522,45.204486,-1.839243,-0.009680,2.822751,5.506111,-3.746373,-24.622154,13.795414
306,611.615264,45.325485,-1.854347,-0.004911,2.657311,4.418795,-4.347973,-25.535362,13.839574
307,613.614007,45.437989,-1.857490,0.001933,2.466370,3.297408,-4.838686,-26.174173,13.883489
308,615.612750,45.541484,-1.847980,0.006752,2.254200,2.149704,-5.218509,-26.591502,13.927338
309,617.611492,45.635337,-1.833014,0.007814,2.025308,0.983359,-5.530258,-26.871486,13.971200
310,619.610235,45.718758,-1.818030,0.006909,1.783028,-0.193876,-5.769676,-27.023777,14.015010
311,621.608978,45.791199,-1.805884,0.005229,1.530775,-1.375367,-5.929691,-27.025305,14.058730
312,623.607720,45.852300,-1.796865,0.003935,1.272259,-2.553588,-5.996913,-26.815266,14.102327
313,625.606463,45.902006,-1.790765,0.001739,1.011177,-3.721019,-5.971815,-26.418318,14.145863
314,627.605206,45.940339,-1.790678,-0.001598,0.751426,-4.870113,-5.855745,-25.830862,14.189359
315,629.603948,45.967479,-1.798196,-0.006501,0.496791,-5.993363,-5.640810,-25.025194,14.232844
316,631.602691,45.983763,-1.818733,-0.014453,0.251163,-7.083079,-5.372934,-24.131260,14.276389
317,633.601434,45.989604,-1.855038,-0.020986,0.017744,-8.131425,-5.035753,-23.073789,14.319832
318,635.600176,45.985649,-1.900908,-0.025222,-0.200377,-9.130854,-4.597050,-21.722832,14.363147
319,637.598919,45.972617,-1.957681,-0.032542,-0.399957,-10.073947,-4.116741,-20.253531,14.406561
320,639.597662,45.951372,-2.031029,-0.040234,-0.578698,-10.953313,-3.588465,-18.654545,14.449979
321,641.596405,45.922926,-2.116802,-0.046128,-0.734195,-11.761665,-2.992047,-16.792654,14.493312
322,643.595147,45.888186,-2.216765,-0.054902,-0.864253,-12.491601,-2.364568,-14.816770,14.536780
323,645.593890,45.848387,-2.335439,-0.063296,-0.967029,-13.135617,-1.712335,-12.751688,14.580245
324,647.592633,45.804979,-2.464977,-0.066902,-1.041058,-13.686909,-1.026581,-10.502036,14.623478
325,649.591375,45.759130,-2.598595,-0.068577,-1.085329,-14.139802,-0.349744,-8.220122,14.666602
326,651.590118,45.712009,-2.735384,-0.070248,-1.100409,-14.494223,-0.595769,-9.209470,14.709718
327,653.588861,45.664117,-2.874048,-0.070519,-1.126039,-14.890427,0.081874,-6.858873,14.752740
328,655.587603,45.615960,-3.009904,-0.068142,-1.122532,-15.184216,0.827566,-4.002795,14.795573
329,657.586346,45.568778,-3.138744,-0.064228,-1.087192,-15.355153,1.529139,-1.238456,14.838278
330,659.585089,45.523871,-3.258448,-0.058895,-1.022081,-15.407886,1.242136,-2.789003,14.880857
331,661.583831,45.481464,-3.367348,-0.054137,-0.969175,-15.526679,1.709887,-0.891953,14.923451
332,663.582574,45.441408,-3.472354,-0.054596,-0.895720,-15.564996,1.997352,0.194697,14.966410
333,665.581317,45.404639,-3.582178,-0.057156,-0.809590,-15.556600,2.729158,3.890637,15.009532
334,667.580059,45.372441,-3.693196,-0.056341,-0.692593,-15.389812,3.453185,7.904881,15.052401
335,669.578802,45.346044,-3.798878,-0.052717,-0.545324,-15.052691,2.970890,5.675354,15.095048
336,671.577545,45.325583,-3.894812,-0.046459,-0.419290,-14.811924,-0.361610,-10.834352,15.137471
337,673.576287,45.307511,-3.976924,-0.039603,-0.434596,-15.270534,0.263044,-6.561667,15.179800
338,675.575030,45.289285,-4.048504,-0.035207,-0.423421,-15.549297,0.860600,-1.993661,15.222284
339,677.573773,45.272016,-4.113911,-0.032857,-0.386733,-15.634289,1.331899,2.154940,15.264915
340,679.572516,45.256627,-4.178353,-0.034444,-0.329499,-15.541688,1.465844,3.853381,15.307887
341,681.571258,45.243744,-4.250366,-0.039155,-0.266083,-15.374979,0.550141,-3.528821,15.351150
342,683.570001,45.232796,-4.329796,-0.041680,-0.242392,-15.526939,0.862372,1.010472,15.394212
343,685.568744,45.223243,-4.409150,-0.039939,-0.205614,-15.483845,1.110286,5.858444,15.436860
344,687.567486,45.215507,-4.482637,-0.036760,-0.158426,-15.234859,0.255358,-5.493809,15.479360
345,689.566229,45.208977,-4.552087,-0.035746,-0.147527,-15.469371,0.096997,-4.635383,15.522047
346,691.564972,45.202756,-4.621510,-0.035976,-0.143379,-15.667628,0.123773,-0.983738,15.564817
347,693.563714,45.196777,-4.689005,-0.033564,-0.138122,-15.709416,0.134133,2.590336,15.607296
348,695.562457,45.191061,-4.748715,-0.029073,-0.132456,-15.599976,0.072093,2.600392,15.649545
349,697.561200,45.185483,-4.802747,-0.028183,-0.129384,-15.489184,0.410534,-0.865346,15.692151
350,699.559942,45.180324,-4.858501,-0.028972,-0.111826,-15.526194,0.405408,0.415301,15.734920
351,701.558685,45.175936,-4.912922,-0.027499,-0.094588,-15.508536,0.430976,0.813920,15.777440
352,703.557428,45.172304,-4.964191,-0.026123,-0.076264,-15.473931,0.457523,3.630305,15.819956
353,705.556171,45.169487,-5.011776,-0.022804,-0.056910,-15.320361,0.603868,4.294167,15.862259
354,707.554913,45.167630,-5.049159,-0.016509,-0.031559,-15.140088,1.800660,-6.290223,15.904240
355,709.553656,45.167897,-5.075165,-0.011361,0.044220,-15.404804,2.206875,-8.372680,15.946323
356,711.552399,45.171748,-5.094248,-0.009037,0.137672,-15.759352,1.527536,-2.000272,15.988669
357,713.551141,45.179005,-5.111735,-0.009664,0.202795,-15.844629,0.852728,3.224392,16.031302
358,715.549884,45.188479,-5.132968,-0.012438,0.239340,-15.706442,2.079571,-4.548494,16.074159
359,717.548627,45.200655,-5.160186,-0.015611,0.328519,-15.901497,1.660739,-2.264244,16.117042
360,719.547369,45.216260,-5.193509,-0.018852,0.399695,-15.998538,0.580869,4.029255,16.159900
361,721.546112,45.233816,-5.231647,-0.019968,0.424443,-15.826874,-0.672074,10.842083,16.202505
362,723.544855,45.251081,-5.266969,-0.016319,0.396163,-15.370655,-0.185555,9.036937,16.244583
363,725.543598,45.267561,-5.293280,-0.011934,0.388368,-14.991010,3.927018,-7.145099,16.286594
364,727.542340,45.287461,-5.313798,-0.009665,0.554195,-15.292727,3.547848,-4.817917,16.328821
365,729.541083,45.313927,-5.329696,-0.006614,0.703506,-15.495489,1.863038,2.487477,16.370906
366,731.539826,45.345097,-5.338575,-0.002896,0.781705,-15.391079,-0.132403,10.627042,16.412880
367,733.538569,45.377835,-5.341045,0.000309,0.776140,-14.944417,4.089706,-3.238188,16.454911
368,735.537311,45.414147,-5.337915,0.002683,0.948367,-15.080785,4.522942,-4.027163,16.497023
369,737.536054,45.458307,-5.332078,0.002981,1.139678,-15.251126,2.083459,4.844509,16.539321
370,739.534797,45.508113,-5.325476,0.004858,1.227356,-15.047254,2.535517,3.901227,16.581404
371,741.533539,45.561550,-5.311750,0.009606,1.333186,-14.884421,4.584340,-2.003503,16.623143
372,743.532282,45.621963,-5.291770,0.009506,1.526856,-14.969060,4.474588,-1.495148,16.665389
373,745.531025,45.690923,-5.276909,0.006453,1.717100,-15.032629,6.058509,-6.135860,16.707905
374,747.529767,45.768056,-5.263382,0.008868,1.970546,-15.289311,6.028786,-6.577907,16.749738
375,749.528510,45.855474,-5.242767,0.011661,2.221958,-15.563622,3.192652,1.039892,16.791440
376,751.527253,45.951642,-5.220892,0.010883,2.356090,-15.519934,-0.198676,9.959324,16.833453
377,753.525995,46.050059,-5.200163,0.011145,2.347777,-15.103184,-3.584694,18.310115,16.875298
378,755.524738,46.144609,-5.176685,0.013580,2.198680,-14.341619,7.372072,-11.153941,16.916891
379,757.523481,46.241321,-5.146055,0.019645,2.502024,-14.800578,5.248032,-6.530165,16.958039
380,759.522224,46.348072,-5.101357,0.027004,2.716724,-15.067731,4.111631,-5.490038,16.998949
381,761.520967,46.463649,-5.045749,0.030276,2.886349,-15.294222,1.809808,-1.488993,17.040204
382,763.519709,46.584145,-4.985641,0.033099,2.960940,-15.355590,-0.876488,3.172048,17.081419
383,765.518452,46.704363,-4.917433,0.038818,2.925137,-15.226018,-2.730785,5.030623,17.122267
384,767.517195,46.821881,-4.838317,0.042994,2.813288,-15.019972,-6.577868,12.507095,17.163225
385,769.515937,46.932222,-4.753838,0.044386,2.542239,-14.504601,-10.329621,19.538708,17.204431
386,771.514680,47.027900,-4.666051,0.047275,2.118097,-13.702328,5.629779,-20.256624,17.245492
387,773.513423,47.119774,-4.571917,0.049006,2.349638,-14.535440,1.689572,-13.271679,17.286620
388,775.512165,47.218390,-4.477983,0.047137,2.419512,-15.084302,-2.756228,-6.063505,17.327976
389,777.510908,47.315749,-4.387834,0.045868,2.305939,-15.334155,-6.873341,-0.040426,17.369182
390,779.509651,47.404527,-4.298650,0.046109,2.024092,-15.335812,3.304624,-4.772484,17.410188
391,781.508393,47.489603,-4.207324,0.049520,2.158526,-15.529960,-2.073200,1.692285,17.450868
392,783.507136,47.574998,-4.105927,0.056529,2.074887,-15.461688,-7.481590,7.877399,17.491212
393,785.505879,47.652838,-3.990993,0.062107,1.772122,-15.142906,-8.386809,-3.207355,17.531679
394,787.504621,47.717974,-3.867496,0.065235,1.431030,-15.273349,13.087555,1.235842,17.572350
395,789.503364,47.786746,-3.737337,0.069976,1.961625,-15.223246,5.772351,7.476759,17.612891
396,791.502107,47.870676,-3.595648,0.076985,2.194746,-14.921291,-1.672354,13.580137,17.653277
397,793.500849,47.958211,-3.440249,0.082776,2.127000,-14.371172,-3.099933,-0.144483,17.693786
398,795.499592,48.042108,-3.274906,0.086871,2.000994,-14.377045,-5.353520,-12.282117,17.734434
399,797.498335,48.119005,-3.101422,0.090977,1.783435,-14.876174,2.453676,-6.754662,17.775073
400,799.497078,48.193750,-2.920480,0.092823,1.883465,-15.151544,13.930370,-8.631772,17.815840
401,801.495820,48.282519,-2.738613,0.091337,2.453694,-15.504879,7.795247,-4.118835,17.856775
402,803.494563,48.389118,-2.559526,0.091355,2.771741,-15.672928,1.208028,1.030599,17.897575
403,805.493306,48.502665,-2.377238,0.094444,2.820794,-15.631079,-5.406681,5.876920,17.938181
404,807.492048,48.612973,-2.189113,0.095313,2.600784,-15.391933,-8.604448,5.599916,17.978873
405,809.490791,48.711944,-2.002417,0.092802,2.249642,-15.163404,1.134673,-0.331708,18.019683
406,811.489534,48.804279,-1.819060,0.094006,2.295741,-15.176881,12.601248,-2.776048,18.060311
407,813.488276,48.907279,-1.627006,0.101724,2.804693,-15.289002,7.770760,0.581220,18.100700
408,815.487019,49.026973,-1.417751,0.109376,3.118736,-15.265513,2.399414,4.640463,18.141113
409,817.485762,49.155352,-1.196317,0.113139,3.215989,-15.077427,-2.135187,8.128208,18.181645
410,819.484504,49.283899,-0.967728,0.117258,3.129479,-14.748102,1.605591,-3.913322,18.222161
411,821.483247,49.411835,-0.727173,0.124782,3.194443,-14.906439,7.467009,-0.921900,18.262622
412,823.481990,49.547293,-0.469684,0.132590,3.496770,-14.943765,7.825094,1.645234,18.303110
413,825.480732,49.695470,-0.198691,0.136925,3.813974,-14.877073,6.468003,4.416859,18.343647
414,827.479475,49.855325,0.077517,0.137249,4.076063,-14.698097,1.950541,7.735409,18.384168
415,829.478218,50.021845,0.354058,0.138090,4.154985,-14.385112,-1.861600,10.832177,18.424629
416,831.476961,50.188456,0.638254,0.144152,4.079654,-13.946778,1.046765,-4.614015,18.465095
417,833.475703,50.354400,0.937482,0.150072,4.122012,-14.133488,9.547193,-1.897573,18.505561
418,835.474446,50.528449,1.243059,0.150696,4.507144,-14.210036,5.603660,0.874818,18.545901
419,837.473189,50.714399,1.548356,0.150617,4.732689,-14.174825,2.183764,3.361927,18.586151
420,839.471931,50.906209,1.854823,0.150379,4.820382,-14.039821,5.249920,3.976517,18.626307
421,841.470674,51.102990,2.157638,0.147643,5.030133,-13.880946,5.512344,3.743019,18.666261
422,843.469417,51.307346,2.453274,0.143688,5.249306,-13.732122,6.224790,5.654781,18.706021
423,845.468159,51.519071,2.737007,0.136230,5.494642,-13.509252,4.139221,7.603976,18.745434
424,847.466902,51.736977,3.001128,0.126668,5.656413,-13.212069,2.518298,9.271188,18.784516
425,849.465645,51.959596,3.249184,0.119719,5.754672,-12.850325,1.280702,10.314927,18.823534
426,851.464387,52.183554,3.483204,0.111947,5.804300,-12.450616,-0.626213,11.851219,18.862285
427,853.463130,52.405127,3.695620,0.100334,5.780346,-11.997274,-1.219460,13.300517,18.900538
428,855.461873,52.623947,3.883555,0.088756,5.733996,-11.491744,0.404653,14.598929,18.938546
429,857.460615,52.842168,4.052169,0.080244,5.749375,-10.936891,-2.084551,15.893287,18.976552
430,859.459358,53.058352,4.205531,0.072681,5.670452,-10.335152,-2.283423,17.141692,19.014414
431,861.458101,53.269517,4.341672,0.063626,5.584771,-9.691944,1.824320,18.167904,19.051937
432,863.456843,53.479724,4.460147,0.055816,5.653020,-9.012268,-0.469262,18.967725,19.089347
433,865.455586,53.691585,4.567821,0.051908,5.635406,-8.300297,-0.132932,19.763219,19.126883
434,867.454329,53.902334,4.669521,0.048873,5.630432,-7.560879,4.863121,20.553905,19.164297
435,869.453072,54.114369,4.762840,0.044140,5.810686,-6.799040,3.127461,21.240888,19.201363
436,871.451814,54.329715,4.844497,0.037599,5.925457,-6.019544,0.838540,21.778247,19.238060
437,873.450557,54.545926,4.911468,0.030022,5.955976,-5.226929,-1.258231,22.037521,19.274455
438,875.449300,54.761651,4.964835,0.024324,5.910227,-4.425655,-3.437045,22.078245,19.310815
439,877.448042,54.975016,5.010831,0.022204,5.784816,-3.620062,-5.919028,22.062975,19.347303
440,879.446785,55.182310,5.055526,0.022465,5.568675,-2.814403,-8.516270,22.072026,19.383819
441,881.445528,55.378891,5.100918,0.022454,5.259454,-2.012981,-2.308171,22.019729,19.420129
442,883.444270,55.566768,5.144510,0.021045,5.176346,-1.220136,1.501464,21.862592,19.456135
443,885.443013,55.752440,5.183681,0.018008,5.229925,-0.439978,2.887654,21.574051,19.491819
444,887.441756,55.939407,5.215103,0.013767,5.332158,0.323821,4.984097,21.053030,19.527223
445,889.440498,56.131143,5.239151,0.011004,5.508464,1.068543,2.647915,20.390661,19.562597
446,891.439241,56.327824,5.260212,0.010358,5.602211,1.790454,0.536136,19.720333,19.598001
447,893.437984,56.525834,5.280725,0.010213,5.621128,2.486292,-1.565712,19.159394,19.633286
448,895.436726,56.720656,5.298610,0.006892,5.566598,3.153573,-3.732517,18.638421,19.668114
449,897.435469,56.908842,5.304488,-0.001537,5.438952,3.790974,-1.106404,17.803103,19.702312
450,899.434212,57.093676,5.292964,-0.009452,5.401222,4.398090,2.615775,16.713673,19.736414
451,901.432955,57.281519,5.271115,-0.011638,5.491440,4.974542,0.630355,15.799510,19.770904
452,903.431697,57.471500,5.248237,-0.011868,5.513204,5.520058,-1.254792,15.147768,19.805431
453,905.430440,57.658274,5.221632,-0.016324,5.470530,6.035221,-0.754543,14.372122,19.839440
454,907.429183,57.842765,5.183853,-0.021670,5.445024,6.521047,-1.306178,13.384143,19.873243
455,909.427925,58.027871,5.139802,-0.021871,5.400437,6.977919,-3.121288,12.557706,19.907379
456,911.426668,58.210119,5.097833,-0.021240,5.294056,7.405916,0.270769,11.862744,19.941461
457,913.425411,58.388678,5.054013,-0.023658,5.303180,7.805682,-1.537661,11.058254,19.975161
458,915.424153,58.566565,5.005659,-0.024646,5.251349,8.178435,2.795452,10.313791,20.008869
459,917.422896,58.745096,4.957505,-0.024453,5.345542,8.525959,2.645288,9.674974,20.042564
460,919.421639,58.924692,4.907344,-0.027415,5.433689,8.848354,1.258923,8.942923,20.075886
461,921.420381,59.106147,4.850329,-0.029789,5.475569,9.145851,0.078877,8.164063,20.109152
462,923.419124,59.289342,4.792235,-0.028589,5.478207,9.418928,-0.879874,7.513092,20.142601
463,925.417867,59.470644,4.736098,-0.029370,5.449010,9.668239,-1.751857,6.849844,20.175785
464,927.416610,59.649733,4.676243,-0.030666,5.391125,9.894572,-2.720582,6.132702,20.208827
465,929.415352,59.827484,4.617497,-0.027960,5.300666,10.098484,-1.143969,5.506301,20.242077
466,931.414095,60.002155,4.564641,-0.026268,5.262834,10.280581,-0.684474,4.928612,20.275147
467,933.412838,60.174053,4.511665,-0.027815,5.240430,10.441906,-1.749895,4.353250,20.307880
468,935.411580,60.344004,4.454976,-0.029847,5.183369,10.583858,-2.878564,3.776430,20.340488
469,937.410323,60.511428,4.394895,-0.030882,5.089541,10.706951,-1.071760,3.209170,20.373083
470,939.409066,60.676663,4.333819,-0.030984,5.054626,10.811497,-1.918790,2.673378,20.405660
471,941.407808,60.839902,4.272594,-0.031062,4.992274,10.898370,-2.431081,2.152435,20.438156
472,943.406551,61.000873,4.211851,-0.029865,4.913261,10.968327,-2.974671,1.661223,20.470657
473,945.405294,61.158369,4.153963,-0.029370,4.816964,11.022105,-4.047351,1.193913,20.503030
474,947.404037,61.311350,4.094889,-0.030404,4.686663,11.060542,-5.193512,0.733837,20.535224
475,949.402779,61.460042,4.035593,-0.028645,4.518887,11.084248,-5.697719,0.288959,20.567529
476,951.401522,61.602931,3.981684,-0.026172,4.334980,11.093575,-7.113716,-0.131366,20.599806
477,953.400265,61.738222,3.930262,-0.026153,4.106971,11.089364,-8.643017,-0.530043,20.631858
478,955.399008,61.864621,3.876978,-0.028504,3.831745,11.072486,-3.206590,-0.932641,20.663702
479,957.397750,61.984588,3.817513,-0.031872,3.730000,11.042893,1.391399,-1.315031,20.695432
480,959.396493,62.104105,3.753225,-0.032417,3.774319,11.001006,-0.384673,-1.660215,20.727285
481,961.395236,62.224545,3.690883,-0.030213,3.762024,10.947941,-2.129245,-1.969631,20.759247
482,963.393978,62.343603,3.633475,-0.027473,3.694025,10.885039,-3.806617,-2.297440,20.791183
483,965.392721,62.459265,3.581133,-0.025550,3.572850,10.811906,-3.669881,-2.637209,20.823016
484,967.391464,62.570470,3.530533,-0.026141,3.456739,10.728467,-1.590491,-2.959303,20.854655
485,969.390206,62.678525,3.476641,-0.028644,3.406658,10.635286,-3.258588,-3.232170,20.886142
486,971.388949,62.784108,3.417763,-0.030779,3.304121,10.533580,-4.875662,-3.459879,20.917609
487,973.387692,62.886035,3.356768,-0.029952,3.150127,10.424302,-6.458798,-3.690665,20.949193
488,975.386434,62.982649,3.300619,-0.026078,2.945382,10.307308,-4.478700,-3.957154,20.980893
489,977.385177,63.073239,3.251088,-0.025004,2.804251,10.182611,-5.421629,-4.222422,21.012405
490,979.383920,63.158250,3.198829,-0.028198,2.634773,10.050620,-6.882403,-4.432826,21.043664
491,981.382663,63.237398,3.140824,-0.029598,2.419208,9.911779,0.646382,-4.619477,21.074986
492,983.381405,63.313694,3.082963,-0.028694,2.439508,9.766702,-1.224153,-4.775331,21.106391
493,985.380148,63.389473,3.025994,-0.029166,2.401181,9.617189,-3.071885,-4.936554,21.137701
494,987.378891,63.462747,2.965476,-0.032772,2.305534,9.463484,-4.776214,-5.102877,21.168837
495,989.377633,63.532148,2.896378,-0.036670,2.156975,9.304764,-6.502050,-5.238941,21.199941
496,991.376376,63.596274,2.821957,-0.038134,1.954133,9.141327,-0.196158,-5.381830,21.231137
497,993.375119,63.657038,2.744690,-0.040420,1.948024,8.973718,-2.148480,-5.496460,21.262281
498,995.373861,63.716636,2.661760,-0.042725,1.881145,8.802621,-3.353595,-5.582468,21.293409
499,997.372604,63.773788,2.577165,-0.041637,1.776339,8.628158,-5.222264,-5.686998,21.324661
500,999.371347,63.826717,2.495877,-0.040579,1.613246,8.450552,5.807278,-5.797282,21.355891
501,1001.370089,63.879664,2.413550,-0.042954,1.793746,8.270363,3.504627,-5.847717,21.386973
502,1003.368832,63.937203,2.326326,-0.043655,1.902848,8.088319,1.325444,-5.901812,21.418104
503,1005.367575,63.997135,2.240604,-0.043062,1.944146,7.904431,-0.581968,-5.997300,21.449262
504,1007.366318,64.057040,2.151678,-0.047818,1.926130,7.718777,-2.677910,-6.049619,21.480218
505,1009.365060,64.115360,2.050935,-0.052777,1.843265,7.531578,-4.371380,-6.070707,21.511162
506,1011.363803,64.170483,1.944317,-0.054215,1.707542,7.343094,-4.885788,-6.119062,21.542210
507,1013.362546,64.221010,1.833597,-0.058248,1.556267,7.153634,-6.749731,-6.153978,21.573172
508,1015.361288,64.265882,1.711576,-0.064488,1.347674,6.963452,-1.165166,-6.154056,21.604076
509,1017.360031,64.307091,1.579265,-0.067655,1.311562,6.772719,1.706112,-6.150350,21.635069
510,1019.358774,64.348650,1.443706,-0.067955,1.364553,6.581691,-0.217313,-6.151324,21.666129
511,1021.357516,64.390926,1.308125,-0.067830,1.357804,6.390642,-2.469737,-6.155613,21.697187
512,1023.356259,64.431829,1.171138,-0.070318,1.281246,6.199827,-4.586712,-6.148150,21.728186
513,1025.355002,64.469313,1.026490,-0.074460,1.139185,6.009405,-4.830513,-6.121474,21.759158
514,1027.353744,64.502332,0.875914,-0.075411,0.989314,5.819480,-6.675066,-6.094903,21.790184
515,1029.352487,64.529834,0.726516,-0.073817,0.782038,5.630220,1.627930,-6.072874,21.821236
516,1031.351230,64.554892,0.580371,-0.072296,0.832568,5.441722,2.659266,-6.048743,21.852275
517,1033.349972,64.581994,0.436113,-0.072336,0.915047,5.254114,1.368555,-6.014243,21.883291
518,1035.348715,64.611026,0.290727,-0.072593,0.957484,5.067625,8.468639,-5.970846,21.914299
519,1037.347458,64.644783,0.146832,-0.070860,1.220052,4.882500,5.754148,-5.921023,21.945304
520,1039.346201,64.685348,0.006572,-0.069776,1.398341,4.699040,2.962305,-5.863284,21.976289
521,1041.344943,64.730069,-0.133165,-0.069604,1.490072,4.517478,0.215893,-5.800846,22.007255
522,1043.343686,64.776274,-0.270731,-0.067353,1.496752,4.338004,-2.448995,-5.733798,22.038194
523,1045.342429,64.821364,-0.402205,-0.064229,1.421062,4.160793,-5.037647,-5.657365,22.069100
524,1047.341171,64.862861,-0.529177,-0.063100,1.265434,3.986020,-7.643813,-5.576456,22.099993
525,1049.339914,64.898282,-0.654605,-0.061649,1.029470,3.813875,-10.198884,-5.492755,22.130863
526,1051.338657,64.925175,-0.774729,-0.058472,0.715024,3.644526,8.462865,-5.386476,22.161695
527,1053.337399,64.951257,-0.890358,-0.057911,0.976071,3.478374,5.868446,-5.272617,22.192541
528,1055.336142,64.984142,-1.006649,-0.057418,1.157013,3.315803,3.358659,-5.161586,22.223374
529,1057.334885,65.021336,-1.118431,-0.054412,1.260368,3.156967,0.912860,-5.026784,22.254147
530,1059.333628,65.060584,-1.226177,-0.054118,1.288481,3.002158,-1.552442,-4.883882,22.284943
531,1061.332370,65.099526,-1.335692,-0.054585,1.240675,2.851764,-3.981412,-4.751534,22.315737
532,1063.331113,65.135732,-1.442049,-0.051270,1.118468,2.705918,-4.887202,-4.605131,22.346432
533,1065.329856,65.167730,-1.540360,-0.047736,0.968611,2.564711,1.489117,-4.443879,22.377095
534,1067.328598,65.198165,-1.634380,-0.046501,1.014321,2.428300,-0.315618,-4.283427,22.407791
535,1069.327341,65.229145,-1.726673,-0.045676,1.004635,2.296845,-2.500070,-4.114407,22.438480
536,1071.326084,65.258811,-1.817948,-0.045933,0.927877,2.170523,-4.715866,-3.940937,22.469183
537,1073.324826,65.285081,-1.911099,-0.046806,0.783063,2.049505,-6.832083,-3.773299,22.499891
538,1075.323569,65.305863,-2.003901,-0.045550,0.573772,1.933916,-1.281917,-3.597179,22.530524
539,1077.322312,65.322814,-2.092453,-0.043248,0.534562,1.823887,-3.182743,-3.410547,22.561112
540,1079.321055,65.337676,-2.176951,-0.041370,0.437210,1.719567,0.893223,-3.217866,22.591699
541,1081.319797,65.351477,-2.258468,-0.040466,0.464550,1.621071,-1.087201,-3.019772,22.622308
542,1083.318540,65.365207,-2.339963,-0.041121,0.431221,1.528497,-2.998060,-2.827596,22.652964
543,1085.317283,65.377008,-2.422751,-0.041183,0.339395,1.441892,0.134863,-2.637862,22.683593
544,1087.316025,65.387450,-2.503971,-0.040127,0.343519,1.361225,-1.466880,-2.442513,22.714173
545,1089.314768,65.397269,-2.583274,-0.039221,0.298664,1.286537,5.172506,-2.251486,22.744751
546,1091.313511,65.408810,-2.660527,-0.037992,0.456723,1.217737,3.463630,-2.063721,22.775309
547,1093.312253,65.424378,-2.735085,-0.036761,0.562529,1.154696,2.095065,-1.876111,22.805857
548,1095.310996,65.442535,-2.807469,-0.035614,0.626512,1.097399,3.685336,-1.689754,22.836396
549,1097.309739,65.463376,-2.877343,-0.034412,0.739009,1.045819,2.344580,-1.499403,22.866922
550,1099.308481,65.487081,-2.946301,-0.034979,0.810733,0.999950,0.823951,-1.308972,22.897514
551,1101.307224,65.512329,-3.018843,-0.037350,0.835999,0.959811,-0.426556,-1.127022,22.928178
