step,s,n,V,chi,ax,ay,mode,gap,opp_V,opp_s,opp_n,shadow_side,speed_cap,speed_scale,planner_ok,collision,ot_ready,t_plan_ms
47,2246.109572167711,-0.6693706140210411,68.30631783004037,-0.036606424931099044,1.3303323886298282,-0.9841629229601624,FOLLOW,80.88800144402694,66.90472064035632,2318.473077754852,1.0705234204617486,right,80.0,1.0,True,False,False,24.34515953063965
48,2254.661404465251,-0.9415545678846253,68.43966486349393,-0.026864023308809576,0.8364416332783056,0.027697738078357514,FOLLOW,80.72060797513586,67.0421296594901,2326.830180142847,1.0392070533570246,right,80.0,1.0,True,False,False,24.98602867126465
49,2263.2329544988083,-1.1191609049269915,68.55890857682955,-0.015045557180481266,1.175261319855384,1.0221408378183452,FOLLOW,80.54261680017999,67.14887992723492,2335.204021265431,1.0211356498257667,right,80.0,1.0,True,False,False,28.564929962158203
50,2271.8255011101846,-1.1962804659866437,68.75361802221978,-0.003752631396111433,1.9270996279459012,0.7524021507872014,FOLLOW,80.35452059819363,67.17371949022622,2343.587475097002,1.0075063684581973,right,80.0,1.0,True,False,False,71.9153881072998
51,2280.446313350149,-1.1837387827807953,69.00081609853109,0.005902047947182486,1.7842550013478886,0.4343956147291475,FOLLOW,80.14093308079418,67.07230023182011,2351.966434190979,0.9897592581476204,right,80.0,1.0,True,False,False,37.52422332763672
52,2289.0907592865747,-1.095458373317743,69.14540633199252,0.013855482231448446,0.6144288073418878,0.10360585584260368,FOLLOW,79.87656317167921,66.80874941192383,2360.322876521828,0.9608644928312355,right,80.0,1.0,True,False,False,23.547649383544922
53,2297.7432585041915,-0.9460853728056222,69.21457027691058,0.020092518869713062,0.8125447742668742,-0.21852207292380915,FOLLOW,79.5445209797681,66.35372853682198,2368.6352802663428,0.9152001575923046,right,80.0,1.0,True,False,False,24.290084838867188
54,2306.404623756106,-0.7504095532807036,69.32608273136688,0.0245726363795297,0.8288569532395567,-0.5891318455665995,FOLLOW,79.13467659784283,65.6846071930941,2376.8779351020344,0.8483311664514779,right,80.0,1.0,True,False,False,25.285959243774414
55,2315.0758504737883,-0.5238280022868258,69.40592425532317,0.02723828182122259,0.4579033856694673,-0.9765492531385535,FOLLOW,78.61781134665216,64.78956633005912,2385.022435102758,0.7566774669574058,right,80.0,1.0,True,False,False,23.113727569580078
56,2323.753416402987,-0.282308882034357,69.4700534072105,0.028046658030535118,0.5521783943746029,-1.3888885914787465,FOLLOW,77.96564913417205,63.666313923336396,2393.0414996079603,0.6377375516897402,right,80.0,1.0,True,False,False,23.699045181274414
57,2332.4383086196676,-0.04216438281488957,69.53262736253583,0.02695069948943641,0.5258042252540812,-1.8291995011360125,FOLLOW,77.15508523430663,62.31899264352445,2400.9085016372937,0.48994015127606705,right,80.0,1.0,True,False,False,25.54178237915039
58,2341.131483886401,0.17998526873159576,69.60049253212948,0.02395579386191046,0.5375773336640747,-2.237597876842337,FOLLOW,76.15441193280958,60.757030937674784,2408.592720552477,0.3124200431384111,right,80.0,1.0,True,False,False,22.799968719482422
59,2349.8341018891947,0.36819885773834105,69.66698574052892,0.019274641437359536,0.4312490935494151,-2.622024607255768,FOLLOW,74.93926405188404,59.00019568493863,2416.070747938285,0.10504277040541565,right,80.0,1.0,True,False,False,23.32162857055664
60,2358.5436143264114,0.5109920390611017,69.68553410322913,0.013658463096428874,-0.1744678782797997,-2.9609866121342483,FOLLOW,73.48718496634228,57.076479385202894,2423.321286855537,-0.13134651056849653,right,80.0,1.0,True,False,False,25.87413787841797
61,2367.250062073521,0.6018482842367411,69.60013259320135,0.007399143783358599,-1.221758485577843,-3.256231520569946,FOLLOW,71.77672877846317,55.008670211238254,2430.3203431048746,-0.3954600187040729,right,80.0,1.0,True,False,False,25.541067123413086
62,2375.936555395084,0.6354692470804024,69.3570847067054,0.0005636452393720359,-2.667030160156169,-3.5115694355785534,FOLLOW,69.8005661369516,52.84172444847481,2437.0506282104725,-0.6849365525546456,right,80.0,1.0,True,False,False,24.02663230895996
63,2384.579873292639,0.6076016877574587,68.91071422698658,-0.006748810645609814,-4.4428916914652286,-3.6816817995231754,FOLLOW,67.5724015030637,50.608763277040225,2443.5089568981475,-0.9970784747820358,right,80.0,1.0,True,False,False,27.84562110900879
64,2393.1516126555034,0.5157950448807351,68.22514004731264,-0.014359743822299063,-6.466691672757037,-3.7213029496562497,FOLLOW,65.1079210257185,48.35057409285145,2449.6877943183576,-1.32808028183939,right,80.0,1.0,True,False,False,28.458118438720703
65,2401.61991916042,0.36013406079263177,67.2833117829434,-0.02205258001018078,-8.529874749731304,-3.6303543095878155,FOLLOW,62.43287177742695,46.111089689895365,2455.5844844329304,-1.6734272421823797,right,80.0,1.0,True,False,False,27.11796760559082
66,2409.951828225729,0.1431270357941402,66.0775802273368,-0.029677191656674335,-10.669289718564443,-3.479343739313992,FOLLOW,59.585273936259,43.93337168397728,2461.205193096679,-2.0282180053309955,right,80.0,1.0,True,False,False,25.69103240966797
67,2418.113590373699,-0.13079492391386227,64.60254773359095,-0.03706031908336728,-12.822730657930967,-3.2005405110646623,FOLLOW,56.607599650544216,41.85132618681707,2466.5594278762733,-2.387320410454265,right,80.0,1.0,True,False,False,23.001909255981445
68,2426.0715292107416,-0.4549464031559154,62.859417847495266,-0.044017925055747226,-14.945021213073506,-2.846304212526337,FOLLOW,53.53999717295301,39.79087889585694,2471.653587546652,-2.7455249343529085,right,80.0,1.0,True,False,False,22.583484649658203
69,2433.793546944667,-0.820824540332472,60.87138765909645,-0.05034595869123154,-16.75558170648367,-2.380696480293511,FOLLOW,50.418969558862955,37.70950551956384,2476.4904987696045,-3.097774422079807,right,80.0,1.0,True,False,False,22.993803024291992
70,2441.2523236695274,-1.213594433602493,58.72701408124297,-0.05392688111156648,-17.50942483841372,-0.24435670742451654,SHADOW,47.273074736404396,35.666417088344886,2481.0666216810714,-3.4390397852535077,left,80.0,1.0,True,False,False,29.045581817626953
71,2448.436558795348,-1.6007080389203323,56.504778501681336,-0.05294642958855656,-18.013395868405365,1.6403367465394298,SHADOW,44.13709752749992,33.710623307385724,2485.3894211970273,-3.764862590621534,left,69.77035893696268,1.0,True,False,False,26.805400848388672
72,2455.3406910364783,-1.9501897025004147,54.23081922692355,-0.04774942615326836,-18.343750289071636,3.0824527439255682,SHADOW,41.03751648233674,31.875656961341747,2489.4740752776847,-4.071288396772006,left,61.156747553900786,1.0,True,False,False,26.006460189819336
73,2461.9611132209916,-2.237724288921865,51.92235736909261,-0.03886460970040624,-18.566536921720544,4.260637928118481,SHADOW,38.00355687221736,30.115272997691108,2493.3442479086957,-4.3551941924210915,left,53.21145198655512,1.0,True,False,False,26.893138885498047
74,2468.2942284672527,-2.445919208552172,49.57236250253704,-0.026951616002389524,-18.87702168269873,4.9748129485706105,SHADOW,35.014345385640354,28.382764514511628,2496.975458606632,-4.610425728866339,left,45.03456408093166,1.0,True,False,False,30.704021453857422
75,2474.33693075539,-2.566742317052284,47.213128001792946,-0.013283672514993497,-19.174784294274815,5.288564832466519,SHADOW,32.10314233770214,26.721187191920425,2500.397370804955,-4.831497771243381,left,37.61940343593683,1.0,True,False,False,29.933929443359375
76,2480.0769867544223,-2.5945763671457747,44.64366660625986,0.0038422213645879274,-21.390581331258453,6.398190675241398,SHADOW,29.287836116793187,25.177413944287036,2503.624766872183,-5.011646304712274,left,30.812811819959208,1.0,True,False,False,35.247802734375
77,2485.480536979946,-2.5163471467102103,41.93979748036509,0.024708192558630174,-21.3520618841918,6.983187997951783,SHADOW,26.591828458557302,23.785715539552896,2506.6688152129796,-5.142120003361472,left,24.797269128136378,1.0,True,False,False,32.29784965515137
78,2490.5519013443973,-2.326432512510787,39.50307021880359,0.0492215858497661,-17.433683040717465,7.797921186421932,SHADOW,24.06566735600336,22.558357174691036,2509.5462043359494,-5.0887356200254175,left,20.147873739750793,1.0,True,False,False,36.90457344055176
79,2495.3485540552756,-2.0230223346228877,37.63454098253504,0.07622683687154519,-13.781446308458861,9.276204487425012,SHADOW,21.722583962095086,21.499571350266084,2512.2744853064924,-4.997894843147501,left,16.30715506841205,1.0,True,False,False,32.964229583740234
80,2499.913050579642,-1.5929116119405897,35.89470650990633,0.1104755892437095,-14.089193972681441,11.159995139212558,SHADOW,19.519700626438407,20.61374804131113,2514.868254681714,-4.85108700945796,left,12.166866236900276,1.0,True,False,True,34.87253189086914
81,2504.2408471703325,-1.0250800977576433,34.12545574652702,0.1477426066874023,-14.105362754158413,10.599979993644197,SHADOW,17.420168031603225,19.909576002739914,2517.3332186112452,-4.629215781439967,left,7.867474564385063,1.0,True,False,True,37.94097900390625
82,2508.3296251166016,-0.3442037860212297,32.32975440679947,0.1788750244437486,-14.444869609873498,7.660223067609685,SHADOW,15.438043849716905,19.369469772551557,2519.6788910200494,-4.317937826474752,left,5.0,1.0,True,False,True,35.82262992858887
83,2512.180084955123,0.4007401592226184,30.4755825216493,0.20225128611253088,-14.942778799501356,6.629226635447033,SHADOW,13.608156106390652,18.969066762024426,2521.9377812229923,-3.9045299864370215,left,5.0,1.0,True,False,True,71.60115242004395
84,2515.7827588713753,1.182297936877363,28.58862647017849,0.2236766718927313,-15.167447405178848,5.693158107214564,SHADOW,11.930419500239168,18.694966335838267,2524.1105044553624,-3.3797287461478596,left,5.0,1.0,True,False,True,70.87945938110352
85,2519.1410321121016,1.9510858004807106,26.629633129189408,0.22043921267870606,-15.499422311768413,-2.942091866928183,SHADOW,10.405665196495193,18.535048881953472,2526.1884240678705,-0.8372513899517693,right,5.0,1.0,True,False,True,35.99905967712402
86,2522.2760111089724,2.6116940247578873,24.739876646788183,0.1973671437094318,-14.819779377195976,-4.297908817313264,SHADOW,9.020616929829885,18.46756261471581,2528.1616490419315,1.0325904627638247,right,5.0,1.0,True,False,True,32.24325180053711
87,2525.199008525162,3.1502414311797224,22.901263856708162,0.17239284009972405,-14.624759885935855,-3.563025019887811,SHADOW,7.8505283790113936,18.441188717619173,2530.126539487984,2.609184740798968,right,5.0,1.0,True,False,True,29.192209243774414
88,2527.91113568839,2.948949571682199,21.12684324792416,0.1526841966256298,-13.889767238564115,-2.0385744493098015,SHADOW,6.9314447838492015,18.458873636801133,2532.130453309011,4.096469033900581,right,5.0,1.0,True,False,True,28.28693389892578
89,2530.416916359402,3.3130473305193715,19.36298476584201,0.14109846185040548,-14.219464020953675,-0.05633842633407404,SHADOW,6.69436550133878,18.531240698572777,2534.605501189729,5.519537728047571,right,9.355097876678343,1.0,True,False,True,33.27488899230957
90,2532.7529654589475,3.618413861069209,17.734671176525854,0.12486017894002215,-12.183937704199682,-0.006733860012640688,SHADOW,7.538850513413308,18.664344422757893,2537.9557668728153,6.02978866010118,right,28.873678475826654,1.0,True,False,True,32.11474418640137
91,2535.010135025287,3.8410363626861987,16.274558534649312,0.08523169340068233,-11.305491444459939,0.4902803276432963,SHADOW,9.93072301997563,18.906979920098344,2542.683688478923,5.897621770046052,right,59.8533291891273,1.0,True,False,True,29.159069061279297
92,2537.286394344274,3.9296405448152227,14.895858068104957,0.006130456917876323,-10.815104373387324,1.5299476002341477,SHADOW,11.936281004836474,19.19088034410361,2546.9464160301236,5.620654680429353,right,58.99429574062147,1.0,True,False,True,32.91893005371094
93,2539.644607938778,3.816856057910054,13.570450040906433,-0.12526634095977635,-10.426826894849114,3.366650116565343,SHADOW,12.853050883973992,19.50655430927452,2550.139445228248,5.361099023296058,right,44.21694784811266,1.0,True,False,True,32.15813636779785
94,2541.9318405572462,3.482533852054447,12.290292846436346,-0.2738244051901999,-10.057476373895955,6.312308242831653,SHADOW,13.092580336110132,19.869709829376227,2552.737188274888,5.208334235412094,right,34.38173742073402,1.0,True,False,True,28.36012840270996
95,2543.9344591533704,2.996847215460388,11.16347804502132,-0.3914462459735062,-8.135405422073989,7.8528275123672255,SHADOW,13.16282428603472,20.264165696101525,2555.094664843281,5.050848214449502,right,32.28277043046141,1.0,True,False,True,24.108409881591797
96,2545.570795400572,2.435379101236684,10.30517024197298,-0.45817988891249684,-6.059061965111821,8.354494262257239,SHADOW,13.436243284591,20.654733811498645,2557.3707024379614,4.310895821618869,right,36.62004599987664,1.0,True,False,True,24.686574935913086
97,2546.9303182358835,1.8683251594590855,9.711934463075234,-0.4788459407778306,-4.273303225456256,8.949117697643135,SHADOW,14.066322255403065,21.009913633319357,2559.637117655975,3.2847129702666917,right,44.256982804820055,1.0,True,False,True,32.1660041809082
98,2548.133258536134,1.3325752356793736,9.349979846884725,-0.46731232955901325,-2.6152683731632074,9.42984000274747,SHADOW,15.053800677556865,21.319909392310137,2561.9841189134404,2.159856786468164,right,52.75406584066309,1.0,True,False,True,26.11231803894043
99,2549.25799423559,0.8403057884332714,9.192550933728889,-0.43684430720569095,-1.0897076893026574,9.70633840000969,SHADOW,16.366995618908277,21.621443278163902,2564.500254155042,1.0641944179285296,right,61.55005138705719,1.0,True,False,True,31.376123428344727
100,2550.351548819797,0.390207803089001,9.215091924916958,-0.39873122949419254,0.2994209081966128,9.704825158454932,SHADOW,17.886982620686922,21.92751648725083,2567.144976856277,0.07750235478717094,right,68.96476506742646,1.0,True,False,True,28.78546714782715
101,2551.4434120263186,-0.024226448577719772,9.399493243669747,-0.3597341618557288,1.5832678877052293,9.528939508375522,SHADOW,19.521437194533974,22.208379198935287,2569.8729860143308,-0.7437166041745412,right,75.16324536682305,1.0,True,False,True,28.326749801635742
102,2552.554784469418,-0.41133962611603536,9.727943889672225,-0.32411308513035086,2.7438465623429993,9.254855899356949,SHADOW,21.17870066772548,22.386797704235914,2572.622112694044,-1.3710508924250129,right,79.84976494461371,1.0,True,False,False,26.90744400024414
103,2553.6852128116534,-0.7653940554417129,9.88398758295759,-0.2824122942775166,1.0531946762642483,9.64940173807434,SHADOW,22.807141947296714,22.475728413917405,2575.3619264167146,-1.8032040983624367,left,80.0,1.0,True,False,False,33.02145004272461
104,2554.8088610478403,-1.0586707397791253,9.784748244164684,-0.23242214151451096,-1.0222833193773109,9.543023255316983,SHADOW,24.424064452668063,22.552358176850888,2578.1092772643215,-2.0477201149473223,left,80.0,1.0,True,False,False,26.39293670654297
105,2555.9154548096517,-1.2736830616506665,9.61678058394632,-0.16996629654500853,-1.378007444383563,9.641967276477017,SHADOW,26.089930514802745,22.66738387235058,2580.898791562643,-2.1046888258352814,left,80.0,1.0,True,False,False,30.364513397216797
106,2557.0185109362897,-1.3994273786694311,9.517764976447829,-0.0960842992441256,-0.7317383871590729,9.820439680515467,SHADOW,27.827226061080637,22.817036823210664,2583.7426808707323,-1.9579034543171279,left,80.0,1.0,True,False,False,31.68773651123047
107,2558.1371334442388,-1.430729678594487,9.578010234198683,-0.016784667723246494,0.6258626388817764,9.754302872339156,SHADOW,29.577268560748053,22.97480893570285,2586.5957794970377,-1.5874773897592793,left,80.0,1.0,True,False,False,31.735897064208984
108,2559.2998520451833,-1.383727384180388,9.93205323121718,0.03900951765752796,3.1906383870857553,7.445252344049479,SHADOW,31.242455284170774,23.13865052760378,2589.3795887284095,-0.9852394630371051,right,80.0,1.0,True,False,False,30.048370361328125
109,2560.538677960218,-1.2938776708044433,10.513490666391354,0.06999086473785811,4.999921538924179,5.392897065775099,SHADOW,32.75950804655213,23.315904128566515,2592.0593600917355,-0.1653802718154569,right,80.0,1.0,True,False,False,28.63788604736328
110,2561.8715749265734,-1.1802201176369238,11.242196925056184,0.08222448440800001,6.105729292707819,3.6410363889317177,SHADOW,34.14273138676435,23.496427979041396,2594.6814093469825,0.8346802919967533,right,80.0,1.0,True,False,False,24.323225021362305
111,2563.3088612798188,-1.0570117244020167,12.031418781998973,0.08194951612547673,6.404752196235058,2.1237759213687157,SHADOW,35.471117601557125,23.674714829313345,2597.3426925281306,1.9638145080770026,right,80.0,1.0,True,False,False,30.579328536987305
112,2564.852266959582,-0.9346782192277996,12.811153896836892,0.07518777971897482,6.1471892418521605,0.8360846594275293,SHADOW,36.820920841854786,23.867472247698014,2600.1297821216735,3.158884307557397,right,80.0,1.0,True,False,False,31.7685604095459
113,2566.497350614267,-0.8185816612404391,13.548494941168398,0.06686395008505669,5.738434061891299,-0.20401330547727725,SHADOW,38.2948674756708,24.097640749545178,2603.1471344352526,4.3459136306791155,right,80.0,1.0,True,False,False,24.105072021484375
114,2568.2387156692553,-0.7085973402665604,14.266480242321887,0.06101165752380202,5.747921739300294,-0.9627636548922445,SHADOW,40.03069365984311,24.32684105598438,2606.52804427411,5.088907082345796,right,80.0,1.0,True,False,False,26.396751403808594
115,2570.072916764123,-0.6001127462886274,14.990927536581705,0.058169556605896004,5.835334009432048,-1.4459711676215008,SHADOW,42.136846843076455,24.508761024589152,2610.3755625123317,4.606154606275904,right,80.0,1.0,True,False,False,29.02841567993164
116,2571.9983553106204,-0.4883327847801545,15.732485822092976,0.0583777862636679,6.0223567386660255,-1.653634607300324,SHADOW,44.20549588778931,24.698568497511623,2614.2784126519123,4.386121102629844,right,80.0,1.0,True,False,False,27.935266494750977
