step,s,n,V,chi,ax,ay,mode,gap,opp_V,opp_s,opp_n,speed_cap,speed_scale,planner_ok,collision,ot_ready,t_plan_ms
17,172.11597710349045,-1.870482469227378,55.81958485537709,0.010483870870269434,-3.789043909065358,4.219355794631562,OVERTAKE,64.16624255968063,36.51786906403509,229.28095249882298,-5.291629764482748,80.0,1.0,True,False,False,23.39935302734375
18,179.05551033154237,-1.7625406618220745,55.22048001966636,0.02027337203636438,-5.723003285866512,4.573641221568606,OVERTAKE,61.63648433500299,35.13689561264732,233.75246143849344,-5.266364242163988,80.0,1.0,True,False,False,23.941993713378906
19,185.90226231688496,-1.5856330838032968,54.36987438597882,0.031002127145786845,-7.785109659973418,4.9220570639191745,OVERTAKE,58.99406172379125,33.94251856930455,238.0495720553336,-5.173791526855808,80.0,1.0,True,False,False,32.880306243896484
20,192.62297442076695,-1.3356322894808368,53.25449246505029,0.042990117058325436,-9.930462768103174,5.402934775916681,OVERTAKE,56.297801937441335,32.87698899791863,242.2000642543263,-5.0031168993510295,80.0,1.0,True,False,False,35.88271141052246
21,199.18303104430566,-1.0066775257465927,51.870721785137334,0.05686412074969006,-12.056044842041086,6.063567242568326,OVERTAKE,53.584684781210484,31.94838311123134,246.20765920197744,-4.741221732144753,80.0,1.0,True,False,False,26.481151580810547
22,205.5479913906445,-0.5909764245104623,50.2332041654108,0.07319862856305302,-13.984580750839246,6.800080889542584,OVERTAKE,50.89821973868084,31.19215390978304,250.0812507829865,-4.37167670467425,80.0,1.0,True,False,False,26.715755462646484
23,211.68582989420585,-0.08141478435751315,48.36580944058838,0.09199665918680308,-15.72536502349777,7.297341407834972,OVERTAKE,48.29558144560286,30.592204982208283,253.84357283624738,-3.8845342500929068,80.0,1.0,True,False,False,29.340505599975586
24,217.56752539285267,0.5237111611170165,46.28700661321443,0.11260680465935377,-17.33657263263521,7.421244312603838,OVERTAKE,45.814102844475684,30.136110189658144,257.49993273868154,-3.2691675235949185,80.0,1.0,True,False,False,30.80010414123535
25,223.1633302838862,1.2223919088359674,44.026952775678545,0.13508027316941454,-18.539481528052832,7.335862959815616,OVERTAKE,43.48488286558515,29.824599747016283,261.0524082584378,-2.520183811272742,80.0,1.0,True,False,False,30.96485137939453
26,228.457091444953,2.0006915744821785,41.743746295474686,0.1545869922434099,-18.345958275643035,4.862394913731157,OVERTAKE,41.409534592428116,29.6225987398732,264.5728648763143,-1.6529233393792422,80.0,1.0,True,False,False,33.66971015930176
27,233.45240512838603,2.807827596843312,39.39557499258043,0.16262507204160756,-18.889160127051305,0.1372315094389842,OVERTAKE,39.719649342186926,29.51345450510843,268.1767407871399,-0.6996326602555385,80.0,1.0,True,False,False,29.87957000732422
28,238.16243449964213,3.569751504609719,37.20059471883363,0.15559058412576188,-16.007491716723074,-4.562624986276474,OVERTAKE,38.52145539532876,29.477770509331705,271.9738605237148,0.2898101474409289,80.0,1.0,True,False,False,28.009891510009766
29,242.69445371351233,4.180905621523623,36.372700149663096,0.1082205568542973,-0.5523845080238754,-17.81173670566411,OVERTAKE,37.825877428309866,29.49429788808168,275.988311927952,1.2582627802199238,80.0,1.0,True,False,False,70.44863700866699
30,247.21643128956015,4.523797130288909,35.979799388515666,0.04989221622219599,-8.694959832006287,-14.21261717531537,OVERTAKE,37.465276049808296,29.54158366079194,280.1597297633206,2.153872035780558,80.0,1.0,True,False,False,76.3406753540039
31,251.6285524736647,4.639722740453239,34.556159857004005,0.0085177305149653,-13.709473287877621,-8.740007238694705,OVERTAKE,37.20452208150772,29.603855323289707,284.42095337106787,2.9452481699243127,80.0,1.0,True,False,False,75.11353492736816
32,255.84079145122072,4.611749715330686,32.755180472349004,-0.017441242573055314,-16.04604088489155,-3.4604262105885653,OVERTAKE,37.11708038884089,29.680125632779358,288.7456328625056,3.6052091052385085,80.0,1.0,True,False,False,68.67194175720215
33,259.84330131780166,4.5100709632502864,30.670187568077722,-0.03409583865671368,-17.08969628891854,-0.5174509732322528,OVERTAKE,37.260041886152095,29.76926606557293,293.1008333373728,4.11637669112505,80.0,1.0,True,False,False,75.50764083862305
34,263.6965212284568,4.35486098925813,28.8520148329767,-0.04882349195662679,-12.78759389023562,7.4058584797783045,OVERTAKE,37.61804161680857,29.866836035183034,297.46134293461023,4.469003430233202,80.0,1.0,True,False,False,71.09928131103516
35,267.47783889852997,4.120575314388047,27.232641647469503,-0.09147538921527848,-12.87030227286741,5.257261352223904,OVERTAKE,38.10295480158186,29.986844959538626,301.79947603003865,4.650528828965461,80.0,1.0,True,False,False,72.27039337158203
36,271.1176875476608,3.698772623231924,25.60607539112994,-0.16407346382663385,-12.727396420461307,5.179562470455999,OVERTAKE,38.61025585126151,30.16783607588851,306.0880947497915,4.655771536986911,80.0,1.0,True,False,False,29.671907424926758
37,274.4815514998393,3.075054622841595,24.09634022130289,-0.23207895620267543,-11.270961142065877,7.231128162956443,OVERTAKE,39.16968900702972,30.43619086691228,310.2873765546905,4.4728594125655885,80.0,1.0,True,False,False,29.926538467407227
38,277.5376399445453,2.3267184565925705,22.81156748938266,-0.2763833701107934,-9.297068675711055,9.292479370145232,OVERTAKE,39.886794420133754,30.791082365170716,314.3683459199731,4.10140949640848,80.0,1.0,True,False,False,40.7557487487793
39,280.3437251803121,1.5306595837409291,21.79941529178633,-0.2986884913986075,-7.179393441716194,10.718907536742044,OVERTAKE,40.746999545691324,31.23611374051665,318.2846394902366,3.5352093627216163,80.0,1.0,True,False,False,23.942232131958008
40,282.968464978457,0.7364457846518139,21.065285941219493,-0.3020555697060848,-4.9349426393118545,12.528245645618872,OVERTAKE,41.727915634734586,31.753964620882766,322.0716408150467,2.788158481352932,80.0,1.0,True,False,False,26.047706604003906
41,285.4034990271864,-0.059492002898898,19.726554684646626,-0.3378590854082737,-14.025811978219513,0.7732368643390135,OVERTAKE,42.874588353977174,32.35212790166718,325.8430533324342,1.897681895970413,80.0,1.0,True,False,False,63.11607360839844
42,287.5665070257116,-0.8930876109888742,18.08237248511569,-0.37877397033294913,-12.46281577967239,3.974542117541992,OVERTAKE,44.31583273284207,33.06286090461458,329.71933176002847,0.9209065311187162,80.0,1.0,True,False,False,26.597976684570312
43,289.51165706002786,-1.7062233115940435,16.819782519856485,-0.3795273777245096,-7.926673777565386,10.019905775287182,OVERTAKE,46.201745792135284,33.85830869961972,333.76825281784687,-0.07484649593831394,80.0,1.0,True,False,False,24.820566177368164
44,291.3243653390314,-2.4277445451855626,16.103607908331078,-0.3391063644763562,-3.9431928798518725,12.953197810846717,OVERTAKE,48.45038510916521,34.64597355633531,337.96204216919307,-1.0347242457420212,80.0,1.0,True,False,False,37.19758987426758
45,293.08612420321134,-3.026950222532718,15.772287185388029,-0.2794627314565047,-1.665826393760593,14.022286768566495,OVERTAKE,50.95854844014161,35.33176069550149,342.282913779173,-1.917275436706079,80.0,1.0,True,False,False,24.301528930664062
46,294.8357542107137,-3.496556625716598,15.672389205698881,-0.21270526364384013,-0.14951902652114546,14.41980622957219,OVERTAKE,53.616759135579514,35.889347435222994,346.70288333879085,-2.691383207450112,80.0,1.0,True,False,False,27.17447280883789
47,296.59383705126083,-3.836224296405215,15.751929651103442,-0.14495308074712615,1.232040284085334,14.411644253719079,OVERTAKE,56.35979825458884,36.40949276742151,351.1955524653025,-3.3445401959296746,80.0,1.0,True,False,False,25.28977394104004
48,298.37771734501297,-4.051619989870505,16.038738993184772,-0.08188723885286721,3.1272641305452993,13.849580143984628,OVERTAKE,59.168550763147834,37.025629463403455,355.76238781440867,-3.8690753465790193,80.0,1.0,True,False,False,24.120807647705078
49,300.2090212391665,-4.156476591400373,16.56194485612507,-0.028688869943020383,5.065432575358925,12.96571071727467,OVERTAKE,62.03481994223176,37.73691441494581,360.41253728724473,-4.270647639714772,80.0,1.0,True,False,False,23.14591407775879
50,302.10986563293585,-4.168173712745586,17.28624096910182,0.013041533146048341,6.450995835051386,12.311188538798495,OVERTAKE,64.94620418339923,38.44614299352251,365.1552254225657,-4.556992557468205,80.0,1.0,True,False,False,29.15811538696289
51,304.1006150201833,-4.100733366905899,18.141803632042066,0.04390742402052379,7.191294447595339,11.860116572748336,OVERTAKE,67.87392516047981,39.08716413742098,369.98379079341566,-4.741753330809567,80.0,1.0,True,False,False,29.278278350830078
52,306.1947299800716,-3.9702029020575145,19.03956565963064,0.06435593350481483,7.173282239420123,11.378525640498049,OVERTAKE,70.79173714814067,39.71196917393001,374.89235216832395,-4.839449488213916,80.0,1.0,True,False,False,28.811931610107422
53,308.39629027474757,-3.7970281728921385,19.92842863998745,0.07454682183373877,7.061197962363557,10.80510958821907,OVERTAKE,73.6851618033171,40.28859572428014,379.8798917833887,-4.866185393421409,80.0,1.0,True,False,False,26.241064071655273
54,310.7065205843162,-3.6048010833254516,20.796957852476478,0.07450834993441548,6.843742563137547,10.165013360943417,OVERTAKE,76.53849328381921,40.788464004681956,384.9347835585668,-4.838473085468579,80.0,1.0,True,False,False,25.647401809692383
55,313.122536029414,-3.420358496523687,21.60317810003955,0.0643705913155424,6.146171870449325,9.469750894754613,OVERTAKE,79.34225507492567,41.19786550047126,390.04877565924187,-4.772877349004868,80.0,1.0,True,False,False,25.616884231567383
56,315.6362845850651,-3.2723651756646577,22.313155330554412,0.04514902896547222,5.3562330115013355,8.724617844363959,OVERTAKE,82.08736269657675,41.50742946399439,395.20989872599074,-4.685092113936605,80.0,1.0,True,False,False,25.043487548828125
57,318.2450164110347,-3.1842326202955036,22.940930727547755,0.02079844195896604,4.787404535000299,7.953719700361268,OVERTAKE,84.77069283332668,41.759149578766674,400.40697741839176,-4.58953817146633,80.0,1.0,True,False,False,25.37679672241211
58,320.95693727109847,-3.162664447044684,23.506265190720413,-0.0011070065065749493,4.351523681039421,7.161440626617379,OVERTAKE,87.38858976292573,41.960027780087614,405.63360617396046,-4.499165178515167,80.0,1.0,True,False,False,28.079986572265625
59,323.78516224769606,-3.1896407142753307,24.0390378039934,-0.012661798635593824,4.249404200295612,6.353151362396056,OVERTAKE,89.92609913838339,42.115764143098644,410.88303640948186,-4.4247094874809205,80.0,1.0,True,False,False,27.759552001953125
60,326.7417224916791,-3.227020806743452,24.598668618755696,-0.009609778054483743,4.7114961683821575,5.5399594682469315,OVERTAKE,92.36568819080622,42.26361595471418,416.1508504385023,-4.374206650821915,80.0,1.0,True,False,False,29.091358184814453
61,329.8281766761316,-3.232420784770841,25.24649660753381,0.005693841878841156,5.538350411514076,4.723910223396283,OVERTAKE,94.69498853356976,42.43132046009124,421.4367110252489,-4.353584671690657,80.0,1.0,True,False,False,28.89871597290039
62,333.0302922949544,-3.1785745383709183,25.982128704897658,0.025413806598619672,6.090332831416222,3.9365019762013773,OVERTAKE,96.91662608221145,42.64993243153253,426.74480275834304,-4.366132293898852,80.0,1.0,True,False,False,26.755094528198242
63,336.33159551210434,-3.0615124501117346,26.752029822005,0.042775516460967056,6.13208035518662,3.1488581605972503,OVERTAKE,99.05018504312096,42.91341594385186,432.08047733807535,-4.412309428176812,80.0,1.0,True,False,False,30.805587768554688
64,339.7236756382718,-2.89037025300566,27.475105405708362,0.05599196539820361,5.308867177013099,2.4233730130486597,OVERTAKE,101.11901451636066,43.25371351760188,437.450610028465,-4.4896438205510085,80.0,1.0,True,False,False,24.29676055908203
65,343.1923138845861,-2.6770513672767597,28.0462674043317,0.06532584601332966,4.127542219696265,1.7314551464652004,OVERTAKE,103.1423905439421,43.68522186333556,442.8660661822139,-4.593028968032474,80.0,1.0,True,False,False,27.65512466430664
66,346.72235006817806,-2.433888181091513,28.538858580008263,0.07108135871128998,3.959821024780015,1.0737916758353194,OVERTAKE,105.14458292205768,44.17050743648797,448.3368968066438,-4.714223162332312,80.0,1.0,True,False,False,30.310392379760742
67,350.3121214103998,-2.1722874514176356,29.04659348822266,0.07359005001353659,4.174576228158456,0.4797181478809277,OVERTAKE,107.14498304186338,44.667504332124636,453.86733311004144,-4.841819025878253,80.0,1.0,True,False,False,24.74522590637207
68,353.9685489073122,-1.9022271700756126,29.63555524473069,0.07333682305738057,5.123612075874465,-0.05421327813654342,OVERTAKE,109.1448308670569,45.14534483677912,459.4569522774567,-4.961090133710073,80.0,1.0,True,False,False,25.16460418701172
69,357.7043881533028,-1.6317572803820721,30.29422525109987,0.07092641824074519,5.273609764798178,-0.5512324688991175,OVERTAKE,111.13260335990077,45.57917412878147,465.10115226721297,-5.054055523242069,80.0,1.0,True,False,False,28.831958770751953
70,361.5221032894269,-1.3680920029269426,30.91757729785121,0.06684740242551176,4.732987609399406,-1.0088443355900967,OVERTAKE,113.08942638695163,45.95066197054367,470.7938145402544,-5.099125793513267,80.0,1.0,True,False,False,23.311853408813477
71,365.41738593964266,-1.1180822293037544,31.539691731134937,0.06129710235615996,5.507307313763533,-1.4708522127373902,OVERTAKE,115.00968280101694,46.24951516938538,476.53178609044386,-5.070168191798921,80.0,1.0,True,False,False,28.98693084716797
72,369.4003453588599,-0.8875644087063997,32.274517797572216,0.05448253284369476,6.0430815063325785,-1.8771651608763085,OVERTAKE,116.88940230926329,46.47270839769865,482.30678824890595,-4.935879745226898,80.0,1.0,True,False,False,26.907920837402344
73,373.4777783377362,-0.681665092686947,32.98946089596755,0.0467691207275615,5.306896226628547,-2.2018406710803577,OVERTAKE,118.70058194797537,46.62349432177104,488.1009273068353,-4.6604911796314425,80.0,1.0,True,False,False,26.546716690063477
74,377.64086366168925,-0.5052724177514045,33.63271565965202,0.038368334971846545,5.146735753100989,-2.474206419928848,OVERTAKE,120.401851832928,46.71136338595652,493.8796301706642,-4.207727995196645,80.0,1.0,True,False,False,26.86619758605957
75,381.8859024931419,-0.36282647993472106,34.277830103277516,0.029241854645259968,5.078199061909461,-2.72903115845741,OVERTAKE,121.95226759585137,46.74981217492275,499.5931312575406,-3.555889357310941,80.0,1.0,True,False,False,27.422189712524414
76,386.2115023316666,-0.2588542726477531,34.90802704434834,0.01946178235380599,5.181631056573417,-2.919846885980884,OVERTAKE,123.3719279037482,46.75261330018123,505.2578303968901,-2.713977873062656,80.0,1.0,True,False,False,24.88851547241211
77,390.62075460646713,-0.19721926637218412,35.61666141082797,0.009231276761532826,6.197813314928075,-3.0676101390937114,OVERTAKE,124.74501286763979,46.73222642417111,510.9565151993064,-1.7228673762416893,80.0,1.0,True,False,False,24.698972702026367
78,395.1278772006419,-0.18093467030191585,36.44944791775216,-0.0011678394715725644,6.908745295006732,-3.130917922258103,OVERTAKE,126.17514582657827,46.700106150950674,516.7959004330454,-0.6521577559855285,80.0,1.0,True,False,False,22.907018661499023
79,399.74116093174945,-0.21222947512155665,37.28826900908136,-0.011540831697011901,6.402722318978903,-3.1670983687213443,OVERTAKE,127.68896115888396,46.666855708722274,522.8168383595258,0.41435537926033894,80.0,1.0,True,False,False,23.868799209594727
80,404.45331749398423,-0.2928104588139124,38.05933900892988,-0.021795315815696853,6.358840337509334,-3.1620711693930375,OVERTAKE,129.23326745505204,46.641042112933675,528.9744283868015,1.403355275260418,80.0,1.0,True,False,False,25.484561920166016
81,409.2640551661003,-0.423787186300557,38.885329034285604,-0.03177758760511236,6.7021656428732035,-3.0971209195862226,OVERTAKE,130.76810839910883,46.629342519719586,535.221425893093,2.26162994265831,80.0,1.0,True,False,False,27.256488800048828
82,414.17663570855177,-0.6053797632302061,39.70565530552715,-0.04127040412151416,6.5999985892133095,-2.9507275764913765,OVERTAKE,132.25122700516874,46.636227865225145,541.5152821712691,2.95280512568008,80.0,1.0,True,False,False,24.49941635131836
83,419.1926113113075,-0.836395710038548,40.590184795660925,-0.049937749170867136,7.415587041204865,-2.662183849312873,OVERTAKE,133.63962539472732,46.66949942056336,547.8162611032791,3.4512652385272116,80.0,1.0,True,False,False,24.025917053222656
84,424.32183340000205,-1.1139133823226712,41.53950534418528,-0.05737764877457944,7.667365922912352,-2.2314494876027893,OVERTAKE,134.89466839855493,46.74372719214058,554.0872797098624,3.7385123776996387,80.0,1.0,True,False,False,24.328231811523438
85,429.5674803276703,-1.4325430870422131,42.48029041911508,-0.06324866749077722,7.317919754581128,-1.6707560044188714,OVERTAKE,135.96729941117957,46.85853927053396,560.2891328111816,3.8002684608180197,80.0,1.0,True,False,False,23.862838745117188
86,434.9243829963291,-1.7841676388375411,43.35185591797898,-0.0672126484823738,6.589139955858919,-0.9500311341957219,OVERTAKE,136.79359600568955,47.0174109517981,566.3610763333598,3.627322027923149,80.0,1.0,True,False,False,25.812864303588867
87,440.3806327888323,-2.1574423144117914,44.09135047317277,-0.06882942556056332,5.29901113179351,-0.022319429142044322,OVERTAKE,137.3690424759302,47.26602387836469,572.2934254722593,3.2349344916590246,80.0,1.0,True,False,False,23.818492889404297
88,445.92001599194515,-2.537360619526976,44.715277989012606,-0.06761685104150128,4.668806743527345,1.1088886255865584,OVERTAKE,137.79796685632988,47.612331811827026,578.1785996451622,2.6764173702160985,80.0,1.0,True,False,False,23.77176284790039
89,451.53166804114477,-2.9058508715019173,45.23709286696072,-0.06306679475851265,3.670497486621382,2.4592183139845334,OVERTAKE,138.1821797375822,48.03755167002694,584.1021957295274,2.0306602654846246,80.0,1.0,True,False,False,23.639917373657227
90,457.20368484709155,-3.2410922438168397,45.674992504555306,-0.05457882131136663,3.353883200247791,4.0732064133603565,OVERTAKE,138.5755549589622,48.51156073494071,590.107223000107,1.3885217670282204,80.0,1.0,True,False,False,23.41318130493164
91,462.92938225440975,-3.51766959634356,46.042815793424126,-0.04158916403155603,2.4547487161709647,5.900134758708472,OVERTAKE,138.98355245473834,49.00463159805373,596.1872373018299,0.8242088876804431,80.0,1.0,True,False,False,23.575305938720703
92,468.6971919422931,-3.7063749315269616,46.307990285864456,-0.02347203206304767,1.8640079406427457,7.955792974226002,OVERTAKE,139.39505828154228,49.48869788758102,602.324440535952,0.3737602410949818,80.0,1.0,True,False,False,24.94502067565918
93,474.4994521186171,-3.7721412664874205,46.5095304547835,0.0013133117266946534,1.3793406549848808,10.307515139045854,OVERTAKE,139.815998384537,49.93945344163848,608.5131903268301,0.0381009382754573,80.0,1.0,True,False,False,25.221824645996094
94,480.33097944312755,-3.668444272797567,46.6888798949266,0.034674270766997264,1.6857381410091432,12.896426788080765,OVERTAKE,140.25655567331262,50.33747021654637,614.7560077919297,-0.20804464293810881,80.0,1.0,True,False,False,24.22618865966797
95,486.18569311254595,-3.341849836511549,46.87648940350402,0.0770267943575019,1.1689604009324612,15.450392778773368,OVERTAKE,140.71958223030373,50.670497220172635,621.0505616734313,-0.4022057159033654,80.0,1.0,True,False,False,32.76181221008301
96,492.0393518946445,-2.740758480115142,46.98779914855733,0.12749095528581134,0.9387263681478072,17.84430075699308,OVERTAKE,141.19959088942545,50.932977741948264,627.3852840019714,-0.586163379656315,80.0,1.0,True,False,False,29.291391372680664
97,497.84869557209635,-1.8399842862086366,47.11786553471728,0.17638594751718,1.229562635606138,19.942209064929255,OVERTAKE,141.70761524592717,51.12584711557675,633.7469671405717,-0.8034820601636969,80.0,1.0,True,False,False,24.28889274597168
98,503.61011091802123,-0.6993827118208562,47.290496266259936,0.2075967986942476,1.504948949422712,21.546242393266397,OVERTAKE,142.28839115830823,51.255839525563886,640.1370867304046,-1.0898647180882617,80.0,1.0,True,False,False,28.351306915283203
99,509.3996871880505,0.5574455968093128,47.489606841755105,0.21509866989066703,1.6698577483302404,22.66369643039938,OVERTAKE,142.9647422737383,51.334582559469744,646.5748531917595,-1.4553529277552792,80.0,1.0,True,False,False,27.423620223999023
100,515.3232316083821,1.7798615474954336,47.69680805105969,0.1944423517156294,1.641335924129473,23.060094753642115,OVERTAKE,143.6931202872662,51.37518104111895,653.0928074753167,-1.8800160143845832,80.0,1.0,True,False,False,26.671648025512695
101,521.4486896432155,2.8086408738934607,47.885986890004766,0.15185040860639293,1.4390767944311438,22.63749050388797,OVERTAKE,144.38453903028335,51.39085525800072,659.7077706386655,-2.319896886381967,80.0,1.0,True,False,False,26.503324508666992
102,527.7341329211828,3.569800174328482,48.05947294361799,0.10511843490474584,1.3914974982502222,21.781854882525607,OVERTAKE,144.91205306440975,51.39282876261518,666.3607427076253,-2.7321427588703733,80.0,1.0,True,False,False,34.46030616760254
103,534.1257996378102,4.057296881224952,48.23796939440081,0.06001937515519354,1.493173620918914,22.05362448335519,OVERTAKE,145.2754154454335,51.388561560614534,673.0095483666163,-3.098123702070109,80.0,1.0,True,False,False,25.7875919342041
104,540.5837447211829,4.282124060554052,48.43547001321163,0.017054513932322136,1.6592473533035692,21.98636958519975,OVERTAKE,145.50876700450613,51.3847993993642,679.6345666423164,-3.4189549265477375,80.0,1.0,True,False,False,28.53846549987793
105,547.0753707470518,4.2482243627210625,48.65574268749015,-0.02592980634867121,1.9043819561360387,21.540857096451226,OVERTAKE,145.6589527906915,51.38853265346292,686.2426975118744,-3.7071337221948024,80.0,1.0,True,False,False,26.28612518310547
106,553.5726704543629,3.951711414746965,48.933922729926806,-0.0689660703267099,2.4764609811173655,21.624320147097407,OVERTAKE,145.78663186215704,51.40310656558224,692.8620026092088,-3.970358221738641,80.0,1.0,True,False,False,25.958776473999023
107,560.0487835130702,3.3848293167529357,49.2664433855271,-0.11393996040350017,2.8125028651216195,20.952635463786905,OVERTAKE,145.93316993058568,51.43301016190148,699.5058403849486,-4.209395511521211,80.0,1.0,True,False,False,32.83977508544922
108,566.4504593460911,2.5384381892234362,49.627113744420754,-0.15608794146456134,3.052191826156213,19.877468148727285,OVERTAKE,146.13242804357628,51.47796532729331,706.1812115566465,-4.419146290667426,80.0,1.0,True,False,False,34.49749946594238
109,572.7317514741859,1.4955827096393364,50.077842323668406,-0.17356521052343352,4.045809865622791,19.518162439188334,OVERTAKE,146.42990534282285,51.53489277905908,712.8803646889139,-4.592423541611719,80.0,1.0,True,False,False,31.928539276123047
110,578.9728991145253,0.43506235128343507,50.64839528153143,-0.1604077030807483,5.027319637628667,18.759541690035256,OVERTAKE,146.86373161548545,51.60677630855686,719.5954830896713,-4.724054360847288,80.0,1.0,True,False,False,33.2646369934082
111,585.2857183287002,-0.4604623677842793,51.31162912305912,-0.1192475458480465,5.453635661988989,17.13421902301471,OVERTAKE,147.3514664495209,51.72127644462687,726.3243655640462,-4.8170385087887615,80.0,1.0,True,False,False,30.880212783813477
112,591.7320363903854,-1.0373330580629099,51.97595550693546,-0.06277986887792839,5.068085189383365,14.524696592800824,OVERTAKE,147.7883100918233,51.937897164864474,733.0740284205235,-4.881802567614956,80.0,1.0,True,False,False,34.406423568725586
113,598.2818391668361,-1.2802107973528036,52.5824350716035,-0.017438423227104365,4.597502684052164,11.180145764149842,OVERTAKE,148.12469546895386,52.23737836563001,739.8567318593392,-4.9295222844262065,80.0,1.0,True,False,False,28.840303421020508
114,604.89823179069,-1.293058815526826,53.169881315007316,0.00844752990382662,4.820999976120173,7.320644842980533,OVERTAKE,148.39742053273903,52.565273808472824,746.6792596995751,-4.964930872292029,80.0,1.0,True,False,False,27.37116813659668
115,611.5766173973348,-1.204217701815332,53.77604479838318,0.014537301023466941,4.82104306104796,3.0761004352562695,OVERTAKE,148.63764899561954,52.84885232592657,753.5358807863096,-4.979665787005965,80.0,1.0,True,False,False,29.368162155151367
116,618.3257964187892,-1.1284452739412125,54.35882813923193,0.00649210805433593,4.479672344672171,-1.3909310562439279,OVERTAKE,148.83288438205398,53.0865176839829,760.4095017793887,-4.951534378802264,80.0,1.0,True,False,False,29.360294342041016
117,625.1458233230518,-1.1418634461872574,54.88360609449981,-0.0110446149081966,3.9193047191424717,-5.8635837468336955,OVERTAKE,148.96794113541284,53.33136596714996,767.293737554202,-4.863955204947505,80.0,1.0,True,False,False,26.317596435546875
