step,s,n,V,chi,ax,ay,mode,gap,opp_V,opp_s,opp_n,shadow_side,speed_cap,speed_scale,planner_ok,collision,ot_ready,t_plan_ms
26,227.20161143121612,-2.0788567405896354,41.72441411670475,0.06820675029610984,-11.956986324604568,-12.113715318228575,OVERTAKE,17.459940425907945,31.669524873255963,239.3715411925541,-4.802275366202309,left,80.0,1.0,True,False,False,38.44428062438965
27,232.30064394596437,-1.8149714486330204,39.9502442242265,0.041561346064656605,-17.392898768484443,-3.8547347853023,OVERTAKE,16.044011952444436,30.75881479804024,243.24562338366056,-4.568114613456503,left,80.0,1.0,True,False,False,60.08195877075195
28,237.13637513996113,-1.6266985557571698,37.642955675837875,0.03850062436249845,-18.06876038438432,0.38135472687700656,OVERTAKE,14.693439533670443,29.97742536237781,246.9940834796348,-4.256797249038691,left,80.0,1.0,True,False,False,67.61598587036133
29,241.69276815191793,-1.4353493063168739,35.563490073226085,0.048401621283713545,-14.952559886551693,5.961726914721641,OVERTAKE,13.497903149450764,29.33178443239908,250.6342782894119,-3.855796391113651,left,80.0,1.0,True,False,False,30.309200286865234
30,246.00162556845365,-1.186702613189113,33.655532352853356,0.06569490223659633,-14.672728293046795,5.354003619615002,OVERTAKE,12.483087910349525,28.816923851222104,254.17585606226746,-3.3525857611359724,left,80.0,1.0,True,False,False,60.892581939697266
31,250.07471409126256,-0.8814801292741286,31.85958159855331,0.08407921944244032,-12.8812136558655,6.554315291843727,OVERTAKE,11.614328324442027,28.433880435293357,257.6159538928957,-2.7347328955548895,left,80.0,1.0,True,False,False,27.07695960998535
32,253.9200487413451,-0.5352948650659359,29.944774290793713,0.09214011577949864,-15.431315691048699,2.129269741278245,OVERTAKE,10.892863150260752,28.160630493152105,260.9675772415233,-0.017673419989702843,left,80.0,1.0,True,False,False,58.14242362976074
33,257.5298462307214,-0.16294137798951147,28.355827385353194,0.11693806105932529,-10.671524436115476,9.440723255424267,OVERTAKE,10.371723238799973,27.980284539953413,264.2917719801451,1.9165415140768705,left,80.0,1.0,True,False,False,32.29331970214844
34,260.96331015150395,0.3089994532828564,27.2242694948364,0.15238195608630523,-8.294419254032045,11.608432008862486,OVERTAKE,10.15683801690426,27.879365319121245,267.68668424762564,3.4589312057270125,left,80.0,1.0,True,False,False,37.978410720825195
35,264.29750604471997,0.8765201954710587,26.70089551579239,0.18235533076868568,-2.312056252173469,15.204541880149382,OVERTAKE,10.286457650086504,27.842174935185742,271.24976780159045,4.760996192991338,left,80.0,1.0,True,False,False,28.289079666137695
36,267.6488087419952,1.5060859174553256,26.651797302264697,0.19214324829567136,0.3124272350994337,16.00239347437053,OVERTAKE,10.70828321483765,27.850501205336453,275.0057892595576,5.847698103159861,left,80.0,1.0,True,False,False,27.889013290405273
37,271.09534221148965,2.12165392628593,26.701301934346557,0.17667636237824483,0.4332332327614549,16.163216164611008,OVERTAKE,11.262193236329551,27.8877593283005,278.91100197832475,5.849051564087675,left,80.0,1.0,True,False,False,29.15811538696289
38,274.6459935559112,2.6599701993765468,26.757875993303326,0.1483249903495676,0.4678513950373593,16.369694741519506,OVERTAKE,11.821686597757605,27.940432270109422,282.91702880924726,5.851034733544206,left,80.0,1.0,True,False,False,24.843454360961914
39,278.2696803819898,3.1040032206217285,26.81795277280005,0.12010162362189335,0.4913691044181609,16.474008358815464,OVERTAKE,12.337130487204206,28.004652321849743,286.9831240431154,5.854046038608443,left,80.0,1.0,True,False,False,27.945518493652344
40,281.9455461668339,3.4593157545760445,26.882215828590375,0.09366702740652189,0.5339534812683787,16.25146208801845,OVERTAKE,12.817465897327281,28.079760845174558,291.0871462793171,5.8734785657153665,left,80.0,1.0,True,False,False,26.587724685668945
41,285.6652406469708,3.7279294109014485,26.910606133851726,0.06773728203012112,-0.6453442213954813,16.290598496897264,OVERTAKE,13.260964522016593,28.164309041533404,295.20651068885047,5.858154712330999,left,80.0,1.0,True,False,False,31.242847442626953
42,289.4104724764166,3.9139263687819925,26.90704323002577,0.044730192716372644,-0.5075042872175379,16.977036867290902,OVERTAKE,13.652800340120905,28.25704046681773,299.3180409870917,5.900661407573958,left,80.0,1.0,True,False,False,37.84370422363281
43,293.1734797161626,4.028466305480228,26.943759240014863,0.024858169677686788,0.5351332542023908,17.653900044325574,OVERTAKE,13.987886101600111,28.38437071157231,303.3983585780167,5.863820384367795,left,80.0,1.0,True,False,False,26.83568000793457
44,296.9561340271069,4.07823594534388,27.012368806261883,0.005220837999421888,0.5439234144599865,17.461857685807352,OVERTAKE,14.247035371601157,28.57797956978276,307.42051508776376,5.836400839973379,left,80.0,1.0,True,False,False,33.553361892700195
45,300.75329532020766,4.057366779890078,27.079070153361577,-0.01706271462349482,0.5323363685613198,17.207210903978112,OVERTAKE,14.40212511118716,28.839848923333676,311.35825913829404,5.838980672829124,left,80.0,1.0,True,False,False,34.922122955322266
46,304.556478634451,3.9579463728337863,27.146188889159724,-0.04065631432904253,0.5390757357752106,17.423598298165796,OVERTAKE,14.417695503500966,29.181901351766832,315.1709908237086,5.792587806847295,left,80.0,1.0,True,False,False,28.461933135986328
47,308.35304677757824,3.777531355935455,27.2135316299386,-0.06458055620751182,0.53857600653336,17.488634522555397,OVERTAKE,14.282897925966267,29.595636614333166,318.8393765604173,5.222045669370246,left,80.0,1.0,True,False,False,30.523061752319336
48,312.1313808400725,3.514190558353798,27.2805769155056,-0.08922991590198373,0.5353566260542886,17.52442226753521,OVERTAKE,14.055335659509808,30.065337042875424,322.40838243708805,4.3252118765741745,left,80.0,1.0,True,False,False,27.828216552734375
49,315.8767632783338,3.1535559781577716,27.333086903424366,-0.12209989837162041,0.30910691866521195,15.452887438229324,OVERTAKE,13.841686381510783,30.608079931053826,325.9730672215833,3.253158260270618,left,80.0,1.0,True,False,False,26.450157165527344
50,319.5427362501294,2.647933186435382,27.510231180820103,-0.1738558805468278,2.2758974421768126,7.541894697076698,OVERTAKE,13.763908221744487,31.25143171644298,329.64067150007827,2.1360333268427896,left,80.0,1.0,True,False,False,36.75389289855957
51,323.0906231785272,1.9434320268723564,27.863673060051237,-0.22935200812423506,3.2789426825084846,2.4219052676459087,OVERTAKE,13.91955567680617,31.962373354658297,333.46229192693556,1.073826112287867,left,80.0,1.0,True,False,False,31.878948211669922
52,326.5470127876415,1.075954997619263,28.240033790736746,-0.26107011470653874,2.818865107711782,2.624011762014112,OVERTAKE,14.324221815742703,32.668154203433225,337.4148449942699,0.1289180163903878,left,80.0,1.0,True,False,False,32.91654586791992
53,329.9882782538184,0.16142412074667334,28.562303043120153,-0.2528563112798496,2.419988082918788,7.5763541487195365,OVERTAKE,14.932822459332272,33.29352584875976,341.4798352469738,-0.6683870765346807,left,80.0,1.0,True,False,False,36.23843193054199
54,333.48349336714034,-0.6693536974639628,28.906543203055257,-0.213174478080038,2.9992325705237897,11.571835649481134,OVERTAKE,15.652298506633201,33.805098200154255,345.6405767604516,-1.296654783297722,left,80.0,1.0,True,False,False,25.1462459564209
55,337.0637715369725,-1.3446077837525647,29.377516099159145,-0.16328827021189676,4.316857409039541,11.975194504457116,OVERTAKE,16.385625196645947,34.267354865771,349.8691185637863,-1.7647002357780153,left,80.0,1.0,True,False,False,22.887706756591797
56,340.7405845425973,-1.8524336821659857,29.990713160247513,-0.11511356310110218,5.322979622111155,11.257389968105183,OVERTAKE,17.095967882619618,34.78279756910786,354.15973941959214,-2.0880278382292667,left,80.0,1.0,True,False,False,24.91164207458496
57,344.51781184519655,-2.2008917855351706,30.683855194161712,-0.07234793271731516,5.708247114265663,9.839110639636543,OVERTAKE,17.78345696301841,35.401489575990084,358.5240415056157,-2.280584914803573,left,80.0,1.0,True,False,False,27.069568634033203
58,348.3916970691041,-2.410466168508183,31.380792771099813,-0.03923357297009359,5.3994868873067565,7.0737972663555,OVERTAKE,18.449033375634542,36.046715391633576,362.9668452208311,-2.3674558256681344,left,80.0,1.0,True,False,False,28.232336044311523
59,352.35363982783497,-2.512869079027852,32.037203647316886,-0.014913001916446064,5.07147217978409,5.4645102984706755,OVERTAKE,19.100126173381625,36.64420713913568,367.49182324248574,-2.3658647955661536,left,80.0,1.0,True,False,False,30.886411666870117
60,356.3948832673024,-2.5353197573519037,32.62720618506024,0.001432189003243333,4.368405680957171,3.4239691430385144,OVERTAKE,19.734529904422686,37.203166126264875,372.08816973225765,-2.2980432232318915,left,80.0,1.0,True,False,False,29.105424880981445
61,360.5042051367588,-2.5053793414083327,33.11788932326139,0.011449709846466155,3.5416974320934833,1.8500930056836185,OVERTAKE,20.362436809639917,37.75055732800338,376.75732007694234,-2.181167562048845,left,80.0,1.0,True,False,False,50.47869682312012
62,364.6704684842673,-2.4456418286043413,33.54182352950336,0.01603727579042083,3.238721625862914,0.5007498072222152,OVERTAKE,20.987782217237736,38.234179353006404,381.49198735399654,-2.0330479229543075,left,80.0,1.0,True,False,False,28.208017349243164
63,368.88986202042213,-2.371144801932556,33.96722480233842,0.018915871291963163,3.4999671253841416,0.2966288507818981,OVERTAKE,21.614716109424194,38.65725340789843,386.2851845936915,-1.8696417271605923,left,80.0,1.0,True,False,False,25.51412582397461
64,373.16553434589747,-2.2881662280197372,34.42641640556091,0.019171089513023345,3.765589498755407,-0.8028326734082618,OVERTAKE,22.238667332389184,38.99601042008081,391.1285293528113,-1.7052562834468976,left,80.0,1.0,True,False,False,23.4372615814209
65,377.50122942263584,-2.207544683108781,34.91005550003441,0.018047911159057108,3.8971187449375106,-0.8218687127016575,OVERTAKE,22.844733188578402,39.25375538255918,396.0102675344759,-1.553020172206316,left,80.0,1.0,True,False,False,23.35071563720703
66,381.8989307132616,-2.121102439074833,35.41717995389257,0.021774001212576215,4.136238863658383,0.7610689971785125,OVERTAKE,23.422199428489137,39.47176271276033,400.923428851125,-1.4234917693340416,left,80.0,1.0,True,False,False,26.43108367919922
67,386.36033520370114,-2.013256103467123,35.930060069689745,0.025483266189023312,4.04115752033148,-0.2327963212545212,OVERTAKE,23.96330945041376,39.64532666215406,405.8622401636754,-1.3245914190613435,left,80.0,1.0,True,False,False,25.650739669799805
68,390.88287161642916,-1.8962436872840045,36.39191233758909,0.025299023554969956,3.3811227892175184,-1.505845347962413,OVERTAKE,24.460475048629803,39.78195074889593,410.82081025233094,-1.2629367845494603,left,80.0,1.0,True,False,False,30.46584129333496
69,395.45749303997934,-1.7914054384037013,36.76539230571276,0.01999528724716611,2.635231070188511,-2.833581893908726,OVERTAKE,24.91290305803534,39.91391108655665,415.7957746744645,-1.2413870056032874,left,80.0,1.0,True,False,False,29.30426597595215
70,400.081932787,-1.7247139521505424,37.23141146428417,0.009359018768417096,4.5442871108722915,-3.4430533010379962,HOLD,25.329276623601572,40.06241683099422,420.7867696635809,-1.2611080393050043,right,78.57722434779318,1.0,True,False,False,29.734134674072266
71,404.7791666649974,-1.7066901640165466,37.896930615609335,-0.0004039556276198529,5.884126994838495,-2.646153044529374,HOLD,25.71523242326265,40.253217890048866,425.7971652102627,-1.3212546812362083,right,80.0,1.0,True,False,False,28.408288955688477
72,409.568259968144,-1.7273511235317398,38.6771203448423,-0.007154730044598384,6.435588440211031,-1.7520460277069367,HOLD,26.052208315973473,40.47938271095333,430.83137498097085,-1.4175115243142633,right,80.0,1.0,True,False,False,22.76301383972168
73,414.4563928128786,-1.775638415937152,39.47468879069154,-0.01205569644983897,6.481527426286177,-1.4716758440566335,HOLD,26.3263627755843,40.7672503541838,435.8946227437283,-1.5439628266321526,right,80.0,1.0,True,False,False,23.48494529724121
74,419.4472412823386,-1.8495856402107937,40.340943164240144,-0.017420243352162745,7.242565313248624,-1.9413057036650796,HOLD,26.5396158912788,41.13513336189478,440.9960087041574,-1.692169359268536,right,80.0,1.0,True,False,False,24.80316162109375
75,424.5505042853964,-1.9566338309082951,41.273509403373104,-0.02428510715665577,7.572999366387216,-2.4447185333184316,HOLD,26.697065707912373,41.555799776786564,446.144306990251,-1.8510161062889947,right,80.0,1.0,True,False,False,24.373531341552734
76,429.7697949607587,-2.1047671637103527,42.20554274287051,-0.03198406092324095,7.281549260321847,-2.572025184853696,HOLD,26.794326423035557,41.99931305537056,451.34483070843197,-2.006971511042625,right,80.0,1.0,True,False,False,22.481679916381836
77,435.1003661736572,-2.2964383582440773,43.079288137214526,-0.03923762481655353,6.673744948329975,-2.222876007542146,HOLD,26.829029240254613,42.4359916869732,456.5988242010133,-2.143103308855019,right,80.0,1.0,True,False,False,23.860454559326172
78,440.53216614629713,-2.5270049603434224,43.85444482759037,-0.04489578945749646,5.754749789088329,-1.5076813604071866,HOLD,26.80355768276621,42.8444752718531,461.90392385642343,-2.239726607953597,right,80.0,1.0,True,False,False,23.021221160888672
79,446.0519854120375,-2.785605707470073,44.522184439073506,-0.04801887308962889,4.930896613950838,-0.44041278011145146,HOLD,26.723090660509968,43.207959138144126,467.2552568068071,-2.2753270166922572,right,80.0,1.0,True,False,False,22.310495376586914
80,451.6470010057725,-3.0551645247622323,45.07351959549087,-0.04751132607235873,3.9100786290189973,1.1030243744845993,HOLD,26.596252422956127,43.513925140681835,472.6482378349936,-2.2240104579545004,right,80.0,1.0,True,False,False,23.907899856567383
81,457.3043234863429,-3.3115953926892185,45.53356902269072,-0.04238774150315514,3.4444727311087275,2.967005982210221,HOLD,26.432814303929888,43.75520255635475,478.0798153097024,-2.052849882336184,right,80.0,1.0,True,False,False,29.52289581298828
82,463.01572453331573,-3.5260874287535566,45.91448178656643,-0.03213408587911335,2.6341266271615935,4.970631699332126,HOLD,26.235862002395095,43.934035801497586,483.540185488738,-1.7264528105570514,right,80.0,1.0,True,False,False,24.013042449951172
83,468.77028223000826,-3.6669596259422166,46.1996351773233,-0.016344379429220193,1.9983423163299245,7.127430169676682,HOLD,25.996757510023258,44.054671998629395,489.012482043339,-1.2084799637187316,right,80.0,1.0,True,False,False,22.908926010131836
84,474.5601631339833,-3.6987640975686134,46.41159604264938,0.005818294365171953,1.4374839427293233,9.18970977964824,HOLD,25.69274437190802,44.12470073114075,494.4630266019163,-0.46896827607505,right,80.0,1.0,True,False,False,22.021055221557617
85,480.37911932537617,-3.578192076797661,46.580314358505774,0.036173770493620847,1.2879689162570624,11.745322684343385,HOLD,25.291687497382497,44.15485991204215,499.8518506313658,0.4957051128825578,right,78.96716866309004,1.0,True,False,False,25.391817092895508
86,486.21662959771817,-3.2521705758822668,46.72048120159835,0.07593678741999356,0.9298855578270753,14.571428373355472,HOLD,24.821722676331206,44.15487048695712,505.2008420017074,1.6464203827547206,right,76.68974004096447,1.0,True,False,False,25.27141571044922
87,492.0507098592547,-2.6653838808998387,46.814835007247574,0.12466317213619368,0.6729972663255226,17.286537999243055,HOLD,24.36548132908706,44.13625827899843,510.5821109268052,2.9024491037761173,right,75.75010004580977,1.0,True,False,False,23.294687271118164
88,497.83836969411897,-1.7880878328974374,46.88480013584653,0.17259321962277582,0.6361508897034427,19.580467735332913,HOLD,24.03481812668855,44.10776959947482,516.0855279859433,4.157903955294505,right,76.90420367782,1.0,True,False,False,24.386882781982422
89,503.5718183596613,-0.6766117652341637,46.9797667854685,0.20368706458385294,0.8646900033112063,21.384168926882012,HOLD,23.915841621110815,44.07773516062803,521.7542113152298,5.304497469565025,right,79.96371512416133,1.0,True,False,False,27.129411697387695
90,509.323283413225,0.5501162073609174,47.10058771769039,0.21186970934868207,1.0654249836285368,22.56524538955444,HOLD,23.980561490703508,44.053217411690355,527.5523798503648,5.362968658092351,right,80.0,1.0,True,False,False,24.818897247314453
91,515.1942677512318,1.7475219644461786,47.240075927309256,0.1928057730413542,1.1593556353108594,23.028290618215802,HOLD,24.115005097774997,44.03975347444012,533.438288511,5.3887758338191345,right,80.0,1.0,True,False,False,25.133371353149414
92,521.2537867254399,2.7621017660771554,47.38450655315379,0.1519068372527082,1.1727984846018902,22.519463713350888,HOLD,24.180752835851877,44.04126825301474,539.3750205870837,5.242519257662248,right,80.0,1.0,True,False,False,22.46999740600586
93,527.4660396047884,3.5202412319443135,47.53188945400052,0.10666913023618317,1.2124144935236583,21.691089074612243,HOLD,24.074611402552932,44.061708277511514,545.3283981279928,5.239677385634037,right,80.0,1.0,True,False,False,25.284528732299805
94,533.7814407550038,4.015742288054915,47.70419894714718,0.06282486836389689,1.543570591402301,21.85721980656933,HOLD,23.800553328490196,44.11405126496814,551.2665929332786,5.271545526311024,right,77.23050540118984,1.0,True,False,False,25.255680084228516
95,540.1654436196013,4.2587386110118315,47.92008452664477,0.021066374702749212,1.8810228343283977,21.84993394632911,HOLD,23.377476934938045,44.20162697107728,557.1589176899419,5.296218220041051,right,73.87609701158797,1.0,True,False,False,24.95718002319336
96,546.589906601452,4.253291553493318,48.17341483638929,-0.020720138021813647,2.1857878764092566,21.350601252376677,HOLD,22.798183160935764,44.321994002941466,562.9636267805371,5.371628513277741,right,70.04875152124438,1.0,True,False,False,28.625011444091797
97,553.0294645369897,3.9936084651867327,48.48689329229369,-0.06297912539929573,2.7832445620383077,21.39963592561573,HOLD,22.044426783466292,44.49711889708034,568.6343333849182,5.506822936484575,right,65.54808381623452,1.0,True,False,False,24.94072914123535
98,559.4602787841745,3.4704311524767246,48.876663074476504,-0.10722874442700045,3.386341404613564,20.74750010198096,HOLD,21.18151442631722,44.75601444472027,574.210978963307,5.107067277737444,right,61.9032027961282,1.0,True,False,False,28.194189071655273
99,565.8369309673681,2.6687030710281414,49.32107490850567,-0.1506034005339379,3.750543998512259,19.530016499516826,HOLD,20.315003714353452,45.092626617591264,579.775282498528,4.423416476502611,right,60.01596451205458,1.0,True,False,False,23.815155029296875
100,572.1046313397935,1.653021936842161,49.83401204982694,-0.17194672751493312,4.407664146607964,19.063452979858823,HOLD,19.551570935404357,45.48702576302687,585.3885019027724,3.6816420617599426,right,60.151028638352244,1.0,True,False,True,22.814512252807617
101,578.3256819733228,0.5936380010440134,50.418265515429724,-0.16313112619218254,4.8855201965841655,18.058946897175375,HOLD,18.97105846721263,45.91617104049897,591.0756898070061,3.039790948155879,right,62.055617717462894,1.0,True,False,True,21.84271812438965
102,584.604397666174,-0.3309181502547228,51.05194697595766,-0.1268158693624267,5.170027851434918,16.340873345340253,HOLD,18.50116264151245,46.3564602375048,596.8268446148353,2.5775905907073535,right,63.091033630083075,1.0,True,False,True,25.439739227294922
103,591.0086759257622,-0.964571292301734,51.69545682309486,-0.0731033542025269,5.0618866638162086,13.83476035012636,HOLD,18.023582397704672,46.78557422110967,602.6279800638787,2.3001106172200094,right,62.203246314446886,1.0,True,False,True,22.841453552246094
104,597.5199068717017,-1.2746360189233656,52.27584719915394,-0.028010859714773878,4.19749507442954,10.696902144330018,HOLD,17.466474835392432,47.18462769033446,608.4751507611546,2.165604831048796,right,59.9370937818197,1.0,True,False,True,30.58338165283203
105,604.093176263605,-1.3550355465904447,52.758107339822075,-0.0014227761230143007,3.715189323001673,7.221563668671763,HOLD,16.850963432106823,47.53884771660199,614.3708703038085,2.1095465361318975,right,57.818073844299306,1.0,True,False,True,26.900529861450195
106,610.7108872983382,-1.3264288293666051,53.19408642126071,0.006521329700401262,3.2475134893908257,3.682411912183801,HOLD,16.220257036507633,47.83824771312742,620.3134333001126,2.0678940587237387,right,56.29758797480946,1.0,True,False,True,26.270389556884766
107,617.3722298716038,-1.295826991710951,53.552167606721255,0.0013751572961303027,2.5028346582361864,0.18999613362593282,HOLD,15.582225750576072,48.07806899635387,626.2931130489143,1.9850850238949564,right,54.82513279788907,1.0,True,False,True,25.647878646850586
108,624.0511347833819,-1.2130691755406025,53.37307551593552,0.028871567197062804,-4.016045418565172,18.08406787026006,OVERTAKE,14.92583963947584,48.25879030700925,632.2980695110797,1.8115760547911295,right,80.0,1.0,True,False,False,34.726858139038086
109,630.6549793672503,-0.9410316428764647,52.459624148525826,0.044353065816482316,-8.856025845069631,-1.1895829737315964,OVERTAKE,14.275023553152892,48.38541414641068,638.3261583365348,1.5107891028787455,right,80.0,1.0,True,False,False,28.8083553314209
110,637.1353828844611,-0.7398810718384911,51.442970911095365,0.013388914621613578,-6.194081274507337,-18.873860327705625,OVERTAKE,13.73641961517069,48.46625094467932,644.391398982421,1.0848663256740123,right,80.0,1.0,True,False,False,26.466846466064453
111,643.5342394768377,-0.7819368996655789,50.881776261452224,-0.021972799446916696,-3.1114773473599935,-21.319745070027942,OVERTAKE,13.382413413508857,48.51155121635209,650.51779629797,0.578898923090292,right,80.0,1.0,True,False,False,33.32400321960449
112,649.8976107290041,-0.9860251781494278,50.49504353057708,-0.037805832967808393,-2.8257776168593267,-21.4831619969257,OVERTAKE,13.198077488694253,48.5321336725744,656.7323169655319,0.0676306841559583,right,80.0,1.0,True,False,False,38.46573829650879
113,656.2482074785098,-1.2163986316487103,50.169087345239944,-0.032304058429805146,-2.3712537323500666,-21.473274433331657,OVERTAKE,13.109684270045818,48.53788508467421,663.0072949990499,-0.37612071545136866,right,80.0,1.0,True,False,False,60.239315032958984
114,662.5901906787749,-1.3696882510531356,49.93342416259628,-0.01804879794591941,-1.444866883957093,-22.143929373757548,OVERTAKE,13.043223798449048,48.53611373835123,669.2914312769589,-0.7272283524002803,right,80.0,1.0,True,False,False,26.63135528564453
