step,s,n,V,chi,ax,ay,mode,gap,opp_V,opp_s,opp_n,speed_cap,speed_scale,planner_ok,collision,ot_ready,t_plan_ms
0,56.0079734134851,-1.0022667351261108,48.17684651048904,-0.0010528257677338464,2.5911607355274637,-0.7498088001017535,RACELINE,15.0,40.0,65.0,0.5,80.0,1.0,True,False,False,49.474239349365234
1,62.05743038136884,-1.016418709282334,48.63707241028431,-0.0037350593026265195,4.566105413022225,-1.2777404529184322,RACELINE,15.874933902598237,55.26821388373641,71.88290731608333,-0.3858023792684466,80.0,1.0,True,False,False,22.806882858276367
2,68.17876360073737,-1.050863136583167,49.30351909583018,-0.007468915501248978,5.92424383677025,-1.6068285395146278,RACELINE,16.730575507824717,55.428894309172605,78.78800588919356,-0.9245471879697444,80.0,1.0,True,False,False,23.37932586669922
3,74.39271393678867,-1.1110816544652549,50.100898443048486,-0.011734499092950558,6.696053991463687,-1.7529559421281187,RACELINE,17.534336875698017,55.60835871816543,85.71310047643539,-1.3323173892521216,80.0,1.0,True,False,False,25.166988372802734
4,80.7107316443216,-1.1998968963211925,50.956617525535066,-0.01612544710350606,6.897123807028177,-1.769949457004844,RACELINE,18.269064841621343,55.80423796207553,92.66177877841001,-1.6464740745994875,80.0,1.0,True,False,False,23.25916290283203
5,87.13551496256616,-1.318031032341919,51.80520528153145,-0.02034859810787317,6.617775684725385,-1.676764816364035,RACELINE,18.923600576602638,55.97877174232879,99.63433222092424,-1.8952011895708183,80.0,1.0,True,False,False,23.326396942138672
6,93.66223107217546,-1.4643769916329126,52.589774933817594,-0.02418078467523845,5.903553825626598,-1.5009342587904748,RACELINE,19.490162391512413,56.098436778374065,106.62567735407858,-2.099933978021643,80.0,1.0,True,False,False,22.57513999938965
7,100.27940053488642,-1.63634060389404,53.26012715757027,-0.02748852284197863,4.819082810462802,-1.2740542366665386,RACELINE,19.965263242779443,56.130227590858,113.6274943149549,-2.276869729113129,80.0,1.0,True,False,False,23.16427230834961
8,106.96971749539577,-1.8302482937696622,53.77134096930979,-0.030193528294901753,3.4167438225382325,-1.0127930153843576,RACELINE,20.348187057930033,56.048797478896475,120.62758759281645,-2.4380354206964783,80.0,1.0,True,False,False,23.541927337646484
9,113.71313509995939,-2.0416462449247303,54.151336014943716,-0.0322471616421371,3.113796308500975,-0.7261689397910669,RACELINE,20.641289791852557,55.835682835635595,127.61100728724833,-2.592426128147056,80.0,1.0,True,False,False,23.691892623901367
10,120.50495013818173,-2.265709358446237,54.56043424260833,-0.03347111998938399,3.2920854975761786,-0.3177452763262774,RACELINE,20.84670601323687,55.46950451417144,134.55984111319626,-2.746562486524681,80.0,1.0,True,False,False,23.708343505859375
11,127.34704000645293,-2.495895520964643,54.944970707619696,-0.033560476960101226,2.7684986326572756,0.23421134936943772,RACELINE,20.948932390290366,54.941515501604485,141.4538825284721,-2.904823927473636,80.0,1.0,True,False,False,22.98450469970703
12,134.23050494160728,-2.723266223593451,55.21038807950866,-0.032300434173941205,1.460614659522479,0.8513892203482154,RACELINE,20.927477013223225,54.248849308815906,148.27451701967615,-3.070077458146078,80.0,1.0,True,False,False,22.620201110839844
13,141.13696116930956,-2.937648515358356,55.32730499264438,-0.029671379999266053,0.6848869350613944,1.4369083997270284,RACELINE,20.77004671572203,53.38570467345418,155.0005516573293,-3.243803086413734,80.0,1.0,True,False,False,24.298429489135742
14,148.0542887608323,-3.1296750525207173,55.38299785556403,-0.025854711948331183,0.1531279643052701,1.9087491801434813,RACELINE,20.47227644236017,52.35692417473642,161.60923761166973,-3.42623764474753,80.0,1.0,True,False,False,24.172544479370117
15,154.97335573187024,-3.2918989668828758,55.3377339938391,-0.021155423593277628,-0.888963555242227,2.227675461261625,RACELINE,20.025759408922056,51.17449032831171,168.08004816975435,-3.616622480890077,80.0,1.0,True,False,False,22.769451141357422
16,161.87747864152763,-3.4187638200040915,55.13189552846284,-0.015769353473135295,-2.373781302172265,2.5013993691878915,RACELINE,19.42292298402296,49.85123672621835,174.3962787158932,-3.8134019472830523,80.0,1.0,True,False,False,23.55217933654785
17,168.74329409497147,-3.5065489000412513,54.720906871638135,-0.010109332138352429,-4.139920527310363,2.4768070909579194,RACELINE,18.664772198850613,48.40304098263143,180.54225084037824,-4.0142336166507055,80.0,1.0,True,False,False,23.93937110900879
18,175.5432816299748,-3.557917334986278,54.08513800396007,-0.005593226374894909,-5.953544645598328,1.597908926334842,RACELINE,17.759321947513314,46.85092175964853,186.5026160424848,-4.21608527559634,80.0,1.0,True,False,False,23.227930068969727
19,182.24874884184632,-3.586404231709926,53.21952222547916,-0.0034943428949090354,-7.798053785261391,0.4302685452928954,RACELINE,16.721743691290584,45.219006907038,192.2650253212654,-4.4153171930794795,80.0,1.0,True,False,False,22.715330123901367
