step,s,n,V,chi,ax,ay,mode,gap,opp_V,opp_s,opp_n,speed_cap,speed_scale,planner_ok,collision,ot_ready,t_plan_ms
0,56.242744505983616,-0.13521426014597185,49.92883792307429,-0.04822074695718958,-0.3990291393248189,-22.265556847752762,OVERTAKE,30.0,42.0,80.0,0.0,80.0,1.0,True,False,False,63.149213790893555
1,62.46055422003545,-0.6211485521027932,49.87313994438209,-0.10390413727233602,-0.6090484074483009,-19.723705934641025,OVERTAKE,30.940018024864564,57.67842033738935,87.18276253084818,-0.6403096796376737,80.0,1.0,True,False,False,24.346351623535156
2,68.64428476505557,-1.3739441958770837,49.812898909572944,-0.1278933051743745,-0.1760326940970513,0.7094024598770012,OVERTAKE,31.930767209600162,57.88731738099762,94.39132142963561,-1.1302328310463894,80.0,1.0,True,False,False,24.596214294433594
3,74.82918937233224,-2.1123620297573553,49.882254384359726,-0.1045383457934012,1.3420283109051134,15.153709156726983,OVERTAKE,32.979740979143756,58.06455709178717,101.62402574419933,-1.5127003856442847,80.0,1.0,True,False,False,29.143333435058594
4,81.05895293053163,-2.631063031032997,50.1743419278152,-0.0635445627820005,3.2048362130993246,15.877023986877006,OVERTAKE,34.04635551674721,58.16969965270281,108.87554488907945,-1.820015878672288,80.0,1.0,True,False,False,32.37438201904297
5,87.3549683199707,-2.919158875000624,50.67878358465171,-0.03271519584612008,4.669418344384151,8.990848193929434,OVERTAKE,35.075628407078455,58.171975000902016,116.13458133761009,-2.0764846369003744,80.0,1.0,True,False,False,41.43404960632324
6,93.72901286396113,-3.075452281991677,51.32135920313619,-0.020013333619379747,5.453440549166737,2.2014587057734554,OVERTAKE,36.031487373840264,58.036861184999644,123.38645569381096,-2.300417504909152,80.0,1.0,True,False,False,25.862693786621094
7,100.18865479647728,-3.1999486836602005,52.01873923037362,-0.020090484982921205,5.592320516186525,-1.4859758551500417,OVERTAKE,36.88430819813051,57.74772108131891,130.61332106209164,-2.5051663512476785,80.0,1.0,True,False,False,23.162841796875
8,106.73423149402515,-3.3496320886319833,52.69253051967763,-0.025726380334439938,5.121386004069426,-2.571970161511784,OVERTAKE,37.60620584525297,57.28428782414253,137.79486064173025,-2.700580024850129,80.0,1.0,True,False,False,29.432296752929688
9,113.35792660999964,-3.5401191747368266,53.292361551817166,-0.031078680921528677,4.775891803269464,-1.7282242673644626,OVERTAKE,38.17308825289163,56.636611728342615,144.90731974691678,-2.8933856735226495,80.0,1.0,True,False,False,28.084754943847656
10,120.05517213730029,-3.75937351282758,53.888478196190874,-0.03371392526056144,4.633790651492551,-0.5365341123404155,OVERTAKE,38.57360349392847,55.80492183305006,151.9315301039281,-3.0881098943809113,80.0,1.0,True,False,False,23.931026458740234
11,126.8230068274461,-3.9891917605118077,54.41386188101289,-0.03376382355135403,3.6960854349977357,0.4503368147139928,OVERTAKE,38.78470845464143,54.781102908260536,158.83988059194172,-3.287269339942769,80.0,1.0,True,False,False,24.12104606628418
12,133.6468463244081,-4.214378698411793,54.776757813293415,-0.03206557603285549,2.0895254542581636,1.0415420467722485,OVERTAKE,38.78624488385914,53.58268386154232,165.60925171130523,-3.4916837309184614,80.0,1.0,True,False,False,23.706436157226562
13,140.50202850319877,-4.425153840907938,54.9297098830351,-0.02942888703166991,0.9182615975060711,1.3425734255365498,OVERTAKE,38.576820000408844,52.220157232123746,172.22366632481695,-3.701003608394242,80.0,1.0,True,False,False,24.98602867126465
