step,s,n,V,chi,ax,ay,mode,gap,opp_V,opp_s,opp_n,speed_cap,speed_scale,planner_ok,collision,ot_ready,t_plan_ms
0,55.97419407287901,-1.000767412381031,47.43047221701308,-0.00036713056214605124,-8.186233430544473,-0.26497170070415466,FOLLOW,15.0,40.0,65.0,0.5,36.475,1.0,True,False,False,57.14130401611328
1,61.84441919599031,-1.0064821230484156,46.587373430058584,-0.001759003172758475,-5.405617319130156,-0.7352231719377416,FOLLOW,15.908713243204325,55.26821388373641,71.88290731608333,-0.3858023792684466,58.03162457792323,1.0,True,False,False,32.82356262207031
2,67.63461319666337,-1.0226771520251334,46.15231435885446,-0.00378401194337424,-1.774755501820073,-0.7592826871566247,FOLLOW,16.943586693203244,55.428894309172605,78.78800588919356,-0.9245471879697444,58.20033902463124,1.0,True,False,False,27.10437774658203
3,73.39880926968866,-1.0506569971023418,46.14867247145898,-0.0058470866185748255,1.474642544438534,-0.7550572571446298,FOLLOW,18.07848727977202,55.60835871816543,85.71310047643539,-1.3323173892521216,58.3887766540737,1.0,True,False,False,27.180910110473633
4,79.1868958802381,-1.0912785692488034,46.5080879400178,-0.008196322895796236,4.054487703783899,-0.9544987655070392,FOLLOW,19.262969508721355,55.80423796207553,92.66177877841001,-1.6464740745994875,58.59444986017931,1.0,True,False,False,32.412052154541016
5,85.03873038751956,-1.1479347548898835,47.144130258480516,-0.011171322237366891,5.935875845370592,-1.225607463485232,FOLLOW,20.44743634068614,55.97877174232879,99.63433222092424,-1.8952011895708183,58.77771032944523,1.0,True,False,False,24.48725700378418
6,90.98335403150355,-1.2249593404315093,47.97015791016435,-0.014642705555885191,7.125844494868797,-1.3707447419073464,FOLLOW,21.58694696655901,56.098436778374065,106.62567735407858,-2.099933978021643,58.903358617292774,1.0,True,False,False,23.764610290527344
7,97.03889790312394,-1.3250939375441988,48.90134604160029,-0.01823911245867759,7.666214267137816,-1.3782555916240495,FOLLOW,22.64414028345135,56.130227590858,113.6274943149549,-2.276869729113129,58.9367389704009,1.0,True,False,False,23.43153953552246
8,103.21365437364354,-1.448643570104256,49.86862443823758,-0.021494709012491214,7.734075738583313,-1.17147324003308,FOLLOW,23.588689689692515,56.048797478896475,120.62758759281645,-2.3130354206964783,58.8512373528413,1.0,True,False,False,23.949146270751953
9,109.50829292134215,-1.5931279797202706,50.81530097779446,-0.024146667314024213,7.367026336295193,-0.9439578868739169,FOLLOW,24.39735291360479,55.835682835635595,127.61100728724833,-2.498676128147056,58.62746697741738,1.0,True,False,False,26.210784912109375
10,115.91657315743451,-1.7552861589154212,51.68646593062391,-0.026238083995768637,6.570027964575289,-0.7412248028259893,FOLLOW,25.05154819185411,55.46950451417144,134.55984111319626,-2.676249986524681,58.24297973988001,1.0,True,False,False,26.168107986450195
11,122.42610956775208,-1.9321315831351478,52.44156720184511,-0.027929424560436983,5.528470417784789,-0.6208263445904507,FOLLOW,25.53730937103758,54.941515501604485,141.4538825284721,-2.852089552473636,57.68859127668471,1.0,True,False,False,24.150609970092773
12,129.0204009858432,-2.1214600213753365,53.05079594893424,-0.029351302606717776,4.256531276282591,-0.5226212947263253,FOLLOW,25.848407451924075,54.248849308815906,148.27451701967615,-3.030526676896078,56.9612917742567,1.0,True,False,False,24.927854537963867
13,135.67978673750403,-2.3213982321362883,53.495974943703644,-0.030575301891819066,2.9303987234849367,-0.4504990714037046,FOLLOW,25.980150671486115,53.38570467345418,155.0005516573293,-3.214140000476234,56.05498990712689,1.0,True,False,False,24.027109146118164
14,142.3839724954801,-2.530399226330647,53.793791085737126,-0.031671217726665646,2.1100095924071267,-0.4043138904600876,FOLLOW,25.929450874165695,52.35692417473642,161.60923761166973,-3.403990330294405,54.97477038347324,1.0,True,False,False,23.664236068725586
15,149.09630424727246,-2.7467101603179827,53.620256640226785,-0.03268393417204631,-1.6666419110938882,-0.3633468213361928,FOLLOW,25.696075674274255,51.17449032831171,168.08004816975435,-3.5999369950502333,53.7332148447273,1.0,True,False,False,23.53191375732422
16,155.77912936452515,-2.968100879303854,53.368807332797886,-0.03343047826796583,-2.305081631332944,-0.18314932201336734,FOLLOW,25.299974468620746,49.85123672621835,174.3962787158932,-3.8008878329031694,52.34379856252927,1.0,True,False,False,23.545503616333008
17,162.42159128440534,-3.191454286294147,52.9631084454504,-0.03367282800067432,-3.957467212376897,0.06875700655342001,FOLLOW,24.763121475853097,48.40304098263143,180.54225084037824,-4.004848030865793,50.823193031763005,1.0,True,False,False,27.8933048248291
18,168.99930609910678,-3.412049774308538,52.342695249227326,-0.033263362393936256,-5.709162316706271,0.3741258463396744,FOLLOW,24.08102475807945,46.85092175964853,186.5026160424848,-4.209046086257656,49.193467847630956,1.0,True,False,False,24.693012237548828
19,175.48330130596952,-3.621224094899939,51.46100275013852,-0.030838902225229017,-8.040535944523718,1.57549813598437,FOLLOW,23.265719222158623,45.219006907038,192.2650253212654,-4.285037801075466,46.58041798723843,1.0,True,False,False,27.213096618652344
20,181.83746943678327,-3.8051511639919,50.26396526199139,-0.027240731201468662,-10.690241533595753,1.4740764275697735,FOLLOW,22.33730741641355,43.53404576259514,197.82060872238307,-4.510043119724945,43.18667918568413,1.0,True,False,False,26.3369083404541
21,188.02158797506834,-3.9599470993906962,48.744663440526914,-0.02273168514293891,-13.18572850768508,2.041621289199272,FOLLOW,21.327242788724334,41.824075130175196,203.1647122255076,-4.715513161836722,40.45606729330068,1.0,True,False,False,26.900768280029297
22,193.99860385177462,-4.076631921106335,46.94698513824979,-0.016153843668909075,-15.175714328582409,2.7763172373546583,FOLLOW,20.27663866945116,40.11368875676052,208.2982266445195,-4.898304581317105,38.195829837401874,1.0,True,False,False,26.329755783081055
23,199.73856313382623,-4.145196092186757,44.946831627575044,-0.007756133796525996,-16.471376842426935,3.10025158742597,FOLLOW,19.222883290552375,38.43633076864295,213.221487142327,-5.054608422355137,36.30266025915169,1.0,True,False,False,27.715682983398438
24,205.2189870345991,-4.163557187947666,42.83538136223941,0.0004689199605510518,-17.00444015691917,2.505633949154568,FOLLOW,18.19801012151774,36.82279364023365,217.93657325534397,-5.180061456572022,34.72027570421902,1.0,True,False,False,26.706457138061523
25,210.43200783524827,-4.1391059430610255,40.70953098897172,0.008673533085132449,-16.782732749021477,2.7559863621891756,FOLLOW,17.23668542082447,35.30235488731997,222.45567245542358,-5.145243488014078,33.43107050823976,1.0,True,False,False,27.291297912597656
26,215.3824105351784,-4.072159570057132,38.66720925446182,0.017976245217128865,-15.785558661006249,2.9415797609942826,FOLLOW,16.354817203181028,33.90933292485066,226.7868250384293,-5.225142379998838,32.44883288365822,1.0,True,False,False,25.615215301513672
27,220.0853514083312,-3.958661074818813,36.76491551155236,0.030242872465282195,-14.569060269828697,4.086223710612039,FOLLOW,15.571359718641787,32.66643200864867,230.95377025382018,-5.12670063541516,31.786584214992992,1.0,True,False,False,29.071569442749023
28,224.56130497713445,-3.78395276115028,35.062476748066594,0.04760465574288396,-12.702634278585688,5.443019319724538,FOLLOW,14.878094332947569,31.59691529823646,234.96344574127878,-4.999662083799371,31.508617364443534,1.0,True,False,False,29.688119888305664
29,228.8382596179424,-3.531152839986221,33.62320421023358,0.06988984580877491,-10.440566537583868,6.4041261312751745,FOLLOW,14.282432045679457,30.644263957071303,238.8437370228139,-4.832224930604667,31.48003287948959,1.0,True,False,False,29.173851013183594
30,232.94823772037506,-3.1874641444041814,32.46931218238175,0.09625750029743137,-8.15990312397022,7.162754924640881,FOLLOW,13.764603491500736,29.780980138385615,242.60286310944315,-4.611163271462743,31.270029145304896,1.0,True,False,False,27.530431747436523
31,236.92112550697695,-2.743905912853266,31.563229104335573,0.12521205231144103,-6.417512895992215,7.410579890542485,FOLLOW,13.289492086092906,29.03532113375239,246.23772980646797,-4.319332181823592,30.48708719044001,1.0,True,False,False,24.90401268005371
32,240.77990651291447,-2.1996014372902293,30.845349262102726,0.15381302806203473,-5.09508626789224,6.852213779887762,FOLLOW,12.845199305652926,28.41482541314628,249.76632481262988,-3.9453972005882423,29.835566683803595,1.0,True,False,False,24.559974670410156
33,244.5419466282939,-1.5643358579460114,30.25796571821881,0.17868535692519708,-4.2778388780232595,5.601535964369879,FOLLOW,12.420821180479493,27.914392773928544,253.20072769339396,-3.4785912316830423,29.31011241262497,1.0,True,False,False,26.422977447509766
34,248.22227067942703,-0.8567969611117898,29.763787857153115,0.19930340503736976,-3.609989880848181,4.753205609109806,FOLLOW,12.004609229645979,27.524058416293407,256.5465558579399,-2.908030208208589,28.900261337108077,1.0,True,False,False,21.431922912597656
35,251.8330389258898,-0.09080412395417925,29.342321797706987,0.21720224665950366,-3.110640164396639,4.302223843793344,FOLLOW,11.586753948137869,27.234052384152758,259.8090246275649,-2.22862901256298,28.595755003360395,1.0,True,False,False,21.607637405395508
36,255.3833798850902,0.7271258808476894,28.980082849871724,0.23444696492945213,-2.664925264644326,4.529301869455156,FOLLOW,11.184173790060754,27.036765525039698,263.01721271595056,-1.4450050665130918,28.388603801291683,1.0,True,False,False,21.697998046875
37,258.8875134184157,1.5933469161916913,28.676314221484212,0.24903502907498898,-2.1897645058421396,5.189384396597959,FOLLOW,10.865501756271698,26.920540815061447,266.2488816413619,-0.5767780311694566,28.26656785581452,1.0,True,False,False,21.48294448852539
38,262.3922660211068,2.482393067984439,28.43842369796985,0.2508923385641925,-1.6364414188290244,6.063363677037118,FOLLOW,10.720330719460776,26.866231917027683,269.6078441378765,0.34194927464564673,28.20954351287907,1.0,True,False,False,23.185253143310547
39,265.98962699559286,3.329026177615013,28.272482609439376,0.22772230482805733,-1.063923786285884,7.153822509793594,FOLLOW,10.770163603291792,26.859376222786292,273.1624296243986,1.2672310829954525,28.202345033925607,1.0,True,False,False,22.887229919433594
40,269.7770105954092,4.0370820674089565,28.169180336735003,0.17362816045856233,-0.6448187802116483,8.563569934156915,FOLLOW,10.886090998676423,26.884221616192757,276.8757179942693,2.1545222923845646,28.228432697002397,1.0,True,False,False,22.857666015625
41,273.75768617404094,4.513047343524695,28.100791276486472,0.1002294516527385,-0.4881010058655926,10.243299512675154,FOLLOW,10.916459810932793,26.92683661846455,280.693470406342,2.9695165446997502,28.27317844938778,1.0,True,False,False,22.433042526245117
42,277.80728642518164,4.734734429471071,28.04028585208305,0.03214113730361849,-0.49757404611363426,12.070466252894011,FOLLOW,10.825912177970906,26.980156995079152,284.58359835201185,3.687534887063936,28.329164844833112,1.0,True,False,False,22.29142189025879
43,281.8425435293258,4.738739976592947,27.94162715453655,-0.025484279234079775,-1.0606272120505151,12.688477569169732,FOLLOW,10.718761671002994,27.044764853745303,288.52604809618464,4.159734730709822,28.39700309643257,1.0,True,False,False,27.544260025024414
44,285.82711537004496,4.5574636392672865,27.777547458140095,-0.07472489152438158,-1.530757251569791,13.835067080275314,FOLLOW,10.65093346555949,27.11879288836925,292.49347699488527,4.533231962206657,28.474732532787712,1.0,True,False,False,25.194406509399414
45,289.7326836518969,4.226005232668919,27.5678759637126,-0.11381795599383199,-1.7800674677224102,15.33790915262569,FOLLOW,10.639934817865196,27.199281911824315,296.46705018791016,4.794657118583603,28.55924600741553,1.0,True,False,False,22.56608009338379
46,293.5430366020218,3.783632638844103,27.33793456021506,-0.1417306298163652,-1.806849045832628,16.891328166489505,FOLLOW,10.694032013216543,27.291544439378185,300.4267156651134,4.927216666365592,28.656121661347097,1.0,True,False,False,22.2933292388916
47,297.2558418982472,3.264570896632056,27.139644557822173,-0.16272385100436706,-1.3383447174711194,17.06277214975709,FOLLOW,10.807269731183453,27.42761773697649,304.35030633320525,4.921938292066851,28.798998623825316,1.0,True,False,False,22.612333297729492
48,300.87807714056675,2.6808592011490773,27.035895038782257,-0.182656950720404,-0.4425193413186651,16.685128143333408,FOLLOW,10.959754370497535,27.62119952203243,308.2155962687447,4.647777508478029,29.002259498134052,1.0,True,False,False,25.243282318115234
49,304.4185130741137,2.035407384822351,27.014453288253982,-0.19983775688886693,0.08793811657601502,17.34438760322401,FOLLOW,11.112768199148888,27.88211108877769,311.99084533971563,4.251220610779981,29.27621664321658,1.0,True,False,False,24.964570999145508
50,307.88255860907907,1.3379542792561319,27.051817005957837,-0.21435213229106026,0.47228977342498857,17.48397581573609,FOLLOW,11.226543380608689,28.214026999846023,315.6450564547224,3.72010915765115,29.624728349838325,1.0,True,False,False,22.000551223754883
51,311.2733249780865,0.5936982915219905,27.116984304209733,-0.22744595427024333,0.5395098436750166,17.539474878618066,FOLLOW,11.288326808227737,28.605898468414413,319.1708854173068,3.051279049933203,30.036193391835134,1.0,True,False,False,24.929285049438477
52,314.58994838523427,-0.1942346152418708,27.18349054238071,-0.23953016377053835,0.5292729680777162,17.66190772086947,FOLLOW,11.336201943995661,29.04767895596757,322.6095269220822,2.2527033802863734,30.50006290376595,1.0,True,False,False,54.906368255615234
53,317.83416401791743,-1.0180490515970053,27.251562852151604,-0.2470905320016573,0.5784937979610135,17.77263652484832,FOLLOW,11.46025777342038,29.55870281416261,326.05020615865465,1.3531598615884552,31.036637954870745,1.0,True,False,False,26.004314422607422
54,321.0365539426597,-1.8467798834681477,27.36256435620793,-0.2405262930924307,1.1815957377286115,17.73031699688462,FOLLOW,11.758021950438945,30.162976222122456,329.5921859683564,0.3987981019940774,31.67112503322858,1.0,True,False,False,23.021221160888672
55,324.2684481362445,-2.6187662482010508,27.595883467331248,-0.21172634085929,2.4392902536564325,17.471525106691814,FOLLOW,12.239978564013882,30.825201553104442,333.27653250667356,-0.5616385751865708,32.366461630759666,1.0,True,False,False,21.538734436035156
56,327.60780231269183,-3.260993600136093,28.00491542776798,-0.16219586363692873,3.9059820322160306,16.10411752976101,FOLLOW,12.816328882346681,31.48406720115929,337.0847770185912,-1.4845649778624321,33.058270561217256,1.0,True,False,False,21.149873733520508
57,331.0903354192662,-3.7215576318808834,28.57398198140516,-0.10402687111252013,5.029684929174852,13.564092991418946,FOLLOW,13.39113636722493,32.07155120674474,340.99893867991676,-2.337216273431549,33.67512876708198,1.0,True,False,False,21.368741989135742
58,334.69648776796447,-3.9917571099567364,29.24645275484052,-0.05137375825026089,5.608202266095387,10.865480179684845,FOLLOW,13.910866801800978,32.55797791212353,345.00120222106716,-2.9701187758427983,34.18587680772971,1.0,True,False,False,21.451950073242188
59,338.4003263933338,-4.097413651742908,29.952825588795783,-0.01037154736744815,5.617845289046465,8.348790493270204,FOLLOW,14.375913832914591,32.989007333431886,349.07240160087906,-3.5240735900162403,34.63845770010348,1.0,True,False,False,21.9571590423584
60,342.19106752063766,-4.07384291314713,30.65330218599971,0.01948691028743769,5.719834440456216,6.121562940031687,FOLLOW,14.799748534899436,33.45469115206816,353.2000749282332,-3.988544389439545,35.12742570967157,1.0,True,False,False,23.157835006713867
61,346.0673909472392,-3.954445063425939,31.39326497228193,0.03965479586856595,6.048534476050262,4.119471815820649,FOLLOW,15.202249579541501,34.01419279426235,357.39331710017916,-4.358355453617591,35.71490243397547,1.0,True,False,False,24.175643920898438
62,350.0340712120247,-3.7695752934456026,32.1556071216305,0.05148681698686501,6.055439623749341,2.4133650649116456,FOLLOW,15.593336383801898,34.61556344501823,361.6607273310411,-4.635283797928492,36.34634161726915,1.0,True,False,False,30.83968162536621
63,354.0914785134202,-3.54747795042919,32.87598958148983,0.05638438086643978,5.410650456605855,0.890126181630627,FOLLOW,15.967966512739736,35.189738455867584,366.0020377247644,-4.8267586491963455,36.94922537866096,1.0,True,False,False,23.59294891357422
64,358.23232809472063,-3.3122743714988845,33.49860766205982,0.056310487866415425,4.814857931355112,-0.19345216219037575,FOLLOW,16.323704755758456,35.713222533935635,370.41518326917867,-4.815731499568139,37.498883660632416,1.0,True,False,False,21.41714096069336
65,362.451524139653,-3.080346721618339,34.11923649356378,0.05327221547612046,5.057955307852051,-0.9044410248533417,FOLLOW,16.661204289325838,36.231765895769094,374.89353238404647,-4.770060421533942,38.04335419055755,1.0,True,False,False,22.0949649810791
66,366.75159415473377,-2.861979427701218,34.74703950676788,0.04823353299740485,4.93575385385465,-1.5273489494744816,FOLLOW,16.98622548043687,36.707499833978225,379.43774962008985,-4.693359492124281,38.54287482567714,1.0,True,False,False,23.679256439208984
67,371.1310238885535,-2.6658479435135147,35.35329434286603,0.04151986146597509,4.887820077196208,-2.106946838787432,FOLLOW,17.28629038879552,37.1244458946419,384.0378845435293,-4.592158596761319,38.980668189374,1.0,True,False,False,21.900415420532227
68,375.5895015158458,-2.4994742879620695,35.9754814076634,0.033537978418795064,4.995124496879211,-2.543170653064062,FOLLOW,17.558080827579033,37.47894637298162,388.68910471613253,-4.474529017783672,39.3528936916307,1.0,True,False,False,21.907329559326172
69,380.1271161395475,-2.3688603194342703,36.58416458985852,0.02459255126120844,4.707289456361666,-2.870924664348355,FOLLOW,17.79137771477241,37.74988144485684,393.38087923061823,-4.348919337836705,39.637375517099684,1.0,True,False,False,23.32448959350586
70,384.73918904715845,-2.2791206382731,37.15834127195698,0.015036071030539621,4.580397862288854,-3.0071184511415954,FOLLOW,17.977985933548098,37.96930174103697,398.1051020730956,-4.224415460491628,39.867766828088826,1.0,True,False,False,24.16253089904785
71,389.42350998400326,-2.2331259835238244,37.73424083562883,0.0054137384684768836,4.5814932793773755,-2.982853462987495,FOLLOW,18.116883572532572,38.15621459766636,402.856072619691,-4.108809127742445,40.064025327549686,1.0,True,False,False,23.532629013061523
72,394.17921519183056,-2.231317939774739,38.29569853059231,-0.0038087843264350985,4.371344663478774,-2.828941994377778,FOLLOW,18.20512460697961,38.30006641058843,407.62863459098287,-4.009668165285658,40.21506973111785,1.0,True,False,False,23.613929748535156
73,399.00243195376805,-2.272136321720976,38.818529099007336,-0.012292468687209953,3.9841752587143873,-2.576748925652442,FOLLOW,18.238969034993204,38.42219026948912,412.41818422682377,-3.9327813835582397,40.34329978296358,1.0,True,False,False,23.65398406982422
74,403.88663059168107,-2.352264544803992,39.28279841253402,-0.019725528749602372,3.4553096238792897,-2.2080277784732356,FOLLOW,18.219922897335437,38.54793733283872,417.2223548511035,-3.882751301236355,40.475334199480656,1.0,True,False,False,23.056745529174805
75,408.82367455085597,-2.466168925839507,39.6822799803895,-0.025647302897743196,2.9478209863098472,-1.6517200218982822,FOLLOW,18.155526531283897,38.69692464027908,422.04215712296497,-3.86283331714555,40.63177087229303,1.0,True,False,False,23.536205291748047
76,413.8058353351256,-2.605337044995245,40.02334190820893,-0.029506881269640826,2.515557861830004,-0.9080774825473554,FOLLOW,18.057347337237502,38.883482005278374,426.88102188809347,-3.8738878584879024,40.827656105542296,1.0,True,False,False,23.351192474365234
77,418.8267874796612,-2.7582273824163304,40.31780080110055,-0.030779664799803458,2.192847787355861,0.009155354568591734,FOLLOW,17.93727892772671,39.10582045995654,431.7431142628523,-3.915587314585803,41.06111148295437,1.0,True,False,False,23.567914962768555
78,423.88196267649187,-2.9106975680742866,40.57829364934907,-0.029093645119960477,1.9646993420625936,1.0258435183594976,FOLLOW,17.806757324481964,39.385565251196674,436.6335448041432,-3.9853579187177157,41.35484351375651,1.0,True,False,False,23.473262786865234
79,428.96846553492384,-3.0467062214654774,40.8194568857202,-0.02410341201287066,1.870765500282795,2.1763990968588587,FOLLOW,17.67894437753273,39.73967150786764,441.5609070540246,-4.078857760386571,41.72665508326102,1.0,True,False,False,23.482322692871094
80,434.08532791760035,-3.148608963438249,41.05880513989904,-0.015705309820034395,1.9208829693934326,3.303055000001555,FOLLOW,17.564420397013805,40.13597552077754,446.53288593193764,-4.189645346883608,42.14277429681642,1.0,True,False,False,23.021221160888672
81,439.2334404874703,-3.199485983940575,41.31374094792453,-0.00436887550326687,2.1043014211671394,4.201414795987216,FOLLOW,17.468611979962418,40.549290854133595,451.55393989756277,-4.30935114447567,42.57675539684028,1.0,True,False,False,23.730039596557617
82,444.41502508078867,-3.1858058295568297,41.59432599472891,0.00903912363700114,2.325036227582517,4.798075476776395,FOLLOW,17.391116563965113,40.95477376085698,456.62455705143543,-4.427016169310139,43.00251244889983,1.0,True,False,False,23.876190185546875
83,449.63254709960984,-3.0986117798175283,41.90242593228535,0.023533580230651198,2.542488762983523,5.073434574350692,FOLLOW,17.327621179521827,41.33412183228703,461.7426462603105,-4.529173196506179,43.40082792390139,1.0,True,False,False,24.202585220336914
84,454.8881965624883,-2.9336015687350505,42.235359739109356,0.03825684704414695,2.723419007852882,5.10767182889964,FOLLOW,17.27139350526022,41.67343745330585,466.90394060487006,-4.600843052699912,43.75710932597114,1.0,True,False,False,24.144887924194336
85,460.18364423222977,-2.6900966636890233,42.58779477215538,0.05261716958323121,2.858915077078151,4.985940144547322,FOLLOW,17.215742786531393,41.959939883011344,472.1039393490197,-4.623563051038973,44.057936877161914,1.0,True,False,False,23.624658584594727
86,465.5199949896515,-2.36971211841058,42.953166298824335,0.06631939222179795,2.9320064574705835,4.808778190211862,FOLLOW,17.156591006408632,42.18983523493343,477.3402352386384,-4.57516443044206,44.29932699668011,1.0,True,False,False,24.204254150390625
87,470.8979662987704,-1.9748257756475245,43.321114508109744,0.07942716788242501,2.904365352322487,4.573357988150047,FOLLOW,17.08498901840727,42.36391896409459,482.60498400805875,-4.430463985887225,44.482114912299316,1.0,True,False,False,24.138927459716797
88,476.3177246457386,-1.5060274934948485,43.67750543469001,0.09249623198621325,2.7517154276420537,4.1218740893336845,FOLLOW,16.986374878026766,42.484534895313,487.8843411767972,-4.162939947613804,44.60876164007865,1.0,True,False,False,26.606321334838867
