x,y
24725.989244,-1860.427082
24697.463135,-1735.549087
24674.328375,-1634.65687
24650.931296,-1533.211405
24620.897937,-1422.60302
24599.357042,-1322.385349
24568.117691,-1199.145608
24542.971273,-1091.773265
24513.652523,-962.817096
24488.161798,-854.034982
24463.520113,-744.32594
24434.770537,-625.9816
24408.715516,-522.183442
24381.50349,-397.722972
24354.211469,-283.979016
24328.043244,-176.925877
24302.570562,-59.552623
24276.431306,57.175778
24245.947597,174.686873
24225.305932,275.751052
24202.754777,375.966657
24177.942126,476.801303
24153.473468,586.532644
24126.91649,692.365932
24101.61023,791.948114
24073.982706,910.377927
24048.612395,1020.081625
24022.793932,1131.727645
23999.755499,1230.531469
23975.678168,1343.151876
23951.400175,1456.05186
23921.324551,1564.168472
23894.548206,1681.505289
23870.848504,1796.519943
23845.693536,1899.546428
23816.292747,2014.058594
23792.650052,2134.400749
23762.945186,2257.43675
23733.587478,2378.730157
23709.247411,2479.292832
23685.601998,2580.352658
23660.560259,2698.833429
23628.207927,2825.645084
23606.273806,2931.418632
23579.970639,3028.109358
23555.395291,3139.752072
23531.191595,3249.578097
23509.133155,3349.629904
23480.632157,3455.661481
23452.798118,3581.875424
23422.043616,3721.324323
23389.451872,3845.886004
23367.077269,3947.336935
23345.000953,4047.435133
23315.950521,4155.936503
23287.134802,4286.586742
23261.685407,4401.973348
23228.255923,4530.326363
23196.727719,4673.273445
23166.481947,4810.406005
23141.241148,4915.814707
23112.623625,5022.350434
23085.582461,5145.903996
23061.40245,5256.889685
23034.777733,5355.729504
23011.203214,5458.944604
22988.210285,5561.838888
22962.047187,5666.691238
22938.577248,5780.571597
22912.113732,5895.31512
22883.686275,6008.504862
22858.214776,6109.499123
22830.198499,6220.381356
22803.749547,6345.346549
22773.761276,6476.307015
22744.754429,6595.497144
22716.076628,6708.818917
22692.086253,6821.203146
22670.100696,6919.356676
22638.209917,7049.802069
22611.541552,7160.487485
22581.819989,7281.136831
22556.786652,7403.508043
22533.719452,7502.167408
22506.030323,7614.841537
22484.92336,7715.432133
22463.081764,7817.319723
22433.753842,7938.097581
22400.533962,8069.211208
22372.535309,8204.243514
22341.89361,8339.099492
22314.639159,8445.678639
22289.026359,8554.000449
22264.028468,8660.545169
22240.003299,8765.04021
22214.45711,8890.292401
22186.692865,8999.151024
22161.099822,9112.10593
22131.342982,9240.72489
22104.541866,9352.636196
22084.227556,9451.185479
22060.905443,9552.181229
22034.881721,9663.563612
22004.682647,9785.526781
21978.176576,9889.175786
21953.913528,10014.952129
21924.322445,10128.957819
21896.308931,10249.033415
21872.692071,10353.659663
21852.790812,10453.082526
21823.086402,10572.765084
21797.183278,10690.825526
21777.537889,10790.119316
21749.902208,10894.217177
21728.831961,11001.859908
21703.052562,11110.304447
21679.326573,11214.823352
21652.008458,11334.943684
21617.485298,11463.44918
21598.21165,11563.64442
21572.531348,11670.679278
21547.276171,11771.617052
21522.070158,11893.651221
21495.18407,12013.380747
21467.349513,12119.655678
21441.072096,12229.962412
21416.057059,12349.855837
21393.396074,12452.445077
21370.088232,12550.18345
21340.537567,12666.886959
21315.537936,12774.781054
21285.961416,12901.567815
21266.950134,13006.757085
21241.791695,13106.725645
21216.940995,13219.679937
21190.311796,13324.954809
21160.977407,13438.49249
21137.136736,13536.262837
21112.591136,13638.837181
21077.507435,13758.464577
21045.44475,13880.383226
21005.873234,14002.194033
20976.127595,14100.283552
20941.323367,14198.174087
20901.369285,14290.151779
20862.617746,14384.731079
20819.444867,14482.432503
20772.677367,14588.812151
20717.989864,14701.731637
20672.213442,14796.454396
20626.962964,14890.781194
20578.310212,14981.624121
20521.852421,15090.4692
20456.260586,15195.049524
20391.662719,15302.532213
20338.602677,15387.972239
20273.778325,15478.32913
20207.740886,15570.087097
20127.788066,15670.622832
20064.224155,15751.566331
19998.369059,15831.04297
19914.183765,15922.753062
19829.819962,16021.438847
19744.716237,16104.615154
19673.645566,16182.377162
19593.140368,16256.206427
19507.853488,16336.874258
19431.944798,16405.955977
19341.543125,16490.16261
19258.126905,16554.516015
19165.268459,16631.473654
19059.384031,16710.434786
18946.003956,16792.256232
18856.049778,16855.936521
18773.534631,16913.42961
18669.442008,16977.231105
18577.336468,17035.007041
18463.514807,17102.520095
18361.916737,17159.316473
18242.566907,17223.744925
18115.24958,17289.065932
18019.068076,17330.231846
17902.290807,17379.872791
17801.509345,17423.382105
17703.452694,17461.25652
17593.992735,17498.121917
17490.678745,17537.486316
17385.35834,17574.717462
17261.888089,17614.443433
17140.013842,17653.839413
17045.026866,17685.065579
16921.153103,17727.033592
16824.228894,17753.611621
16725.023979,17787.24651
16628.335894,17818.165561
16522.263397,17848.787104
16397.464995,17888.586656
16285.548849,17926.910094
16154.771098,17967.097984
16018.738495,18010.057534
15895.565872,18048.824942
15789.52639,18082.199857
15679.706083,18116.056826
15581.530849,18150.630811
15464.079469,18183.304981
15327.93264,18230.546064
15227.460496,18261.151234
15125.656928,18294.37513
15016.897067,18326.688807
14899.284113,18367.014439
14779.430372,18404.910393
14671.300247,18437.266327
14539.128414,18482.035342
14441.155512,18511.351915
14346.694457,18544.829832
14235.082295,18576.964709
14132.426385,18613.520481
14006.441533,18653.420552
13870.885997,18696.768759
13749.400595,18733.814595
13650.297623,18767.126002
13541.576035,18798.395889
13431.818846,18834.504096
13331.222774,18867.283585
13234.319352,18898.793752
13120.873396,18935.652835
13004.985753,18970.947643
12892.538332,19008.372298
12793.501658,19040.249391
12691.975803,19072.401541
12595.519583,19102.262344
12466.181286,19143.793497
12356.185662,19175.57752
12238.112672,19217.154459
12114.74093,19252.482592
12018.463664,19284.159192
11916.799841,19317.571216
11807.058537,19352.830634
11691.719558,19387.595128
11575.978801,19427.204446
11453.26703,19462.216854
11325.615668,19504.527729
11224.38472,19534.891976
11126.168964,19569.527971
11014.98011,19605.374628
10913.145732,19636.707389
10806.218014,19671.978513
10707.459339,19705.334195
10610.193841,19738.340057
10513.685383,19769.217451
10414.446628,19809.413725
10234.259298,19860.533839
10136.274709,19897.673488
10041.957909,19931.555757
9939.28789,19970.518242
9840.552912,20006.512259
9742.112413,20042.126056
9631.064903,20083.424465
9535.032908,20120.826972
9428.233593,20164.018369
9320.483748,20203.058748
9215.788209,20249.715595
9119.886197,20286.187325
9016.2098,20330.965039
8917.622451,20373.807377
8824.690882,20415.967117
8730.44029,20461.508852
8638.287528,20503.880571
8538.725847,20553.233578
8426.024185,20608.378947
8336.405602,20653.34884
8241.906297,20700.470251
8140.098566,20749.317571
8043.303644,20804.586265
7954.682081,20852.463672
7847.148671,20908.730108
7746.738011,20971.886064
7658.286025,21023.594912
7561.752092,21081.670871
7469.610904,21143.170255
7378.759443,21198.695873
7284.381822,21260.942929
7195.286763,21321.291428
7110.531831,21380.852788
7026.119432,21440.302635
6924.668886,21508.630674
6838.747481,21567.251199
6749.308388,21627.919759
6660.5564,21697.240548
6576.661375,21752.405999
6476.403633,21828.495587
6393.270746,21890.113476
6308.816809,21954.611068
6221.956471,22024.441875
6123.719666,22100.521047
6037.04904,22173.736567
5956.073125,22241.867466
5876.487124,22304.51516
5791.205706,22379.237871
5702.607497,22455.183241
5628.54223,22526.40724
5542.828714,22600.914112
5463.806505,22671.662487
5386.091589,22742.420542
5311.609476,22815.07052
5236.580234,22892.725406
5163.436925,22962.294433
5075.826599,23047.652112
5001.722772,23120.907204
4926.321403,23202.421116
4851.082424,23277.181967
4777.045103,23357.627257
4706.162871,23437.552695
4637.041691,23514.06077
4561.314825,23596.387135
4495.868999,23676.117946
4421.667364,23758.802401
4359.544773,23838.089706
4284.607838,23927.938354
4218.484434,24006.817991
4151.368911,24090.66536
4081.362557,24176.724681
4011.411197,24262.871247
3943.81121,24350.995172
3880.372535,24434.940222
3809.875322,24522.768241
3748.011323,24608.379196
3688.924477,24690.833994
3625.79917,24777.891765
3563.43562,24867.331059
3502.333431,24959.300416
3420.571573,25080.938317
3362.38474,25164.647979
3302.698359,25256.296473
3250.009945,25345.668601
3186.264052,25444.276205
3122.720461,25550.783172
3062.80101,25651.368709
3009.666152,25744.036964
2961.129978,25834.605102
2899.080202,25939.502995
2852.284558,26028.703692
2805.20173,26118.624894
2755.279744,26213.400829
2700.519269,26316.411076
2651.186117,26420.056832
2595.128713,26525.275214
2541.805202,26642.152808
2492.032724,26737.592172
2448.829826,26832.339209
2401.418349,26939.587969
2344.197116,27058.082988
2297.845776,27170.482971
2240.767873,27296.561177
2185.209586,27428.185362
2145.717105,27535.223211
2106.284659,27629.776035
2067.697972,27722.289807
2027.873606,27833.747909
1992.632782,27935.117432
1959.890524,28030.37533
1926.491372,28125.023117
1895.284804,28221.440724
1864.046771,28317.23287
1829.822885,28418.478066
1799.320587,28516.781136
1767.920344,28622.418987
1737.354057,28732.383912
1713.495284,28830.062829
1686.509701,28927.648887
1655.999145,29030.118219
1627.909622,29140.833093
1600.057509,29264.949641
1573.507927,29379.764442
1551.264865,29484.877836
1521.824107,29597.582983
1499.8388,29721.313722
1473.386785,29842.360635
1452.308472,29942.835941
1432.041617,30045.099395
1414.02682,30153.895171
1392.083808,30265.771873
1376.645089,30376.553073
1357.334101,30512.365138
1339.326562,30628.001521
1325.437711,30762.389414
1310.655687,30891.970864
1296.523598,30995.485385
1291.262936,31101.462502
1277.72141,31212.29395
1270.12452,31319.147857
1264.559256,31420.215406
1258.484928,31536.774403
1251.28055,31661.549485
1244.922185,31770.138228
1240.772317,31878.862684
1240.89499,31987.12035
1237.051307,32100.885591
1236.836439,32216.324195
1236.087647,32320.066453
1235.526662,32427.286891
1235.010687,32551.87747
1237.59332,32692.485577
1243.460049,32842.512583
1248.277874,32979.078298
1253.110291,33104.260138
1258.149946,33220.851067
1263.621366,33337.95918
1274.354163,33474.599441
1280.041259,33591.206601
1291.968005,33724.094976
1307.469879,33872.491052
1320.040255,33978.827778
1335.150867,34092.703474
1347.157514,34198.733908
1370.957228,34339.661656
1384.077796,34444.394433
1404.782451,34555.99431
1428.882734,34677.91792
1449.425023,34779.642369
1469.926253,34891.326933
1499.015326,35025.398946
1530.688225,35171.953725
1554.748365,35286.7738
1582.267815,35398.51425
1610.116412,35513.633454
1638.144425,35613.479923
1667.866957,35738.44819
1696.733811,35837.79145
1723.11007,35936.094048
1749.347642,36037.465812
1781.69368,36144.207181
1818.038191,36263.989049
1853.052663,36379.733693
1890.929998,36506.971312
1921.949289,36607.57646
1956.705534,36702.653174
1987.010357,36801.353439
2022.463635,36916.783764
2059.652053,37037.568786
2099.560396,37156.288734
2135.075182,37273.382382
2180.159108,37401.676032
2215.5019,37513.01567
2247.71402,37612.79901
2280.128114,37720.343829
2309.68407,37816.058285
2344.396344,37929.231429
2378.884112,38029.090324
2414.12572,38151.624566
2457.412557,38283.944511
2493.292932,38400.637569
2522.638585,38496.731486
2552.228716,38602.080365
2586.064425,38711.061077
2617.745644,38806.763372
2653.801587,38924.162093
2687.175794,39033.553884
2727.186739,39158.785996
2762.546075,39272.499211
2792.747393,39367.848915
2822.722629,39469.328776
2857.984499,39585.780328
2891.734472,39696.72871
2933.893954,39835.77553
2969.177418,39961.168889
3003.684938,40062.098245
3031.288661,40158.897413
3062.627166,40255.341096
3097.058297,40373.265973
3129.26117,40476.737205
3167.210511,40595.867661
3199.060025,40700.310981
3231.2452,40813.951032
3269.012569,40940.764788
3309.503475,41069.403541
3340.180332,41170.419275
3368.604903,41281.224307
3402.877905,41395.650716
3439.950828,41524.214713
3471.805458,41631.902333
3504.111505,41756.547511
3538.754529,41883.654375
3573.035413,42023.629247
3611.107833,42173.868749
3638.438075,42274.125517
3665.147178,42378.674689
3700.637706,42516.465498
3727.369113,42627.284611
3753.365655,42741.588651
3775.835856,42850.371392
3802.030025,42954.377682
3825.313268,43052.918512
3853.421626,43165.502985
3876.55793,43277.742123
3898.842818,43388.562808
3925.975061,43500.93147
3947.751383,43604.187597
3973.928591,43717.309378
3999.583026,43840.766892
4019.911182,43951.512833
4043.176828,44060.591121
4061.04619,44169.978155
4081.006458,44274.985692
4102.293695,44375.713972
4122.81312,44500.832391
4143.69005,44604.086258
4161.562354,44713.975304
4184.548958,44838.023471
4201.68668,44941.741905
4223.980444,45059.458099
4240.470733,45170.558538
4265.436036,45298.033657
4279.780852,45403.258109
4295.482855,45520.274547
4317.361899,45646.903638
4337.924189,45787.940659
4351.633858,45893.129693
4368.372231,45995.071826
4381.493607,46125.289488
4397.941399,46227.814919
4414.526305,46350.237153
4428.800882,46450.018824
4440.534017,46564.602808
4455.045163,46696.363726
4473.250804,46823.766567
4489.233011,46966.318691
4501.35016,47090.680065
4516.008029,47196.891216
4527.304391,47315.305162
4535.470488,47419.523706
4546.375876,47545.580702
4560.2137,47656.995393
4566.822134,47781.786563
4580.272396,47913.763953
4590.228644,48045.992388
4600.33129,48167.268571
4610.280009,48288.398538
4617.676099,48394.453402
4627.218442,48516.144897
4632.830972,48641.306246
4641.14506,48747.030894
4645.020686,48859.676179
4652.462761,48983.931575
4656.885233,49116.519753
4660.317962,49258.46915
4668.306444,49399.908594
4673.635293,49532.771179
4677.685159,49633.896925
4681.68686,49738.050463
4684.091499,49850.705246
4685.279302,49954.251386
4689.173455,50065.820383
4689.977148,50193.808697
4695.695806,50323.5509
4696.461389,50473.40972
4697.23965,50633.598919
4695.851594,50752.887296
4696.360894,50861.031364
4697.023144,51001.652621
4692.575216,51118.886193
4693.130499,51236.794119
4688.826505,51356.23138
4689.504826,51457.483591
4685.296205,51569.359665
4681.131317,51684.123886
4681.546177,51814.157404
4673.455093,51943.849257
4668.764647,52055.643599
4666.982061,52163.266091
4662.174792,52265.583627
4657.592644,52369.434586
4652.789145,52476.684542
4647.442048,52597.955753
4642.314786,52714.773277
4634.777212,52816.994549
4630.209361,52920.798229
4625.563954,53021.090226
4614.93695,53141.473169
4610.089579,53245.133202
4600.337961,53346.586018
4590.40556,53451.884018
4584.619489,53575.53095
4568.834083,53698.923077
4557.2879,53838.685418
4546.897816,53953.744172
4536.864238,54061.185077
4521.055925,54185.061645
4511.008265,54292.79922
4498.127556,54410.239614
4487.67981,54512.22792
4478.439038,54615.386062
4462.144407,54732.593772
4451.589325,54842.351129
4438.08191,54950.030985
4428.353481,55056.515066
4413.615917,55157.751725
4399.601071,55286.23168
4385.127197,55392.741983
4373.940853,55498.992956
4362.713256,55606.291201
4346.018699,55721.500996
4335.053469,55824.272699
4321.671343,55924.473566
4307.605989,56040.036732
4295.334897,56139.861899
4281.760957,56244.797763
4269.13348,56368.946454
4256.8276,56475.078851
4243.574409,56601.83886
4223.436307,56729.16112
4213.394007,56845.633151
4199.277369,56968.304945
4182.092052,57075.299948
4168.92103,57183.463477
4156.950226,57292.355344
4146.879352,57402.650415
4127.682086,57530.243766
4115.130067,57639.821318
4101.043988,57766.783464
4088.277293,57878.587348
4074.152497,57978.367899
4062.339612,58091.549293
4046.776779,58218.123688
4035.30399,58330.718908
4016.641094,58462.959154
4002.568269,58598.657798
3990.733387,58712.642247
3973.993396,58825.453905
3964.189572,58927.927227
3948.440232,59041.651426
3933.707087,59154.519907
3923.099331,59268.595116
3905.276889,59396.148613
3894.948285,59505.368035
3879.747656,59613.170723
3869.928466,59718.619007
3855.780576,59818.778268
3844.907657,59930.889122
3829.884686,60036.662393
3820.136369,60140.855183
3802.184429,60267.25065
3791.464183,60378.286572
3774.409403,60498.365338
3760.214552,60633.865147
3742.811839,60756.393628
3733.672976,60856.295401
3718.166277,60965.474487
3708.118374,61071.776598
3690.554556,61195.439382
3679.338194,61309.968342
3661.562614,61443.295378
3649.345929,61562.117044
3637.947982,61663.986912
3625.702396,61766.565626
3610.18231,61867.797192
3600.773558,61971.679914
3585.464132,62073.113651
3576.129196,62173.502429
3562.753217,62273.022669
3549.180033,62379.313726
3538.63752,62480.563509
3527.280996,62586.436507
3512.624061,62698.64543
3500.688967,62805.966468
3490.297747,62908.695602
3475.720356,63015.01104
3462.010771,63119.978106
3451.633453,63240.656194
3435.336529,63348.727859
3427.75107,63449.201925
3410.078911,63564.455846
3401.943143,63669.062745
3387.972083,63778.184558
3376.856368,63880.417283
3361.628849,63988.634521
3350.254181,64095.340987
3335.187106,64195.900316
3325.096993,64296.93938
3314.800079,64400.049282
3299.391272,64504.030608
3289.243756,64605.644489
3273.114017,64716.844991
3260.964621,64826.270049
3250.062904,64930.907637
3239.314796,65032.29727
3222.114783,65147.097493
3212.560755,65262.03449
3197.666074,65372.600802
3185.763928,65479.234458
3171.388358,65588.389988
3154.544179,65709.716606
3143.305883,65812.146708
3131.278967,65914.928568
3120.429015,66026.573837
3107.832177,66132.28321
3093.903592,66239.63369
3080.235612,66344.975634
3067.183024,66445.574622
3058.841467,66548.723768
3045.726194,66649.805882
3032.566007,66751.234164
3017.380979,66868.268307
3003.578666,66973.119468
2994.116611,67080.862006
2981.239979,67189.016376
2968.327778,67305.957237
2950.94559,67424.424923
2938.718869,67528.287134
2927.738277,67628.761283
2917.292913,67732.703263
2900.844437,67850.049361
2889.072288,67971.451261
2872.55813,68078.662057
2862.425738,68185.93345
2851.023835,68290.654945
2834.105653,68397.905834
2822.251632,68521.753072
2807.587663,68624.572465
2794.246314,68740.859842
2779.297192,68869.46413
2763.138733,69007.43267
2747.944502,69136.935528
2731.908602,69247.41801
2720.488356,69361.463907
2708.242936,69465.164952
2695.386861,69568.363453
2680.30261,69689.447996
2664.382561,69817.241675
2649.451582,69937.095875
2639.380366,70042.647756
2625.610329,70146.463313
2613.89234,70249.518946
2600.541317,70364.808235
2583.750506,70471.805231
2572.973288,70571.614502
2561.651353,70677.304468
2545.73917,70801.088085
2529.248772,70950.872839
2517.703363,71054.386345
2506.096004,71157.921378
2490.328271,71298.566017
2473.299243,71405.582906
2459.447747,71528.964182
2445.836194,71649.363186
2433.729926,71756.130472
2421.099587,71867.394153
2404.479681,71974.754153
2392.590667,72080.407662
2378.380354,72184.480383
2366.3189,72304.521365
2349.668269,72419.199343
2336.523015,72543.514264
2318.080016,72668.997547
2306.742237,72780.480555
2292.73929,72887.53478
2276.899843,72989.070631
2267.887094,73094.943141
2250.940606,73204.029756
2239.915719,73305.379922
2229.016025,73405.674104
2212.008864,73516.099817
2199.67007,73629.883713
2187.484981,73742.257687
2168.605879,73869.987254
2156.899901,73977.946692
2139.135188,74095.400747
2125.03748,74225.419225
2110.874169,74356.042921
2098.190398,74473.021292
2080.703726,74587.911599
2069.910891,74687.450557
2056.755809,74808.775927
2040.837431,74938.353605
2029.41049,75045.492968
2017.604998,75156.666096
2002.518224,75280.328938
1990.919391,75389.527775
1977.757444,75497.3061
1961.92764,75604.045653
1948.723109,75735.90377
1932.454855,75848.468056
1915.763376,75965.509096
1901.291135,76080.292148
1879.250867,76200.084479
1864.41147,76306.634047
1844.924027,76414.090146
1829.230105,76517.585585
1812.311039,76626.151691
1793.239098,76730.168615
1774.432706,76857.222622
1750.604826,76982.836508
1734.39326,77095.127867
1714.953087,77196.952625
1700.48633,77298.679774
1679.893805,77405.718925
1660.085156,77508.653083
1645.287519,77611.99334
1623.270354,77726.38891
1607.944578,77832.473246
1590.143643,77933.753495
1573.984499,78037.65617
1552.819473,78153.878756
1529.119379,78276.512992
1514.169661,78381.196775
1496.741193,78486.63553
1478.185429,78595.298124
1459.742307,78703.106541
1441.389043,78810.344289
1419.969442,78935.478122
1401.820264,79041.49849
1381.713696,79158.949209
1358.612094,79275.797227
1342.556818,79381.120743
1325.758696,79490.788084
1308.32055,79592.495515
1289.123298,79700.999849
1267.567401,79821.162715
1246.754558,79936.724701
1222.683346,80070.172998
1202.454388,80182.243838
1179.326281,80282.214818
1155.393824,80386.641408
1132.144659,80487.269737
1104.426343,80584.480112
1068.830339,80697.162369
1031.508228,80791.266289
997.191708,80896.856676
950.962834,81012.135997
906.996346,81114.890788
854.092985,81218.47781
809.235286,81312.074624
754.073292,81410.125517
701.047981,81510.042331
644.44717,81596.500685
581.988162,81692.070623
508.465824,81806.158069
442.550099,81896.837293
367.645455,81990.069316
304.729818,82073.270345
232.429219,82154.698735
161.212822,82233.067184
91.000072,82309.768864
