Sref,Xref,Yref,Aref,Kref,Lmax,Lmin
0,-122.9564,-600.4142,-0.67041483828763,0,5.22464657973752,-8.40038164950616
1.99996429218123,-121.3893,-601.6568,-0.67041483828765,0,5.2484431678439,-8.3853026472131
3.99992858436249,-119.8222,-602.8994,-0.670414838287673,0,5.23580460846973,-8.39035007727603
5.99996312031429,-118.2551,-604.142,-0.670418894540025,0,5.231524924019,-8.36652915624794
7.99999765626609,-116.6879,-605.3847,-0.670418894540025,0,5.24083713603406,-8.35176136159247
9.99996194844735,-115.1208,-606.6273,-0.670414838287675,0,5.26966372053727,-8.32866947115651
11.9999262406286,-113.5537,-607.8699,-0.67041483828765,0,5.26742409046381,-8.33635767635005
13.9999607765804,-111.9866,-609.1125,-0.670418894540023,0,5.26595183921514,-8.34789441787371
15.9999953125322,-110.4194,-610.3552,-0.670418894540047,0,5.26328871550837,-8.3251248645322
17.9999596047135,-108.8523,-611.5978,-0.670414838287675,0,5.2666132726914,-8.3034031415114
19.9999238968947,-107.2852,-612.8404,-0.670414838287653,0,5.30933806047713,-8.30430290550722
21.9999584328465,-105.7181,-614.083,-0.670418894540023,0,5.28536610187542,-8.31070457747088
23.9999929687983,-104.1509,-615.3257,-0.670418894540045,0,5.31229804442093,-8.28593229496673
25.9999572609796,-102.5838,-616.5683,-0.670414838287653,0,5.32655052386222,-8.2816811571008
27.9999215531608,-101.0167,-617.8109,-0.670414838287653,0,5.3194846373154,-8.29420145222292
29.9999560891126,-99.4496,-619.0535,-0.670418894540047,0,5.30833627610943,-8.25142616648213
31.9999906250645,-97.8824,-620.2962,-0.670418894540045,0,5.32376316226106,-8.26112516827628
34.0000251610163,-96.3153,-621.5388,-0.670418894540045,0,5.34023964778248,-8.25347023466897
36.0000596969681,-94.7481,-622.7815,-0.670418894540025,0,5.35663237651762,-8.24845592595695
38.0000239891493,-93.181,-624.0241,-0.670414838287653,0,5.35227821706544,-8.23027919331519
39.9999882813306,-91.6139,-625.2667,-0.670414838287675,0,5.35428159622117,-8.2283422818029
42.0000228172824,-90.0468,-626.5093,-0.670418894540025,0,5.35550471141604,-8.25210128049651
44.0000573532342,-88.4796,-627.752,-0.670418894540023,0,5.35059713675963,-8.24145679540325
46.0000216454155,-86.9125,-628.9946,-0.670414838287673,0,5.35977801469664,-8.24052041591852
47.9999859375967,-85.3454,-630.2372,-0.670414838287653,0,5.37985737497017,-8.19757789607406
50.0000204735485,-83.7783,-631.4798,-0.670418894540025,0,5.40534505257221,-8.19979338280193
52.0000550095003,-82.2111,-632.7225,-0.670418894540047,0,5.40001496467755,-8.20568293473558
54.0000193016816,-80.644,-633.9651,-0.670414838287673,0,5.38903674367323,-8.19250122544327
55.9999835938628,-79.0769,-635.2077,-0.67041483828765,0,5.42787193628454,-8.17442200080038
58.0000181298146,-77.5098,-636.4503,-0.670418894540025,0,5.40181211435028,-8.17175497696826
60.0000526657664,-75.9426,-637.693,-0.670418894540047,0,5.43711662765713,-8.15195607850983
62.0000169579477,-74.3755,-638.9356,-0.670414838287653,0,5.4440836321179,-8.13434740891224
63.9999812501289,-72.8084,-640.1782,-0.67041483828765,0,5.43042941772265,-8.12845179910528
66.0000157860807,-71.2413,-641.4208,-0.670418894540045,0,5.4363269668564,-8.12106709624066
68.0000503220326,-69.6741,-642.6635,-0.670418894540047,0,5.43495487707977,-8.10323744171088
70.0000146142138,-68.107,-643.9061,-0.670414838287653,0,5.46662861468522,-8.10022100317381
72.0000491501656,-66.5399,-645.1487,-0.670418894540025,0,5.45215370247332,-8.11860022125333
74.0000836861174,-64.9727,-646.3914,-0.670418894540046,0,5.47814494685521,-8.11242578634643
76.0000479782987,-63.4056,-647.634,-0.670414838287674,0,5.47500767147261,-8.1013972972928
